cdn1_allcolo.ns2863 S3FIFO-0.0500-0.9000 cache size      191, 4361661 req, miss ratio 0.7468, byte miss ratio 0.7468
cdn1_allcolo.ns2863 S3FIFO-0.0500-0.9000 cache size      574, 4361661 req, miss ratio 0.6296, byte miss ratio 0.6296
cdn1_allcolo.ns2863 S3FIFO-0.0500-0.9000 cache size     1914, 4361661 req, miss ratio 0.4784, byte miss ratio 0.4784
cdn1_allcolo.ns2863 S3FIFO-0.0500-0.9000 cache size     5744, 4361661 req, miss ratio 0.3283, byte miss ratio 0.3283
cdn1_allcolo.ns2863 S3FIFO-0.0500-0.9000 cache size    19148, 4361661 req, miss ratio 0.1722, byte miss ratio 0.1722
cdn1_allcolo.ns2863 S3FIFO-0.0500-0.9000 cache size    38296, 4361661 req, miss ratio 0.1046, byte miss ratio 0.1046
cdn1_allcolo.ns2863 S3FIFO-0.0500-0.9000 cache size    76592, 4361661 req, miss ratio 0.0628, byte miss ratio 0.0628
cdn1_allcolo.ns2863 S3FIFO-0.0500-0.9000 cache size   153184, 4361661 req, miss ratio 0.0452, byte miss ratio 0.0452
cdn1_allcolo.ns2863 S3FIFO-0.0010-0.9000 cache size      191, 4361661 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2863 S3FIFO-0.0010-0.9000 cache size      574, 4361661 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2863 S3FIFO-0.0010-0.9000 cache size     1914, 4361661 req, miss ratio 0.4794, byte miss ratio 0.4794
cdn1_allcolo.ns2863 S3FIFO-0.0010-0.9000 cache size     5744, 4361661 req, miss ratio 0.3274, byte miss ratio 0.3274
cdn1_allcolo.ns2863 S3FIFO-0.0010-0.9000 cache size    19148, 4361661 req, miss ratio 0.1717, byte miss ratio 0.1717
cdn1_allcolo.ns2863 S3FIFO-0.0010-0.9000 cache size    38296, 4361661 req, miss ratio 0.1050, byte miss ratio 0.1050
cdn1_allcolo.ns2863 S3FIFO-0.0010-0.9000 cache size    76592, 4361661 req, miss ratio 0.0635, byte miss ratio 0.0635
cdn1_allcolo.ns2863 S3FIFO-0.0010-0.9000 cache size   153184, 4361661 req, miss ratio 0.0452, byte miss ratio 0.0452
cdn1_allcolo.ns2863 S3FIFO-0.2000-1.9000 cache size      191, 4361661 req, miss ratio 0.7608, byte miss ratio 0.7608
cdn1_allcolo.ns2863 S3FIFO-0.2000-1.9000 cache size      574, 4361661 req, miss ratio 0.6495, byte miss ratio 0.6495
cdn1_allcolo.ns2863 S3FIFO-0.2000-1.9000 cache size     1914, 4361661 req, miss ratio 0.5012, byte miss ratio 0.5012
cdn1_allcolo.ns2863 S3FIFO-0.2000-1.9000 cache size     5744, 4361661 req, miss ratio 0.3502, byte miss ratio 0.3502
cdn1_allcolo.ns2863 S3FIFO-0.2000-1.9000 cache size    19148, 4361661 req, miss ratio 0.1866, byte miss ratio 0.1866
cdn1_allcolo.ns2863 S3FIFO-0.2000-1.9000 cache size    38296, 4361661 req, miss ratio 0.1119, byte miss ratio 0.1119
cdn1_allcolo.ns2863 S3FIFO-0.2000-1.9000 cache size    76592, 4361661 req, miss ratio 0.0644, byte miss ratio 0.0644
cdn1_allcolo.ns2863 S3FIFO-0.2000-1.9000 cache size   153184, 4361661 req, miss ratio 0.0452, byte miss ratio 0.0452
cdn1_allcolo.ns2863 S3FIFO-0.2500-0.9000 cache size      191, 4361661 req, miss ratio 0.7601, byte miss ratio 0.7601
cdn1_allcolo.ns2863 S3FIFO-0.2500-0.9000 cache size      574, 4361661 req, miss ratio 0.6480, byte miss ratio 0.6480
cdn1_allcolo.ns2863 S3FIFO-0.2500-0.9000 cache size     1914, 4361661 req, miss ratio 0.4984, byte miss ratio 0.4984
cdn1_allcolo.ns2863 S3FIFO-0.2500-0.9000 cache size     5744, 4361661 req, miss ratio 0.3473, byte miss ratio 0.3473
