io_traces.ns474 S3FIFO-0.9500-1.9000 cache size      115, 2400000 req, miss ratio 0.6211, byte miss ratio 0.6211
io_traces.ns474 S3FIFO-0.9500-1.9000 cache size      346, 2400000 req, miss ratio 0.3270, byte miss ratio 0.3270
io_traces.ns474 S3FIFO-0.9500-1.9000 cache size     1156, 2400000 req, miss ratio 0.2403, byte miss ratio 0.2403
io_traces.ns474 S3FIFO-0.9500-1.9000 cache size     3469, 2400000 req, miss ratio 0.2121, byte miss ratio 0.2121
io_traces.ns474 S3FIFO-0.9500-1.9000 cache size    11566, 2400000 req, miss ratio 0.1669, byte miss ratio 0.1669
io_traces.ns474 S3FIFO-0.9500-1.9000 cache size    23133, 2400000 req, miss ratio 0.1302, byte miss ratio 0.1302
io_traces.ns474 S3FIFO-0.9500-1.9000 cache size    46266, 2400000 req, miss ratio 0.0830, byte miss ratio 0.0830
io_traces.ns474 S3FIFO-0.9500-1.9000 cache size    92532, 2400000 req, miss ratio 0.0545, byte miss ratio 0.0545
io_traces.ns474 S3FIFO-0.0100-1.9000 cache size      115, 2400000 req, miss ratio 0.2953, byte miss ratio 0.2953
io_traces.ns474 S3FIFO-0.0100-1.9000 cache size      346, 2400000 req, miss ratio 0.2288, byte miss ratio 0.2288
io_traces.ns474 S3FIFO-0.0100-1.9000 cache size     1156, 2400000 req, miss ratio 0.2160, byte miss ratio 0.2160
io_traces.ns474 S3FIFO-0.0100-1.9000 cache size     3469, 2400000 req, miss ratio 0.1927, byte miss ratio 0.1927
io_traces.ns474 S3FIFO-0.0100-1.9000 cache size    11566, 2400000 req, miss ratio 0.1590, byte miss ratio 0.1590
io_traces.ns474 S3FIFO-0.0100-1.9000 cache size    23133, 2400000 req, miss ratio 0.1249, byte miss ratio 0.1249
io_traces.ns474 S3FIFO-0.0100-1.9000 cache size    46266, 2400000 req, miss ratio 0.0716, byte miss ratio 0.0716
io_traces.ns474 S3FIFO-0.0100-1.9000 cache size    92532, 2400000 req, miss ratio 0.0485, byte miss ratio 0.0485
io_traces.ns474 S3FIFO-0.5500-1.9000 cache size      115, 2400000 req, miss ratio 0.5264, byte miss ratio 0.5264
io_traces.ns474 S3FIFO-0.5500-1.9000 cache size      346, 2400000 req, miss ratio 0.2324, byte miss ratio 0.2324
io_traces.ns474 S3FIFO-0.5500-1.9000 cache size     1156, 2400000 req, miss ratio 0.2151, byte miss ratio 0.2151
io_traces.ns474 S3FIFO-0.5500-1.9000 cache size     3469, 2400000 req, miss ratio 0.2023, byte miss ratio 0.2023
io_traces.ns474 S3FIFO-0.5500-1.9000 cache size    11566, 2400000 req, miss ratio 0.1633, byte miss ratio 0.1633
io_traces.ns474 S3FIFO-0.5500-1.9000 cache size    23133, 2400000 req, miss ratio 0.1241, byte miss ratio 0.1241
io_traces.ns474 S3FIFO-0.5500-1.9000 cache size    46266, 2400000 req, miss ratio 0.0757, byte miss ratio 0.0757
io_traces.ns474 S3FIFO-0.5500-1.9000 cache size    92532, 2400000 req, miss ratio 0.0492, byte miss ratio 0.0492
io_traces.ns474 S3FIFO-0.8000-1.9000 cache size      115, 2400000 req, miss ratio 0.6047, byte miss ratio 0.6047
io_traces.ns474 S3FIFO-0.8000-1.9000 cache size      346, 2400000 req, miss ratio 0.2837, byte miss ratio 0.2837
io_traces.ns474 S3FIFO-0.8000-1.9000 cache size     1156, 2400000 req, miss ratio 0.2205, byte miss ratio 0.2205
io_traces.ns474 S3FIFO-0.8000-1.9000 cache size     3469, 2400000 req, miss ratio 0.2081, byte miss ratio 0.2081
io_traces.ns474 S3FIFO-0.8000-1.9000 cache size    11566, 2400000 req, miss ratio 0.1678, byte miss ratio 0.1678
io_traces.ns474 S3FIFO-0.8000-1.9000 cache size    23133, 2400000 req, miss ratio 0.1267, byte miss ratio 0.1267
io_traces.ns474 S3FIFO-0.8000-1.9000 cache size    46266, 2400000 req, miss ratio 0.0801, byte miss ratio 0.0801
io_traces.ns474 S3FIFO-0.8000-1.9000 cache size    92532, 2400000 req, miss ratio 0.0521, byte miss ratio 0.0521
io_traces.ns474 S3FIFO-0.0010-0.9000 cache size      115, 2400000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns474 S3FIFO-0.0010-0.9000 cache size      346, 2400000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns474 S3FIFO-0.0010-0.9000 cache size     1156, 2400000 req, miss ratio 0.2178, byte miss ratio 0.2178
io_traces.ns474 S3FIFO-0.0010-0.9000 cache size     3469, 2400000 req, miss ratio 0.1978, byte miss ratio 0.1978
io_traces.ns474 S3FIFO-0.0010-0.9000 cache size    11566, 2400000 req, miss ratio 0.1677, byte miss ratio 0.1677
io_traces.ns474 S3FIFO-0.0010-0.9000 cache size    23133, 2400000 req, miss ratio 0.1288, byte miss ratio 0.1288
io_traces.ns474 S3FIFO-0.0010-0.9000 cache size    46266, 2400000 req, miss ratio 0.0720, byte miss ratio 0.0720
io_traces.ns474 S3FIFO-0.0010-0.9000 cache size    92532, 2400000 req, miss ratio 0.0485, byte miss ratio 0.0485
io_traces.ns474 S3FIFO-0.1500-1.9000 cache size      115, 2400000 req, miss ratio 0.3286, byte miss ratio 0.3286
io_traces.ns474 S3FIFO-0.1500-1.9000 cache size      346, 2400000 req, miss ratio 0.2255, byte miss ratio 0.2255
io_traces.ns474 S3FIFO-0.1500-1.9000 cache size     1156, 2400000 req, miss ratio 0.2094, byte miss ratio 0.2094
io_traces.ns474 S3FIFO-0.1500-1.9000 cache size     3469, 2400000 req, miss ratio 0.1904, byte miss ratio 0.1904
io_traces.ns474 S3FIFO-0.1500-1.9000 cache size    11566, 2400000 req, miss ratio 0.1621, byte miss ratio 0.1621
io_traces.ns474 S3FIFO-0.1500-1.9000 cache size    23133, 2400000 req, miss ratio 0.1241, byte miss ratio 0.1241
io_traces.ns474 S3FIFO-0.1500-1.9000 cache size    46266, 2400000 req, miss ratio 0.0682, byte miss ratio 0.0682
io_traces.ns474 S3FIFO-0.1500-1.9000 cache size    92532, 2400000 req, miss ratio 0.0485, byte miss ratio 0.0485
io_traces.ns474 S3FIFO-0.2000-0.9000 cache size      115, 2400000 req, miss ratio 0.3292, byte miss ratio 0.3292
io_traces.ns474 S3FIFO-0.2000-0.9000 cache size      346, 2400000 req, miss ratio 0.2281, byte miss ratio 0.2281
io_traces.ns474 S3FIFO-0.2000-0.9000 cache size     1156, 2400000 req, miss ratio 0.2103, byte miss ratio 0.2103
io_traces.ns474 S3FIFO-0.2000-0.9000 cache size     3469, 2400000 req, miss ratio 0.1917, byte miss ratio 0.1917
io_traces.ns474 S3FIFO-0.2000-0.9000 cache size    11566, 2400000 req, miss ratio 0.1628, byte miss ratio 0.1628
io_traces.ns474 S3FIFO-0.2000-0.9000 cache size    23133, 2400000 req, miss ratio 0.1245, byte miss ratio 0.1245
io_traces.ns474 S3FIFO-0.2000-0.9000 cache size    46266, 2400000 req, miss ratio 0.0688, byte miss ratio 0.0688
io_traces.ns474 S3FIFO-0.2000-0.9000 cache size    92532, 2400000 req, miss ratio 0.0485, byte miss ratio 0.0485
io_traces.ns474 S3FIFO-0.1000-1.9000 cache size      115, 2400000 req, miss ratio 0.3177, byte miss ratio 0.3177
io_traces.ns474 S3FIFO-0.1000-1.9000 cache size      346, 2400000 req, miss ratio 0.2261, byte miss ratio 0.2261
io_traces.ns474 S3FIFO-0.1000-1.9000 cache size     1156, 2400000 req, miss ratio 0.2102, byte miss ratio 0.2102
io_traces.ns474 S3FIFO-0.1000-1.9000 cache size     3469, 2400000 req, miss ratio 0.1896, byte miss ratio 0.1896
io_traces.ns474 S3FIFO-0.1000-1.9000 cache size    11566, 2400000 req, miss ratio 0.1622, byte miss ratio 0.1622
io_traces.ns474 S3FIFO-0.1000-1.9000 cache size    23133, 2400000 req, miss ratio 0.1249, byte miss ratio 0.1249
io_traces.ns474 S3FIFO-0.1000-1.9000 cache size    46266, 2400000 req, miss ratio 0.0685, byte miss ratio 0.0685
io_traces.ns474 S3FIFO-0.1000-1.9000 cache size    92532, 2400000 req, miss ratio 0.0485, byte miss ratio 0.0485
io_traces.ns474 S3FIFO-0.4500-1.9000 cache size      115, 2400000 req, miss ratio 0.4791, byte miss ratio 0.4791
io_traces.ns474 S3FIFO-0.4500-1.9000 cache size      346, 2400000 req, miss ratio 0.2280, byte miss ratio 0.2280
io_traces.ns474 S3FIFO-0.4500-1.9000 cache size     1156, 2400000 req, miss ratio 0.2136, byte miss ratio 0.2136
io_traces.ns474 S3FIFO-0.4500-1.9000 cache size     3469, 2400000 req, miss ratio 0.1980, byte miss ratio 0.1980
io_traces.ns474 S3FIFO-0.4500-1.9000 cache size    11566, 2400000 req, miss ratio 0.1633, byte miss ratio 0.1633
io_traces.ns474 S3FIFO-0.4500-1.9000 cache size    23133, 2400000 req, miss ratio 0.1237, byte miss ratio 0.1237
io_traces.ns474 S3FIFO-0.4500-1.9000 cache size    46266, 2400000 req, miss ratio 0.0735, byte miss ratio 0.0735
io_traces.ns474 S3FIFO-0.4500-1.9000 cache size    92532, 2400000 req, miss ratio 0.0488, byte miss ratio 0.0488
io_traces.ns474 S3FIFO-0.8000-0.9000 cache size      115, 2400000 req, miss ratio 0.6059, byte miss ratio 0.6059
io_traces.ns474 S3FIFO-0.8000-0.9000 cache size      346, 2400000 req, miss ratio 0.2834, byte miss ratio 0.2834
io_traces.ns474 S3FIFO-0.8000-0.9000 cache size     1156, 2400000 req, miss ratio 0.2197, byte miss ratio 0.2197
io_traces.ns474 S3FIFO-0.8000-0.9000 cache size     3469, 2400000 req, miss ratio 0.2073, byte miss ratio 0.2073
io_traces.ns474 S3FIFO-0.8000-0.9000 cache size    11566, 2400000 req, miss ratio 0.1661, byte miss ratio 0.1661
io_traces.ns474 S3FIFO-0.8000-0.9000 cache size    23133, 2400000 req, miss ratio 0.1267, byte miss ratio 0.1267
io_traces.ns474 S3FIFO-0.8000-0.9000 cache size    46266, 2400000 req, miss ratio 0.0801, byte miss ratio 0.0801
io_traces.ns474 S3FIFO-0.8000-0.9000 cache size    92532, 2400000 req, miss ratio 0.0521, byte miss ratio 0.0521
io_traces.ns474 S3FIFO-0.0010-1.9000 cache size      115, 2400000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns474 S3FIFO-0.0010-1.9000 cache size      346, 2400000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns474 S3FIFO-0.0010-1.9000 cache size     1156, 2400000 req, miss ratio 0.2162, byte miss ratio 0.2162
io_traces.ns474 S3FIFO-0.0010-1.9000 cache size     3469, 2400000 req, miss ratio 0.1959, byte miss ratio 0.1959
io_traces.ns474 S3FIFO-0.0010-1.9000 cache size    11566, 2400000 req, miss ratio 0.1656, byte miss ratio 0.1656
io_traces.ns474 S3FIFO-0.0010-1.9000 cache size    23133, 2400000 req, miss ratio 0.1282, byte miss ratio 0.1282
io_traces.ns474 S3FIFO-0.0010-1.9000 cache size    46266, 2400000 req, miss ratio 0.0720, byte miss ratio 0.0720
io_traces.ns474 S3FIFO-0.0010-1.9000 cache size    92532, 2400000 req, miss ratio 0.0485, byte miss ratio 0.0485
io_traces.ns474 S3FIFO-0.4000-1.9000 cache size      115, 2400000 req, miss ratio 0.4563, byte miss ratio 0.4563
io_traces.ns474 S3FIFO-0.4000-1.9000 cache size      346, 2400000 req, miss ratio 0.2262, byte miss ratio 0.2262
io_traces.ns474 S3FIFO-0.4000-1.9000 cache size     1156, 2400000 req, miss ratio 0.2128, byte miss ratio 0.2128
io_traces.ns474 S3FIFO-0.4000-1.9000 cache size     3469, 2400000 req, miss ratio 0.1965, byte miss ratio 0.1965
io_traces.ns474 S3FIFO-0.4000-1.9000 cache size    11566, 2400000 req, miss ratio 0.1621, byte miss ratio 0.1621
io_traces.ns474 S3FIFO-0.4000-1.9000 cache size    23133, 2400000 req, miss ratio 0.1238, byte miss ratio 0.1238
io_traces.ns474 S3FIFO-0.4000-1.9000 cache size    46266, 2400000 req, miss ratio 0.0725, byte miss ratio 0.0725
io_traces.ns474 S3FIFO-0.4000-1.9000 cache size    92532, 2400000 req, miss ratio 0.0486, byte miss ratio 0.0486
io_traces.ns474 S3FIFO-0.6000-1.9000 cache size      115, 2400000 req, miss ratio 0.5458, byte miss ratio 0.5458
io_traces.ns474 S3FIFO-0.6000-1.9000 cache size      346, 2400000 req, miss ratio 0.2368, byte miss ratio 0.2368
io_traces.ns474 S3FIFO-0.6000-1.9000 cache size     1156, 2400000 req, miss ratio 0.2158, byte miss ratio 0.2158
io_traces.ns474 S3FIFO-0.6000-1.9000 cache size     3469, 2400000 req, miss ratio 0.2037, byte miss ratio 0.2037
io_traces.ns474 S3FIFO-0.6000-1.9000 cache size    11566, 2400000 req, miss ratio 0.1625, byte miss ratio 0.1625
io_traces.ns474 S3FIFO-0.6000-1.9000 cache size    23133, 2400000 req, miss ratio 0.1245, byte miss ratio 0.1245
io_traces.ns474 S3FIFO-0.6000-1.9000 cache size    46266, 2400000 req, miss ratio 0.0766, byte miss ratio 0.0766
io_traces.ns474 S3FIFO-0.6000-1.9000 cache size    92532, 2400000 req, miss ratio 0.0495, byte miss ratio 0.0495
io_traces.ns474 S3FIFO-0.0250-1.9000 cache size      115, 2400000 req, miss ratio 0.2980, byte miss ratio 0.2980
io_traces.ns474 S3FIFO-0.0250-1.9000 cache size      346, 2400000 req, miss ratio 0.2286, byte miss ratio 0.2286
io_traces.ns474 S3FIFO-0.0250-1.9000 cache size     1156, 2400000 req, miss ratio 0.2138, byte miss ratio 0.2138
io_traces.ns474 S3FIFO-0.0250-1.9000 cache size     3469, 2400000 req, miss ratio 0.1905, byte miss ratio 0.1905
io_traces.ns474 S3FIFO-0.0250-1.9000 cache size    11566, 2400000 req, miss ratio 0.1594, byte miss ratio 0.1594
io_traces.ns474 S3FIFO-0.0250-1.9000 cache size    23133, 2400000 req, miss ratio 0.1253, byte miss ratio 0.1253
io_traces.ns474 S3FIFO-0.0250-1.9000 cache size    46266, 2400000 req, miss ratio 0.0703, byte miss ratio 0.0703
io_traces.ns474 S3FIFO-0.0250-1.9000 cache size    92532, 2400000 req, miss ratio 0.0485, byte miss ratio 0.0485
io_traces.ns474 S3FIFO-0.6500-0.9000 cache size      115, 2400000 req, miss ratio 0.5573, byte miss ratio 0.5573
io_traces.ns474 S3FIFO-0.6500-0.9000 cache size      346, 2400000 req, miss ratio 0.2440, byte miss ratio 0.2440
io_traces.ns474 S3FIFO-0.6500-0.9000 cache size     1156, 2400000 req, miss ratio 0.2165, byte miss ratio 0.2165
io_traces.ns474 S3FIFO-0.6500-0.9000 cache size     3469, 2400000 req, miss ratio 0.2016, byte miss ratio 0.2016
io_traces.ns474 S3FIFO-0.6500-0.9000 cache size    11566, 2400000 req, miss ratio 0.1642, byte miss ratio 0.1642
io_traces.ns474 S3FIFO-0.6500-0.9000 cache size    23133, 2400000 req, miss ratio 0.1246, byte miss ratio 0.1246
io_traces.ns474 S3FIFO-0.6500-0.9000 cache size    46266, 2400000 req, miss ratio 0.0777, byte miss ratio 0.0777
io_traces.ns474 S3FIFO-0.6500-0.9000 cache size    92532, 2400000 req, miss ratio 0.0500, byte miss ratio 0.0500
io_traces.ns474 S3FIFO-0.7500-1.9000 cache size      115, 2400000 req, miss ratio 0.5904, byte miss ratio 0.5904
io_traces.ns474 S3FIFO-0.7500-1.9000 cache size      346, 2400000 req, miss ratio 0.2699, byte miss ratio 0.2699
io_traces.ns474 S3FIFO-0.7500-1.9000 cache size     1156, 2400000 req, miss ratio 0.2187, byte miss ratio 0.2187
io_traces.ns474 S3FIFO-0.7500-1.9000 cache size     3469, 2400000 req, miss ratio 0.2072, byte miss ratio 0.2072
io_traces.ns474 S3FIFO-0.7500-1.9000 cache size    11566, 2400000 req, miss ratio 0.1671, byte miss ratio 0.1671
io_traces.ns474 S3FIFO-0.7500-1.9000 cache size    23133, 2400000 req, miss ratio 0.1266, byte miss ratio 0.1266
io_traces.ns474 S3FIFO-0.7500-1.9000 cache size    46266, 2400000 req, miss ratio 0.0795, byte miss ratio 0.0795
io_traces.ns474 S3FIFO-0.7500-1.9000 cache size    92532, 2400000 req, miss ratio 0.0512, byte miss ratio 0.0512
io_traces.ns474 S3FIFO-0.3500-1.9000 cache size      115, 2400000 req, miss ratio 0.4143, byte miss ratio 0.4143
io_traces.ns474 S3FIFO-0.3500-1.9000 cache size      346, 2400000 req, miss ratio 0.2254, byte miss ratio 0.2254
io_traces.ns474 S3FIFO-0.3500-1.9000 cache size     1156, 2400000 req, miss ratio 0.2120, byte miss ratio 0.2120
io_traces.ns474 S3FIFO-0.3500-1.9000 cache size     3469, 2400000 req, miss ratio 0.1952, byte miss ratio 0.1952
io_traces.ns474 S3FIFO-0.3500-1.9000 cache size    11566, 2400000 req, miss ratio 0.1599, byte miss ratio 0.1599
io_traces.ns474 S3FIFO-0.3500-1.9000 cache size    23133, 2400000 req, miss ratio 0.1237, byte miss ratio 0.1237
io_traces.ns474 S3FIFO-0.3500-1.9000 cache size    46266, 2400000 req, miss ratio 0.0715, byte miss ratio 0.0715
io_traces.ns474 S3FIFO-0.3500-1.9000 cache size    92532, 2400000 req, miss ratio 0.0485, byte miss ratio 0.0485
io_traces.ns474 S3FIFO-0.4500-0.9000 cache size      115, 2400000 req, miss ratio 0.4652, byte miss ratio 0.4652
io_traces.ns474 S3FIFO-0.4500-0.9000 cache size      346, 2400000 req, miss ratio 0.2284, byte miss ratio 0.2284
io_traces.ns474 S3FIFO-0.4500-0.9000 cache size     1156, 2400000 req, miss ratio 0.2137, byte miss ratio 0.2137
