io_traces.ns697 S3FIFO-0.0250-0.9000 cache size      827, 4000000 req, miss ratio 0.5334, byte miss ratio 0.5334
io_traces.ns697 S3FIFO-0.0250-0.9000 cache size     2483, 4000000 req, miss ratio 0.5149, byte miss ratio 0.5149
io_traces.ns697 S3FIFO-0.0250-0.9000 cache size     8278, 4000000 req, miss ratio 0.5034, byte miss ratio 0.5034
io_traces.ns697 S3FIFO-0.0250-0.9000 cache size    24835, 4000000 req, miss ratio 0.3702, byte miss ratio 0.3702
io_traces.ns697 S3FIFO-0.0250-0.9000 cache size    82783, 4000000 req, miss ratio 0.2355, byte miss ratio 0.2355
io_traces.ns697 S3FIFO-0.0250-0.9000 cache size   165567, 4000000 req, miss ratio 0.2223, byte miss ratio 0.2223
io_traces.ns697 S3FIFO-0.0250-0.9000 cache size   331134, 4000000 req, miss ratio 0.2145, byte miss ratio 0.2145
io_traces.ns697 S3FIFO-0.0250-0.9000 cache size   662268, 4000000 req, miss ratio 0.2080, byte miss ratio 0.2080
io_traces.ns697 S3FIFO-0.0050-0.9000 cache size      827, 4000000 req, miss ratio 0.5574, byte miss ratio 0.5574
io_traces.ns697 S3FIFO-0.0050-0.9000 cache size     2483, 4000000 req, miss ratio 0.5218, byte miss ratio 0.5218
io_traces.ns697 S3FIFO-0.0050-0.9000 cache size     8278, 4000000 req, miss ratio 0.5062, byte miss ratio 0.5062
io_traces.ns697 S3FIFO-0.0050-0.9000 cache size    24835, 4000000 req, miss ratio 0.3684, byte miss ratio 0.3684
io_traces.ns697 S3FIFO-0.0050-0.9000 cache size    82783, 4000000 req, miss ratio 0.2356, byte miss ratio 0.2356
io_traces.ns697 S3FIFO-0.0050-0.9000 cache size   165567, 4000000 req, miss ratio 0.2223, byte miss ratio 0.2223
io_traces.ns697 S3FIFO-0.0050-0.9000 cache size   331134, 4000000 req, miss ratio 0.2145, byte miss ratio 0.2145
io_traces.ns697 S3FIFO-0.0050-0.9000 cache size   662268, 4000000 req, miss ratio 0.2080, byte miss ratio 0.2080
io_traces.ns697 S3FIFO-0.9000-0.9000 cache size      827, 4000000 req, miss ratio 0.5344, byte miss ratio 0.5344
io_traces.ns697 S3FIFO-0.9000-0.9000 cache size     2483, 4000000 req, miss ratio 0.5281, byte miss ratio 0.5281
io_traces.ns697 S3FIFO-0.9000-0.9000 cache size     8278, 4000000 req, miss ratio 0.5134, byte miss ratio 0.5134
io_traces.ns697 S3FIFO-0.9000-0.9000 cache size    24835, 4000000 req, miss ratio 0.4485, byte miss ratio 0.4485
io_traces.ns697 S3FIFO-0.9000-0.9000 cache size    82783, 4000000 req, miss ratio 0.3204, byte miss ratio 0.3204
io_traces.ns697 S3FIFO-0.9000-0.9000 cache size   165567, 4000000 req, miss ratio 0.2598, byte miss ratio 0.2598
io_traces.ns697 S3FIFO-0.9000-0.9000 cache size   331134, 4000000 req, miss ratio 0.2259, byte miss ratio 0.2259
io_traces.ns697 S3FIFO-0.9000-0.9000 cache size   662268, 4000000 req, miss ratio 0.2084, byte miss ratio 0.2084
io_traces.ns697 S3FIFO-0.1000-0.9000 cache size      827, 4000000 req, miss ratio 0.5294, byte miss ratio 0.5294
io_traces.ns697 S3FIFO-0.1000-0.9000 cache size     2483, 4000000 req, miss ratio 0.5132, byte miss ratio 0.5132
io_traces.ns697 S3FIFO-0.1000-0.9000 cache size     8278, 4000000 req, miss ratio 0.5042, byte miss ratio 0.5042
io_traces.ns697 S3FIFO-0.1000-0.9000 cache size    24835, 4000000 req, miss ratio 0.3804, byte miss ratio 0.3804
io_traces.ns697 S3FIFO-0.1000-0.9000 cache size    82783, 4000000 req, miss ratio 0.2354, byte miss ratio 0.2354
io_traces.ns697 S3FIFO-0.1000-0.9000 cache size   165567, 4000000 req, miss ratio 0.2220, byte miss ratio 0.2220
io_traces.ns697 S3FIFO-0.1000-0.9000 cache size   331134, 4000000 req, miss ratio 0.2145, byte miss ratio 0.2145
io_traces.ns697 S3FIFO-0.1000-0.9000 cache size   662268, 4000000 req, miss ratio 0.2080, byte miss ratio 0.2080
io_traces.ns697 S3FIFO-0.6000-0.9000 cache size      827, 4000000 req, miss ratio 0.5281, byte miss ratio 0.5281
io_traces.ns697 S3FIFO-0.6000-0.9000 cache size     2483, 4000000 req, miss ratio 0.5141, byte miss ratio 0.5141
io_traces.ns697 S3FIFO-0.6000-0.9000 cache size     8278, 4000000 req, miss ratio 0.5008, byte miss ratio 0.5008
io_traces.ns697 S3FIFO-0.6000-0.9000 cache size    24835, 4000000 req, miss ratio 0.4267, byte miss ratio 0.4267
io_traces.ns697 S3FIFO-0.6000-0.9000 cache size    82783, 4000000 req, miss ratio 0.2712, byte miss ratio 0.2712
io_traces.ns697 S3FIFO-0.6000-0.9000 cache size   165567, 4000000 req, miss ratio 0.2268, byte miss ratio 0.2268
io_traces.ns697 S3FIFO-0.6000-0.9000 cache size   331134, 4000000 req, miss ratio 0.2164, byte miss ratio 0.2164
io_traces.ns697 S3FIFO-0.6000-0.9000 cache size   662268, 4000000 req, miss ratio 0.2080, byte miss ratio 0.2080
io_traces.ns697 S3FIFO-0.8500-0.9000 cache size      827, 4000000 req, miss ratio 0.5326, byte miss ratio 0.5326
io_traces.ns697 S3FIFO-0.8500-0.9000 cache size     2483, 4000000 req, miss ratio 0.5205, byte miss ratio 0.5205
io_traces.ns697 S3FIFO-0.8500-0.9000 cache size     8278, 4000000 req, miss ratio 0.5132, byte miss ratio 0.5132
io_traces.ns697 S3FIFO-0.8500-0.9000 cache size    24835, 4000000 req, miss ratio 0.4462, byte miss ratio 0.4462
io_traces.ns697 S3FIFO-0.8500-0.9000 cache size    82783, 4000000 req, miss ratio 0.3139, byte miss ratio 0.3139
io_traces.ns697 S3FIFO-0.8500-0.9000 cache size   165567, 4000000 req, miss ratio 0.2520, byte miss ratio 0.2520
io_traces.ns697 S3FIFO-0.8500-0.9000 cache size   331134, 4000000 req, miss ratio 0.2212, byte miss ratio 0.2212
io_traces.ns697 S3FIFO-0.8500-0.9000 cache size   662268, 4000000 req, miss ratio 0.2081, byte miss ratio 0.2081
io_traces.ns697 S3FIFO-0.2000-1.9000 cache size      827, 4000000 req, miss ratio 0.5273, byte miss ratio 0.5273
io_traces.ns697 S3FIFO-0.2000-1.9000 cache size     2483, 4000000 req, miss ratio 0.5129, byte miss ratio 0.5129
io_traces.ns697 S3FIFO-0.2000-1.9000 cache size     8278, 4000000 req, miss ratio 0.4826, byte miss ratio 0.4826
io_traces.ns697 S3FIFO-0.2000-1.9000 cache size    24835, 4000000 req, miss ratio 0.3994, byte miss ratio 0.3994
io_traces.ns697 S3FIFO-0.2000-1.9000 cache size    82783, 4000000 req, miss ratio 0.2363, byte miss ratio 0.2363
io_traces.ns697 S3FIFO-0.2000-1.9000 cache size   165567, 4000000 req, miss ratio 0.2215, byte miss ratio 0.2215
io_traces.ns697 S3FIFO-0.2000-1.9000 cache size   331134, 4000000 req, miss ratio 0.2145, byte miss ratio 0.2145
io_traces.ns697 S3FIFO-0.2000-1.9000 cache size   662268, 4000000 req, miss ratio 0.2080, byte miss ratio 0.2080
io_traces.ns697 S3FIFO-0.0010-0.9000 cache size      827, 4000000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns697 S3FIFO-0.0010-0.9000 cache size     2483, 4000000 req, miss ratio 0.5525, byte miss ratio 0.5525
io_traces.ns697 S3FIFO-0.0010-0.9000 cache size     8278, 4000000 req, miss ratio 0.5192, byte miss ratio 0.5192
io_traces.ns697 S3FIFO-0.0010-0.9000 cache size    24835, 4000000 req, miss ratio 0.3758, byte miss ratio 0.3758
io_traces.ns697 S3FIFO-0.0010-0.9000 cache size    82783, 4000000 req, miss ratio 0.2360, byte miss ratio 0.2360
io_traces.ns697 S3FIFO-0.0010-0.9000 cache size   165567, 4000000 req, miss ratio 0.2223, byte miss ratio 0.2223
io_traces.ns697 S3FIFO-0.0010-0.9000 cache size   331134, 4000000 req, miss ratio 0.2145, byte miss ratio 0.2145
io_traces.ns697 S3FIFO-0.0010-0.9000 cache size   662268, 4000000 req, miss ratio 0.2080, byte miss ratio 0.2080
io_traces.ns697 S3FIFO-0.0100-1.9000 cache size      827, 4000000 req, miss ratio 0.5405, byte miss ratio 0.5405
io_traces.ns697 S3FIFO-0.0100-1.9000 cache size     2483, 4000000 req, miss ratio 0.5154, byte miss ratio 0.5154
io_traces.ns697 S3FIFO-0.0100-1.9000 cache size     8278, 4000000 req, miss ratio 0.4782, byte miss ratio 0.4782
io_traces.ns697 S3FIFO-0.0100-1.9000 cache size    24835, 4000000 req, miss ratio 0.3712, byte miss ratio 0.3712
io_traces.ns697 S3FIFO-0.0100-1.9000 cache size    82783, 4000000 req, miss ratio 0.2341, byte miss ratio 0.2341
io_traces.ns697 S3FIFO-0.0100-1.9000 cache size   165567, 4000000 req, miss ratio 0.2218, byte miss ratio 0.2218
io_traces.ns697 S3FIFO-0.0100-1.9000 cache size   331134, 4000000 req, miss ratio 0.2145, byte miss ratio 0.2145
io_traces.ns697 S3FIFO-0.0100-1.9000 cache size   662268, 4000000 req, miss ratio 0.2080, byte miss ratio 0.2080
io_traces.ns697 S3FIFO-0.5000-0.9000 cache size      827, 4000000 req, miss ratio 0.5279, byte miss ratio 0.5279
io_traces.ns697 S3FIFO-0.5000-0.9000 cache size     2483, 4000000 req, miss ratio 0.5137, byte miss ratio 0.5137
io_traces.ns697 S3FIFO-0.5000-0.9000 cache size     8278, 4000000 req, miss ratio 0.4981, byte miss ratio 0.4981
io_traces.ns697 S3FIFO-0.5000-0.9000 cache size    24835, 4000000 req, miss ratio 0.4212, byte miss ratio 0.4212
io_traces.ns697 S3FIFO-0.5000-0.9000 cache size    82783, 4000000 req, miss ratio 0.2540, byte miss ratio 0.2540
io_traces.ns697 S3FIFO-0.5000-0.9000 cache size   165567, 4000000 req, miss ratio 0.2255, byte miss ratio 0.2255
io_traces.ns697 S3FIFO-0.5000-0.9000 cache size   331134, 4000000 req, miss ratio 0.2155, byte miss ratio 0.2155
io_traces.ns697 S3FIFO-0.5000-0.9000 cache size   662268, 4000000 req, miss ratio 0.2080, byte miss ratio 0.2080
