cdn1_allcolo.ns377 S3FIFO-0.0500-1.9000 cache size      191, 4424584 req, miss ratio 0.7555, byte miss ratio 0.7555
cdn1_allcolo.ns377 S3FIFO-0.0500-1.9000 cache size      574, 4424584 req, miss ratio 0.6342, byte miss ratio 0.6342
cdn1_allcolo.ns377 S3FIFO-0.0500-1.9000 cache size     1914, 4424584 req, miss ratio 0.4825, byte miss ratio 0.4825
cdn1_allcolo.ns377 S3FIFO-0.0500-1.9000 cache size     5744, 4424584 req, miss ratio 0.3312, byte miss ratio 0.3312
cdn1_allcolo.ns377 S3FIFO-0.0500-1.9000 cache size    19149, 4424584 req, miss ratio 0.1742, byte miss ratio 0.1742
cdn1_allcolo.ns377 S3FIFO-0.0500-1.9000 cache size    38299, 4424584 req, miss ratio 0.1051, byte miss ratio 0.1051
cdn1_allcolo.ns377 S3FIFO-0.0500-1.9000 cache size    76599, 4424584 req, miss ratio 0.0619, byte miss ratio 0.0619
cdn1_allcolo.ns377 S3FIFO-0.0500-1.9000 cache size   153199, 4424584 req, miss ratio 0.0446, byte miss ratio 0.0446
cdn1_allcolo.ns377 S3FIFO-0.0010-0.9000 cache size      191, 4424584 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns377 S3FIFO-0.0010-0.9000 cache size      574, 4424584 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns377 S3FIFO-0.0010-0.9000 cache size     1914, 4424584 req, miss ratio 0.4755, byte miss ratio 0.4755
cdn1_allcolo.ns377 S3FIFO-0.0010-0.9000 cache size     5744, 4424584 req, miss ratio 0.3224, byte miss ratio 0.3224
cdn1_allcolo.ns377 S3FIFO-0.0010-0.9000 cache size    19149, 4424584 req, miss ratio 0.1684, byte miss ratio 0.1684
cdn1_allcolo.ns377 S3FIFO-0.0010-0.9000 cache size    38299, 4424584 req, miss ratio 0.1033, byte miss ratio 0.1033
cdn1_allcolo.ns377 S3FIFO-0.0010-0.9000 cache size    76599, 4424584 req, miss ratio 0.0625, byte miss ratio 0.0625
cdn1_allcolo.ns377 S3FIFO-0.0010-0.9000 cache size   153199, 4424584 req, miss ratio 0.0446, byte miss ratio 0.0446
cdn1_allcolo.ns377 S3FIFO-0.8500-1.9000 cache size      191, 4424584 req, miss ratio 0.8556, byte miss ratio 0.8556
cdn1_allcolo.ns377 S3FIFO-0.8500-1.9000 cache size      574, 4424584 req, miss ratio 0.7566, byte miss ratio 0.7566
cdn1_allcolo.ns377 S3FIFO-0.8500-1.9000 cache size     1914, 4424584 req, miss ratio 0.6036, byte miss ratio 0.6036
cdn1_allcolo.ns377 S3FIFO-0.8500-1.9000 cache size     5744, 4424584 req, miss ratio 0.4306, byte miss ratio 0.4306
cdn1_allcolo.ns377 S3FIFO-0.8500-1.9000 cache size    19149, 4424584 req, miss ratio 0.2357, byte miss ratio 0.2357
cdn1_allcolo.ns377 S3FIFO-0.8500-1.9000 cache size    38299, 4424584 req, miss ratio 0.1446, byte miss ratio 0.1446
cdn1_allcolo.ns377 S3FIFO-0.8500-1.9000 cache size    76599, 4424584 req, miss ratio 0.0822, byte miss ratio 0.0822
cdn1_allcolo.ns377 S3FIFO-0.8500-1.9000 cache size   153199, 4424584 req, miss ratio 0.0486, byte miss ratio 0.0486
cdn1_allcolo.ns377 S3FIFO-0.2500-0.9000 cache size      191, 4424584 req, miss ratio 0.7655, byte miss ratio 0.7655
cdn1_allcolo.ns377 S3FIFO-0.2500-0.9000 cache size      574, 4424584 req, miss ratio 0.6468, byte miss ratio 0.6468
cdn1_allcolo.ns377 S3FIFO-0.2500-0.9000 cache size     1914, 4424584 req, miss ratio 0.4954, byte miss ratio 0.4954
cdn1_allcolo.ns377 S3FIFO-0.2500-0.9000 cache size     5744, 4424584 req, miss ratio 0.3424, byte miss ratio 0.3424
cdn1_allcolo.ns377 S3FIFO-0.2500-0.9000 cache size    19149, 4424584 req, miss ratio 0.1820, byte miss ratio 0.1820
cdn1_allcolo.ns377 S3FIFO-0.2500-0.9000 cache size    38299, 4424584 req, miss ratio 0.1109, byte miss ratio 0.1109
cdn1_allcolo.ns377 S3FIFO-0.2500-0.9000 cache size    76599, 4424584 req, miss ratio 0.0642, byte miss ratio 0.0642
cdn1_allcolo.ns377 S3FIFO-0.2500-0.9000 cache size   153199, 4424584 req, miss ratio 0.0446, byte miss ratio 0.0446
cdn1_allcolo.ns377 S3FIFO-0.9900-0.9000 cache size      191, 4424584 req, miss ratio 0.8819, byte miss ratio 0.8819
cdn1_allcolo.ns377 S3FIFO-0.9900-0.9000 cache size      574, 4424584 req, miss ratio 0.7873, byte miss ratio 0.7873
cdn1_allcolo.ns377 S3FIFO-0.9900-0.9000 cache size     1914, 4424584 req, miss ratio 0.6335, byte miss ratio 0.6335
cdn1_allcolo.ns377 S3FIFO-0.9900-0.9000 cache size     5744, 4424584 req, miss ratio 0.4573, byte miss ratio 0.4573
cdn1_allcolo.ns377 S3FIFO-0.9900-0.9000 cache size    19149, 4424584 req, miss ratio 0.2556, byte miss ratio 0.2556
cdn1_allcolo.ns377 S3FIFO-0.9900-0.9000 cache size    38299, 4424584 req, miss ratio 0.1583, byte miss ratio 0.1583
cdn1_allcolo.ns377 S3FIFO-0.9900-0.9000 cache size    76599, 4424584 req, miss ratio 0.0892, byte miss ratio 0.0892
cdn1_allcolo.ns377 S3FIFO-0.9900-0.9000 cache size   153199, 4424584 req, miss ratio 0.0523, byte miss ratio 0.0523
cdn1_allcolo.ns377 S3FIFO-0.3500-0.9000 cache size      191, 4424584 req, miss ratio 0.7754, byte miss ratio 0.7754
cdn1_allcolo.ns377 S3FIFO-0.3500-0.9000 cache size      574, 4424584 req, miss ratio 0.6588, byte miss ratio 0.6588
cdn1_allcolo.ns377 S3FIFO-0.3500-0.9000 cache size     1914, 4424584 req, miss ratio 0.5080, byte miss ratio 0.5080
cdn1_allcolo.ns377 S3FIFO-0.3500-0.9000 cache size     5744, 4424584 req, miss ratio 0.3538, byte miss ratio 0.3538
cdn1_allcolo.ns377 S3FIFO-0.3500-0.9000 cache size    19149, 4424584 req, miss ratio 0.1899, byte miss ratio 0.1899
cdn1_allcolo.ns377 S3FIFO-0.3500-0.9000 cache size    38299, 4424584 req, miss ratio 0.1158, byte miss ratio 0.1158
cdn1_allcolo.ns377 S3FIFO-0.3500-0.9000 cache size    76599, 4424584 req, miss ratio 0.0660, byte miss ratio 0.0660
cdn1_allcolo.ns377 S3FIFO-0.3500-0.9000 cache size   153199, 4424584 req, miss ratio 0.0446, byte miss ratio 0.0446
cdn1_allcolo.ns377 S3FIFO-0.0100-1.9000 cache size      191, 4424584 req, miss ratio 0.7546, byte miss ratio 0.7546
cdn1_allcolo.ns377 S3FIFO-0.0100-1.9000 cache size      574, 4424584 req, miss ratio 0.6341, byte miss ratio 0.6341
cdn1_allcolo.ns377 S3FIFO-0.0100-1.9000 cache size     1914, 4424584 req, miss ratio 0.4801, byte miss ratio 0.4801
cdn1_allcolo.ns377 S3FIFO-0.0100-1.9000 cache size     5744, 4424584 req, miss ratio 0.3286, byte miss ratio 0.3286
cdn1_allcolo.ns377 S3FIFO-0.0100-1.9000 cache size    19149, 4424584 req, miss ratio 0.1729, byte miss ratio 0.1729
cdn1_allcolo.ns377 S3FIFO-0.0100-1.9000 cache size    38299, 4424584 req, miss ratio 0.1047, byte miss ratio 0.1047
cdn1_allcolo.ns377 S3FIFO-0.0100-1.9000 cache size    76599, 4424584 req, miss ratio 0.0619, byte miss ratio 0.0619
cdn1_allcolo.ns377 S3FIFO-0.0100-1.9000 cache size   153199, 4424584 req, miss ratio 0.0446, byte miss ratio 0.0446
cdn1_allcolo.ns377 S3FIFO-0.6500-1.9000 cache size      191, 4424584 req, miss ratio 0.8196, byte miss ratio 0.8196
cdn1_allcolo.ns377 S3FIFO-0.6500-1.9000 cache size      574, 4424584 req, miss ratio 0.7146, byte miss ratio 0.7146
cdn1_allcolo.ns377 S3FIFO-0.6500-1.9000 cache size     1914, 4424584 req, miss ratio 0.5641, byte miss ratio 0.5641
cdn1_allcolo.ns377 S3FIFO-0.6500-1.9000 cache size     5744, 4424584 req, miss ratio 0.4006, byte miss ratio 0.4006
cdn1_allcolo.ns377 S3FIFO-0.6500-1.9000 cache size    19149, 4424584 req, miss ratio 0.2169, byte miss ratio 0.2169
cdn1_allcolo.ns377 S3FIFO-0.6500-1.9000 cache size    38299, 4424584 req, miss ratio 0.1318, byte miss ratio 0.1318
cdn1_allcolo.ns377 S3FIFO-0.6500-1.9000 cache size    76599, 4424584 req, miss ratio 0.0742, byte miss ratio 0.0742
cdn1_allcolo.ns377 S3FIFO-0.6500-1.9000 cache size   153199, 4424584 req, miss ratio 0.0458, byte miss ratio 0.0458
cdn1_allcolo.ns377 S3FIFO-0.2500-1.9000 cache size      191, 4424584 req, miss ratio 0.7705, byte miss ratio 0.7705
cdn1_allcolo.ns377 S3FIFO-0.2500-1.9000 cache size      574, 4424584 req, miss ratio 0.6543, byte miss ratio 0.6543
cdn1_allcolo.ns377 S3FIFO-0.2500-1.9000 cache size     1914, 4424584 req, miss ratio 0.5043, byte miss ratio 0.5043
cdn1_allcolo.ns377 S3FIFO-0.2500-1.9000 cache size     5744, 4424584 req, miss ratio 0.3504, byte miss ratio 0.3504
cdn1_allcolo.ns377 S3FIFO-0.2500-1.9000 cache size    19149, 4424584 req, miss ratio 0.1862, byte miss ratio 0.1862
cdn1_allcolo.ns377 S3FIFO-0.2500-1.9000 cache size    38299, 4424584 req, miss ratio 0.1122, byte miss ratio 0.1122
cdn1_allcolo.ns377 S3FIFO-0.2500-1.9000 cache size    76599, 4424584 req, miss ratio 0.0642, byte miss ratio 0.0642
cdn1_allcolo.ns377 S3FIFO-0.2500-1.9000 cache size   153199, 4424584 req, miss ratio 0.0446, byte miss ratio 0.0446
cdn1_allcolo.ns377 S3FIFO-0.4500-0.9000 cache size      191, 4424584 req, miss ratio 0.7865, byte miss ratio 0.7865
cdn1_allcolo.ns377 S3FIFO-0.4500-0.9000 cache size      574, 4424584 req, miss ratio 0.6724, byte miss ratio 0.6724
cdn1_allcolo.ns377 S3FIFO-0.4500-0.9000 cache size     1914, 4424584 req, miss ratio 0.5221, byte miss ratio 0.5221
cdn1_allcolo.ns377 S3FIFO-0.4500-0.9000 cache size     5744, 4424584 req, miss ratio 0.3665, byte miss ratio 0.3665
cdn1_allcolo.ns377 S3FIFO-0.4500-0.9000 cache size    19149, 4424584 req, miss ratio 0.1983, byte miss ratio 0.1983
cdn1_allcolo.ns377 S3FIFO-0.4500-0.9000 cache size    38299, 4424584 req, miss ratio 0.1210, byte miss ratio 0.1210
cdn1_allcolo.ns377 S3FIFO-0.4500-0.9000 cache size    76599, 4424584 req, miss ratio 0.0683, byte miss ratio 0.0683
cdn1_allcolo.ns377 S3FIFO-0.4500-0.9000 cache size   153199, 4424584 req, miss ratio 0.0448, byte miss ratio 0.0448
cdn1_allcolo.ns377 S3FIFO-0.8000-0.9000 cache size      191, 4424584 req, miss ratio 0.8389, byte miss ratio 0.8389
cdn1_allcolo.ns377 S3FIFO-0.8000-0.9000 cache size      574, 4424584 req, miss ratio 0.7379, byte miss ratio 0.7379
cdn1_allcolo.ns377 S3FIFO-0.8000-0.9000 cache size     1914, 4424584 req, miss ratio 0.5870, byte miss ratio 0.5870
cdn1_allcolo.ns377 S3FIFO-0.8000-0.9000 cache size     5744, 4424584 req, miss ratio 0.4211, byte miss ratio 0.4211
cdn1_allcolo.ns377 S3FIFO-0.8000-0.9000 cache size    19149, 4424584 req, miss ratio 0.2330, byte miss ratio 0.2330
cdn1_allcolo.ns377 S3FIFO-0.8000-0.9000 cache size    38299, 4424584 req, miss ratio 0.1430, byte miss ratio 0.1430
cdn1_allcolo.ns377 S3FIFO-0.8000-0.9000 cache size    76599, 4424584 req, miss ratio 0.0800, byte miss ratio 0.0800
cdn1_allcolo.ns377 S3FIFO-0.8000-0.9000 cache size   153199, 4424584 req, miss ratio 0.0475, byte miss ratio 0.0475
cdn1_allcolo.ns377 S3FIFO-0.5500-1.9000 cache size      191, 4424584 req, miss ratio 0.8053, byte miss ratio 0.8053
cdn1_allcolo.ns377 S3FIFO-0.5500-1.9000 cache size      574, 4424584 req, miss ratio 0.6966, byte miss ratio 0.6966
cdn1_allcolo.ns377 S3FIFO-0.5500-1.9000 cache size     1914, 4424584 req, miss ratio 0.5468, byte miss ratio 0.5468
cdn1_allcolo.ns377 S3FIFO-0.5500-1.9000 cache size     5744, 4424584 req, miss ratio 0.3868, byte miss ratio 0.3868
cdn1_allcolo.ns377 S3FIFO-0.5500-1.9000 cache size    19149, 4424584 req, miss ratio 0.2085, byte miss ratio 0.2085
cdn1_allcolo.ns377 S3FIFO-0.5500-1.9000 cache size    38299, 4424584 req, miss ratio 0.1262, byte miss ratio 0.1262
cdn1_allcolo.ns377 S3FIFO-0.5500-1.9000 cache size    76599, 4424584 req, miss ratio 0.0710, byte miss ratio 0.0710
