tencentBlock.ns21390 S3FIFO-0.2500-0.9000 cache size     1082, 3282999 req, miss ratio 0.6031, byte miss ratio 0.6031
tencentBlock.ns21390 S3FIFO-0.2500-0.9000 cache size     3247, 3282999 req, miss ratio 0.5947, byte miss ratio 0.5947
tencentBlock.ns21390 S3FIFO-0.2500-0.9000 cache size    10825, 3282999 req, miss ratio 0.5849, byte miss ratio 0.5849
tencentBlock.ns21390 S3FIFO-0.2500-0.9000 cache size    32477, 3282999 req, miss ratio 0.5539, byte miss ratio 0.5539
tencentBlock.ns21390 S3FIFO-0.2500-0.9000 cache size   108256, 3282999 req, miss ratio 0.5245, byte miss ratio 0.5245
tencentBlock.ns21390 S3FIFO-0.2500-0.9000 cache size   216513, 3282999 req, miss ratio 0.5131, byte miss ratio 0.5131
tencentBlock.ns21390 S3FIFO-0.2500-0.9000 cache size   433027, 3282999 req, miss ratio 0.4993, byte miss ratio 0.4993
tencentBlock.ns21390 S3FIFO-0.2500-0.9000 cache size   866055, 3282999 req, miss ratio 0.4920, byte miss ratio 0.4920
tencentBlock.ns21390 S3FIFO-0.8500-1.9000 cache size     1082, 3282999 req, miss ratio 0.6280, byte miss ratio 0.6280
tencentBlock.ns21390 S3FIFO-0.8500-1.9000 cache size     3247, 3282999 req, miss ratio 0.6024, byte miss ratio 0.6024
tencentBlock.ns21390 S3FIFO-0.8500-1.9000 cache size    10825, 3282999 req, miss ratio 0.5876, byte miss ratio 0.5876
tencentBlock.ns21390 S3FIFO-0.8500-1.9000 cache size    32477, 3282999 req, miss ratio 0.5641, byte miss ratio 0.5641
tencentBlock.ns21390 S3FIFO-0.8500-1.9000 cache size   108256, 3282999 req, miss ratio 0.5361, byte miss ratio 0.5361
tencentBlock.ns21390 S3FIFO-0.8500-1.9000 cache size   216513, 3282999 req, miss ratio 0.5285, byte miss ratio 0.5285
tencentBlock.ns21390 S3FIFO-0.8500-1.9000 cache size   433027, 3282999 req, miss ratio 0.5118, byte miss ratio 0.5118
tencentBlock.ns21390 S3FIFO-0.8500-1.9000 cache size   866055, 3282999 req, miss ratio 0.3865, byte miss ratio 0.3865
tencentBlock.ns21390 S3FIFO-0.5000-0.9000 cache size     1082, 3282999 req, miss ratio 0.6052, byte miss ratio 0.6052
tencentBlock.ns21390 S3FIFO-0.5000-0.9000 cache size     3247, 3282999 req, miss ratio 0.5956, byte miss ratio 0.5956
tencentBlock.ns21390 S3FIFO-0.5000-0.9000 cache size    10825, 3282999 req, miss ratio 0.5839, byte miss ratio 0.5839
tencentBlock.ns21390 S3FIFO-0.5000-0.9000 cache size    32477, 3282999 req, miss ratio 0.5588, byte miss ratio 0.5588
tencentBlock.ns21390 S3FIFO-0.5000-0.9000 cache size   108256, 3282999 req, miss ratio 0.5254, byte miss ratio 0.5254
tencentBlock.ns21390 S3FIFO-0.5000-0.9000 cache size   216513, 3282999 req, miss ratio 0.5168, byte miss ratio 0.5168
tencentBlock.ns21390 S3FIFO-0.5000-0.9000 cache size   433027, 3282999 req, miss ratio 0.4993, byte miss ratio 0.4993
tencentBlock.ns21390 S3FIFO-0.5000-0.9000 cache size   866055, 3282999 req, miss ratio 0.4784, byte miss ratio 0.4784
tencentBlock.ns21390 S3FIFO-0.7500-0.9000 cache size     1082, 3282999 req, miss ratio 0.6149, byte miss ratio 0.6149
tencentBlock.ns21390 S3FIFO-0.7500-0.9000 cache size     3247, 3282999 req, miss ratio 0.5997, byte miss ratio 0.5997
tencentBlock.ns21390 S3FIFO-0.7500-0.9000 cache size    10825, 3282999 req, miss ratio 0.5858, byte miss ratio 0.5858
tencentBlock.ns21390 S3FIFO-0.7500-0.9000 cache size    32477, 3282999 req, miss ratio 0.5630, byte miss ratio 0.5630
tencentBlock.ns21390 S3FIFO-0.7500-0.9000 cache size   108256, 3282999 req, miss ratio 0.5305, byte miss ratio 0.5305
tencentBlock.ns21390 S3FIFO-0.7500-0.9000 cache size   216513, 3282999 req, miss ratio 0.5224, byte miss ratio 0.5224
tencentBlock.ns21390 S3FIFO-0.7500-0.9000 cache size   433027, 3282999 req, miss ratio 0.5058, byte miss ratio 0.5058
tencentBlock.ns21390 S3FIFO-0.7500-0.9000 cache size   866055, 3282999 req, miss ratio 0.4123, byte miss ratio 0.4123
tencentBlock.ns21390 S3FIFO-0.5000-1.9000 cache size     1082, 3282999 req, miss ratio 0.6050, byte miss ratio 0.6050
tencentBlock.ns21390 S3FIFO-0.5000-1.9000 cache size     3247, 3282999 req, miss ratio 0.5961, byte miss ratio 0.5961
tencentBlock.ns21390 S3FIFO-0.5000-1.9000 cache size    10825, 3282999 req, miss ratio 0.5844, byte miss ratio 0.5844
tencentBlock.ns21390 S3FIFO-0.5000-1.9000 cache size    32477, 3282999 req, miss ratio 0.5590, byte miss ratio 0.5590
tencentBlock.ns21390 S3FIFO-0.5000-1.9000 cache size   108256, 3282999 req, miss ratio 0.5254, byte miss ratio 0.5254
tencentBlock.ns21390 S3FIFO-0.5000-1.9000 cache size   216513, 3282999 req, miss ratio 0.5162, byte miss ratio 0.5162
tencentBlock.ns21390 S3FIFO-0.5000-1.9000 cache size   433027, 3282999 req, miss ratio 0.5074, byte miss ratio 0.5074
tencentBlock.ns21390 S3FIFO-0.5000-1.9000 cache size   866055, 3282999 req, miss ratio 0.4784, byte miss ratio 0.4784
tencentBlock.ns21390 S3FIFO-0.4000-0.9000 cache size     1082, 3282999 req, miss ratio 0.6041, byte miss ratio 0.6041
tencentBlock.ns21390 S3FIFO-0.4000-0.9000 cache size     3247, 3282999 req, miss ratio 0.5950, byte miss ratio 0.5950
tencentBlock.ns21390 S3FIFO-0.4000-0.9000 cache size    10825, 3282999 req, miss ratio 0.5868, byte miss ratio 0.5868
