io_traces.ns562 S3FIFO-0.5500-0.9000 cache size      136, 1200000 req, miss ratio 0.5911, byte miss ratio 0.5911
io_traces.ns562 S3FIFO-0.5500-0.9000 cache size      408, 1200000 req, miss ratio 0.5049, byte miss ratio 0.5049
io_traces.ns562 S3FIFO-0.5500-0.9000 cache size     1360, 1200000 req, miss ratio 0.4545, byte miss ratio 0.4545
io_traces.ns562 S3FIFO-0.5500-0.9000 cache size     4081, 1200000 req, miss ratio 0.3995, byte miss ratio 0.3995
io_traces.ns562 S3FIFO-0.5500-0.9000 cache size    13603, 1200000 req, miss ratio 0.3733, byte miss ratio 0.3733
io_traces.ns562 S3FIFO-0.5500-0.9000 cache size    27206, 1200000 req, miss ratio 0.2525, byte miss ratio 0.2525
io_traces.ns562 S3FIFO-0.5500-0.9000 cache size    54413, 1200000 req, miss ratio 0.1475, byte miss ratio 0.1475
io_traces.ns562 S3FIFO-0.5500-0.9000 cache size   108827, 1200000 req, miss ratio 0.1138, byte miss ratio 0.1138
io_traces.ns562 S3FIFO-0.9500-0.9000 cache size      136, 1200000 req, miss ratio 0.7148, byte miss ratio 0.7148
io_traces.ns562 S3FIFO-0.9500-0.9000 cache size      408, 1200000 req, miss ratio 0.5862, byte miss ratio 0.5862
io_traces.ns562 S3FIFO-0.9500-0.9000 cache size     1360, 1200000 req, miss ratio 0.4969, byte miss ratio 0.4969
io_traces.ns562 S3FIFO-0.9500-0.9000 cache size     4081, 1200000 req, miss ratio 0.4425, byte miss ratio 0.4425
io_traces.ns562 S3FIFO-0.9500-0.9000 cache size    13603, 1200000 req, miss ratio 0.3462, byte miss ratio 0.3462
io_traces.ns562 S3FIFO-0.9500-0.9000 cache size    27206, 1200000 req, miss ratio 0.2678, byte miss ratio 0.2678
io_traces.ns562 S3FIFO-0.9500-0.9000 cache size    54413, 1200000 req, miss ratio 0.1732, byte miss ratio 0.1732
io_traces.ns562 S3FIFO-0.9500-0.9000 cache size   108827, 1200000 req, miss ratio 0.1310, byte miss ratio 0.1310
io_traces.ns562 S3FIFO-0.0500-0.9000 cache size      136, 1200000 req, miss ratio 0.5454, byte miss ratio 0.5454
io_traces.ns562 S3FIFO-0.0500-0.9000 cache size      408, 1200000 req, miss ratio 0.4994, byte miss ratio 0.4994
io_traces.ns562 S3FIFO-0.0500-0.9000 cache size     1360, 1200000 req, miss ratio 0.4422, byte miss ratio 0.4422
io_traces.ns562 S3FIFO-0.0500-0.9000 cache size     4081, 1200000 req, miss ratio 0.3874, byte miss ratio 0.3874
io_traces.ns562 S3FIFO-0.0500-0.9000 cache size    13603, 1200000 req, miss ratio 0.3285, byte miss ratio 0.3285
io_traces.ns562 S3FIFO-0.0500-0.9000 cache size    27206, 1200000 req, miss ratio 0.2412, byte miss ratio 0.2412
io_traces.ns562 S3FIFO-0.0500-0.9000 cache size    54413, 1200000 req, miss ratio 0.1329, byte miss ratio 0.1329
io_traces.ns562 S3FIFO-0.0500-0.9000 cache size   108827, 1200000 req, miss ratio 0.1138, byte miss ratio 0.1138
io_traces.ns562 S3FIFO-0.0100-0.9000 cache size      136, 1200000 req, miss ratio 0.5446, byte miss ratio 0.5446
