cdn1_allcolo.ns1552 S3FIFO-0.5500-0.9000 cache size       15, 1634713 req, miss ratio 0.1243, byte miss ratio 0.1243
cdn1_allcolo.ns1552 S3FIFO-0.5500-0.9000 cache size       30, 1634713 req, miss ratio 0.0268, byte miss ratio 0.0268
cdn1_allcolo.ns1552 S3FIFO-0.5500-0.9000 cache size       60, 1634713 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_allcolo.ns1552 S3FIFO-0.5500-0.9000 cache size      120, 1634713 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1552 S3FIFO-0.6000-0.9000 cache size       15, 1634713 req, miss ratio 0.1282, byte miss ratio 0.1282
cdn1_allcolo.ns1552 S3FIFO-0.6000-0.9000 cache size       30, 1634713 req, miss ratio 0.0282, byte miss ratio 0.0282
cdn1_allcolo.ns1552 S3FIFO-0.6000-0.9000 cache size       60, 1634713 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns1552 S3FIFO-0.6000-0.9000 cache size      120, 1634713 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1552 S3FIFO-0.9500-1.9000 cache size       15, 1634713 req, miss ratio 0.1498, byte miss ratio 0.1498
cdn1_allcolo.ns1552 S3FIFO-0.9500-1.9000 cache size       30, 1634713 req, miss ratio 0.0360, byte miss ratio 0.0360
cdn1_allcolo.ns1552 S3FIFO-0.9500-1.9000 cache size       60, 1634713 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_allcolo.ns1552 S3FIFO-0.9500-1.9000 cache size      120, 1634713 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns1552 S3FIFO-0.2500-0.9000 cache size       15, 1634713 req, miss ratio 0.1086, byte miss ratio 0.1086
cdn1_allcolo.ns1552 S3FIFO-0.2500-0.9000 cache size       30, 1634713 req, miss ratio 0.0202, byte miss ratio 0.0202
cdn1_allcolo.ns1552 S3FIFO-0.2500-0.9000 cache size       60, 1634713 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_allcolo.ns1552 S3FIFO-0.2500-0.9000 cache size      120, 1634713 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1552 S3FIFO-0.0010-0.9000 cache size       15, 1634713 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1552 S3FIFO-0.0010-0.9000 cache size       30, 1634713 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1552 S3FIFO-0.0010-0.9000 cache size       60, 1634713 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1552 S3FIFO-0.0010-0.9000 cache size      120, 1634713 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1552 S3FIFO-0.2000-1.9000 cache size       15, 1634713 req, miss ratio 0.1099, byte miss ratio 0.1099
cdn1_allcolo.ns1552 S3FIFO-0.2000-1.9000 cache size       30, 1634713 req, miss ratio 0.0195, byte miss ratio 0.0195
