cdn1_allcolo.ns630 S3FIFO-0.0050-1.9000 cache size      723, 8668601 req, miss ratio 0.2136, byte miss ratio 0.2136
cdn1_allcolo.ns630 S3FIFO-0.0050-1.9000 cache size     2171, 8668601 req, miss ratio 0.1810, byte miss ratio 0.1810
cdn1_allcolo.ns630 S3FIFO-0.0050-1.9000 cache size     7238, 8668601 req, miss ratio 0.1433, byte miss ratio 0.1433
cdn1_allcolo.ns630 S3FIFO-0.0050-1.9000 cache size    21715, 8668601 req, miss ratio 0.1132, byte miss ratio 0.1132
cdn1_allcolo.ns630 S3FIFO-0.0050-1.9000 cache size    72385, 8668601 req, miss ratio 0.0931, byte miss ratio 0.0931
cdn1_allcolo.ns630 S3FIFO-0.0050-1.9000 cache size   144771, 8668601 req, miss ratio 0.0880, byte miss ratio 0.0880
cdn1_allcolo.ns630 S3FIFO-0.0050-1.9000 cache size   289543, 8668601 req, miss ratio 0.0853, byte miss ratio 0.0853
cdn1_allcolo.ns630 S3FIFO-0.0050-1.9000 cache size   579087, 8668601 req, miss ratio 0.0837, byte miss ratio 0.0837
cdn1_allcolo.ns630 S3FIFO-0.1000-0.9000 cache size      723, 8668601 req, miss ratio 0.2125, byte miss ratio 0.2125
cdn1_allcolo.ns630 S3FIFO-0.1000-0.9000 cache size     2171, 8668601 req, miss ratio 0.1764, byte miss ratio 0.1764
cdn1_allcolo.ns630 S3FIFO-0.1000-0.9000 cache size     7238, 8668601 req, miss ratio 0.1390, byte miss ratio 0.1390
cdn1_allcolo.ns630 S3FIFO-0.1000-0.9000 cache size    21715, 8668601 req, miss ratio 0.1124, byte miss ratio 0.1124
cdn1_allcolo.ns630 S3FIFO-0.1000-0.9000 cache size    72385, 8668601 req, miss ratio 0.0938, byte miss ratio 0.0938
cdn1_allcolo.ns630 S3FIFO-0.1000-0.9000 cache size   144771, 8668601 req, miss ratio 0.0883, byte miss ratio 0.0883
cdn1_allcolo.ns630 S3FIFO-0.1000-0.9000 cache size   289543, 8668601 req, miss ratio 0.0853, byte miss ratio 0.0853
cdn1_allcolo.ns630 S3FIFO-0.1000-0.9000 cache size   579087, 8668601 req, miss ratio 0.0837, byte miss ratio 0.0837
cdn1_allcolo.ns630 S3FIFO-0.6000-0.9000 cache size      723, 8668601 req, miss ratio 0.2215, byte miss ratio 0.2215
cdn1_allcolo.ns630 S3FIFO-0.6000-0.9000 cache size     2171, 8668601 req, miss ratio 0.1874, byte miss ratio 0.1874
cdn1_allcolo.ns630 S3FIFO-0.6000-0.9000 cache size     7238, 8668601 req, miss ratio 0.1528, byte miss ratio 0.1528
cdn1_allcolo.ns630 S3FIFO-0.6000-0.9000 cache size    21715, 8668601 req, miss ratio 0.1238, byte miss ratio 0.1238
cdn1_allcolo.ns630 S3FIFO-0.6000-0.9000 cache size    72385, 8668601 req, miss ratio 0.0999, byte miss ratio 0.0999
cdn1_allcolo.ns630 S3FIFO-0.6000-0.9000 cache size   144771, 8668601 req, miss ratio 0.0899, byte miss ratio 0.0899
cdn1_allcolo.ns630 S3FIFO-0.6000-0.9000 cache size   289543, 8668601 req, miss ratio 0.0853, byte miss ratio 0.0853
cdn1_allcolo.ns630 S3FIFO-0.6000-0.9000 cache size   579087, 8668601 req, miss ratio 0.0837, byte miss ratio 0.0837
cdn1_allcolo.ns630 S3FIFO-0.0010-0.9000 cache size      723, 8668601 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns630 S3FIFO-0.0010-0.9000 cache size     2171, 8668601 req, miss ratio 0.1830, byte miss ratio 0.1830
cdn1_allcolo.ns630 S3FIFO-0.0010-0.9000 cache size     7238, 8668601 req, miss ratio 0.1449, byte miss ratio 0.1449
cdn1_allcolo.ns630 S3FIFO-0.0010-0.9000 cache size    21715, 8668601 req, miss ratio 0.1162, byte miss ratio 0.1162
cdn1_allcolo.ns630 S3FIFO-0.0010-0.9000 cache size    72385, 8668601 req, miss ratio 0.0948, byte miss ratio 0.0948
cdn1_allcolo.ns630 S3FIFO-0.0010-0.9000 cache size   144771, 8668601 req, miss ratio 0.0883, byte miss ratio 0.0883
cdn1_allcolo.ns630 S3FIFO-0.0010-0.9000 cache size   289543, 8668601 req, miss ratio 0.0853, byte miss ratio 0.0853
