tencentBlock.ns15447 S3FIFO-0.4000-1.9000 cache size      510, 4197687 req, miss ratio 0.5602, byte miss ratio 0.5602
tencentBlock.ns15447 S3FIFO-0.4000-1.9000 cache size     1530, 4197687 req, miss ratio 0.4045, byte miss ratio 0.4045
tencentBlock.ns15447 S3FIFO-0.4000-1.9000 cache size     5101, 4197687 req, miss ratio 0.3255, byte miss ratio 0.3255
tencentBlock.ns15447 S3FIFO-0.4000-1.9000 cache size    15304, 4197687 req, miss ratio 0.2883, byte miss ratio 0.2883
tencentBlock.ns15447 S3FIFO-0.4000-1.9000 cache size    51016, 4197687 req, miss ratio 0.2327, byte miss ratio 0.2327
tencentBlock.ns15447 S3FIFO-0.4000-1.9000 cache size   102033, 4197687 req, miss ratio 0.1926, byte miss ratio 0.1926
tencentBlock.ns15447 S3FIFO-0.4000-1.9000 cache size   204066, 4197687 req, miss ratio 0.1367, byte miss ratio 0.1367
tencentBlock.ns15447 S3FIFO-0.4000-1.9000 cache size   408132, 4197687 req, miss ratio 0.1228, byte miss ratio 0.1228
tencentBlock.ns15447 S3FIFO-0.0250-0.9000 cache size      510, 4197687 req, miss ratio 0.5707, byte miss ratio 0.5707
tencentBlock.ns15447 S3FIFO-0.0250-0.9000 cache size     1530, 4197687 req, miss ratio 0.3622, byte miss ratio 0.3622
tencentBlock.ns15447 S3FIFO-0.0250-0.9000 cache size     5101, 4197687 req, miss ratio 0.3302, byte miss ratio 0.3302
tencentBlock.ns15447 S3FIFO-0.0250-0.9000 cache size    15304, 4197687 req, miss ratio 0.2894, byte miss ratio 0.2894
tencentBlock.ns15447 S3FIFO-0.0250-0.9000 cache size    51016, 4197687 req, miss ratio 0.2469, byte miss ratio 0.2469
tencentBlock.ns15447 S3FIFO-0.0250-0.9000 cache size   102033, 4197687 req, miss ratio 0.1914, byte miss ratio 0.1914
tencentBlock.ns15447 S3FIFO-0.0250-0.9000 cache size   204066, 4197687 req, miss ratio 0.1417, byte miss ratio 0.1417
tencentBlock.ns15447 S3FIFO-0.0250-0.9000 cache size   408132, 4197687 req, miss ratio 0.1228, byte miss ratio 0.1228
tencentBlock.ns15447 S3FIFO-0.0100-1.9000 cache size      510, 4197687 req, miss ratio 0.5709, byte miss ratio 0.5709
