tencentBlock.ns3444 S3FIFO-0.9900-1.9000 cache size       97, 3514362 req, miss ratio 0.1631, byte miss ratio 0.1631
tencentBlock.ns3444 S3FIFO-0.9900-1.9000 cache size      293, 3514362 req, miss ratio 0.1212, byte miss ratio 0.1212
tencentBlock.ns3444 S3FIFO-0.9900-1.9000 cache size      978, 3514362 req, miss ratio 0.1065, byte miss ratio 0.1065
tencentBlock.ns3444 S3FIFO-0.9900-1.9000 cache size     2936, 3514362 req, miss ratio 0.0991, byte miss ratio 0.0991
tencentBlock.ns3444 S3FIFO-0.9900-1.9000 cache size     9789, 3514362 req, miss ratio 0.0824, byte miss ratio 0.0824
tencentBlock.ns3444 S3FIFO-0.9900-1.9000 cache size    19578, 3514362 req, miss ratio 0.0606, byte miss ratio 0.0606
tencentBlock.ns3444 S3FIFO-0.9900-1.9000 cache size    39157, 3514362 req, miss ratio 0.0408, byte miss ratio 0.0408
tencentBlock.ns3444 S3FIFO-0.9900-1.9000 cache size    78314, 3514362 req, miss ratio 0.0316, byte miss ratio 0.0316
tencentBlock.ns3444 S3FIFO-0.7500-1.9000 cache size       97, 3514362 req, miss ratio 0.1349, byte miss ratio 0.1349
tencentBlock.ns3444 S3FIFO-0.7500-1.9000 cache size      293, 3514362 req, miss ratio 0.1055, byte miss ratio 0.1055
tencentBlock.ns3444 S3FIFO-0.7500-1.9000 cache size      978, 3514362 req, miss ratio 0.0999, byte miss ratio 0.0999
tencentBlock.ns3444 S3FIFO-0.7500-1.9000 cache size     2936, 3514362 req, miss ratio 0.0966, byte miss ratio 0.0966
tencentBlock.ns3444 S3FIFO-0.7500-1.9000 cache size     9789, 3514362 req, miss ratio 0.0838, byte miss ratio 0.0838
tencentBlock.ns3444 S3FIFO-0.7500-1.9000 cache size    19578, 3514362 req, miss ratio 0.0606, byte miss ratio 0.0606
tencentBlock.ns3444 S3FIFO-0.7500-1.9000 cache size    39157, 3514362 req, miss ratio 0.0381, byte miss ratio 0.0381
tencentBlock.ns3444 S3FIFO-0.7500-1.9000 cache size    78314, 3514362 req, miss ratio 0.0292, byte miss ratio 0.0292
tencentBlock.ns3444 S3FIFO-0.8500-0.9000 cache size       97, 3514362 req, miss ratio 0.1449, byte miss ratio 0.1449
tencentBlock.ns3444 S3FIFO-0.8500-0.9000 cache size      293, 3514362 req, miss ratio 0.1095, byte miss ratio 0.1095
tencentBlock.ns3444 S3FIFO-0.8500-0.9000 cache size      978, 3514362 req, miss ratio 0.1020, byte miss ratio 0.1020
tencentBlock.ns3444 S3FIFO-0.8500-0.9000 cache size     2936, 3514362 req, miss ratio 0.0967, byte miss ratio 0.0967
tencentBlock.ns3444 S3FIFO-0.8500-0.9000 cache size     9789, 3514362 req, miss ratio 0.0831, byte miss ratio 0.0831
tencentBlock.ns3444 S3FIFO-0.8500-0.9000 cache size    19578, 3514362 req, miss ratio 0.0610, byte miss ratio 0.0610
tencentBlock.ns3444 S3FIFO-0.8500-0.9000 cache size    39157, 3514362 req, miss ratio 0.0394, byte miss ratio 0.0394
