cdn1_colo28.ns1101 S3FIFO-0.5000-0.9000 cache size      174, 1794423 req, miss ratio 0.2870, byte miss ratio 0.2870
cdn1_colo28.ns1101 S3FIFO-0.5000-0.9000 cache size      524, 1794423 req, miss ratio 0.2090, byte miss ratio 0.2090
cdn1_colo28.ns1101 S3FIFO-0.5000-0.9000 cache size     1747, 1794423 req, miss ratio 0.1512, byte miss ratio 0.1512
cdn1_colo28.ns1101 S3FIFO-0.5000-0.9000 cache size     5241, 1794423 req, miss ratio 0.1289, byte miss ratio 0.1289
cdn1_colo28.ns1101 S3FIFO-0.5000-0.9000 cache size    17470, 1794423 req, miss ratio 0.1132, byte miss ratio 0.1132
cdn1_colo28.ns1101 S3FIFO-0.5000-0.9000 cache size    34941, 1794423 req, miss ratio 0.1066, byte miss ratio 0.1066
cdn1_colo28.ns1101 S3FIFO-0.5000-0.9000 cache size    69882, 1794423 req, miss ratio 0.1019, byte miss ratio 0.1019
cdn1_colo28.ns1101 S3FIFO-0.5000-0.9000 cache size   139764, 1794423 req, miss ratio 0.0986, byte miss ratio 0.0986
cdn1_colo28.ns1101 S3FIFO-0.8500-0.9000 cache size      174, 1794423 req, miss ratio 0.3014, byte miss ratio 0.3014
cdn1_colo28.ns1101 S3FIFO-0.8500-0.9000 cache size      524, 1794423 req, miss ratio 0.2306, byte miss ratio 0.2306
cdn1_colo28.ns1101 S3FIFO-0.8500-0.9000 cache size     1747, 1794423 req, miss ratio 0.1679, byte miss ratio 0.1679
cdn1_colo28.ns1101 S3FIFO-0.8500-0.9000 cache size     5241, 1794423 req, miss ratio 0.1361, byte miss ratio 0.1361
cdn1_colo28.ns1101 S3FIFO-0.8500-0.9000 cache size    17470, 1794423 req, miss ratio 0.1164, byte miss ratio 0.1164
cdn1_colo28.ns1101 S3FIFO-0.8500-0.9000 cache size    34941, 1794423 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns1101 S3FIFO-0.8500-0.9000 cache size    69882, 1794423 req, miss ratio 0.1026, byte miss ratio 0.1026
cdn1_colo28.ns1101 S3FIFO-0.8500-0.9000 cache size   139764, 1794423 req, miss ratio 0.0980, byte miss ratio 0.0980
cdn1_colo28.ns1101 S3FIFO-0.9000-0.9000 cache size      174, 1794423 req, miss ratio 0.3031, byte miss ratio 0.3031
cdn1_colo28.ns1101 S3FIFO-0.9000-0.9000 cache size      524, 1794423 req, miss ratio 0.2334, byte miss ratio 0.2334
cdn1_colo28.ns1101 S3FIFO-0.9000-0.9000 cache size     1747, 1794423 req, miss ratio 0.1712, byte miss ratio 0.1712
cdn1_colo28.ns1101 S3FIFO-0.9000-0.9000 cache size     5241, 1794423 req, miss ratio 0.1383, byte miss ratio 0.1383
cdn1_colo28.ns1101 S3FIFO-0.9000-0.9000 cache size    17470, 1794423 req, miss ratio 0.1172, byte miss ratio 0.1172
cdn1_colo28.ns1101 S3FIFO-0.9000-0.9000 cache size    34941, 1794423 req, miss ratio 0.1089, byte miss ratio 0.1089
