tencentBlock.ns22509 S3FIFO-0.0250-0.9000 cache size       44, 1291425 req, miss ratio 0.2441, byte miss ratio 0.2441
tencentBlock.ns22509 S3FIFO-0.0250-0.9000 cache size      134, 1291425 req, miss ratio 0.1874, byte miss ratio 0.1874
tencentBlock.ns22509 S3FIFO-0.0250-0.9000 cache size      447, 1291425 req, miss ratio 0.1414, byte miss ratio 0.1414
tencentBlock.ns22509 S3FIFO-0.0250-0.9000 cache size     1343, 1291425 req, miss ratio 0.1214, byte miss ratio 0.1214
tencentBlock.ns22509 S3FIFO-0.0250-0.9000 cache size     4478, 1291425 req, miss ratio 0.1122, byte miss ratio 0.1122
tencentBlock.ns22509 S3FIFO-0.0250-0.9000 cache size     8957, 1291425 req, miss ratio 0.0935, byte miss ratio 0.0935
tencentBlock.ns22509 S3FIFO-0.0250-0.9000 cache size    17914, 1291425 req, miss ratio 0.0669, byte miss ratio 0.0669
tencentBlock.ns22509 S3FIFO-0.0250-0.9000 cache size    35828, 1291425 req, miss ratio 0.0376, byte miss ratio 0.0376
tencentBlock.ns22509 S3FIFO-0.8500-1.9000 cache size       44, 1291425 req, miss ratio 0.3560, byte miss ratio 0.3560
tencentBlock.ns22509 S3FIFO-0.8500-1.9000 cache size      134, 1291425 req, miss ratio 0.1892, byte miss ratio 0.1892
tencentBlock.ns22509 S3FIFO-0.8500-1.9000 cache size      447, 1291425 req, miss ratio 0.1558, byte miss ratio 0.1558
tencentBlock.ns22509 S3FIFO-0.8500-1.9000 cache size     1343, 1291425 req, miss ratio 0.1387, byte miss ratio 0.1387
tencentBlock.ns22509 S3FIFO-0.8500-1.9000 cache size     4478, 1291425 req, miss ratio 0.1227, byte miss ratio 0.1227
tencentBlock.ns22509 S3FIFO-0.8500-1.9000 cache size     8957, 1291425 req, miss ratio 0.1050, byte miss ratio 0.1050
tencentBlock.ns22509 S3FIFO-0.8500-1.9000 cache size    17914, 1291425 req, miss ratio 0.0752, byte miss ratio 0.0752
tencentBlock.ns22509 S3FIFO-0.8500-1.9000 cache size    35828, 1291425 req, miss ratio 0.0403, byte miss ratio 0.0403
tencentBlock.ns22509 S3FIFO-0.1000-1.9000 cache size       44, 1291425 req, miss ratio 0.2472, byte miss ratio 0.2472
tencentBlock.ns22509 S3FIFO-0.1000-1.9000 cache size      134, 1291425 req, miss ratio 0.1624, byte miss ratio 0.1624
tencentBlock.ns22509 S3FIFO-0.1000-1.9000 cache size      447, 1291425 req, miss ratio 0.1401, byte miss ratio 0.1401
tencentBlock.ns22509 S3FIFO-0.1000-1.9000 cache size     1343, 1291425 req, miss ratio 0.1199, byte miss ratio 0.1199
tencentBlock.ns22509 S3FIFO-0.1000-1.9000 cache size     4478, 1291425 req, miss ratio 0.1160, byte miss ratio 0.1160
tencentBlock.ns22509 S3FIFO-0.1000-1.9000 cache size     8957, 1291425 req, miss ratio 0.0948, byte miss ratio 0.0948
tencentBlock.ns22509 S3FIFO-0.1000-1.9000 cache size    17914, 1291425 req, miss ratio 0.0691, byte miss ratio 0.0691
tencentBlock.ns22509 S3FIFO-0.1000-1.9000 cache size    35828, 1291425 req, miss ratio 0.0378, byte miss ratio 0.0378
tencentBlock.ns22509 S3FIFO-0.2000-1.9000 cache size       44, 1291425 req, miss ratio 0.2665, byte miss ratio 0.2665
tencentBlock.ns22509 S3FIFO-0.2000-1.9000 cache size      134, 1291425 req, miss ratio 0.1622, byte miss ratio 0.1622
tencentBlock.ns22509 S3FIFO-0.2000-1.9000 cache size      447, 1291425 req, miss ratio 0.1400, byte miss ratio 0.1400
tencentBlock.ns22509 S3FIFO-0.2000-1.9000 cache size     1343, 1291425 req, miss ratio 0.1203, byte miss ratio 0.1203
tencentBlock.ns22509 S3FIFO-0.2000-1.9000 cache size     4478, 1291425 req, miss ratio 0.1163, byte miss ratio 0.1163
tencentBlock.ns22509 S3FIFO-0.2000-1.9000 cache size     8957, 1291425 req, miss ratio 0.0981, byte miss ratio 0.0981
tencentBlock.ns22509 S3FIFO-0.2000-1.9000 cache size    17914, 1291425 req, miss ratio 0.0716, byte miss ratio 0.0716
tencentBlock.ns22509 S3FIFO-0.2000-1.9000 cache size    35828, 1291425 req, miss ratio 0.0380, byte miss ratio 0.0380
tencentBlock.ns22509 S3FIFO-0.3000-1.9000 cache size       44, 1291425 req, miss ratio 0.2987, byte miss ratio 0.2987
tencentBlock.ns22509 S3FIFO-0.3000-1.9000 cache size      134, 1291425 req, miss ratio 0.1621, byte miss ratio 0.1621
tencentBlock.ns22509 S3FIFO-0.3000-1.9000 cache size      447, 1291425 req, miss ratio 0.1406, byte miss ratio 0.1406
tencentBlock.ns22509 S3FIFO-0.3000-1.9000 cache size     1343, 1291425 req, miss ratio 0.1220, byte miss ratio 0.1220
tencentBlock.ns22509 S3FIFO-0.3000-1.9000 cache size     4478, 1291425 req, miss ratio 0.1166, byte miss ratio 0.1166
tencentBlock.ns22509 S3FIFO-0.3000-1.9000 cache size     8957, 1291425 req, miss ratio 0.1045, byte miss ratio 0.1045
tencentBlock.ns22509 S3FIFO-0.3000-1.9000 cache size    17914, 1291425 req, miss ratio 0.0713, byte miss ratio 0.0713
tencentBlock.ns22509 S3FIFO-0.3000-1.9000 cache size    35828, 1291425 req, miss ratio 0.0384, byte miss ratio 0.0384
tencentBlock.ns22509 S3FIFO-0.9000-0.9000 cache size       44, 1291425 req, miss ratio 0.3670, byte miss ratio 0.3670
tencentBlock.ns22509 S3FIFO-0.9000-0.9000 cache size      134, 1291425 req, miss ratio 0.1961, byte miss ratio 0.1961
tencentBlock.ns22509 S3FIFO-0.9000-0.9000 cache size      447, 1291425 req, miss ratio 0.1577, byte miss ratio 0.1577
tencentBlock.ns22509 S3FIFO-0.9000-0.9000 cache size     1343, 1291425 req, miss ratio 0.1403, byte miss ratio 0.1403
tencentBlock.ns22509 S3FIFO-0.9000-0.9000 cache size     4478, 1291425 req, miss ratio 0.1242, byte miss ratio 0.1242
tencentBlock.ns22509 S3FIFO-0.9000-0.9000 cache size     8957, 1291425 req, miss ratio 0.1059, byte miss ratio 0.1059
tencentBlock.ns22509 S3FIFO-0.9000-0.9000 cache size    17914, 1291425 req, miss ratio 0.0748, byte miss ratio 0.0748
tencentBlock.ns22509 S3FIFO-0.9000-0.9000 cache size    35828, 1291425 req, miss ratio 0.0408, byte miss ratio 0.0408
tencentBlock.ns22509 S3FIFO-0.5000-0.9000 cache size       44, 1291425 req, miss ratio 0.3202, byte miss ratio 0.3202
tencentBlock.ns22509 S3FIFO-0.5000-0.9000 cache size      134, 1291425 req, miss ratio 0.1640, byte miss ratio 0.1640
tencentBlock.ns22509 S3FIFO-0.5000-0.9000 cache size      447, 1291425 req, miss ratio 0.1433, byte miss ratio 0.1433
tencentBlock.ns22509 S3FIFO-0.5000-0.9000 cache size     1343, 1291425 req, miss ratio 0.1297, byte miss ratio 0.1297
tencentBlock.ns22509 S3FIFO-0.5000-0.9000 cache size     4478, 1291425 req, miss ratio 0.1163, byte miss ratio 0.1163
tencentBlock.ns22509 S3FIFO-0.5000-0.9000 cache size     8957, 1291425 req, miss ratio 0.1143, byte miss ratio 0.1143
tencentBlock.ns22509 S3FIFO-0.5000-0.9000 cache size    17914, 1291425 req, miss ratio 0.0728, byte miss ratio 0.0728
