cdn1_colo28.ns708 S3FIFO-0.6000-1.9000 cache size       72, 6127922 req, miss ratio 0.0665, byte miss ratio 0.0665
cdn1_colo28.ns708 S3FIFO-0.6000-1.9000 cache size      217, 6127922 req, miss ratio 0.0569, byte miss ratio 0.0569
cdn1_colo28.ns708 S3FIFO-0.6000-1.9000 cache size      725, 6127922 req, miss ratio 0.0448, byte miss ratio 0.0448
cdn1_colo28.ns708 S3FIFO-0.6000-1.9000 cache size     2175, 6127922 req, miss ratio 0.0377, byte miss ratio 0.0377
cdn1_colo28.ns708 S3FIFO-0.6000-1.9000 cache size     7251, 6127922 req, miss ratio 0.0267, byte miss ratio 0.0267
cdn1_colo28.ns708 S3FIFO-0.6000-1.9000 cache size    14502, 6127922 req, miss ratio 0.0195, byte miss ratio 0.0195
cdn1_colo28.ns708 S3FIFO-0.6000-1.9000 cache size    29004, 6127922 req, miss ratio 0.0140, byte miss ratio 0.0140
cdn1_colo28.ns708 S3FIFO-0.6000-1.9000 cache size    58008, 6127922 req, miss ratio 0.0119, byte miss ratio 0.0119
cdn1_colo28.ns708 S3FIFO-0.9000-1.9000 cache size       72, 6127922 req, miss ratio 0.0793, byte miss ratio 0.0793
cdn1_colo28.ns708 S3FIFO-0.9000-1.9000 cache size      217, 6127922 req, miss ratio 0.0609, byte miss ratio 0.0609
cdn1_colo28.ns708 S3FIFO-0.9000-1.9000 cache size      725, 6127922 req, miss ratio 0.0484, byte miss ratio 0.0484
cdn1_colo28.ns708 S3FIFO-0.9000-1.9000 cache size     2175, 6127922 req, miss ratio 0.0399, byte miss ratio 0.0399
cdn1_colo28.ns708 S3FIFO-0.9000-1.9000 cache size     7251, 6127922 req, miss ratio 0.0290, byte miss ratio 0.0290
cdn1_colo28.ns708 S3FIFO-0.9000-1.9000 cache size    14502, 6127922 req, miss ratio 0.0216, byte miss ratio 0.0216
cdn1_colo28.ns708 S3FIFO-0.9000-1.9000 cache size    29004, 6127922 req, miss ratio 0.0159, byte miss ratio 0.0159
cdn1_colo28.ns708 S3FIFO-0.9000-1.9000 cache size    58008, 6127922 req, miss ratio 0.0124, byte miss ratio 0.0124
cdn1_colo28.ns708 S3FIFO-0.6500-0.9000 cache size       72, 6127922 req, miss ratio 0.0674, byte miss ratio 0.0674
cdn1_colo28.ns708 S3FIFO-0.6500-0.9000 cache size      217, 6127922 req, miss ratio 0.0573, byte miss ratio 0.0573
cdn1_colo28.ns708 S3FIFO-0.6500-0.9000 cache size      725, 6127922 req, miss ratio 0.0451, byte miss ratio 0.0451
cdn1_colo28.ns708 S3FIFO-0.6500-0.9000 cache size     2175, 6127922 req, miss ratio 0.0379, byte miss ratio 0.0379
cdn1_colo28.ns708 S3FIFO-0.6500-0.9000 cache size     7251, 6127922 req, miss ratio 0.0270, byte miss ratio 0.0270
cdn1_colo28.ns708 S3FIFO-0.6500-0.9000 cache size    14502, 6127922 req, miss ratio 0.0198, byte miss ratio 0.0198
cdn1_colo28.ns708 S3FIFO-0.6500-0.9000 cache size    29004, 6127922 req, miss ratio 0.0143, byte miss ratio 0.0143
cdn1_colo28.ns708 S3FIFO-0.6500-0.9000 cache size    58008, 6127922 req, miss ratio 0.0119, byte miss ratio 0.0119
cdn1_colo28.ns708 S3FIFO-0.1500-0.9000 cache size       72, 6127922 req, miss ratio 0.0620, byte miss ratio 0.0620
cdn1_colo28.ns708 S3FIFO-0.1500-0.9000 cache size      217, 6127922 req, miss ratio 0.0524, byte miss ratio 0.0524
cdn1_colo28.ns708 S3FIFO-0.1500-0.9000 cache size      725, 6127922 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_colo28.ns708 S3FIFO-0.1500-0.9000 cache size     2175, 6127922 req, miss ratio 0.0352, byte miss ratio 0.0352
cdn1_colo28.ns708 S3FIFO-0.1500-0.9000 cache size     7251, 6127922 req, miss ratio 0.0229, byte miss ratio 0.0229
cdn1_colo28.ns708 S3FIFO-0.1500-0.9000 cache size    14502, 6127922 req, miss ratio 0.0170, byte miss ratio 0.0170
cdn1_colo28.ns708 S3FIFO-0.1500-0.9000 cache size    29004, 6127922 req, miss ratio 0.0130, byte miss ratio 0.0130
cdn1_colo28.ns708 S3FIFO-0.1500-0.9000 cache size    58008, 6127922 req, miss ratio 0.0119, byte miss ratio 0.0119
cdn1_colo28.ns708 S3FIFO-0.3500-1.9000 cache size       72, 6127922 req, miss ratio 0.0634, byte miss ratio 0.0634
cdn1_colo28.ns708 S3FIFO-0.3500-1.9000 cache size      217, 6127922 req, miss ratio 0.0545, byte miss ratio 0.0545
cdn1_colo28.ns708 S3FIFO-0.3500-1.9000 cache size      725, 6127922 req, miss ratio 0.0435, byte miss ratio 0.0435
cdn1_colo28.ns708 S3FIFO-0.3500-1.9000 cache size     2175, 6127922 req, miss ratio 0.0363, byte miss ratio 0.0363
cdn1_colo28.ns708 S3FIFO-0.3500-1.9000 cache size     7251, 6127922 req, miss ratio 0.0247, byte miss ratio 0.0247
cdn1_colo28.ns708 S3FIFO-0.3500-1.9000 cache size    14502, 6127922 req, miss ratio 0.0180, byte miss ratio 0.0180
cdn1_colo28.ns708 S3FIFO-0.3500-1.9000 cache size    29004, 6127922 req, miss ratio 0.0132, byte miss ratio 0.0132
cdn1_colo28.ns708 S3FIFO-0.3500-1.9000 cache size    58008, 6127922 req, miss ratio 0.0119, byte miss ratio 0.0119
cdn1_colo28.ns708 S3FIFO-0.5000-1.9000 cache size       72, 6127922 req, miss ratio 0.0650, byte miss ratio 0.0650
cdn1_colo28.ns708 S3FIFO-0.5000-1.9000 cache size      217, 6127922 req, miss ratio 0.0560, byte miss ratio 0.0560
cdn1_colo28.ns708 S3FIFO-0.5000-1.9000 cache size      725, 6127922 req, miss ratio 0.0442, byte miss ratio 0.0442
cdn1_colo28.ns708 S3FIFO-0.5000-1.9000 cache size     2175, 6127922 req, miss ratio 0.0371, byte miss ratio 0.0371
cdn1_colo28.ns708 S3FIFO-0.5000-1.9000 cache size     7251, 6127922 req, miss ratio 0.0259, byte miss ratio 0.0259
cdn1_colo28.ns708 S3FIFO-0.5000-1.9000 cache size    14502, 6127922 req, miss ratio 0.0189, byte miss ratio 0.0189
cdn1_colo28.ns708 S3FIFO-0.5000-1.9000 cache size    29004, 6127922 req, miss ratio 0.0136, byte miss ratio 0.0136
cdn1_colo28.ns708 S3FIFO-0.5000-1.9000 cache size    58008, 6127922 req, miss ratio 0.0119, byte miss ratio 0.0119
cdn1_colo28.ns708 S3FIFO-0.0250-1.9000 cache size       72, 6127922 req, miss ratio 0.0619, byte miss ratio 0.0619
cdn1_colo28.ns708 S3FIFO-0.0250-1.9000 cache size      217, 6127922 req, miss ratio 0.0520, byte miss ratio 0.0520
cdn1_colo28.ns708 S3FIFO-0.0250-1.9000 cache size      725, 6127922 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_colo28.ns708 S3FIFO-0.0250-1.9000 cache size     2175, 6127922 req, miss ratio 0.0349, byte miss ratio 0.0349
cdn1_colo28.ns708 S3FIFO-0.0250-1.9000 cache size     7251, 6127922 req, miss ratio 0.0225, byte miss ratio 0.0225
cdn1_colo28.ns708 S3FIFO-0.0250-1.9000 cache size    14502, 6127922 req, miss ratio 0.0164, byte miss ratio 0.0164
cdn1_colo28.ns708 S3FIFO-0.0250-1.9000 cache size    29004, 6127922 req, miss ratio 0.0129, byte miss ratio 0.0129
cdn1_colo28.ns708 S3FIFO-0.0250-1.9000 cache size    58008, 6127922 req, miss ratio 0.0119, byte miss ratio 0.0119
cdn1_colo28.ns708 S3FIFO-0.0050-1.9000 cache size       72, 6127922 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns708 S3FIFO-0.0050-1.9000 cache size      217, 6127922 req, miss ratio 0.0523, byte miss ratio 0.0523
cdn1_colo28.ns708 S3FIFO-0.0050-1.9000 cache size      725, 6127922 req, miss ratio 0.0431, byte miss ratio 0.0431
cdn1_colo28.ns708 S3FIFO-0.0050-1.9000 cache size     2175, 6127922 req, miss ratio 0.0352, byte miss ratio 0.0352
cdn1_colo28.ns708 S3FIFO-0.0050-1.9000 cache size     7251, 6127922 req, miss ratio 0.0225, byte miss ratio 0.0225
cdn1_colo28.ns708 S3FIFO-0.0050-1.9000 cache size    14502, 6127922 req, miss ratio 0.0164, byte miss ratio 0.0164
cdn1_colo28.ns708 S3FIFO-0.0050-1.9000 cache size    29004, 6127922 req, miss ratio 0.0129, byte miss ratio 0.0129
cdn1_colo28.ns708 S3FIFO-0.0050-1.9000 cache size    58008, 6127922 req, miss ratio 0.0119, byte miss ratio 0.0119
cdn1_colo28.ns708 S3FIFO-0.9500-0.9000 cache size       72, 6127922 req, miss ratio 0.0831, byte miss ratio 0.0831
cdn1_colo28.ns708 S3FIFO-0.9500-0.9000 cache size      217, 6127922 req, miss ratio 0.0629, byte miss ratio 0.0629
cdn1_colo28.ns708 S3FIFO-0.9500-0.9000 cache size      725, 6127922 req, miss ratio 0.0491, byte miss ratio 0.0491
