io_traces.ns460 S3FIFO-0.4000-1.9000 cache size     2088, 19000000 req, miss ratio 0.3163, byte miss ratio 0.3163
io_traces.ns460 S3FIFO-0.4000-1.9000 cache size     6266, 19000000 req, miss ratio 0.2859, byte miss ratio 0.2859
io_traces.ns460 S3FIFO-0.4000-1.9000 cache size    20886, 19000000 req, miss ratio 0.2231, byte miss ratio 0.2231
io_traces.ns460 S3FIFO-0.4000-1.9000 cache size    62660, 19000000 req, miss ratio 0.1684, byte miss ratio 0.1684
io_traces.ns460 S3FIFO-0.4000-1.9000 cache size   208867, 19000000 req, miss ratio 0.1210, byte miss ratio 0.1210
io_traces.ns460 S3FIFO-0.4000-1.9000 cache size   417735, 19000000 req, miss ratio 0.1173, byte miss ratio 0.1173
io_traces.ns460 S3FIFO-0.4000-1.9000 cache size   835471, 19000000 req, miss ratio 0.1157, byte miss ratio 0.1157
io_traces.ns460 S3FIFO-0.4000-1.9000 cache size  1670943, 19000000 req, miss ratio 0.1103, byte miss ratio 0.1103
io_traces.ns460 S3FIFO-0.4500-1.9000 cache size     2088, 19000000 req, miss ratio 0.3256, byte miss ratio 0.3256
io_traces.ns460 S3FIFO-0.4500-1.9000 cache size     6266, 19000000 req, miss ratio 0.2863, byte miss ratio 0.2863
io_traces.ns460 S3FIFO-0.4500-1.9000 cache size    20886, 19000000 req, miss ratio 0.2217, byte miss ratio 0.2217
io_traces.ns460 S3FIFO-0.4500-1.9000 cache size    62660, 19000000 req, miss ratio 0.1681, byte miss ratio 0.1681
io_traces.ns460 S3FIFO-0.4500-1.9000 cache size   208867, 19000000 req, miss ratio 0.1212, byte miss ratio 0.1212
io_traces.ns460 S3FIFO-0.4500-1.9000 cache size   417735, 19000000 req, miss ratio 0.1173, byte miss ratio 0.1173
io_traces.ns460 S3FIFO-0.4500-1.9000 cache size   835471, 19000000 req, miss ratio 0.1157, byte miss ratio 0.1157
io_traces.ns460 S3FIFO-0.4500-1.9000 cache size  1670943, 19000000 req, miss ratio 0.1103, byte miss ratio 0.1103
io_traces.ns460 S3FIFO-0.8500-1.9000 cache size     2088, 19000000 req, miss ratio 0.4304, byte miss ratio 0.4304
io_traces.ns460 S3FIFO-0.8500-1.9000 cache size     6266, 19000000 req, miss ratio 0.3045, byte miss ratio 0.3045
io_traces.ns460 S3FIFO-0.8500-1.9000 cache size    20886, 19000000 req, miss ratio 0.2231, byte miss ratio 0.2231
io_traces.ns460 S3FIFO-0.8500-1.9000 cache size    62660, 19000000 req, miss ratio 0.1685, byte miss ratio 0.1685
io_traces.ns460 S3FIFO-0.8500-1.9000 cache size   208867, 19000000 req, miss ratio 0.1326, byte miss ratio 0.1326
io_traces.ns460 S3FIFO-0.8500-1.9000 cache size   417735, 19000000 req, miss ratio 0.1214, byte miss ratio 0.1214
io_traces.ns460 S3FIFO-0.8500-1.9000 cache size   835471, 19000000 req, miss ratio 0.1165, byte miss ratio 0.1165
io_traces.ns460 S3FIFO-0.8500-1.9000 cache size  1670943, 19000000 req, miss ratio 0.1103, byte miss ratio 0.1103
io_traces.ns460 S3FIFO-0.0500-0.9000 cache size     2088, 19000000 req, miss ratio 0.3211, byte miss ratio 0.3211
