cdn1_allcolo.ns4217 S3FIFO-0.9900-1.9000 cache size      591, 1432334 req, miss ratio 0.4297, byte miss ratio 0.4297
cdn1_allcolo.ns4217 S3FIFO-0.9900-1.9000 cache size     1774, 1432334 req, miss ratio 0.4191, byte miss ratio 0.4191
cdn1_allcolo.ns4217 S3FIFO-0.9900-1.9000 cache size     5915, 1432334 req, miss ratio 0.4150, byte miss ratio 0.4150
cdn1_allcolo.ns4217 S3FIFO-0.9900-1.9000 cache size    17746, 1432334 req, miss ratio 0.4137, byte miss ratio 0.4137
cdn1_allcolo.ns4217 S3FIFO-0.9900-1.9000 cache size    59153, 1432334 req, miss ratio 0.4133, byte miss ratio 0.4133
cdn1_allcolo.ns4217 S3FIFO-0.9900-1.9000 cache size   118306, 1432334 req, miss ratio 0.4131, byte miss ratio 0.4131
cdn1_allcolo.ns4217 S3FIFO-0.9900-1.9000 cache size   236613, 1432334 req, miss ratio 0.4131, byte miss ratio 0.4131
cdn1_allcolo.ns4217 S3FIFO-0.9900-1.9000 cache size   473227, 1432334 req, miss ratio 0.4130, byte miss ratio 0.4130
cdn1_allcolo.ns4217 S3FIFO-0.8500-0.9000 cache size      591, 1432334 req, miss ratio 0.4170, byte miss ratio 0.4170
cdn1_allcolo.ns4217 S3FIFO-0.8500-0.9000 cache size     1774, 1432334 req, miss ratio 0.4146, byte miss ratio 0.4146
cdn1_allcolo.ns4217 S3FIFO-0.8500-0.9000 cache size     5915, 1432334 req, miss ratio 0.4137, byte miss ratio 0.4137
cdn1_allcolo.ns4217 S3FIFO-0.8500-0.9000 cache size    17746, 1432334 req, miss ratio 0.4134, byte miss ratio 0.4134
cdn1_allcolo.ns4217 S3FIFO-0.8500-0.9000 cache size    59153, 1432334 req, miss ratio 0.4132, byte miss ratio 0.4132
cdn1_allcolo.ns4217 S3FIFO-0.8500-0.9000 cache size   118306, 1432334 req, miss ratio 0.4131, byte miss ratio 0.4131
cdn1_allcolo.ns4217 S3FIFO-0.8500-0.9000 cache size   236613, 1432334 req, miss ratio 0.4130, byte miss ratio 0.4130
cdn1_allcolo.ns4217 S3FIFO-0.8500-0.9000 cache size   473227, 1432334 req, miss ratio 0.4130, byte miss ratio 0.4130
cdn1_allcolo.ns4217 S3FIFO-0.0050-0.9000 cache size      591, 1432334 req, miss ratio 0.4321, byte miss ratio 0.4321
cdn1_allcolo.ns4217 S3FIFO-0.0050-0.9000 cache size     1774, 1432334 req, miss ratio 0.4253, byte miss ratio 0.4253
cdn1_allcolo.ns4217 S3FIFO-0.0050-0.9000 cache size     5915, 1432334 req, miss ratio 0.4182, byte miss ratio 0.4182
cdn1_allcolo.ns4217 S3FIFO-0.0050-0.9000 cache size    17746, 1432334 req, miss ratio 0.4148, byte miss ratio 0.4148
cdn1_allcolo.ns4217 S3FIFO-0.0050-0.9000 cache size    59153, 1432334 req, miss ratio 0.4132, byte miss ratio 0.4132
cdn1_allcolo.ns4217 S3FIFO-0.0050-0.9000 cache size   118306, 1432334 req, miss ratio 0.4131, byte miss ratio 0.4131
