tencentBlock.ns9556 S3FIFO-0.0500-0.9000 cache size       63, 2762656 req, miss ratio 0.2139, byte miss ratio 0.2139
tencentBlock.ns9556 S3FIFO-0.0500-0.9000 cache size      191, 2762656 req, miss ratio 0.1576, byte miss ratio 0.1576
tencentBlock.ns9556 S3FIFO-0.0500-0.9000 cache size      638, 2762656 req, miss ratio 0.0956, byte miss ratio 0.0956
tencentBlock.ns9556 S3FIFO-0.0500-0.9000 cache size     1916, 2762656 req, miss ratio 0.0710, byte miss ratio 0.0710
tencentBlock.ns9556 S3FIFO-0.0500-0.9000 cache size     6389, 2762656 req, miss ratio 0.0575, byte miss ratio 0.0575
tencentBlock.ns9556 S3FIFO-0.0500-0.9000 cache size    12779, 2762656 req, miss ratio 0.0500, byte miss ratio 0.0500
tencentBlock.ns9556 S3FIFO-0.0500-0.9000 cache size    25559, 2762656 req, miss ratio 0.0354, byte miss ratio 0.0354
tencentBlock.ns9556 S3FIFO-0.0500-0.9000 cache size    51119, 2762656 req, miss ratio 0.0251, byte miss ratio 0.0251
tencentBlock.ns9556 S3FIFO-0.7000-0.9000 cache size       63, 2762656 req, miss ratio 0.2904, byte miss ratio 0.2904
tencentBlock.ns9556 S3FIFO-0.7000-0.9000 cache size      191, 2762656 req, miss ratio 0.1572, byte miss ratio 0.1572
tencentBlock.ns9556 S3FIFO-0.7000-0.9000 cache size      638, 2762656 req, miss ratio 0.1109, byte miss ratio 0.1109
tencentBlock.ns9556 S3FIFO-0.7000-0.9000 cache size     1916, 2762656 req, miss ratio 0.0817, byte miss ratio 0.0817
tencentBlock.ns9556 S3FIFO-0.7000-0.9000 cache size     6389, 2762656 req, miss ratio 0.0674, byte miss ratio 0.0674
tencentBlock.ns9556 S3FIFO-0.7000-0.9000 cache size    12779, 2762656 req, miss ratio 0.0550, byte miss ratio 0.0550
tencentBlock.ns9556 S3FIFO-0.7000-0.9000 cache size    25559, 2762656 req, miss ratio 0.0376, byte miss ratio 0.0376
tencentBlock.ns9556 S3FIFO-0.7000-0.9000 cache size    51119, 2762656 req, miss ratio 0.0260, byte miss ratio 0.0260
tencentBlock.ns9556 S3FIFO-0.4500-0.9000 cache size       63, 2762656 req, miss ratio 0.2558, byte miss ratio 0.2558
tencentBlock.ns9556 S3FIFO-0.4500-0.9000 cache size      191, 2762656 req, miss ratio 0.1505, byte miss ratio 0.1505
tencentBlock.ns9556 S3FIFO-0.4500-0.9000 cache size      638, 2762656 req, miss ratio 0.1032, byte miss ratio 0.1032
tencentBlock.ns9556 S3FIFO-0.4500-0.9000 cache size     1916, 2762656 req, miss ratio 0.0764, byte miss ratio 0.0764
tencentBlock.ns9556 S3FIFO-0.4500-0.9000 cache size     6389, 2762656 req, miss ratio 0.0664, byte miss ratio 0.0664
tencentBlock.ns9556 S3FIFO-0.4500-0.9000 cache size    12779, 2762656 req, miss ratio 0.0513, byte miss ratio 0.0513
tencentBlock.ns9556 S3FIFO-0.4500-0.9000 cache size    25559, 2762656 req, miss ratio 0.0365, byte miss ratio 0.0365
tencentBlock.ns9556 S3FIFO-0.4500-0.9000 cache size    51119, 2762656 req, miss ratio 0.0254, byte miss ratio 0.0254
tencentBlock.ns9556 S3FIFO-0.1000-1.9000 cache size       63, 2762656 req, miss ratio 0.2267, byte miss ratio 0.2267
tencentBlock.ns9556 S3FIFO-0.1000-1.9000 cache size      191, 2762656 req, miss ratio 0.1480, byte miss ratio 0.1480
tencentBlock.ns9556 S3FIFO-0.1000-1.9000 cache size      638, 2762656 req, miss ratio 0.0942, byte miss ratio 0.0942
tencentBlock.ns9556 S3FIFO-0.1000-1.9000 cache size     1916, 2762656 req, miss ratio 0.0722, byte miss ratio 0.0722
tencentBlock.ns9556 S3FIFO-0.1000-1.9000 cache size     6389, 2762656 req, miss ratio 0.0590, byte miss ratio 0.0590
tencentBlock.ns9556 S3FIFO-0.1000-1.9000 cache size    12779, 2762656 req, miss ratio 0.0501, byte miss ratio 0.0501
tencentBlock.ns9556 S3FIFO-0.1000-1.9000 cache size    25559, 2762656 req, miss ratio 0.0354, byte miss ratio 0.0354
tencentBlock.ns9556 S3FIFO-0.1000-1.9000 cache size    51119, 2762656 req, miss ratio 0.0250, byte miss ratio 0.0250
tencentBlock.ns9556 S3FIFO-0.2000-1.9000 cache size       63, 2762656 req, miss ratio 0.2399, byte miss ratio 0.2399
