tencentBlock.ns23299 S3FIFO-0.0010-0.9000 cache size     3540, 5853022 req, miss ratio 0.9692, byte miss ratio 0.9692
tencentBlock.ns23299 S3FIFO-0.0010-0.9000 cache size    10621, 5853022 req, miss ratio 0.9525, byte miss ratio 0.9525
tencentBlock.ns23299 S3FIFO-0.0010-0.9000 cache size    35403, 5853022 req, miss ratio 0.9458, byte miss ratio 0.9458
tencentBlock.ns23299 S3FIFO-0.0010-0.9000 cache size   106211, 5853022 req, miss ratio 0.9390, byte miss ratio 0.9390
tencentBlock.ns23299 S3FIFO-0.0010-0.9000 cache size   354039, 5853022 req, miss ratio 0.9344, byte miss ratio 0.9344
tencentBlock.ns23299 S3FIFO-0.0010-0.9000 cache size   708079, 5853022 req, miss ratio 0.9146, byte miss ratio 0.9146
tencentBlock.ns23299 S3FIFO-0.0010-0.9000 cache size  1416159, 5853022 req, miss ratio 0.8021, byte miss ratio 0.8021
tencentBlock.ns23299 S3FIFO-0.0010-0.9000 cache size  2832319, 5853022 req, miss ratio 0.6428, byte miss ratio 0.6428
tencentBlock.ns23299 S3FIFO-0.6000-1.9000 cache size     3540, 5853022 req, miss ratio 0.9621, byte miss ratio 0.9621
tencentBlock.ns23299 S3FIFO-0.6000-1.9000 cache size    10621, 5853022 req, miss ratio 0.9528, byte miss ratio 0.9528
tencentBlock.ns23299 S3FIFO-0.6000-1.9000 cache size    35403, 5853022 req, miss ratio 0.9400, byte miss ratio 0.9400
tencentBlock.ns23299 S3FIFO-0.6000-1.9000 cache size   106211, 5853022 req, miss ratio 0.9382, byte miss ratio 0.9382
tencentBlock.ns23299 S3FIFO-0.6000-1.9000 cache size   354039, 5853022 req, miss ratio 0.9327, byte miss ratio 0.9327
tencentBlock.ns23299 S3FIFO-0.6000-1.9000 cache size   708079, 5853022 req, miss ratio 0.9204, byte miss ratio 0.9204
tencentBlock.ns23299 S3FIFO-0.6000-1.9000 cache size  1416159, 5853022 req, miss ratio 0.8814, byte miss ratio 0.8814
tencentBlock.ns23299 S3FIFO-0.6000-1.9000 cache size  2832319, 5853022 req, miss ratio 0.6426, byte miss ratio 0.6426
tencentBlock.ns23299 S3FIFO-0.6500-0.9000 cache size     3540, 5853022 req, miss ratio 0.9622, byte miss ratio 0.9622
tencentBlock.ns23299 S3FIFO-0.6500-0.9000 cache size    10621, 5853022 req, miss ratio 0.9533, byte miss ratio 0.9533
tencentBlock.ns23299 S3FIFO-0.6500-0.9000 cache size    35403, 5853022 req, miss ratio 0.9399, byte miss ratio 0.9399
tencentBlock.ns23299 S3FIFO-0.6500-0.9000 cache size   106211, 5853022 req, miss ratio 0.9390, byte miss ratio 0.9390
tencentBlock.ns23299 S3FIFO-0.6500-0.9000 cache size   354039, 5853022 req, miss ratio 0.9344, byte miss ratio 0.9344
tencentBlock.ns23299 S3FIFO-0.6500-0.9000 cache size   708079, 5853022 req, miss ratio 0.9146, byte miss ratio 0.9146
tencentBlock.ns23299 S3FIFO-0.6500-0.9000 cache size  1416159, 5853022 req, miss ratio 0.8768, byte miss ratio 0.8768
tencentBlock.ns23299 S3FIFO-0.6500-0.9000 cache size  2832319, 5853022 req, miss ratio 0.6422, byte miss ratio 0.6422
tencentBlock.ns23299 S3FIFO-0.2500-1.9000 cache size     3540, 5853022 req, miss ratio 0.9636, byte miss ratio 0.9636
tencentBlock.ns23299 S3FIFO-0.2500-1.9000 cache size    10621, 5853022 req, miss ratio 0.9469, byte miss ratio 0.9469
tencentBlock.ns23299 S3FIFO-0.2500-1.9000 cache size    35403, 5853022 req, miss ratio 0.9408, byte miss ratio 0.9408
tencentBlock.ns23299 S3FIFO-0.2500-1.9000 cache size   106211, 5853022 req, miss ratio 0.9382, byte miss ratio 0.9382
tencentBlock.ns23299 S3FIFO-0.2500-1.9000 cache size   354039, 5853022 req, miss ratio 0.9327, byte miss ratio 0.9327
tencentBlock.ns23299 S3FIFO-0.2500-1.9000 cache size   708079, 5853022 req, miss ratio 0.8908, byte miss ratio 0.8908
tencentBlock.ns23299 S3FIFO-0.2500-1.9000 cache size  1416159, 5853022 req, miss ratio 0.8240, byte miss ratio 0.8240
tencentBlock.ns23299 S3FIFO-0.2500-1.9000 cache size  2832319, 5853022 req, miss ratio 0.6428, byte miss ratio 0.6428
tencentBlock.ns23299 S3FIFO-0.5000-0.9000 cache size     3540, 5853022 req, miss ratio 0.9620, byte miss ratio 0.9620
tencentBlock.ns23299 S3FIFO-0.5000-0.9000 cache size    10621, 5853022 req, miss ratio 0.9511, byte miss ratio 0.9511
tencentBlock.ns23299 S3FIFO-0.5000-0.9000 cache size    35403, 5853022 req, miss ratio 0.9402, byte miss ratio 0.9402
tencentBlock.ns23299 S3FIFO-0.5000-0.9000 cache size   106211, 5853022 req, miss ratio 0.9390, byte miss ratio 0.9390
tencentBlock.ns23299 S3FIFO-0.5000-0.9000 cache size   354039, 5853022 req, miss ratio 0.9344, byte miss ratio 0.9344
tencentBlock.ns23299 S3FIFO-0.5000-0.9000 cache size   708079, 5853022 req, miss ratio 0.9146, byte miss ratio 0.9146
tencentBlock.ns23299 S3FIFO-0.5000-0.9000 cache size  1416159, 5853022 req, miss ratio 0.8562, byte miss ratio 0.8562
tencentBlock.ns23299 S3FIFO-0.5000-0.9000 cache size  2832319, 5853022 req, miss ratio 0.6428, byte miss ratio 0.6428
tencentBlock.ns23299 S3FIFO-0.7500-1.9000 cache size     3540, 5853022 req, miss ratio 0.9628, byte miss ratio 0.9628
tencentBlock.ns23299 S3FIFO-0.7500-1.9000 cache size    10621, 5853022 req, miss ratio 0.9551, byte miss ratio 0.9551
tencentBlock.ns23299 S3FIFO-0.7500-1.9000 cache size    35403, 5853022 req, miss ratio 0.9409, byte miss ratio 0.9409
tencentBlock.ns23299 S3FIFO-0.7500-1.9000 cache size   106211, 5853022 req, miss ratio 0.9382, byte miss ratio 0.9382
tencentBlock.ns23299 S3FIFO-0.7500-1.9000 cache size   354039, 5853022 req, miss ratio 0.9330, byte miss ratio 0.9330
tencentBlock.ns23299 S3FIFO-0.7500-1.9000 cache size   708079, 5853022 req, miss ratio 0.9198, byte miss ratio 0.9198
tencentBlock.ns23299 S3FIFO-0.7500-1.9000 cache size  1416159, 5853022 req, miss ratio 0.8794, byte miss ratio 0.8794
tencentBlock.ns23299 S3FIFO-0.7500-1.9000 cache size  2832319, 5853022 req, miss ratio 0.6651, byte miss ratio 0.6651
tencentBlock.ns23299 S3FIFO-0.3500-0.9000 cache size     3540, 5853022 req, miss ratio 0.9624, byte miss ratio 0.9624
tencentBlock.ns23299 S3FIFO-0.3500-0.9000 cache size    10621, 5853022 req, miss ratio 0.9489, byte miss ratio 0.9489
tencentBlock.ns23299 S3FIFO-0.3500-0.9000 cache size    35403, 5853022 req, miss ratio 0.9405, byte miss ratio 0.9405
tencentBlock.ns23299 S3FIFO-0.3500-0.9000 cache size   106211, 5853022 req, miss ratio 0.9390, byte miss ratio 0.9390
tencentBlock.ns23299 S3FIFO-0.3500-0.9000 cache size   354039, 5853022 req, miss ratio 0.9344, byte miss ratio 0.9344
tencentBlock.ns23299 S3FIFO-0.3500-0.9000 cache size   708079, 5853022 req, miss ratio 0.9146, byte miss ratio 0.9146
tencentBlock.ns23299 S3FIFO-0.3500-0.9000 cache size  1416159, 5853022 req, miss ratio 0.8225, byte miss ratio 0.8225
tencentBlock.ns23299 S3FIFO-0.3500-0.9000 cache size  2832319, 5853022 req, miss ratio 0.6428, byte miss ratio 0.6428
tencentBlock.ns23299 S3FIFO-0.0250-1.9000 cache size     3540, 5853022 req, miss ratio 0.9678, byte miss ratio 0.9678
tencentBlock.ns23299 S3FIFO-0.0250-1.9000 cache size    10621, 5853022 req, miss ratio 0.9491, byte miss ratio 0.9491
tencentBlock.ns23299 S3FIFO-0.0250-1.9000 cache size    35403, 5853022 req, miss ratio 0.9430, byte miss ratio 0.9430
tencentBlock.ns23299 S3FIFO-0.0250-1.9000 cache size   106211, 5853022 req, miss ratio 0.9382, byte miss ratio 0.9382
tencentBlock.ns23299 S3FIFO-0.0250-1.9000 cache size   354039, 5853022 req, miss ratio 0.9327, byte miss ratio 0.9327
tencentBlock.ns23299 S3FIFO-0.0250-1.9000 cache size   708079, 5853022 req, miss ratio 0.8640, byte miss ratio 0.8640
tencentBlock.ns23299 S3FIFO-0.0250-1.9000 cache size  1416159, 5853022 req, miss ratio 0.8022, byte miss ratio 0.8022
tencentBlock.ns23299 S3FIFO-0.0250-1.9000 cache size  2832319, 5853022 req, miss ratio 0.6428, byte miss ratio 0.6428
tencentBlock.ns23299 S3FIFO-0.1000-1.9000 cache size     3540, 5853022 req, miss ratio 0.9665, byte miss ratio 0.9665
tencentBlock.ns23299 S3FIFO-0.1000-1.9000 cache size    10621, 5853022 req, miss ratio 0.9454, byte miss ratio 0.9454
tencentBlock.ns23299 S3FIFO-0.1000-1.9000 cache size    35403, 5853022 req, miss ratio 0.9413, byte miss ratio 0.9413
tencentBlock.ns23299 S3FIFO-0.1000-1.9000 cache size   106211, 5853022 req, miss ratio 0.9382, byte miss ratio 0.9382
tencentBlock.ns23299 S3FIFO-0.1000-1.9000 cache size   354039, 5853022 req, miss ratio 0.9327, byte miss ratio 0.9327
tencentBlock.ns23299 S3FIFO-0.1000-1.9000 cache size   708079, 5853022 req, miss ratio 0.8735, byte miss ratio 0.8735
tencentBlock.ns23299 S3FIFO-0.1000-1.9000 cache size  1416159, 5853022 req, miss ratio 0.8021, byte miss ratio 0.8021
tencentBlock.ns23299 S3FIFO-0.1000-1.9000 cache size  2832319, 5853022 req, miss ratio 0.6428, byte miss ratio 0.6428
