tencentBlock.ns13840 S3FIFO-0.0050-0.9000 cache size       96, 1136744 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns13840 S3FIFO-0.0050-0.9000 cache size      288, 1136744 req, miss ratio 0.3775, byte miss ratio 0.3775
tencentBlock.ns13840 S3FIFO-0.0050-0.9000 cache size      961, 1136744 req, miss ratio 0.3738, byte miss ratio 0.3738
tencentBlock.ns13840 S3FIFO-0.0050-0.9000 cache size     2883, 1136744 req, miss ratio 0.3669, byte miss ratio 0.3669
tencentBlock.ns13840 S3FIFO-0.0050-0.9000 cache size     9612, 1136744 req, miss ratio 0.3648, byte miss ratio 0.3648
tencentBlock.ns13840 S3FIFO-0.0050-0.9000 cache size    19224, 1136744 req, miss ratio 0.3097, byte miss ratio 0.3097
tencentBlock.ns13840 S3FIFO-0.0050-0.9000 cache size    38448, 1136744 req, miss ratio 0.2614, byte miss ratio 0.2614
tencentBlock.ns13840 S3FIFO-0.0050-0.9000 cache size    76896, 1136744 req, miss ratio 0.1010, byte miss ratio 0.1010
tencentBlock.ns13840 S3FIFO-0.8500-0.9000 cache size       96, 1136744 req, miss ratio 0.5991, byte miss ratio 0.5991
tencentBlock.ns13840 S3FIFO-0.8500-0.9000 cache size      288, 1136744 req, miss ratio 0.3993, byte miss ratio 0.3993
tencentBlock.ns13840 S3FIFO-0.8500-0.9000 cache size      961, 1136744 req, miss ratio 0.3694, byte miss ratio 0.3694
tencentBlock.ns13840 S3FIFO-0.8500-0.9000 cache size     2883, 1136744 req, miss ratio 0.3680, byte miss ratio 0.3680
tencentBlock.ns13840 S3FIFO-0.8500-0.9000 cache size     9612, 1136744 req, miss ratio 0.3643, byte miss ratio 0.3643
tencentBlock.ns13840 S3FIFO-0.8500-0.9000 cache size    19224, 1136744 req, miss ratio 0.3658, byte miss ratio 0.3658
tencentBlock.ns13840 S3FIFO-0.8500-0.9000 cache size    38448, 1136744 req, miss ratio 0.2649, byte miss ratio 0.2649
tencentBlock.ns13840 S3FIFO-0.8500-0.9000 cache size    76896, 1136744 req, miss ratio 0.1153, byte miss ratio 0.1153
tencentBlock.ns13840 S3FIFO-0.0010-0.9000 cache size       96, 1136744 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns13840 S3FIFO-0.0010-0.9000 cache size      288, 1136744 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns13840 S3FIFO-0.0010-0.9000 cache size      961, 1136744 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns13840 S3FIFO-0.0010-0.9000 cache size     2883, 1136744 req, miss ratio 0.3678, byte miss ratio 0.3678
tencentBlock.ns13840 S3FIFO-0.0010-0.9000 cache size     9612, 1136744 req, miss ratio 0.3648, byte miss ratio 0.3648
tencentBlock.ns13840 S3FIFO-0.0010-0.9000 cache size    19224, 1136744 req, miss ratio 0.3098, byte miss ratio 0.3098
tencentBlock.ns13840 S3FIFO-0.0010-0.9000 cache size    38448, 1136744 req, miss ratio 0.2621, byte miss ratio 0.2621
tencentBlock.ns13840 S3FIFO-0.0010-0.9000 cache size    76896, 1136744 req, miss ratio 0.1007, byte miss ratio 0.1007
tencentBlock.ns13840 S3FIFO-0.4500-1.9000 cache size       96, 1136744 req, miss ratio 0.4097, byte miss ratio 0.4097
tencentBlock.ns13840 S3FIFO-0.4500-1.9000 cache size      288, 1136744 req, miss ratio 0.3711, byte miss ratio 0.3711
tencentBlock.ns13840 S3FIFO-0.4500-1.9000 cache size      961, 1136744 req, miss ratio 0.3684, byte miss ratio 0.3684
tencentBlock.ns13840 S3FIFO-0.4500-1.9000 cache size     2883, 1136744 req, miss ratio 0.3654, byte miss ratio 0.3654
tencentBlock.ns13840 S3FIFO-0.4500-1.9000 cache size     9612, 1136744 req, miss ratio 0.3479, byte miss ratio 0.3479
tencentBlock.ns13840 S3FIFO-0.4500-1.9000 cache size    19224, 1136744 req, miss ratio 0.3557, byte miss ratio 0.3557
tencentBlock.ns13840 S3FIFO-0.4500-1.9000 cache size    38448, 1136744 req, miss ratio 0.2943, byte miss ratio 0.2943
tencentBlock.ns13840 S3FIFO-0.4500-1.9000 cache size    76896, 1136744 req, miss ratio 0.1154, byte miss ratio 0.1154
tencentBlock.ns13840 S3FIFO-0.0010-1.9000 cache size       96, 1136744 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns13840 S3FIFO-0.0010-1.9000 cache size      288, 1136744 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns13840 S3FIFO-0.0010-1.9000 cache size      961, 1136744 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns13840 S3FIFO-0.0010-1.9000 cache size     2883, 1136744 req, miss ratio 0.3676, byte miss ratio 0.3676
tencentBlock.ns13840 S3FIFO-0.0010-1.9000 cache size     9612, 1136744 req, miss ratio 0.3386, byte miss ratio 0.3386
tencentBlock.ns13840 S3FIFO-0.0010-1.9000 cache size    19224, 1136744 req, miss ratio 0.3314, byte miss ratio 0.3314
tencentBlock.ns13840 S3FIFO-0.0010-1.9000 cache size    38448, 1136744 req, miss ratio 0.2618, byte miss ratio 0.2618
tencentBlock.ns13840 S3FIFO-0.0010-1.9000 cache size    76896, 1136744 req, miss ratio 0.1007, byte miss ratio 0.1007
tencentBlock.ns13840 S3FIFO-0.8000-1.9000 cache size       96, 1136744 req, miss ratio 0.5802, byte miss ratio 0.5802
tencentBlock.ns13840 S3FIFO-0.8000-1.9000 cache size      288, 1136744 req, miss ratio 0.3856, byte miss ratio 0.3856
tencentBlock.ns13840 S3FIFO-0.8000-1.9000 cache size      961, 1136744 req, miss ratio 0.3689, byte miss ratio 0.3689
tencentBlock.ns13840 S3FIFO-0.8000-1.9000 cache size     2883, 1136744 req, miss ratio 0.3678, byte miss ratio 0.3678
tencentBlock.ns13840 S3FIFO-0.8000-1.9000 cache size     9612, 1136744 req, miss ratio 0.3678, byte miss ratio 0.3678
tencentBlock.ns13840 S3FIFO-0.8000-1.9000 cache size    19224, 1136744 req, miss ratio 0.3471, byte miss ratio 0.3471
tencentBlock.ns13840 S3FIFO-0.8000-1.9000 cache size    38448, 1136744 req, miss ratio 0.2678, byte miss ratio 0.2678
tencentBlock.ns13840 S3FIFO-0.8000-1.9000 cache size    76896, 1136744 req, miss ratio 0.1125, byte miss ratio 0.1125
tencentBlock.ns13840 S3FIFO-0.5000-0.9000 cache size       96, 1136744 req, miss ratio 0.4228, byte miss ratio 0.4228
tencentBlock.ns13840 S3FIFO-0.5000-0.9000 cache size      288, 1136744 req, miss ratio 0.3713, byte miss ratio 0.3713
tencentBlock.ns13840 S3FIFO-0.5000-0.9000 cache size      961, 1136744 req, miss ratio 0.3690, byte miss ratio 0.3690
tencentBlock.ns13840 S3FIFO-0.5000-0.9000 cache size     2883, 1136744 req, miss ratio 0.3655, byte miss ratio 0.3655
