cdn1_colo28.ns1464 S3FIFO-0.7500-0.9000 cache size     1064, 4447659 req, miss ratio 0.2522, byte miss ratio 0.2522
cdn1_colo28.ns1464 S3FIFO-0.7500-0.9000 cache size     3192, 4447659 req, miss ratio 0.2448, byte miss ratio 0.2448
cdn1_colo28.ns1464 S3FIFO-0.7500-0.9000 cache size    10640, 4447659 req, miss ratio 0.2413, byte miss ratio 0.2413
cdn1_colo28.ns1464 S3FIFO-0.7500-0.9000 cache size    31922, 4447659 req, miss ratio 0.2401, byte miss ratio 0.2401
cdn1_colo28.ns1464 S3FIFO-0.7500-0.9000 cache size   106408, 4447659 req, miss ratio 0.2395, byte miss ratio 0.2395
cdn1_colo28.ns1464 S3FIFO-0.7500-0.9000 cache size   212816, 4447659 req, miss ratio 0.2394, byte miss ratio 0.2394
cdn1_colo28.ns1464 S3FIFO-0.7500-0.9000 cache size   425632, 4447659 req, miss ratio 0.2393, byte miss ratio 0.2393
cdn1_colo28.ns1464 S3FIFO-0.7500-0.9000 cache size   851265, 4447659 req, miss ratio 0.2393, byte miss ratio 0.2393
cdn1_colo28.ns1464 S3FIFO-0.0100-1.9000 cache size     1064, 4447659 req, miss ratio 0.2452, byte miss ratio 0.2452
cdn1_colo28.ns1464 S3FIFO-0.0100-1.9000 cache size     3192, 4447659 req, miss ratio 0.2416, byte miss ratio 0.2416
cdn1_colo28.ns1464 S3FIFO-0.0100-1.9000 cache size    10640, 4447659 req, miss ratio 0.2401, byte miss ratio 0.2401
cdn1_colo28.ns1464 S3FIFO-0.0100-1.9000 cache size    31922, 4447659 req, miss ratio 0.2396, byte miss ratio 0.2396
cdn1_colo28.ns1464 S3FIFO-0.0100-1.9000 cache size   106408, 4447659 req, miss ratio 0.2394, byte miss ratio 0.2394
cdn1_colo28.ns1464 S3FIFO-0.0100-1.9000 cache size   212816, 4447659 req, miss ratio 0.2393, byte miss ratio 0.2393
cdn1_colo28.ns1464 S3FIFO-0.0100-1.9000 cache size   425632, 4447659 req, miss ratio 0.2393, byte miss ratio 0.2393
cdn1_colo28.ns1464 S3FIFO-0.0100-1.9000 cache size   851265, 4447659 req, miss ratio 0.2393, byte miss ratio 0.2393
cdn1_colo28.ns1464 S3FIFO-0.6500-0.9000 cache size     1064, 4447659 req, miss ratio 0.2506, byte miss ratio 0.2506
cdn1_colo28.ns1464 S3FIFO-0.6500-0.9000 cache size     3192, 4447659 req, miss ratio 0.2439, byte miss ratio 0.2439
cdn1_colo28.ns1464 S3FIFO-0.6500-0.9000 cache size    10640, 4447659 req, miss ratio 0.2410, byte miss ratio 0.2410
cdn1_colo28.ns1464 S3FIFO-0.6500-0.9000 cache size    31922, 4447659 req, miss ratio 0.2399, byte miss ratio 0.2399
cdn1_colo28.ns1464 S3FIFO-0.6500-0.9000 cache size   106408, 4447659 req, miss ratio 0.2395, byte miss ratio 0.2395
