cdn1_colo28.ns174 S3FIFO-0.1500-1.9000 cache size      159, 6507371 req, miss ratio 0.1962, byte miss ratio 0.1962
cdn1_colo28.ns174 S3FIFO-0.1500-1.9000 cache size      477, 6507371 req, miss ratio 0.1136, byte miss ratio 0.1136
cdn1_colo28.ns174 S3FIFO-0.1500-1.9000 cache size     1591, 6507371 req, miss ratio 0.0526, byte miss ratio 0.0526
cdn1_colo28.ns174 S3FIFO-0.1500-1.9000 cache size     4774, 6507371 req, miss ratio 0.0456, byte miss ratio 0.0456
cdn1_colo28.ns174 S3FIFO-0.1500-1.9000 cache size    15916, 6507371 req, miss ratio 0.0337, byte miss ratio 0.0337
cdn1_colo28.ns174 S3FIFO-0.1500-1.9000 cache size    31832, 6507371 req, miss ratio 0.0292, byte miss ratio 0.0292
cdn1_colo28.ns174 S3FIFO-0.1500-1.9000 cache size    63665, 6507371 req, miss ratio 0.0262, byte miss ratio 0.0262
cdn1_colo28.ns174 S3FIFO-0.1500-1.9000 cache size   127330, 6507371 req, miss ratio 0.0246, byte miss ratio 0.0246
cdn1_colo28.ns174 S3FIFO-0.2500-1.9000 cache size      159, 6507371 req, miss ratio 0.1981, byte miss ratio 0.1981
cdn1_colo28.ns174 S3FIFO-0.2500-1.9000 cache size      477, 6507371 req, miss ratio 0.1298, byte miss ratio 0.1298
cdn1_colo28.ns174 S3FIFO-0.2500-1.9000 cache size     1591, 6507371 req, miss ratio 0.0532, byte miss ratio 0.0532
cdn1_colo28.ns174 S3FIFO-0.2500-1.9000 cache size     4774, 6507371 req, miss ratio 0.0462, byte miss ratio 0.0462
cdn1_colo28.ns174 S3FIFO-0.2500-1.9000 cache size    15916, 6507371 req, miss ratio 0.0347, byte miss ratio 0.0347
cdn1_colo28.ns174 S3FIFO-0.2500-1.9000 cache size    31832, 6507371 req, miss ratio 0.0295, byte miss ratio 0.0295
cdn1_colo28.ns174 S3FIFO-0.2500-1.9000 cache size    63665, 6507371 req, miss ratio 0.0262, byte miss ratio 0.0262
cdn1_colo28.ns174 S3FIFO-0.2500-1.9000 cache size   127330, 6507371 req, miss ratio 0.0246, byte miss ratio 0.0246
cdn1_colo28.ns174 S3FIFO-0.7500-0.9000 cache size      159, 6507371 req, miss ratio 0.2328, byte miss ratio 0.2328
cdn1_colo28.ns174 S3FIFO-0.7500-0.9000 cache size      477, 6507371 req, miss ratio 0.1622, byte miss ratio 0.1622
cdn1_colo28.ns174 S3FIFO-0.7500-0.9000 cache size     1591, 6507371 req, miss ratio 0.0655, byte miss ratio 0.0655
cdn1_colo28.ns174 S3FIFO-0.7500-0.9000 cache size     4774, 6507371 req, miss ratio 0.0503, byte miss ratio 0.0503
cdn1_colo28.ns174 S3FIFO-0.7500-0.9000 cache size    15916, 6507371 req, miss ratio 0.0416, byte miss ratio 0.0416
cdn1_colo28.ns174 S3FIFO-0.7500-0.9000 cache size    31832, 6507371 req, miss ratio 0.0326, byte miss ratio 0.0326
cdn1_colo28.ns174 S3FIFO-0.7500-0.9000 cache size    63665, 6507371 req, miss ratio 0.0273, byte miss ratio 0.0273
cdn1_colo28.ns174 S3FIFO-0.7500-0.9000 cache size   127330, 6507371 req, miss ratio 0.0246, byte miss ratio 0.0246
cdn1_colo28.ns174 S3FIFO-0.4500-1.9000 cache size      159, 6507371 req, miss ratio 0.2094, byte miss ratio 0.2094
cdn1_colo28.ns174 S3FIFO-0.4500-1.9000 cache size      477, 6507371 req, miss ratio 0.1440, byte miss ratio 0.1440
