tencentBlock.ns14467 S3FIFO-0.3500-0.9000 cache size     2970, 5505428 req, miss ratio 0.7267, byte miss ratio 0.7267
tencentBlock.ns14467 S3FIFO-0.3500-0.9000 cache size     8911, 5505428 req, miss ratio 0.6902, byte miss ratio 0.6902
tencentBlock.ns14467 S3FIFO-0.3500-0.9000 cache size    29704, 5505428 req, miss ratio 0.6540, byte miss ratio 0.6540
tencentBlock.ns14467 S3FIFO-0.3500-0.9000 cache size    89113, 5505428 req, miss ratio 0.6195, byte miss ratio 0.6195
tencentBlock.ns14467 S3FIFO-0.3500-0.9000 cache size   297043, 5505428 req, miss ratio 0.5779, byte miss ratio 0.5779
tencentBlock.ns14467 S3FIFO-0.3500-0.9000 cache size   594087, 5505428 req, miss ratio 0.5587, byte miss ratio 0.5587
tencentBlock.ns14467 S3FIFO-0.3500-0.9000 cache size  1188175, 5505428 req, miss ratio 0.5467, byte miss ratio 0.5467
tencentBlock.ns14467 S3FIFO-0.3500-0.9000 cache size  2376351, 5505428 req, miss ratio 0.5403, byte miss ratio 0.5403
tencentBlock.ns14467 S3FIFO-0.6000-0.9000 cache size     2970, 5505428 req, miss ratio 0.7258, byte miss ratio 0.7258
tencentBlock.ns14467 S3FIFO-0.6000-0.9000 cache size     8911, 5505428 req, miss ratio 0.6935, byte miss ratio 0.6935
tencentBlock.ns14467 S3FIFO-0.6000-0.9000 cache size    29704, 5505428 req, miss ratio 0.6552, byte miss ratio 0.6552
tencentBlock.ns14467 S3FIFO-0.6000-0.9000 cache size    89113, 5505428 req, miss ratio 0.6205, byte miss ratio 0.6205
tencentBlock.ns14467 S3FIFO-0.6000-0.9000 cache size   297043, 5505428 req, miss ratio 0.5781, byte miss ratio 0.5781
tencentBlock.ns14467 S3FIFO-0.6000-0.9000 cache size   594087, 5505428 req, miss ratio 0.5594, byte miss ratio 0.5594
tencentBlock.ns14467 S3FIFO-0.6000-0.9000 cache size  1188175, 5505428 req, miss ratio 0.5468, byte miss ratio 0.5468
tencentBlock.ns14467 S3FIFO-0.6000-0.9000 cache size  2376351, 5505428 req, miss ratio 0.5403, byte miss ratio 0.5403
tencentBlock.ns14467 S3FIFO-0.6500-1.9000 cache size     2970, 5505428 req, miss ratio 0.7261, byte miss ratio 0.7261
tencentBlock.ns14467 S3FIFO-0.6500-1.9000 cache size     8911, 5505428 req, miss ratio 0.6942, byte miss ratio 0.6942
tencentBlock.ns14467 S3FIFO-0.6500-1.9000 cache size    29704, 5505428 req, miss ratio 0.6564, byte miss ratio 0.6564
tencentBlock.ns14467 S3FIFO-0.6500-1.9000 cache size    89113, 5505428 req, miss ratio 0.6211, byte miss ratio 0.6211
tencentBlock.ns14467 S3FIFO-0.6500-1.9000 cache size   297043, 5505428 req, miss ratio 0.5787, byte miss ratio 0.5787
tencentBlock.ns14467 S3FIFO-0.6500-1.9000 cache size   594087, 5505428 req, miss ratio 0.5603, byte miss ratio 0.5603
tencentBlock.ns14467 S3FIFO-0.6500-1.9000 cache size  1188175, 5505428 req, miss ratio 0.5473, byte miss ratio 0.5473
tencentBlock.ns14467 S3FIFO-0.6500-1.9000 cache size  2376351, 5505428 req, miss ratio 0.5403, byte miss ratio 0.5403
tencentBlock.ns14467 S3FIFO-0.5000-1.9000 cache size     2970, 5505428 req, miss ratio 0.7246, byte miss ratio 0.7246
tencentBlock.ns14467 S3FIFO-0.5000-1.9000 cache size     8911, 5505428 req, miss ratio 0.6923, byte miss ratio 0.6923
tencentBlock.ns14467 S3FIFO-0.5000-1.9000 cache size    29704, 5505428 req, miss ratio 0.6546, byte miss ratio 0.6546
tencentBlock.ns14467 S3FIFO-0.5000-1.9000 cache size    89113, 5505428 req, miss ratio 0.6184, byte miss ratio 0.6184
tencentBlock.ns14467 S3FIFO-0.5000-1.9000 cache size   297043, 5505428 req, miss ratio 0.5769, byte miss ratio 0.5769
tencentBlock.ns14467 S3FIFO-0.5000-1.9000 cache size   594087, 5505428 req, miss ratio 0.5582, byte miss ratio 0.5582
tencentBlock.ns14467 S3FIFO-0.5000-1.9000 cache size  1188175, 5505428 req, miss ratio 0.5467, byte miss ratio 0.5467
tencentBlock.ns14467 S3FIFO-0.5000-1.9000 cache size  2376351, 5505428 req, miss ratio 0.5403, byte miss ratio 0.5403
tencentBlock.ns14467 S3FIFO-0.0050-1.9000 cache size     2970, 5505428 req, miss ratio 0.7708, byte miss ratio 0.7708
tencentBlock.ns14467 S3FIFO-0.0050-1.9000 cache size     8911, 5505428 req, miss ratio 0.7320, byte miss ratio 0.7320
