cdn1_colo28.ns1088 S3FIFO-0.1000-0.9000 cache size        5, 2491042 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1088 S3FIFO-0.1000-0.9000 cache size       16, 2491042 req, miss ratio 0.6730, byte miss ratio 0.6730
cdn1_colo28.ns1088 S3FIFO-0.1000-0.9000 cache size       54, 2491042 req, miss ratio 0.4469, byte miss ratio 0.4469
cdn1_colo28.ns1088 S3FIFO-0.1000-0.9000 cache size      162, 2491042 req, miss ratio 0.2934, byte miss ratio 0.2934
cdn1_colo28.ns1088 S3FIFO-0.1000-0.9000 cache size      541, 2491042 req, miss ratio 0.0982, byte miss ratio 0.0982
cdn1_colo28.ns1088 S3FIFO-0.1000-0.9000 cache size     1082, 2491042 req, miss ratio 0.0206, byte miss ratio 0.0206
cdn1_colo28.ns1088 S3FIFO-0.1000-0.9000 cache size     2164, 2491042 req, miss ratio 0.0075, byte miss ratio 0.0075
cdn1_colo28.ns1088 S3FIFO-0.1000-0.9000 cache size     4328, 2491042 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_colo28.ns1088 S3FIFO-0.5000-1.9000 cache size        5, 2491042 req, miss ratio 0.9194, byte miss ratio 0.9194
cdn1_colo28.ns1088 S3FIFO-0.5000-1.9000 cache size       16, 2491042 req, miss ratio 0.7867, byte miss ratio 0.7867
cdn1_colo28.ns1088 S3FIFO-0.5000-1.9000 cache size       54, 2491042 req, miss ratio 0.5433, byte miss ratio 0.5433
cdn1_colo28.ns1088 S3FIFO-0.5000-1.9000 cache size      162, 2491042 req, miss ratio 0.3379, byte miss ratio 0.3379
cdn1_colo28.ns1088 S3FIFO-0.5000-1.9000 cache size      541, 2491042 req, miss ratio 0.1195, byte miss ratio 0.1195
cdn1_colo28.ns1088 S3FIFO-0.5000-1.9000 cache size     1082, 2491042 req, miss ratio 0.0308, byte miss ratio 0.0308
cdn1_colo28.ns1088 S3FIFO-0.5000-1.9000 cache size     2164, 2491042 req, miss ratio 0.0092, byte miss ratio 0.0092
cdn1_colo28.ns1088 S3FIFO-0.5000-1.9000 cache size     4328, 2491042 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_colo28.ns1088 S3FIFO-0.0500-1.9000 cache size        5, 2491042 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1088 S3FIFO-0.0500-1.9000 cache size       16, 2491042 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1088 S3FIFO-0.0500-1.9000 cache size       54, 2491042 req, miss ratio 0.4562, byte miss ratio 0.4562
cdn1_colo28.ns1088 S3FIFO-0.0500-1.9000 cache size      162, 2491042 req, miss ratio 0.3007, byte miss ratio 0.3007
cdn1_colo28.ns1088 S3FIFO-0.0500-1.9000 cache size      541, 2491042 req, miss ratio 0.0972, byte miss ratio 0.0972
cdn1_colo28.ns1088 S3FIFO-0.0500-1.9000 cache size     1082, 2491042 req, miss ratio 0.0202, byte miss ratio 0.0202
cdn1_colo28.ns1088 S3FIFO-0.0500-1.9000 cache size     2164, 2491042 req, miss ratio 0.0073, byte miss ratio 0.0073
cdn1_colo28.ns1088 S3FIFO-0.0500-1.9000 cache size     4328, 2491042 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_colo28.ns1088 S3FIFO-0.8500-1.9000 cache size        5, 2491042 req, miss ratio 0.9486, byte miss ratio 0.9486
cdn1_colo28.ns1088 S3FIFO-0.8500-1.9000 cache size       16, 2491042 req, miss ratio 0.8469, byte miss ratio 0.8469
cdn1_colo28.ns1088 S3FIFO-0.8500-1.9000 cache size       54, 2491042 req, miss ratio 0.6178, byte miss ratio 0.6178
cdn1_colo28.ns1088 S3FIFO-0.8500-1.9000 cache size      162, 2491042 req, miss ratio 0.3774, byte miss ratio 0.3774
cdn1_colo28.ns1088 S3FIFO-0.8500-1.9000 cache size      541, 2491042 req, miss ratio 0.1379, byte miss ratio 0.1379
cdn1_colo28.ns1088 S3FIFO-0.8500-1.9000 cache size     1082, 2491042 req, miss ratio 0.0407, byte miss ratio 0.0407
cdn1_colo28.ns1088 S3FIFO-0.8500-1.9000 cache size     2164, 2491042 req, miss ratio 0.0123, byte miss ratio 0.0123
cdn1_colo28.ns1088 S3FIFO-0.8500-1.9000 cache size     4328, 2491042 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_colo28.ns1088 S3FIFO-0.6000-0.9000 cache size        5, 2491042 req, miss ratio 0.9309, byte miss ratio 0.9309
cdn1_colo28.ns1088 S3FIFO-0.6000-0.9000 cache size       16, 2491042 req, miss ratio 0.7847, byte miss ratio 0.7847
cdn1_colo28.ns1088 S3FIFO-0.6000-0.9000 cache size       54, 2491042 req, miss ratio 0.5511, byte miss ratio 0.5511
