cdn1_colo28.ns78 S3FIFO-0.0500-1.9000 cache size        8, 1516819 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns78 S3FIFO-0.0500-1.9000 cache size       28, 1516819 req, miss ratio 0.1504, byte miss ratio 0.1504
cdn1_colo28.ns78 S3FIFO-0.0500-1.9000 cache size       85, 1516819 req, miss ratio 0.0365, byte miss ratio 0.0365
cdn1_colo28.ns78 S3FIFO-0.0500-1.9000 cache size      286, 1516819 req, miss ratio 0.0049, byte miss ratio 0.0049
cdn1_colo28.ns78 S3FIFO-0.0500-1.9000 cache size      573, 1516819 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_colo28.ns78 S3FIFO-0.0500-1.9000 cache size     1146, 1516819 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns78 S3FIFO-0.0500-1.9000 cache size     2292, 1516819 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_colo28.ns78 S3FIFO-0.4000-1.9000 cache size        8, 1516819 req, miss ratio 0.6658, byte miss ratio 0.6658
cdn1_colo28.ns78 S3FIFO-0.4000-1.9000 cache size       28, 1516819 req, miss ratio 0.1957, byte miss ratio 0.1957
cdn1_colo28.ns78 S3FIFO-0.4000-1.9000 cache size       85, 1516819 req, miss ratio 0.0409, byte miss ratio 0.0409
cdn1_colo28.ns78 S3FIFO-0.4000-1.9000 cache size      286, 1516819 req, miss ratio 0.0053, byte miss ratio 0.0053
cdn1_colo28.ns78 S3FIFO-0.4000-1.9000 cache size      573, 1516819 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_colo28.ns78 S3FIFO-0.4000-1.9000 cache size     1146, 1516819 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_colo28.ns78 S3FIFO-0.4000-1.9000 cache size     2292, 1516819 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_colo28.ns78 S3FIFO-0.9900-1.9000 cache size        8, 1516819 req, miss ratio 0.7012, byte miss ratio 0.7012
cdn1_colo28.ns78 S3FIFO-0.9900-1.9000 cache size       28, 1516819 req, miss ratio 0.2525, byte miss ratio 0.2525
cdn1_colo28.ns78 S3FIFO-0.9900-1.9000 cache size       85, 1516819 req, miss ratio 0.0590, byte miss ratio 0.0590
cdn1_colo28.ns78 S3FIFO-0.9900-1.9000 cache size      286, 1516819 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_colo28.ns78 S3FIFO-0.9900-1.9000 cache size      573, 1516819 req, miss ratio 0.0038, byte miss ratio 0.0038
cdn1_colo28.ns78 S3FIFO-0.9900-1.9000 cache size     1146, 1516819 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_colo28.ns78 S3FIFO-0.9900-1.9000 cache size     2292, 1516819 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_colo28.ns78 S3FIFO-0.0250-1.9000 cache size        8, 1516819 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns78 S3FIFO-0.0250-1.9000 cache size       28, 1516819 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns78 S3FIFO-0.0250-1.9000 cache size       85, 1516819 req, miss ratio 0.0362, byte miss ratio 0.0362
cdn1_colo28.ns78 S3FIFO-0.0250-1.9000 cache size      286, 1516819 req, miss ratio 0.0051, byte miss ratio 0.0051
cdn1_colo28.ns78 S3FIFO-0.0250-1.9000 cache size      573, 1516819 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_colo28.ns78 S3FIFO-0.0250-1.9000 cache size     1146, 1516819 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_colo28.ns78 S3FIFO-0.0250-1.9000 cache size     2292, 1516819 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_colo28.ns78 S3FIFO-0.0500-0.9000 cache size        8, 1516819 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns78 S3FIFO-0.0500-0.9000 cache size       28, 1516819 req, miss ratio 0.1423, byte miss ratio 0.1423
cdn1_colo28.ns78 S3FIFO-0.0500-0.9000 cache size       85, 1516819 req, miss ratio 0.0357, byte miss ratio 0.0357
cdn1_colo28.ns78 S3FIFO-0.0500-0.9000 cache size      286, 1516819 req, miss ratio 0.0049, byte miss ratio 0.0049
cdn1_colo28.ns78 S3FIFO-0.0500-0.9000 cache size      573, 1516819 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_colo28.ns78 S3FIFO-0.0500-0.9000 cache size     1146, 1516819 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns78 S3FIFO-0.0500-0.9000 cache size     2292, 1516819 req, miss ratio 0.0019, byte miss ratio 0.0019
