cdn1_colo28.ns841 S3FIFO-0.3500-0.9000 cache size       36, 7193115 req, miss ratio 0.4411, byte miss ratio 0.4411
cdn1_colo28.ns841 S3FIFO-0.3500-0.9000 cache size      109, 7193115 req, miss ratio 0.3804, byte miss ratio 0.3804
cdn1_colo28.ns841 S3FIFO-0.3500-0.9000 cache size      365, 7193115 req, miss ratio 0.2926, byte miss ratio 0.2926
cdn1_colo28.ns841 S3FIFO-0.3500-0.9000 cache size     1095, 7193115 req, miss ratio 0.1856, byte miss ratio 0.1856
cdn1_colo28.ns841 S3FIFO-0.3500-0.9000 cache size     3652, 7193115 req, miss ratio 0.0647, byte miss ratio 0.0647
cdn1_colo28.ns841 S3FIFO-0.3500-0.9000 cache size     7305, 7193115 req, miss ratio 0.0234, byte miss ratio 0.0234
cdn1_colo28.ns841 S3FIFO-0.3500-0.9000 cache size    14610, 7193115 req, miss ratio 0.0098, byte miss ratio 0.0098
cdn1_colo28.ns841 S3FIFO-0.3500-0.9000 cache size    29220, 7193115 req, miss ratio 0.0060, byte miss ratio 0.0060
cdn1_colo28.ns841 S3FIFO-0.0500-0.9000 cache size       36, 7193115 req, miss ratio 0.4587, byte miss ratio 0.4587
cdn1_colo28.ns841 S3FIFO-0.0500-0.9000 cache size      109, 7193115 req, miss ratio 0.3872, byte miss ratio 0.3872
cdn1_colo28.ns841 S3FIFO-0.0500-0.9000 cache size      365, 7193115 req, miss ratio 0.2894, byte miss ratio 0.2894
cdn1_colo28.ns841 S3FIFO-0.0500-0.9000 cache size     1095, 7193115 req, miss ratio 0.1792, byte miss ratio 0.1792
cdn1_colo28.ns841 S3FIFO-0.0500-0.9000 cache size     3652, 7193115 req, miss ratio 0.0565, byte miss ratio 0.0565
cdn1_colo28.ns841 S3FIFO-0.0500-0.9000 cache size     7305, 7193115 req, miss ratio 0.0191, byte miss ratio 0.0191
cdn1_colo28.ns841 S3FIFO-0.0500-0.9000 cache size    14610, 7193115 req, miss ratio 0.0089, byte miss ratio 0.0089
cdn1_colo28.ns841 S3FIFO-0.0500-0.9000 cache size    29220, 7193115 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_colo28.ns841 S3FIFO-0.1500-0.9000 cache size       36, 7193115 req, miss ratio 0.4490, byte miss ratio 0.4490
cdn1_colo28.ns841 S3FIFO-0.1500-0.9000 cache size      109, 7193115 req, miss ratio 0.3791, byte miss ratio 0.3791
cdn1_colo28.ns841 S3FIFO-0.1500-0.9000 cache size      365, 7193115 req, miss ratio 0.2895, byte miss ratio 0.2895
