tencentBlock.ns4699 S3FIFO-0.2000-1.9000 cache size       59, 1214346 req, miss ratio 0.2730, byte miss ratio 0.2730
tencentBlock.ns4699 S3FIFO-0.2000-1.9000 cache size      177, 1214346 req, miss ratio 0.1910, byte miss ratio 0.1910
tencentBlock.ns4699 S3FIFO-0.2000-1.9000 cache size      592, 1214346 req, miss ratio 0.1842, byte miss ratio 0.1842
tencentBlock.ns4699 S3FIFO-0.2000-1.9000 cache size     1778, 1214346 req, miss ratio 0.1804, byte miss ratio 0.1804
tencentBlock.ns4699 S3FIFO-0.2000-1.9000 cache size     5928, 1214346 req, miss ratio 0.1779, byte miss ratio 0.1779
tencentBlock.ns4699 S3FIFO-0.2000-1.9000 cache size    11857, 1214346 req, miss ratio 0.1404, byte miss ratio 0.1404
tencentBlock.ns4699 S3FIFO-0.2000-1.9000 cache size    23715, 1214346 req, miss ratio 0.0634, byte miss ratio 0.0634
tencentBlock.ns4699 S3FIFO-0.2000-1.9000 cache size    47430, 1214346 req, miss ratio 0.0493, byte miss ratio 0.0493
tencentBlock.ns4699 S3FIFO-0.1000-1.9000 cache size       59, 1214346 req, miss ratio 0.2781, byte miss ratio 0.2781
tencentBlock.ns4699 S3FIFO-0.1000-1.9000 cache size      177, 1214346 req, miss ratio 0.1912, byte miss ratio 0.1912
tencentBlock.ns4699 S3FIFO-0.1000-1.9000 cache size      592, 1214346 req, miss ratio 0.1843, byte miss ratio 0.1843
tencentBlock.ns4699 S3FIFO-0.1000-1.9000 cache size     1778, 1214346 req, miss ratio 0.1801, byte miss ratio 0.1801
tencentBlock.ns4699 S3FIFO-0.1000-1.9000 cache size     5928, 1214346 req, miss ratio 0.1777, byte miss ratio 0.1777
tencentBlock.ns4699 S3FIFO-0.1000-1.9000 cache size    11857, 1214346 req, miss ratio 0.1285, byte miss ratio 0.1285
tencentBlock.ns4699 S3FIFO-0.1000-1.9000 cache size    23715, 1214346 req, miss ratio 0.0623, byte miss ratio 0.0623
tencentBlock.ns4699 S3FIFO-0.1000-1.9000 cache size    47430, 1214346 req, miss ratio 0.0493, byte miss ratio 0.0493
tencentBlock.ns4699 S3FIFO-0.9500-0.9000 cache size       59, 1214346 req, miss ratio 0.3709, byte miss ratio 0.3709
tencentBlock.ns4699 S3FIFO-0.9500-0.9000 cache size      177, 1214346 req, miss ratio 0.2502, byte miss ratio 0.2502
tencentBlock.ns4699 S3FIFO-0.9500-0.9000 cache size      592, 1214346 req, miss ratio 0.2009, byte miss ratio 0.2009
tencentBlock.ns4699 S3FIFO-0.9500-0.9000 cache size     1778, 1214346 req, miss ratio 0.1862, byte miss ratio 0.1862
tencentBlock.ns4699 S3FIFO-0.9500-0.9000 cache size     5928, 1214346 req, miss ratio 0.1791, byte miss ratio 0.1791
tencentBlock.ns4699 S3FIFO-0.9500-0.9000 cache size    11857, 1214346 req, miss ratio 0.1410, byte miss ratio 0.1410
tencentBlock.ns4699 S3FIFO-0.9500-0.9000 cache size    23715, 1214346 req, miss ratio 0.0891, byte miss ratio 0.0891
tencentBlock.ns4699 S3FIFO-0.9500-0.9000 cache size    47430, 1214346 req, miss ratio 0.0623, byte miss ratio 0.0623
tencentBlock.ns4699 S3FIFO-0.3500-1.9000 cache size       59, 1214346 req, miss ratio 0.2780, byte miss ratio 0.2780
tencentBlock.ns4699 S3FIFO-0.3500-1.9000 cache size      177, 1214346 req, miss ratio 0.1927, byte miss ratio 0.1927
tencentBlock.ns4699 S3FIFO-0.3500-1.9000 cache size      592, 1214346 req, miss ratio 0.1844, byte miss ratio 0.1844
tencentBlock.ns4699 S3FIFO-0.3500-1.9000 cache size     1778, 1214346 req, miss ratio 0.1808, byte miss ratio 0.1808
tencentBlock.ns4699 S3FIFO-0.3500-1.9000 cache size     5928, 1214346 req, miss ratio 0.1782, byte miss ratio 0.1782
tencentBlock.ns4699 S3FIFO-0.3500-1.9000 cache size    11857, 1214346 req, miss ratio 0.1659, byte miss ratio 0.1659
tencentBlock.ns4699 S3FIFO-0.3500-1.9000 cache size    23715, 1214346 req, miss ratio 0.0691, byte miss ratio 0.0691
tencentBlock.ns4699 S3FIFO-0.3500-1.9000 cache size    47430, 1214346 req, miss ratio 0.0493, byte miss ratio 0.0493
tencentBlock.ns4699 S3FIFO-0.8500-0.9000 cache size       59, 1214346 req, miss ratio 0.3514, byte miss ratio 0.3514
tencentBlock.ns4699 S3FIFO-0.8500-0.9000 cache size      177, 1214346 req, miss ratio 0.2370, byte miss ratio 0.2370
tencentBlock.ns4699 S3FIFO-0.8500-0.9000 cache size      592, 1214346 req, miss ratio 0.1899, byte miss ratio 0.1899
tencentBlock.ns4699 S3FIFO-0.8500-0.9000 cache size     1778, 1214346 req, miss ratio 0.1838, byte miss ratio 0.1838
tencentBlock.ns4699 S3FIFO-0.8500-0.9000 cache size     5928, 1214346 req, miss ratio 0.1795, byte miss ratio 0.1795
tencentBlock.ns4699 S3FIFO-0.8500-0.9000 cache size    11857, 1214346 req, miss ratio 0.1421, byte miss ratio 0.1421
tencentBlock.ns4699 S3FIFO-0.8500-0.9000 cache size    23715, 1214346 req, miss ratio 0.0871, byte miss ratio 0.0871
tencentBlock.ns4699 S3FIFO-0.8500-0.9000 cache size    47430, 1214346 req, miss ratio 0.0598, byte miss ratio 0.0598
tencentBlock.ns4699 S3FIFO-0.0100-1.9000 cache size       59, 1214346 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns4699 S3FIFO-0.0100-1.9000 cache size      177, 1214346 req, miss ratio 0.2186, byte miss ratio 0.2186
tencentBlock.ns4699 S3FIFO-0.0100-1.9000 cache size      592, 1214346 req, miss ratio 0.1916, byte miss ratio 0.1916
tencentBlock.ns4699 S3FIFO-0.0100-1.9000 cache size     1778, 1214346 req, miss ratio 0.1809, byte miss ratio 0.1809
tencentBlock.ns4699 S3FIFO-0.0100-1.9000 cache size     5928, 1214346 req, miss ratio 0.1776, byte miss ratio 0.1776
tencentBlock.ns4699 S3FIFO-0.0100-1.9000 cache size    11857, 1214346 req, miss ratio 0.1251, byte miss ratio 0.1251
tencentBlock.ns4699 S3FIFO-0.0100-1.9000 cache size    23715, 1214346 req, miss ratio 0.0615, byte miss ratio 0.0615
tencentBlock.ns4699 S3FIFO-0.0100-1.9000 cache size    47430, 1214346 req, miss ratio 0.0493, byte miss ratio 0.0493
tencentBlock.ns4699 S3FIFO-0.7000-1.9000 cache size       59, 1214346 req, miss ratio 0.3249, byte miss ratio 0.3249
tencentBlock.ns4699 S3FIFO-0.7000-1.9000 cache size      177, 1214346 req, miss ratio 0.2257, byte miss ratio 0.2257
tencentBlock.ns4699 S3FIFO-0.7000-1.9000 cache size      592, 1214346 req, miss ratio 0.1870, byte miss ratio 0.1870
tencentBlock.ns4699 S3FIFO-0.7000-1.9000 cache size     1778, 1214346 req, miss ratio 0.1823, byte miss ratio 0.1823
