io_traces.ns363 S3FIFO-0.6000-0.9000 cache size     3856, 6400000 req, miss ratio 0.9150, byte miss ratio 0.9150
io_traces.ns363 S3FIFO-0.6000-0.9000 cache size    11570, 6400000 req, miss ratio 0.9026, byte miss ratio 0.9026
io_traces.ns363 S3FIFO-0.6000-0.9000 cache size    38567, 6400000 req, miss ratio 0.8399, byte miss ratio 0.8399
io_traces.ns363 S3FIFO-0.6000-0.9000 cache size   115703, 6400000 req, miss ratio 0.7496, byte miss ratio 0.7496
io_traces.ns363 S3FIFO-0.6000-0.9000 cache size   385678, 6400000 req, miss ratio 0.6984, byte miss ratio 0.6984
io_traces.ns363 S3FIFO-0.6000-0.9000 cache size   771356, 6400000 req, miss ratio 0.6820, byte miss ratio 0.6820
io_traces.ns363 S3FIFO-0.6000-0.9000 cache size  1542713, 6400000 req, miss ratio 0.6420, byte miss ratio 0.6420
io_traces.ns363 S3FIFO-0.6000-0.9000 cache size  3085426, 6400000 req, miss ratio 0.6083, byte miss ratio 0.6083
io_traces.ns363 S3FIFO-0.9500-1.9000 cache size     3856, 6400000 req, miss ratio 0.9162, byte miss ratio 0.9162
io_traces.ns363 S3FIFO-0.9500-1.9000 cache size    11570, 6400000 req, miss ratio 0.9158, byte miss ratio 0.9158
io_traces.ns363 S3FIFO-0.9500-1.9000 cache size    38567, 6400000 req, miss ratio 0.8799, byte miss ratio 0.8799
io_traces.ns363 S3FIFO-0.9500-1.9000 cache size   115703, 6400000 req, miss ratio 0.8432, byte miss ratio 0.8432
io_traces.ns363 S3FIFO-0.9500-1.9000 cache size   385678, 6400000 req, miss ratio 0.7586, byte miss ratio 0.7586
io_traces.ns363 S3FIFO-0.9500-1.9000 cache size   771356, 6400000 req, miss ratio 0.7212, byte miss ratio 0.7212
io_traces.ns363 S3FIFO-0.9500-1.9000 cache size  1542713, 6400000 req, miss ratio 0.6637, byte miss ratio 0.6637
io_traces.ns363 S3FIFO-0.9500-1.9000 cache size  3085426, 6400000 req, miss ratio 0.6078, byte miss ratio 0.6078
io_traces.ns363 S3FIFO-0.0250-0.9000 cache size     3856, 6400000 req, miss ratio 0.9150, byte miss ratio 0.9150
io_traces.ns363 S3FIFO-0.0250-0.9000 cache size    11570, 6400000 req, miss ratio 0.9028, byte miss ratio 0.9028
io_traces.ns363 S3FIFO-0.0250-0.9000 cache size    38567, 6400000 req, miss ratio 0.7708, byte miss ratio 0.7708
