cdn1_colo28.ns793 S3FIFO-0.9900-0.9000 cache size        6, 19225933 req, miss ratio 0.3315, byte miss ratio 0.3315
cdn1_colo28.ns793 S3FIFO-0.9900-0.9000 cache size       21, 19225933 req, miss ratio 0.1567, byte miss ratio 0.1567
cdn1_colo28.ns793 S3FIFO-0.9900-0.9000 cache size       64, 19225933 req, miss ratio 0.0491, byte miss ratio 0.0491
cdn1_colo28.ns793 S3FIFO-0.9900-0.9000 cache size      213, 19225933 req, miss ratio 0.0101, byte miss ratio 0.0101
cdn1_colo28.ns793 S3FIFO-0.9900-0.9000 cache size      427, 19225933 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_colo28.ns793 S3FIFO-0.9900-0.9000 cache size      855, 19225933 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns793 S3FIFO-0.9900-0.9000 cache size     1711, 19225933 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns793 S3FIFO-0.3500-0.9000 cache size        6, 19225933 req, miss ratio 0.2736, byte miss ratio 0.2736
cdn1_colo28.ns793 S3FIFO-0.3500-0.9000 cache size       21, 19225933 req, miss ratio 0.1161, byte miss ratio 0.1161
cdn1_colo28.ns793 S3FIFO-0.3500-0.9000 cache size       64, 19225933 req, miss ratio 0.0312, byte miss ratio 0.0312
cdn1_colo28.ns793 S3FIFO-0.3500-0.9000 cache size      213, 19225933 req, miss ratio 0.0064, byte miss ratio 0.0064
cdn1_colo28.ns793 S3FIFO-0.3500-0.9000 cache size      427, 19225933 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns793 S3FIFO-0.3500-0.9000 cache size      855, 19225933 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns793 S3FIFO-0.3500-0.9000 cache size     1711, 19225933 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns793 S3FIFO-0.0100-1.9000 cache size        6, 19225933 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns793 S3FIFO-0.0100-1.9000 cache size       21, 19225933 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns793 S3FIFO-0.0100-1.9000 cache size       64, 19225933 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns793 S3FIFO-0.0100-1.9000 cache size      213, 19225933 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_colo28.ns793 S3FIFO-0.0100-1.9000 cache size      427, 19225933 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_colo28.ns793 S3FIFO-0.0100-1.9000 cache size      855, 19225933 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns793 S3FIFO-0.0100-1.9000 cache size     1711, 19225933 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns793 S3FIFO-0.5500-1.9000 cache size        6, 19225933 req, miss ratio 0.3108, byte miss ratio 0.3108
cdn1_colo28.ns793 S3FIFO-0.5500-1.9000 cache size       21, 19225933 req, miss ratio 0.1261, byte miss ratio 0.1261
cdn1_colo28.ns793 S3FIFO-0.5500-1.9000 cache size       64, 19225933 req, miss ratio 0.0358, byte miss ratio 0.0358
cdn1_colo28.ns793 S3FIFO-0.5500-1.9000 cache size      213, 19225933 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_colo28.ns793 S3FIFO-0.5500-1.9000 cache size      427, 19225933 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_colo28.ns793 S3FIFO-0.5500-1.9000 cache size      855, 19225933 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns793 S3FIFO-0.5500-1.9000 cache size     1711, 19225933 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns793 S3FIFO-0.4500-1.9000 cache size        6, 19225933 req, miss ratio 0.2871, byte miss ratio 0.2871
cdn1_colo28.ns793 S3FIFO-0.4500-1.9000 cache size       21, 19225933 req, miss ratio 0.1217, byte miss ratio 0.1217
cdn1_colo28.ns793 S3FIFO-0.4500-1.9000 cache size       64, 19225933 req, miss ratio 0.0332, byte miss ratio 0.0332
cdn1_colo28.ns793 S3FIFO-0.4500-1.9000 cache size      213, 19225933 req, miss ratio 0.0067, byte miss ratio 0.0067
cdn1_colo28.ns793 S3FIFO-0.4500-1.9000 cache size      427, 19225933 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_colo28.ns793 S3FIFO-0.4500-1.9000 cache size      855, 19225933 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns793 S3FIFO-0.4500-1.9000 cache size     1711, 19225933 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns793 S3FIFO-0.0100-0.9000 cache size        6, 19225933 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns793 S3FIFO-0.0100-0.9000 cache size       21, 19225933 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns793 S3FIFO-0.0100-0.9000 cache size       64, 19225933 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns793 S3FIFO-0.0100-0.9000 cache size      213, 19225933 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_colo28.ns793 S3FIFO-0.0100-0.9000 cache size      427, 19225933 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_colo28.ns793 S3FIFO-0.0100-0.9000 cache size      855, 19225933 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns793 S3FIFO-0.0100-0.9000 cache size     1711, 19225933 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns793 S3FIFO-0.7000-1.9000 cache size        6, 19225933 req, miss ratio 0.3258, byte miss ratio 0.3258
cdn1_colo28.ns793 S3FIFO-0.7000-1.9000 cache size       21, 19225933 req, miss ratio 0.1346, byte miss ratio 0.1346
cdn1_colo28.ns793 S3FIFO-0.7000-1.9000 cache size       64, 19225933 req, miss ratio 0.0393, byte miss ratio 0.0393
cdn1_colo28.ns793 S3FIFO-0.7000-1.9000 cache size      213, 19225933 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns793 S3FIFO-0.7000-1.9000 cache size      427, 19225933 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_colo28.ns793 S3FIFO-0.7000-1.9000 cache size      855, 19225933 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns793 S3FIFO-0.7000-1.9000 cache size     1711, 19225933 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns793 S3FIFO-0.9900-1.9000 cache size        6, 19225933 req, miss ratio 0.3300, byte miss ratio 0.3300
cdn1_colo28.ns793 S3FIFO-0.9900-1.9000 cache size       21, 19225933 req, miss ratio 0.1533, byte miss ratio 0.1533
cdn1_colo28.ns793 S3FIFO-0.9900-1.9000 cache size       64, 19225933 req, miss ratio 0.0473, byte miss ratio 0.0473
cdn1_colo28.ns793 S3FIFO-0.9900-1.9000 cache size      213, 19225933 req, miss ratio 0.0098, byte miss ratio 0.0098
cdn1_colo28.ns793 S3FIFO-0.9900-1.9000 cache size      427, 19225933 req, miss ratio 0.0034, byte miss ratio 0.0034
cdn1_colo28.ns793 S3FIFO-0.9900-1.9000 cache size      855, 19225933 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns793 S3FIFO-0.9900-1.9000 cache size     1711, 19225933 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns793 S3FIFO-0.7500-0.9000 cache size        6, 19225933 req, miss ratio 0.3217, byte miss ratio 0.3217
cdn1_colo28.ns793 S3FIFO-0.7500-0.9000 cache size       21, 19225933 req, miss ratio 0.1393, byte miss ratio 0.1393
cdn1_colo28.ns793 S3FIFO-0.7500-0.9000 cache size       64, 19225933 req, miss ratio 0.0420, byte miss ratio 0.0420
cdn1_colo28.ns793 S3FIFO-0.7500-0.9000 cache size      213, 19225933 req, miss ratio 0.0084, byte miss ratio 0.0084
cdn1_colo28.ns793 S3FIFO-0.7500-0.9000 cache size      427, 19225933 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_colo28.ns793 S3FIFO-0.7500-0.9000 cache size      855, 19225933 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns793 S3FIFO-0.7500-0.9000 cache size     1711, 19225933 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns793 S3FIFO-0.5000-0.9000 cache size        6, 19225933 req, miss ratio 0.3010, byte miss ratio 0.3010
cdn1_colo28.ns793 S3FIFO-0.5000-0.9000 cache size       21, 19225933 req, miss ratio 0.1232, byte miss ratio 0.1232
cdn1_colo28.ns793 S3FIFO-0.5000-0.9000 cache size       64, 19225933 req, miss ratio 0.0350, byte miss ratio 0.0350
cdn1_colo28.ns793 S3FIFO-0.5000-0.9000 cache size      213, 19225933 req, miss ratio 0.0070, byte miss ratio 0.0070
cdn1_colo28.ns793 S3FIFO-0.5000-0.9000 cache size      427, 19225933 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_colo28.ns793 S3FIFO-0.5000-0.9000 cache size      855, 19225933 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns793 S3FIFO-0.5000-0.9000 cache size     1711, 19225933 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns793 S3FIFO-0.0500-1.9000 cache size        6, 19225933 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns793 S3FIFO-0.0500-1.9000 cache size       21, 19225933 req, miss ratio 0.1057, byte miss ratio 0.1057
cdn1_colo28.ns793 S3FIFO-0.0500-1.9000 cache size       64, 19225933 req, miss ratio 0.0263, byte miss ratio 0.0263
cdn1_colo28.ns793 S3FIFO-0.0500-1.9000 cache size      213, 19225933 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_colo28.ns793 S3FIFO-0.0500-1.9000 cache size      427, 19225933 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_colo28.ns793 S3FIFO-0.0500-1.9000 cache size      855, 19225933 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns793 S3FIFO-0.0500-1.9000 cache size     1711, 19225933 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns793 S3FIFO-0.8500-0.9000 cache size        6, 19225933 req, miss ratio 0.3315, byte miss ratio 0.3315
