cdn1_allcolo.ns1273 S3FIFO-0.0050-0.9000 cache size      929, 16197099 req, miss ratio 0.4641, byte miss ratio 0.4641
cdn1_allcolo.ns1273 S3FIFO-0.0050-0.9000 cache size     2788, 16197099 req, miss ratio 0.3491, byte miss ratio 0.3491
cdn1_allcolo.ns1273 S3FIFO-0.0050-0.9000 cache size     9296, 16197099 req, miss ratio 0.2292, byte miss ratio 0.2292
cdn1_allcolo.ns1273 S3FIFO-0.0050-0.9000 cache size    27889, 16197099 req, miss ratio 0.1434, byte miss ratio 0.1434
cdn1_allcolo.ns1273 S3FIFO-0.0050-0.9000 cache size    92963, 16197099 req, miss ratio 0.0901, byte miss ratio 0.0901
cdn1_allcolo.ns1273 S3FIFO-0.0050-0.9000 cache size   185927, 16197099 req, miss ratio 0.0753, byte miss ratio 0.0753
cdn1_allcolo.ns1273 S3FIFO-0.0050-0.9000 cache size   371854, 16197099 req, miss ratio 0.0658, byte miss ratio 0.0658
cdn1_allcolo.ns1273 S3FIFO-0.0050-0.9000 cache size   743708, 16197099 req, miss ratio 0.0576, byte miss ratio 0.0576
cdn1_allcolo.ns1273 S3FIFO-0.0010-1.9000 cache size      929, 16197099 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1273 S3FIFO-0.0010-1.9000 cache size     2788, 16197099 req, miss ratio 0.3526, byte miss ratio 0.3526
cdn1_allcolo.ns1273 S3FIFO-0.0010-1.9000 cache size     9296, 16197099 req, miss ratio 0.2324, byte miss ratio 0.2324
cdn1_allcolo.ns1273 S3FIFO-0.0010-1.9000 cache size    27889, 16197099 req, miss ratio 0.1451, byte miss ratio 0.1451
cdn1_allcolo.ns1273 S3FIFO-0.0010-1.9000 cache size    92963, 16197099 req, miss ratio 0.0908, byte miss ratio 0.0908
cdn1_allcolo.ns1273 S3FIFO-0.0010-1.9000 cache size   185927, 16197099 req, miss ratio 0.0761, byte miss ratio 0.0761
cdn1_allcolo.ns1273 S3FIFO-0.0010-1.9000 cache size   371854, 16197099 req, miss ratio 0.0665, byte miss ratio 0.0665
cdn1_allcolo.ns1273 S3FIFO-0.0010-1.9000 cache size   743708, 16197099 req, miss ratio 0.0576, byte miss ratio 0.0576
cdn1_allcolo.ns1273 S3FIFO-0.6500-0.9000 cache size      929, 16197099 req, miss ratio 0.5116, byte miss ratio 0.5116
cdn1_allcolo.ns1273 S3FIFO-0.6500-0.9000 cache size     2788, 16197099 req, miss ratio 0.4029, byte miss ratio 0.4029
cdn1_allcolo.ns1273 S3FIFO-0.6500-0.9000 cache size     9296, 16197099 req, miss ratio 0.2722, byte miss ratio 0.2722
cdn1_allcolo.ns1273 S3FIFO-0.6500-0.9000 cache size    27889, 16197099 req, miss ratio 0.1676, byte miss ratio 0.1676
cdn1_allcolo.ns1273 S3FIFO-0.6500-0.9000 cache size    92963, 16197099 req, miss ratio 0.0892, byte miss ratio 0.0892
cdn1_allcolo.ns1273 S3FIFO-0.6500-0.9000 cache size   185927, 16197099 req, miss ratio 0.0665, byte miss ratio 0.0665
cdn1_allcolo.ns1273 S3FIFO-0.6500-0.9000 cache size   371854, 16197099 req, miss ratio 0.0604, byte miss ratio 0.0604
cdn1_allcolo.ns1273 S3FIFO-0.6500-0.9000 cache size   743708, 16197099 req, miss ratio 0.0577, byte miss ratio 0.0577
cdn1_allcolo.ns1273 S3FIFO-0.4000-0.9000 cache size      929, 16197099 req, miss ratio 0.4870, byte miss ratio 0.4870
cdn1_allcolo.ns1273 S3FIFO-0.4000-0.9000 cache size     2788, 16197099 req, miss ratio 0.3760, byte miss ratio 0.3760
cdn1_allcolo.ns1273 S3FIFO-0.4000-0.9000 cache size     9296, 16197099 req, miss ratio 0.2503, byte miss ratio 0.2503
cdn1_allcolo.ns1273 S3FIFO-0.4000-0.9000 cache size    27889, 16197099 req, miss ratio 0.1537, byte miss ratio 0.1537
cdn1_allcolo.ns1273 S3FIFO-0.4000-0.9000 cache size    92963, 16197099 req, miss ratio 0.0851, byte miss ratio 0.0851
cdn1_allcolo.ns1273 S3FIFO-0.4000-0.9000 cache size   185927, 16197099 req, miss ratio 0.0659, byte miss ratio 0.0659
cdn1_allcolo.ns1273 S3FIFO-0.4000-0.9000 cache size   371854, 16197099 req, miss ratio 0.0598, byte miss ratio 0.0598
cdn1_allcolo.ns1273 S3FIFO-0.4000-0.9000 cache size   743708, 16197099 req, miss ratio 0.0576, byte miss ratio 0.0576
cdn1_allcolo.ns1273 S3FIFO-0.2500-0.9000 cache size      929, 16197099 req, miss ratio 0.4757, byte miss ratio 0.4757
cdn1_allcolo.ns1273 S3FIFO-0.2500-0.9000 cache size     2788, 16197099 req, miss ratio 0.3630, byte miss ratio 0.3630
cdn1_allcolo.ns1273 S3FIFO-0.2500-0.9000 cache size     9296, 16197099 req, miss ratio 0.2399, byte miss ratio 0.2399
cdn1_allcolo.ns1273 S3FIFO-0.2500-0.9000 cache size    27889, 16197099 req, miss ratio 0.1475, byte miss ratio 0.1475
cdn1_allcolo.ns1273 S3FIFO-0.2500-0.9000 cache size    92963, 16197099 req, miss ratio 0.0848, byte miss ratio 0.0848
cdn1_allcolo.ns1273 S3FIFO-0.2500-0.9000 cache size   185927, 16197099 req, miss ratio 0.0671, byte miss ratio 0.0671
cdn1_allcolo.ns1273 S3FIFO-0.2500-0.9000 cache size   371854, 16197099 req, miss ratio 0.0599, byte miss ratio 0.0599
cdn1_allcolo.ns1273 S3FIFO-0.2500-0.9000 cache size   743708, 16197099 req, miss ratio 0.0576, byte miss ratio 0.0576
cdn1_allcolo.ns1273 S3FIFO-0.3000-1.9000 cache size      929, 16197099 req, miss ratio 0.4820, byte miss ratio 0.4820
cdn1_allcolo.ns1273 S3FIFO-0.3000-1.9000 cache size     2788, 16197099 req, miss ratio 0.3712, byte miss ratio 0.3712
cdn1_allcolo.ns1273 S3FIFO-0.3000-1.9000 cache size     9296, 16197099 req, miss ratio 0.2463, byte miss ratio 0.2463
