tencentBlock.ns13439 S3FIFO-0.5500-1.9000 cache size     1946, 51796778 req, miss ratio 0.7954, byte miss ratio 0.7954
tencentBlock.ns13439 S3FIFO-0.5500-1.9000 cache size     5839, 51796778 req, miss ratio 0.6917, byte miss ratio 0.6917
tencentBlock.ns13439 S3FIFO-0.5500-1.9000 cache size    19465, 51796778 req, miss ratio 0.5854, byte miss ratio 0.5854
tencentBlock.ns13439 S3FIFO-0.5500-1.9000 cache size    58397, 51796778 req, miss ratio 0.4872, byte miss ratio 0.4872
tencentBlock.ns13439 S3FIFO-0.5500-1.9000 cache size   194657, 51796778 req, miss ratio 0.2743, byte miss ratio 0.2743
tencentBlock.ns13439 S3FIFO-0.5500-1.9000 cache size   389315, 51796778 req, miss ratio 0.1675, byte miss ratio 0.1675
tencentBlock.ns13439 S3FIFO-0.5500-1.9000 cache size   778630, 51796778 req, miss ratio 0.0860, byte miss ratio 0.0860
tencentBlock.ns13439 S3FIFO-0.5500-1.9000 cache size  1557260, 51796778 req, miss ratio 0.0427, byte miss ratio 0.0427
tencentBlock.ns13439 S3FIFO-0.0500-1.9000 cache size     1946, 51796778 req, miss ratio 0.7941, byte miss ratio 0.7941
tencentBlock.ns13439 S3FIFO-0.0500-1.9000 cache size     5839, 51796778 req, miss ratio 0.7141, byte miss ratio 0.7141
tencentBlock.ns13439 S3FIFO-0.0500-1.9000 cache size    19465, 51796778 req, miss ratio 0.5989, byte miss ratio 0.5989
tencentBlock.ns13439 S3FIFO-0.0500-1.9000 cache size    58397, 51796778 req, miss ratio 0.4692, byte miss ratio 0.4692
tencentBlock.ns13439 S3FIFO-0.0500-1.9000 cache size   194657, 51796778 req, miss ratio 0.2684, byte miss ratio 0.2684
tencentBlock.ns13439 S3FIFO-0.0500-1.9000 cache size   389315, 51796778 req, miss ratio 0.1676, byte miss ratio 0.1676
tencentBlock.ns13439 S3FIFO-0.0500-1.9000 cache size   778630, 51796778 req, miss ratio 0.0707, byte miss ratio 0.0707
tencentBlock.ns13439 S3FIFO-0.0500-1.9000 cache size  1557260, 51796778 req, miss ratio 0.0409, byte miss ratio 0.0409
tencentBlock.ns13439 S3FIFO-0.3000-1.9000 cache size     1946, 51796778 req, miss ratio 0.7918, byte miss ratio 0.7918
tencentBlock.ns13439 S3FIFO-0.3000-1.9000 cache size     5839, 51796778 req, miss ratio 0.6912, byte miss ratio 0.6912
tencentBlock.ns13439 S3FIFO-0.3000-1.9000 cache size    19465, 51796778 req, miss ratio 0.5773, byte miss ratio 0.5773
tencentBlock.ns13439 S3FIFO-0.3000-1.9000 cache size    58397, 51796778 req, miss ratio 0.4755, byte miss ratio 0.4755
tencentBlock.ns13439 S3FIFO-0.3000-1.9000 cache size   194657, 51796778 req, miss ratio 0.2675, byte miss ratio 0.2675
tencentBlock.ns13439 S3FIFO-0.3000-1.9000 cache size   389315, 51796778 req, miss ratio 0.1589, byte miss ratio 0.1589
tencentBlock.ns13439 S3FIFO-0.3000-1.9000 cache size   778630, 51796778 req, miss ratio 0.0793, byte miss ratio 0.0793
tencentBlock.ns13439 S3FIFO-0.3000-1.9000 cache size  1557260, 51796778 req, miss ratio 0.0422, byte miss ratio 0.0422
tencentBlock.ns13439 S3FIFO-0.8000-1.9000 cache size     1946, 51796778 req, miss ratio 0.8070, byte miss ratio 0.8070
tencentBlock.ns13439 S3FIFO-0.8000-1.9000 cache size     5839, 51796778 req, miss ratio 0.7042, byte miss ratio 0.7042
tencentBlock.ns13439 S3FIFO-0.8000-1.9000 cache size    19465, 51796778 req, miss ratio 0.6035, byte miss ratio 0.6035
tencentBlock.ns13439 S3FIFO-0.8000-1.9000 cache size    58397, 51796778 req, miss ratio 0.4977, byte miss ratio 0.4977
tencentBlock.ns13439 S3FIFO-0.8000-1.9000 cache size   194657, 51796778 req, miss ratio 0.2876, byte miss ratio 0.2876
tencentBlock.ns13439 S3FIFO-0.8000-1.9000 cache size   389315, 51796778 req, miss ratio 0.1822, byte miss ratio 0.1822
tencentBlock.ns13439 S3FIFO-0.8000-1.9000 cache size   778630, 51796778 req, miss ratio 0.0964, byte miss ratio 0.0964
tencentBlock.ns13439 S3FIFO-0.8000-1.9000 cache size  1557260, 51796778 req, miss ratio 0.0456, byte miss ratio 0.0456
tencentBlock.ns13439 S3FIFO-0.0250-1.9000 cache size     1946, 51796778 req, miss ratio 0.7952, byte miss ratio 0.7952
tencentBlock.ns13439 S3FIFO-0.0250-1.9000 cache size     5839, 51796778 req, miss ratio 0.7177, byte miss ratio 0.7177
tencentBlock.ns13439 S3FIFO-0.0250-1.9000 cache size    19465, 51796778 req, miss ratio 0.6093, byte miss ratio 0.6093
tencentBlock.ns13439 S3FIFO-0.0250-1.9000 cache size    58397, 51796778 req, miss ratio 0.4758, byte miss ratio 0.4758
tencentBlock.ns13439 S3FIFO-0.0250-1.9000 cache size   194657, 51796778 req, miss ratio 0.2689, byte miss ratio 0.2689
