tencentBlock.ns21369 S3FIFO-0.6000-0.9000 cache size     2799, 3162671 req, miss ratio 0.9262, byte miss ratio 0.9262
tencentBlock.ns21369 S3FIFO-0.6000-0.9000 cache size     8398, 3162671 req, miss ratio 0.9253, byte miss ratio 0.9253
tencentBlock.ns21369 S3FIFO-0.6000-0.9000 cache size    27996, 3162671 req, miss ratio 0.9241, byte miss ratio 0.9241
tencentBlock.ns21369 S3FIFO-0.6000-0.9000 cache size    83989, 3162671 req, miss ratio 0.9213, byte miss ratio 0.9213
tencentBlock.ns21369 S3FIFO-0.6000-0.9000 cache size   279963, 3162671 req, miss ratio 0.9194, byte miss ratio 0.9194
tencentBlock.ns21369 S3FIFO-0.6000-0.9000 cache size   559927, 3162671 req, miss ratio 0.9096, byte miss ratio 0.9096
tencentBlock.ns21369 S3FIFO-0.6000-0.9000 cache size  1119854, 3162671 req, miss ratio 0.9008, byte miss ratio 0.9008
tencentBlock.ns21369 S3FIFO-0.6000-0.9000 cache size  2239708, 3162671 req, miss ratio 0.8852, byte miss ratio 0.8852
tencentBlock.ns21369 S3FIFO-0.0010-1.9000 cache size     2799, 3162671 req, miss ratio 0.9302, byte miss ratio 0.9302
tencentBlock.ns21369 S3FIFO-0.0010-1.9000 cache size     8398, 3162671 req, miss ratio 0.9273, byte miss ratio 0.9273
tencentBlock.ns21369 S3FIFO-0.0010-1.9000 cache size    27996, 3162671 req, miss ratio 0.9239, byte miss ratio 0.9239
tencentBlock.ns21369 S3FIFO-0.0010-1.9000 cache size    83989, 3162671 req, miss ratio 0.9213, byte miss ratio 0.9213
tencentBlock.ns21369 S3FIFO-0.0010-1.9000 cache size   279963, 3162671 req, miss ratio 0.9153, byte miss ratio 0.9153
tencentBlock.ns21369 S3FIFO-0.0010-1.9000 cache size   559927, 3162671 req, miss ratio 0.9084, byte miss ratio 0.9084
tencentBlock.ns21369 S3FIFO-0.0010-1.9000 cache size  1119854, 3162671 req, miss ratio 0.9008, byte miss ratio 0.9008
tencentBlock.ns21369 S3FIFO-0.0010-1.9000 cache size  2239708, 3162671 req, miss ratio 0.8852, byte miss ratio 0.8852
tencentBlock.ns21369 S3FIFO-0.7500-0.9000 cache size     2799, 3162671 req, miss ratio 0.9261, byte miss ratio 0.9261
tencentBlock.ns21369 S3FIFO-0.7500-0.9000 cache size     8398, 3162671 req, miss ratio 0.9254, byte miss ratio 0.9254
tencentBlock.ns21369 S3FIFO-0.7500-0.9000 cache size    27996, 3162671 req, miss ratio 0.9243, byte miss ratio 0.9243
tencentBlock.ns21369 S3FIFO-0.7500-0.9000 cache size    83989, 3162671 req, miss ratio 0.9213, byte miss ratio 0.9213
tencentBlock.ns21369 S3FIFO-0.7500-0.9000 cache size   279963, 3162671 req, miss ratio 0.9194, byte miss ratio 0.9194
tencentBlock.ns21369 S3FIFO-0.7500-0.9000 cache size   559927, 3162671 req, miss ratio 0.9096, byte miss ratio 0.9096
tencentBlock.ns21369 S3FIFO-0.7500-0.9000 cache size  1119854, 3162671 req, miss ratio 0.9008, byte miss ratio 0.9008
tencentBlock.ns21369 S3FIFO-0.7500-0.9000 cache size  2239708, 3162671 req, miss ratio 0.8852, byte miss ratio 0.8852
tencentBlock.ns21369 S3FIFO-0.7500-1.9000 cache size     2799, 3162671 req, miss ratio 0.9258, byte miss ratio 0.9258
tencentBlock.ns21369 S3FIFO-0.7500-1.9000 cache size     8398, 3162671 req, miss ratio 0.9253, byte miss ratio 0.9253
tencentBlock.ns21369 S3FIFO-0.7500-1.9000 cache size    27996, 3162671 req, miss ratio 0.9241, byte miss ratio 0.9241
tencentBlock.ns21369 S3FIFO-0.7500-1.9000 cache size    83989, 3162671 req, miss ratio 0.9213, byte miss ratio 0.9213
tencentBlock.ns21369 S3FIFO-0.7500-1.9000 cache size   279963, 3162671 req, miss ratio 0.9153, byte miss ratio 0.9153
tencentBlock.ns21369 S3FIFO-0.7500-1.9000 cache size   559927, 3162671 req, miss ratio 0.9084, byte miss ratio 0.9084
tencentBlock.ns21369 S3FIFO-0.7500-1.9000 cache size  1119854, 3162671 req, miss ratio 0.9008, byte miss ratio 0.9008
tencentBlock.ns21369 S3FIFO-0.7500-1.9000 cache size  2239708, 3162671 req, miss ratio 0.8852, byte miss ratio 0.8852
tencentBlock.ns21369 S3FIFO-0.0500-1.9000 cache size     2799, 3162671 req, miss ratio 0.9298, byte miss ratio 0.9298
tencentBlock.ns21369 S3FIFO-0.0500-1.9000 cache size     8398, 3162671 req, miss ratio 0.9271, byte miss ratio 0.9271
tencentBlock.ns21369 S3FIFO-0.0500-1.9000 cache size    27996, 3162671 req, miss ratio 0.9239, byte miss ratio 0.9239
tencentBlock.ns21369 S3FIFO-0.0500-1.9000 cache size    83989, 3162671 req, miss ratio 0.9213, byte miss ratio 0.9213
tencentBlock.ns21369 S3FIFO-0.0500-1.9000 cache size   279963, 3162671 req, miss ratio 0.9153, byte miss ratio 0.9153
tencentBlock.ns21369 S3FIFO-0.0500-1.9000 cache size   559927, 3162671 req, miss ratio 0.9084, byte miss ratio 0.9084
tencentBlock.ns21369 S3FIFO-0.0500-1.9000 cache size  1119854, 3162671 req, miss ratio 0.9008, byte miss ratio 0.9008
tencentBlock.ns21369 S3FIFO-0.0500-1.9000 cache size  2239708, 3162671 req, miss ratio 0.8852, byte miss ratio 0.8852
tencentBlock.ns21369 S3FIFO-0.0250-0.9000 cache size     2799, 3162671 req, miss ratio 0.9299, byte miss ratio 0.9299
tencentBlock.ns21369 S3FIFO-0.0250-0.9000 cache size     8398, 3162671 req, miss ratio 0.9273, byte miss ratio 0.9273
tencentBlock.ns21369 S3FIFO-0.0250-0.9000 cache size    27996, 3162671 req, miss ratio 0.9241, byte miss ratio 0.9241
tencentBlock.ns21369 S3FIFO-0.0250-0.9000 cache size    83989, 3162671 req, miss ratio 0.9213, byte miss ratio 0.9213
tencentBlock.ns21369 S3FIFO-0.0250-0.9000 cache size   279963, 3162671 req, miss ratio 0.9194, byte miss ratio 0.9194
tencentBlock.ns21369 S3FIFO-0.0250-0.9000 cache size   559927, 3162671 req, miss ratio 0.9096, byte miss ratio 0.9096
tencentBlock.ns21369 S3FIFO-0.0250-0.9000 cache size  1119854, 3162671 req, miss ratio 0.9008, byte miss ratio 0.9008
tencentBlock.ns21369 S3FIFO-0.0250-0.9000 cache size  2239708, 3162671 req, miss ratio 0.8852, byte miss ratio 0.8852
tencentBlock.ns21369 S3FIFO-0.6500-0.9000 cache size     2799, 3162671 req, miss ratio 0.9261, byte miss ratio 0.9261
tencentBlock.ns21369 S3FIFO-0.6500-0.9000 cache size     8398, 3162671 req, miss ratio 0.9253, byte miss ratio 0.9253
tencentBlock.ns21369 S3FIFO-0.6500-0.9000 cache size    27996, 3162671 req, miss ratio 0.9241, byte miss ratio 0.9241
tencentBlock.ns21369 S3FIFO-0.6500-0.9000 cache size    83989, 3162671 req, miss ratio 0.9213, byte miss ratio 0.9213
tencentBlock.ns21369 S3FIFO-0.6500-0.9000 cache size   279963, 3162671 req, miss ratio 0.9194, byte miss ratio 0.9194
tencentBlock.ns21369 S3FIFO-0.6500-0.9000 cache size   559927, 3162671 req, miss ratio 0.9096, byte miss ratio 0.9096
tencentBlock.ns21369 S3FIFO-0.6500-0.9000 cache size  1119854, 3162671 req, miss ratio 0.9008, byte miss ratio 0.9008
tencentBlock.ns21369 S3FIFO-0.6500-0.9000 cache size  2239708, 3162671 req, miss ratio 0.8852, byte miss ratio 0.8852
tencentBlock.ns21369 S3FIFO-0.0100-0.9000 cache size     2799, 3162671 req, miss ratio 0.9299, byte miss ratio 0.9299
tencentBlock.ns21369 S3FIFO-0.0100-0.9000 cache size     8398, 3162671 req, miss ratio 0.9273, byte miss ratio 0.9273
tencentBlock.ns21369 S3FIFO-0.0100-0.9000 cache size    27996, 3162671 req, miss ratio 0.9241, byte miss ratio 0.9241
tencentBlock.ns21369 S3FIFO-0.0100-0.9000 cache size    83989, 3162671 req, miss ratio 0.9213, byte miss ratio 0.9213
tencentBlock.ns21369 S3FIFO-0.0100-0.9000 cache size   279963, 3162671 req, miss ratio 0.9194, byte miss ratio 0.9194
tencentBlock.ns21369 S3FIFO-0.0100-0.9000 cache size   559927, 3162671 req, miss ratio 0.9096, byte miss ratio 0.9096
tencentBlock.ns21369 S3FIFO-0.0100-0.9000 cache size  1119854, 3162671 req, miss ratio 0.9008, byte miss ratio 0.9008
tencentBlock.ns21369 S3FIFO-0.0100-0.9000 cache size  2239708, 3162671 req, miss ratio 0.8852, byte miss ratio 0.8852
tencentBlock.ns21369 S3FIFO-0.1000-1.9000 cache size     2799, 3162671 req, miss ratio 0.9298, byte miss ratio 0.9298
tencentBlock.ns21369 S3FIFO-0.1000-1.9000 cache size     8398, 3162671 req, miss ratio 0.9270, byte miss ratio 0.9270
tencentBlock.ns21369 S3FIFO-0.1000-1.9000 cache size    27996, 3162671 req, miss ratio 0.9239, byte miss ratio 0.9239
tencentBlock.ns21369 S3FIFO-0.1000-1.9000 cache size    83989, 3162671 req, miss ratio 0.9213, byte miss ratio 0.9213
tencentBlock.ns21369 S3FIFO-0.1000-1.9000 cache size   279963, 3162671 req, miss ratio 0.9153, byte miss ratio 0.9153
tencentBlock.ns21369 S3FIFO-0.1000-1.9000 cache size   559927, 3162671 req, miss ratio 0.9084, byte miss ratio 0.9084
tencentBlock.ns21369 S3FIFO-0.1000-1.9000 cache size  1119854, 3162671 req, miss ratio 0.9008, byte miss ratio 0.9008
tencentBlock.ns21369 S3FIFO-0.1000-1.9000 cache size  2239708, 3162671 req, miss ratio 0.8852, byte miss ratio 0.8852
tencentBlock.ns21369 S3FIFO-0.7000-1.9000 cache size     2799, 3162671 req, miss ratio 0.9258, byte miss ratio 0.9258
tencentBlock.ns21369 S3FIFO-0.7000-1.9000 cache size     8398, 3162671 req, miss ratio 0.9253, byte miss ratio 0.9253
tencentBlock.ns21369 S3FIFO-0.7000-1.9000 cache size    27996, 3162671 req, miss ratio 0.9240, byte miss ratio 0.9240
tencentBlock.ns21369 S3FIFO-0.7000-1.9000 cache size    83989, 3162671 req, miss ratio 0.9213, byte miss ratio 0.9213
tencentBlock.ns21369 S3FIFO-0.7000-1.9000 cache size   279963, 3162671 req, miss ratio 0.9153, byte miss ratio 0.9153
