cdn1_allcolo.ns755 S3FIFO-0.0010-0.9000 cache size       18, 2375158 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns755 S3FIFO-0.0010-0.9000 cache size       56, 2375158 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns755 S3FIFO-0.0010-0.9000 cache size      187, 2375158 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns755 S3FIFO-0.0010-0.9000 cache size      562, 2375158 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns755 S3FIFO-0.0010-0.9000 cache size     1874, 2375158 req, miss ratio 0.0992, byte miss ratio 0.0992
cdn1_allcolo.ns755 S3FIFO-0.0010-0.9000 cache size     3748, 2375158 req, miss ratio 0.0370, byte miss ratio 0.0370
cdn1_allcolo.ns755 S3FIFO-0.0010-0.9000 cache size     7496, 2375158 req, miss ratio 0.0131, byte miss ratio 0.0131
cdn1_allcolo.ns755 S3FIFO-0.0010-0.9000 cache size    14993, 2375158 req, miss ratio 0.0082, byte miss ratio 0.0082
cdn1_allcolo.ns755 S3FIFO-0.5500-0.9000 cache size       18, 2375158 req, miss ratio 0.8561, byte miss ratio 0.8561
cdn1_allcolo.ns755 S3FIFO-0.5500-0.9000 cache size       56, 2375158 req, miss ratio 0.7511, byte miss ratio 0.7511
cdn1_allcolo.ns755 S3FIFO-0.5500-0.9000 cache size      187, 2375158 req, miss ratio 0.5741, byte miss ratio 0.5741
cdn1_allcolo.ns755 S3FIFO-0.5500-0.9000 cache size      562, 2375158 req, miss ratio 0.3606, byte miss ratio 0.3606
cdn1_allcolo.ns755 S3FIFO-0.5500-0.9000 cache size     1874, 2375158 req, miss ratio 0.1340, byte miss ratio 0.1340
cdn1_allcolo.ns755 S3FIFO-0.5500-0.9000 cache size     3748, 2375158 req, miss ratio 0.0539, byte miss ratio 0.0539
cdn1_allcolo.ns755 S3FIFO-0.5500-0.9000 cache size     7496, 2375158 req, miss ratio 0.0187, byte miss ratio 0.0187
cdn1_allcolo.ns755 S3FIFO-0.5500-0.9000 cache size    14993, 2375158 req, miss ratio 0.0087, byte miss ratio 0.0087
