tencentBlock.ns8039 S3FIFO-0.3000-0.9000 cache size     2921, 49865814 req, miss ratio 0.7487, byte miss ratio 0.7487
tencentBlock.ns8039 S3FIFO-0.3000-0.9000 cache size     8765, 49865814 req, miss ratio 0.6396, byte miss ratio 0.6396
tencentBlock.ns8039 S3FIFO-0.3000-0.9000 cache size    29217, 49865814 req, miss ratio 0.5218, byte miss ratio 0.5218
tencentBlock.ns8039 S3FIFO-0.3000-0.9000 cache size    87651, 49865814 req, miss ratio 0.3704, byte miss ratio 0.3704
tencentBlock.ns8039 S3FIFO-0.3000-0.9000 cache size   292171, 49865814 req, miss ratio 0.1884, byte miss ratio 0.1884
tencentBlock.ns8039 S3FIFO-0.3000-0.9000 cache size   584343, 49865814 req, miss ratio 0.1202, byte miss ratio 0.1202
tencentBlock.ns8039 S3FIFO-0.3000-0.9000 cache size  1168687, 49865814 req, miss ratio 0.0770, byte miss ratio 0.0770
tencentBlock.ns8039 S3FIFO-0.3000-0.9000 cache size  2337374, 49865814 req, miss ratio 0.0608, byte miss ratio 0.0608
tencentBlock.ns8039 S3FIFO-0.6000-1.9000 cache size     2921, 49865814 req, miss ratio 0.7473, byte miss ratio 0.7473
tencentBlock.ns8039 S3FIFO-0.6000-1.9000 cache size     8765, 49865814 req, miss ratio 0.6578, byte miss ratio 0.6578
tencentBlock.ns8039 S3FIFO-0.6000-1.9000 cache size    29217, 49865814 req, miss ratio 0.5433, byte miss ratio 0.5433
tencentBlock.ns8039 S3FIFO-0.6000-1.9000 cache size    87651, 49865814 req, miss ratio 0.3916, byte miss ratio 0.3916
tencentBlock.ns8039 S3FIFO-0.6000-1.9000 cache size   292171, 49865814 req, miss ratio 0.2030, byte miss ratio 0.2030
tencentBlock.ns8039 S3FIFO-0.6000-1.9000 cache size   584343, 49865814 req, miss ratio 0.1311, byte miss ratio 0.1311
tencentBlock.ns8039 S3FIFO-0.6000-1.9000 cache size  1168687, 49865814 req, miss ratio 0.0822, byte miss ratio 0.0822
tencentBlock.ns8039 S3FIFO-0.6000-1.9000 cache size  2337374, 49865814 req, miss ratio 0.0613, byte miss ratio 0.0613
