cdn1_colo28.ns546 S3FIFO-0.0250-0.9000 cache size        6, 4279946 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns546 S3FIFO-0.0250-0.9000 cache size       20, 4279946 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns546 S3FIFO-0.0250-0.9000 cache size       69, 4279946 req, miss ratio 0.0488, byte miss ratio 0.0488
cdn1_colo28.ns546 S3FIFO-0.0250-0.9000 cache size      139, 4279946 req, miss ratio 0.0089, byte miss ratio 0.0089
cdn1_colo28.ns546 S3FIFO-0.0250-0.9000 cache size      278, 4279946 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns546 S3FIFO-0.0250-0.9000 cache size      556, 4279946 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns546 S3FIFO-0.5500-0.9000 cache size        6, 4279946 req, miss ratio 0.7170, byte miss ratio 0.7170
cdn1_colo28.ns546 S3FIFO-0.5500-0.9000 cache size       20, 4279946 req, miss ratio 0.3872, byte miss ratio 0.3872
cdn1_colo28.ns546 S3FIFO-0.5500-0.9000 cache size       69, 4279946 req, miss ratio 0.0714, byte miss ratio 0.0714
cdn1_colo28.ns546 S3FIFO-0.5500-0.9000 cache size      139, 4279946 req, miss ratio 0.0144, byte miss ratio 0.0144
cdn1_colo28.ns546 S3FIFO-0.5500-0.9000 cache size      278, 4279946 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_colo28.ns546 S3FIFO-0.5500-0.9000 cache size      556, 4279946 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns546 S3FIFO-0.0100-0.9000 cache size        6, 4279946 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns546 S3FIFO-0.0100-0.9000 cache size       20, 4279946 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns546 S3FIFO-0.0100-0.9000 cache size       69, 4279946 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns546 S3FIFO-0.0100-0.9000 cache size      139, 4279946 req, miss ratio 0.0088, byte miss ratio 0.0088
cdn1_colo28.ns546 S3FIFO-0.0100-0.9000 cache size      278, 4279946 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns546 S3FIFO-0.0100-0.9000 cache size      556, 4279946 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns546 S3FIFO-0.8000-0.9000 cache size        6, 4279946 req, miss ratio 0.7450, byte miss ratio 0.7450
cdn1_colo28.ns546 S3FIFO-0.8000-0.9000 cache size       20, 4279946 req, miss ratio 0.4254, byte miss ratio 0.4254
cdn1_colo28.ns546 S3FIFO-0.8000-0.9000 cache size       69, 4279946 req, miss ratio 0.0856, byte miss ratio 0.0856
cdn1_colo28.ns546 S3FIFO-0.8000-0.9000 cache size      139, 4279946 req, miss ratio 0.0180, byte miss ratio 0.0180
cdn1_colo28.ns546 S3FIFO-0.8000-0.9000 cache size      278, 4279946 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_colo28.ns546 S3FIFO-0.8000-0.9000 cache size      556, 4279946 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns546 S3FIFO-0.5000-0.9000 cache size        6, 4279946 req, miss ratio 0.7170, byte miss ratio 0.7170
cdn1_colo28.ns546 S3FIFO-0.5000-0.9000 cache size       20, 4279946 req, miss ratio 0.3795, byte miss ratio 0.3795
cdn1_colo28.ns546 S3FIFO-0.5000-0.9000 cache size       69, 4279946 req, miss ratio 0.0693, byte miss ratio 0.0693
cdn1_colo28.ns546 S3FIFO-0.5000-0.9000 cache size      139, 4279946 req, miss ratio 0.0138, byte miss ratio 0.0138
cdn1_colo28.ns546 S3FIFO-0.5000-0.9000 cache size      278, 4279946 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns546 S3FIFO-0.5000-0.9000 cache size      556, 4279946 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns546 S3FIFO-0.0050-0.9000 cache size        6, 4279946 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns546 S3FIFO-0.0050-0.9000 cache size       20, 4279946 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns546 S3FIFO-0.0050-0.9000 cache size       69, 4279946 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns546 S3FIFO-0.0050-0.9000 cache size      139, 4279946 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns546 S3FIFO-0.0050-0.9000 cache size      278, 4279946 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns546 S3FIFO-0.0050-0.9000 cache size      556, 4279946 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns546 S3FIFO-0.4500-0.9000 cache size        6, 4279946 req, miss ratio 0.6767, byte miss ratio 0.6767
cdn1_colo28.ns546 S3FIFO-0.4500-0.9000 cache size       20, 4279946 req, miss ratio 0.3719, byte miss ratio 0.3719
cdn1_colo28.ns546 S3FIFO-0.4500-0.9000 cache size       69, 4279946 req, miss ratio 0.0672, byte miss ratio 0.0672
cdn1_colo28.ns546 S3FIFO-0.4500-0.9000 cache size      139, 4279946 req, miss ratio 0.0132, byte miss ratio 0.0132
cdn1_colo28.ns546 S3FIFO-0.4500-0.9000 cache size      278, 4279946 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns546 S3FIFO-0.4500-0.9000 cache size      556, 4279946 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns546 S3FIFO-0.0010-0.9000 cache size        6, 4279946 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns546 S3FIFO-0.0010-0.9000 cache size       20, 4279946 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns546 S3FIFO-0.0010-0.9000 cache size       69, 4279946 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns546 S3FIFO-0.0010-0.9000 cache size      139, 4279946 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns546 S3FIFO-0.0010-0.9000 cache size      278, 4279946 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns546 S3FIFO-0.0010-0.9000 cache size      556, 4279946 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns546 S3FIFO-0.9900-1.9000 cache size        6, 4279946 req, miss ratio 0.7628, byte miss ratio 0.7628
cdn1_colo28.ns546 S3FIFO-0.9900-1.9000 cache size       20, 4279946 req, miss ratio 0.4242, byte miss ratio 0.4242
cdn1_colo28.ns546 S3FIFO-0.9900-1.9000 cache size       69, 4279946 req, miss ratio 0.0928, byte miss ratio 0.0928
cdn1_colo28.ns546 S3FIFO-0.9900-1.9000 cache size      139, 4279946 req, miss ratio 0.0207, byte miss ratio 0.0207
cdn1_colo28.ns546 S3FIFO-0.9900-1.9000 cache size      278, 4279946 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_colo28.ns546 S3FIFO-0.9900-1.9000 cache size      556, 4279946 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns546 S3FIFO-0.7500-1.9000 cache size        6, 4279946 req, miss ratio 0.7560, byte miss ratio 0.7560
cdn1_colo28.ns546 S3FIFO-0.7500-1.9000 cache size       20, 4279946 req, miss ratio 0.4140, byte miss ratio 0.4140
cdn1_colo28.ns546 S3FIFO-0.7500-1.9000 cache size       69, 4279946 req, miss ratio 0.0807, byte miss ratio 0.0807
cdn1_colo28.ns546 S3FIFO-0.7500-1.9000 cache size      139, 4279946 req, miss ratio 0.0171, byte miss ratio 0.0171
cdn1_colo28.ns546 S3FIFO-0.7500-1.9000 cache size      278, 4279946 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_colo28.ns546 S3FIFO-0.7500-1.9000 cache size      556, 4279946 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns546 S3FIFO-0.4500-1.9000 cache size        6, 4279946 req, miss ratio 0.7065, byte miss ratio 0.7065
cdn1_colo28.ns546 S3FIFO-0.4500-1.9000 cache size       20, 4279946 req, miss ratio 0.3762, byte miss ratio 0.3762
cdn1_colo28.ns546 S3FIFO-0.4500-1.9000 cache size       69, 4279946 req, miss ratio 0.0666, byte miss ratio 0.0666
cdn1_colo28.ns546 S3FIFO-0.4500-1.9000 cache size      139, 4279946 req, miss ratio 0.0132, byte miss ratio 0.0132
cdn1_colo28.ns546 S3FIFO-0.4500-1.9000 cache size      278, 4279946 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns546 S3FIFO-0.4500-1.9000 cache size      556, 4279946 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns546 S3FIFO-0.8500-0.9000 cache size        6, 4279946 req, miss ratio 0.7604, byte miss ratio 0.7604
cdn1_colo28.ns546 S3FIFO-0.8500-0.9000 cache size       20, 4279946 req, miss ratio 0.4302, byte miss ratio 0.4302
cdn1_colo28.ns546 S3FIFO-0.8500-0.9000 cache size       69, 4279946 req, miss ratio 0.0879, byte miss ratio 0.0879
cdn1_colo28.ns546 S3FIFO-0.8500-0.9000 cache size      139, 4279946 req, miss ratio 0.0188, byte miss ratio 0.0188
cdn1_colo28.ns546 S3FIFO-0.8500-0.9000 cache size      278, 4279946 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_colo28.ns546 S3FIFO-0.8500-0.9000 cache size      556, 4279946 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns546 S3FIFO-0.0100-1.9000 cache size        6, 4279946 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns546 S3FIFO-0.0100-1.9000 cache size       20, 4279946 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns546 S3FIFO-0.0100-1.9000 cache size       69, 4279946 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns546 S3FIFO-0.0100-1.9000 cache size      139, 4279946 req, miss ratio 0.0088, byte miss ratio 0.0088
cdn1_colo28.ns546 S3FIFO-0.0100-1.9000 cache size      278, 4279946 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns546 S3FIFO-0.0100-1.9000 cache size      556, 4279946 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns546 S3FIFO-0.1500-0.9000 cache size        6, 4279946 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns546 S3FIFO-0.1500-0.9000 cache size       20, 4279946 req, miss ratio 0.3188, byte miss ratio 0.3188
cdn1_colo28.ns546 S3FIFO-0.1500-0.9000 cache size       69, 4279946 req, miss ratio 0.0539, byte miss ratio 0.0539
cdn1_colo28.ns546 S3FIFO-0.1500-0.9000 cache size      139, 4279946 req, miss ratio 0.0101, byte miss ratio 0.0101
cdn1_colo28.ns546 S3FIFO-0.1500-0.9000 cache size      278, 4279946 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns546 S3FIFO-0.1500-0.9000 cache size      556, 4279946 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns546 S3FIFO-0.3500-0.9000 cache size        6, 4279946 req, miss ratio 0.6767, byte miss ratio 0.6767
