io_traces.ns100 S3FIFO-0.2000-0.9000 cache size     6104, 13200000 req, miss ratio 0.8811, byte miss ratio 0.8811
io_traces.ns100 S3FIFO-0.2000-0.9000 cache size    18314, 13200000 req, miss ratio 0.8681, byte miss ratio 0.8681
io_traces.ns100 S3FIFO-0.2000-0.9000 cache size    61048, 13200000 req, miss ratio 0.8357, byte miss ratio 0.8357
io_traces.ns100 S3FIFO-0.2000-0.9000 cache size   183146, 13200000 req, miss ratio 0.8032, byte miss ratio 0.8032
io_traces.ns100 S3FIFO-0.2000-0.9000 cache size   610488, 13200000 req, miss ratio 0.6828, byte miss ratio 0.6828
io_traces.ns100 S3FIFO-0.2000-0.9000 cache size  1220976, 13200000 req, miss ratio 0.5824, byte miss ratio 0.5824
io_traces.ns100 S3FIFO-0.2000-0.9000 cache size  2441953, 13200000 req, miss ratio 0.5175, byte miss ratio 0.5175
io_traces.ns100 S3FIFO-0.2000-0.9000 cache size  4883907, 13200000 req, miss ratio 0.4632, byte miss ratio 0.4632
io_traces.ns100 S3FIFO-0.2500-1.9000 cache size     6104, 13200000 req, miss ratio 0.8801, byte miss ratio 0.8801
io_traces.ns100 S3FIFO-0.2500-1.9000 cache size    18314, 13200000 req, miss ratio 0.8657, byte miss ratio 0.8657
io_traces.ns100 S3FIFO-0.2500-1.9000 cache size    61048, 13200000 req, miss ratio 0.8325, byte miss ratio 0.8325
io_traces.ns100 S3FIFO-0.2500-1.9000 cache size   183146, 13200000 req, miss ratio 0.7722, byte miss ratio 0.7722
io_traces.ns100 S3FIFO-0.2500-1.9000 cache size   610488, 13200000 req, miss ratio 0.6834, byte miss ratio 0.6834
io_traces.ns100 S3FIFO-0.2500-1.9000 cache size  1220976, 13200000 req, miss ratio 0.5967, byte miss ratio 0.5967
io_traces.ns100 S3FIFO-0.2500-1.9000 cache size  2441953, 13200000 req, miss ratio 0.5173, byte miss ratio 0.5173
