io_traces.ns784 S3FIFO-0.8500-1.9000 cache size     4888, 8200000 req, miss ratio 0.7759, byte miss ratio 0.7759
io_traces.ns784 S3FIFO-0.8500-1.9000 cache size    14665, 8200000 req, miss ratio 0.7724, byte miss ratio 0.7724
io_traces.ns784 S3FIFO-0.8500-1.9000 cache size    48884, 8200000 req, miss ratio 0.7431, byte miss ratio 0.7431
io_traces.ns784 S3FIFO-0.8500-1.9000 cache size   146652, 8200000 req, miss ratio 0.7029, byte miss ratio 0.7029
io_traces.ns784 S3FIFO-0.8500-1.9000 cache size   488843, 8200000 req, miss ratio 0.6400, byte miss ratio 0.6400
io_traces.ns784 S3FIFO-0.8500-1.9000 cache size   977686, 8200000 req, miss ratio 0.6372, byte miss ratio 0.6372
io_traces.ns784 S3FIFO-0.8500-1.9000 cache size  1955372, 8200000 req, miss ratio 0.6344, byte miss ratio 0.6344
io_traces.ns784 S3FIFO-0.8500-1.9000 cache size  3910744, 8200000 req, miss ratio 0.5971, byte miss ratio 0.5971
io_traces.ns784 S3FIFO-0.5500-1.9000 cache size     4888, 8200000 req, miss ratio 0.7742, byte miss ratio 0.7742
io_traces.ns784 S3FIFO-0.5500-1.9000 cache size    14665, 8200000 req, miss ratio 0.7645, byte miss ratio 0.7645
io_traces.ns784 S3FIFO-0.5500-1.9000 cache size    48884, 8200000 req, miss ratio 0.7174, byte miss ratio 0.7174
io_traces.ns784 S3FIFO-0.5500-1.9000 cache size   146652, 8200000 req, miss ratio 0.6514, byte miss ratio 0.6514
io_traces.ns784 S3FIFO-0.5500-1.9000 cache size   488843, 8200000 req, miss ratio 0.6367, byte miss ratio 0.6367
io_traces.ns784 S3FIFO-0.5500-1.9000 cache size   977686, 8200000 req, miss ratio 0.6315, byte miss ratio 0.6315
io_traces.ns784 S3FIFO-0.5500-1.9000 cache size  1955372, 8200000 req, miss ratio 0.6299, byte miss ratio 0.6299
io_traces.ns784 S3FIFO-0.5500-1.9000 cache size  3910744, 8200000 req, miss ratio 0.5971, byte miss ratio 0.5971
io_traces.ns784 S3FIFO-0.0250-0.9000 cache size     4888, 8200000 req, miss ratio 0.7811, byte miss ratio 0.7811
io_traces.ns784 S3FIFO-0.0250-0.9000 cache size    14665, 8200000 req, miss ratio 0.7626, byte miss ratio 0.7626
io_traces.ns784 S3FIFO-0.0250-0.9000 cache size    48884, 8200000 req, miss ratio 0.6704, byte miss ratio 0.6704
io_traces.ns784 S3FIFO-0.0250-0.9000 cache size   146652, 8200000 req, miss ratio 0.6531, byte miss ratio 0.6531
io_traces.ns784 S3FIFO-0.0250-0.9000 cache size   488843, 8200000 req, miss ratio 0.6364, byte miss ratio 0.6364
io_traces.ns784 S3FIFO-0.0250-0.9000 cache size   977686, 8200000 req, miss ratio 0.6339, byte miss ratio 0.6339
io_traces.ns784 S3FIFO-0.0250-0.9000 cache size  1955372, 8200000 req, miss ratio 0.6299, byte miss ratio 0.6299
io_traces.ns784 S3FIFO-0.0250-0.9000 cache size  3910744, 8200000 req, miss ratio 0.5971, byte miss ratio 0.5971
io_traces.ns784 S3FIFO-0.4000-1.9000 cache size     4888, 8200000 req, miss ratio 0.7734, byte miss ratio 0.7734
io_traces.ns784 S3FIFO-0.4000-1.9000 cache size    14665, 8200000 req, miss ratio 0.7615, byte miss ratio 0.7615
io_traces.ns784 S3FIFO-0.4000-1.9000 cache size    48884, 8200000 req, miss ratio 0.7050, byte miss ratio 0.7050
