cdn1_colo28.ns1508 S3FIFO-0.7500-1.9000 cache size       12, 1275295 req, miss ratio 0.5998, byte miss ratio 0.5998
cdn1_colo28.ns1508 S3FIFO-0.7500-1.9000 cache size       41, 1275295 req, miss ratio 0.2563, byte miss ratio 0.2563
cdn1_colo28.ns1508 S3FIFO-0.7500-1.9000 cache size      125, 1275295 req, miss ratio 0.1102, byte miss ratio 0.1102
cdn1_colo28.ns1508 S3FIFO-0.7500-1.9000 cache size      417, 1275295 req, miss ratio 0.0275, byte miss ratio 0.0275
cdn1_colo28.ns1508 S3FIFO-0.7500-1.9000 cache size      835, 1275295 req, miss ratio 0.0075, byte miss ratio 0.0075
cdn1_colo28.ns1508 S3FIFO-0.7500-1.9000 cache size     1670, 1275295 req, miss ratio 0.0042, byte miss ratio 0.0042
cdn1_colo28.ns1508 S3FIFO-0.7500-1.9000 cache size     3341, 1275295 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_colo28.ns1508 S3FIFO-0.4500-1.9000 cache size       12, 1275295 req, miss ratio 0.5176, byte miss ratio 0.5176
cdn1_colo28.ns1508 S3FIFO-0.4500-1.9000 cache size       41, 1275295 req, miss ratio 0.2163, byte miss ratio 0.2163
cdn1_colo28.ns1508 S3FIFO-0.4500-1.9000 cache size      125, 1275295 req, miss ratio 0.0985, byte miss ratio 0.0985
cdn1_colo28.ns1508 S3FIFO-0.4500-1.9000 cache size      417, 1275295 req, miss ratio 0.0231, byte miss ratio 0.0231
cdn1_colo28.ns1508 S3FIFO-0.4500-1.9000 cache size      835, 1275295 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_colo28.ns1508 S3FIFO-0.4500-1.9000 cache size     1670, 1275295 req, miss ratio 0.0038, byte miss ratio 0.0038
cdn1_colo28.ns1508 S3FIFO-0.4500-1.9000 cache size     3341, 1275295 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_colo28.ns1508 S3FIFO-0.4000-1.9000 cache size       12, 1275295 req, miss ratio 0.4952, byte miss ratio 0.4952
cdn1_colo28.ns1508 S3FIFO-0.4000-1.9000 cache size       41, 1275295 req, miss ratio 0.2101, byte miss ratio 0.2101
cdn1_colo28.ns1508 S3FIFO-0.4000-1.9000 cache size      125, 1275295 req, miss ratio 0.0966, byte miss ratio 0.0966
cdn1_colo28.ns1508 S3FIFO-0.4000-1.9000 cache size      417, 1275295 req, miss ratio 0.0225, byte miss ratio 0.0225
cdn1_colo28.ns1508 S3FIFO-0.4000-1.9000 cache size      835, 1275295 req, miss ratio 0.0064, byte miss ratio 0.0064
cdn1_colo28.ns1508 S3FIFO-0.4000-1.9000 cache size     1670, 1275295 req, miss ratio 0.0038, byte miss ratio 0.0038
cdn1_colo28.ns1508 S3FIFO-0.4000-1.9000 cache size     3341, 1275295 req, miss ratio 0.0034, byte miss ratio 0.0034
cdn1_colo28.ns1508 S3FIFO-0.1000-1.9000 cache size       12, 1275295 req, miss ratio 0.4320, byte miss ratio 0.4320
cdn1_colo28.ns1508 S3FIFO-0.1000-1.9000 cache size       41, 1275295 req, miss ratio 0.1796, byte miss ratio 0.1796
cdn1_colo28.ns1508 S3FIFO-0.1000-1.9000 cache size      125, 1275295 req, miss ratio 0.0859, byte miss ratio 0.0859
cdn1_colo28.ns1508 S3FIFO-0.1000-1.9000 cache size      417, 1275295 req, miss ratio 0.0193, byte miss ratio 0.0193
cdn1_colo28.ns1508 S3FIFO-0.1000-1.9000 cache size      835, 1275295 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_colo28.ns1508 S3FIFO-0.1000-1.9000 cache size     1670, 1275295 req, miss ratio 0.0038, byte miss ratio 0.0038
cdn1_colo28.ns1508 S3FIFO-0.1000-1.9000 cache size     3341, 1275295 req, miss ratio 0.0034, byte miss ratio 0.0034
cdn1_colo28.ns1508 S3FIFO-0.6000-0.9000 cache size       12, 1275295 req, miss ratio 0.5531, byte miss ratio 0.5531
cdn1_colo28.ns1508 S3FIFO-0.6000-0.9000 cache size       41, 1275295 req, miss ratio 0.2346, byte miss ratio 0.2346
cdn1_colo28.ns1508 S3FIFO-0.6000-0.9000 cache size      125, 1275295 req, miss ratio 0.1051, byte miss ratio 0.1051
cdn1_colo28.ns1508 S3FIFO-0.6000-0.9000 cache size      417, 1275295 req, miss ratio 0.0254, byte miss ratio 0.0254
cdn1_colo28.ns1508 S3FIFO-0.6000-0.9000 cache size      835, 1275295 req, miss ratio 0.0071, byte miss ratio 0.0071
cdn1_colo28.ns1508 S3FIFO-0.6000-0.9000 cache size     1670, 1275295 req, miss ratio 0.0040, byte miss ratio 0.0040
cdn1_colo28.ns1508 S3FIFO-0.6000-0.9000 cache size     3341, 1275295 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_colo28.ns1508 S3FIFO-0.9500-1.9000 cache size       12, 1275295 req, miss ratio 0.6175, byte miss ratio 0.6175
cdn1_colo28.ns1508 S3FIFO-0.9500-1.9000 cache size       41, 1275295 req, miss ratio 0.2857, byte miss ratio 0.2857
cdn1_colo28.ns1508 S3FIFO-0.9500-1.9000 cache size      125, 1275295 req, miss ratio 0.1229, byte miss ratio 0.1229
cdn1_colo28.ns1508 S3FIFO-0.9500-1.9000 cache size      417, 1275295 req, miss ratio 0.0312, byte miss ratio 0.0312
cdn1_colo28.ns1508 S3FIFO-0.9500-1.9000 cache size      835, 1275295 req, miss ratio 0.0092, byte miss ratio 0.0092
cdn1_colo28.ns1508 S3FIFO-0.9500-1.9000 cache size     1670, 1275295 req, miss ratio 0.0049, byte miss ratio 0.0049
cdn1_colo28.ns1508 S3FIFO-0.9500-1.9000 cache size     3341, 1275295 req, miss ratio 0.0036, byte miss ratio 0.0036
cdn1_colo28.ns1508 S3FIFO-0.5500-0.9000 cache size       12, 1275295 req, miss ratio 0.5267, byte miss ratio 0.5267
cdn1_colo28.ns1508 S3FIFO-0.5500-0.9000 cache size       41, 1275295 req, miss ratio 0.2270, byte miss ratio 0.2270
cdn1_colo28.ns1508 S3FIFO-0.5500-0.9000 cache size      125, 1275295 req, miss ratio 0.1024, byte miss ratio 0.1024
cdn1_colo28.ns1508 S3FIFO-0.5500-0.9000 cache size      417, 1275295 req, miss ratio 0.0247, byte miss ratio 0.0247
cdn1_colo28.ns1508 S3FIFO-0.5500-0.9000 cache size      835, 1275295 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_colo28.ns1508 S3FIFO-0.5500-0.9000 cache size     1670, 1275295 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_colo28.ns1508 S3FIFO-0.5500-0.9000 cache size     3341, 1275295 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_colo28.ns1508 S3FIFO-0.0100-0.9000 cache size       12, 1275295 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1508 S3FIFO-0.0100-0.9000 cache size       41, 1275295 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1508 S3FIFO-0.0100-0.9000 cache size      125, 1275295 req, miss ratio 0.0794, byte miss ratio 0.0794
cdn1_colo28.ns1508 S3FIFO-0.0100-0.9000 cache size      417, 1275295 req, miss ratio 0.0186, byte miss ratio 0.0186
cdn1_colo28.ns1508 S3FIFO-0.0100-0.9000 cache size      835, 1275295 req, miss ratio 0.0073, byte miss ratio 0.0073
cdn1_colo28.ns1508 S3FIFO-0.0100-0.9000 cache size     1670, 1275295 req, miss ratio 0.0046, byte miss ratio 0.0046
cdn1_colo28.ns1508 S3FIFO-0.0100-0.9000 cache size     3341, 1275295 req, miss ratio 0.0034, byte miss ratio 0.0034
cdn1_colo28.ns1508 S3FIFO-0.4000-0.9000 cache size       12, 1275295 req, miss ratio 0.4786, byte miss ratio 0.4786
cdn1_colo28.ns1508 S3FIFO-0.4000-0.9000 cache size       41, 1275295 req, miss ratio 0.2050, byte miss ratio 0.2050
cdn1_colo28.ns1508 S3FIFO-0.4000-0.9000 cache size      125, 1275295 req, miss ratio 0.0959, byte miss ratio 0.0959
cdn1_colo28.ns1508 S3FIFO-0.4000-0.9000 cache size      417, 1275295 req, miss ratio 0.0226, byte miss ratio 0.0226
cdn1_colo28.ns1508 S3FIFO-0.4000-0.9000 cache size      835, 1275295 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_colo28.ns1508 S3FIFO-0.4000-0.9000 cache size     1670, 1275295 req, miss ratio 0.0038, byte miss ratio 0.0038
cdn1_colo28.ns1508 S3FIFO-0.4000-0.9000 cache size     3341, 1275295 req, miss ratio 0.0034, byte miss ratio 0.0034
cdn1_colo28.ns1508 S3FIFO-0.7000-1.9000 cache size       12, 1275295 req, miss ratio 0.5849, byte miss ratio 0.5849
cdn1_colo28.ns1508 S3FIFO-0.7000-1.9000 cache size       41, 1275295 req, miss ratio 0.2493, byte miss ratio 0.2493
cdn1_colo28.ns1508 S3FIFO-0.7000-1.9000 cache size      125, 1275295 req, miss ratio 0.1081, byte miss ratio 0.1081
cdn1_colo28.ns1508 S3FIFO-0.7000-1.9000 cache size      417, 1275295 req, miss ratio 0.0268, byte miss ratio 0.0268
cdn1_colo28.ns1508 S3FIFO-0.7000-1.9000 cache size      835, 1275295 req, miss ratio 0.0073, byte miss ratio 0.0073
cdn1_colo28.ns1508 S3FIFO-0.7000-1.9000 cache size     1670, 1275295 req, miss ratio 0.0041, byte miss ratio 0.0041
cdn1_colo28.ns1508 S3FIFO-0.7000-1.9000 cache size     3341, 1275295 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_colo28.ns1508 S3FIFO-0.9000-1.9000 cache size       12, 1275295 req, miss ratio 0.6103, byte miss ratio 0.6103
cdn1_colo28.ns1508 S3FIFO-0.9000-1.9000 cache size       41, 1275295 req, miss ratio 0.2790, byte miss ratio 0.2790
cdn1_colo28.ns1508 S3FIFO-0.9000-1.9000 cache size      125, 1275295 req, miss ratio 0.1195, byte miss ratio 0.1195
cdn1_colo28.ns1508 S3FIFO-0.9000-1.9000 cache size      417, 1275295 req, miss ratio 0.0303, byte miss ratio 0.0303
cdn1_colo28.ns1508 S3FIFO-0.9000-1.9000 cache size      835, 1275295 req, miss ratio 0.0088, byte miss ratio 0.0088
cdn1_colo28.ns1508 S3FIFO-0.9000-1.9000 cache size     1670, 1275295 req, miss ratio 0.0047, byte miss ratio 0.0047
cdn1_colo28.ns1508 S3FIFO-0.9000-1.9000 cache size     3341, 1275295 req, miss ratio 0.0036, byte miss ratio 0.0036
cdn1_colo28.ns1508 S3FIFO-0.3000-1.9000 cache size       12, 1275295 req, miss ratio 0.4738, byte miss ratio 0.4738
cdn1_colo28.ns1508 S3FIFO-0.3000-1.9000 cache size       41, 1275295 req, miss ratio 0.1985, byte miss ratio 0.1985
cdn1_colo28.ns1508 S3FIFO-0.3000-1.9000 cache size      125, 1275295 req, miss ratio 0.0930, byte miss ratio 0.0930
cdn1_colo28.ns1508 S3FIFO-0.3000-1.9000 cache size      417, 1275295 req, miss ratio 0.0214, byte miss ratio 0.0214
cdn1_colo28.ns1508 S3FIFO-0.3000-1.9000 cache size      835, 1275295 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_colo28.ns1508 S3FIFO-0.3000-1.9000 cache size     1670, 1275295 req, miss ratio 0.0038, byte miss ratio 0.0038
cdn1_colo28.ns1508 S3FIFO-0.3000-1.9000 cache size     3341, 1275295 req, miss ratio 0.0034, byte miss ratio 0.0034
cdn1_colo28.ns1508 S3FIFO-0.9900-1.9000 cache size       12, 1275295 req, miss ratio 0.6175, byte miss ratio 0.6175
cdn1_colo28.ns1508 S3FIFO-0.9900-1.9000 cache size       41, 1275295 req, miss ratio 0.2900, byte miss ratio 0.2900
cdn1_colo28.ns1508 S3FIFO-0.9900-1.9000 cache size      125, 1275295 req, miss ratio 0.1254, byte miss ratio 0.1254
cdn1_colo28.ns1508 S3FIFO-0.9900-1.9000 cache size      417, 1275295 req, miss ratio 0.0321, byte miss ratio 0.0321
cdn1_colo28.ns1508 S3FIFO-0.9900-1.9000 cache size      835, 1275295 req, miss ratio 0.0094, byte miss ratio 0.0094
cdn1_colo28.ns1508 S3FIFO-0.9900-1.9000 cache size     1670, 1275295 req, miss ratio 0.0050, byte miss ratio 0.0050
cdn1_colo28.ns1508 S3FIFO-0.9900-1.9000 cache size     3341, 1275295 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_colo28.ns1508 S3FIFO-0.0500-1.9000 cache size       12, 1275295 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1508 S3FIFO-0.0500-1.9000 cache size       41, 1275295 req, miss ratio 0.1756, byte miss ratio 0.1756
cdn1_colo28.ns1508 S3FIFO-0.0500-1.9000 cache size      125, 1275295 req, miss ratio 0.0845, byte miss ratio 0.0845
cdn1_colo28.ns1508 S3FIFO-0.0500-1.9000 cache size      417, 1275295 req, miss ratio 0.0189, byte miss ratio 0.0189
cdn1_colo28.ns1508 S3FIFO-0.0500-1.9000 cache size      835, 1275295 req, miss ratio 0.0068, byte miss ratio 0.0068
cdn1_colo28.ns1508 S3FIFO-0.0500-1.9000 cache size     1670, 1275295 req, miss ratio 0.0040, byte miss ratio 0.0040
cdn1_colo28.ns1508 S3FIFO-0.0500-1.9000 cache size     3341, 1275295 req, miss ratio 0.0034, byte miss ratio 0.0034
cdn1_colo28.ns1508 S3FIFO-0.0050-0.9000 cache size       12, 1275295 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1508 S3FIFO-0.0050-0.9000 cache size       41, 1275295 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1508 S3FIFO-0.0050-0.9000 cache size      125, 1275295 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1508 S3FIFO-0.0050-0.9000 cache size      417, 1275295 req, miss ratio 0.0186, byte miss ratio 0.0186
cdn1_colo28.ns1508 S3FIFO-0.0050-0.9000 cache size      835, 1275295 req, miss ratio 0.0074, byte miss ratio 0.0074
cdn1_colo28.ns1508 S3FIFO-0.0050-0.9000 cache size     1670, 1275295 req, miss ratio 0.0047, byte miss ratio 0.0047
cdn1_colo28.ns1508 S3FIFO-0.0050-0.9000 cache size     3341, 1275295 req, miss ratio 0.0034, byte miss ratio 0.0034
cdn1_colo28.ns1508 S3FIFO-0.7500-0.9000 cache size       12, 1275295 req, miss ratio 0.5959, byte miss ratio 0.5959
cdn1_colo28.ns1508 S3FIFO-0.7500-0.9000 cache size       41, 1275295 req, miss ratio 0.2584, byte miss ratio 0.2584
cdn1_colo28.ns1508 S3FIFO-0.7500-0.9000 cache size      125, 1275295 req, miss ratio 0.1127, byte miss ratio 0.1127
cdn1_colo28.ns1508 S3FIFO-0.7500-0.9000 cache size      417, 1275295 req, miss ratio 0.0279, byte miss ratio 0.0279
cdn1_colo28.ns1508 S3FIFO-0.7500-0.9000 cache size      835, 1275295 req, miss ratio 0.0076, byte miss ratio 0.0076
cdn1_colo28.ns1508 S3FIFO-0.7500-0.9000 cache size     1670, 1275295 req, miss ratio 0.0042, byte miss ratio 0.0042
cdn1_colo28.ns1508 S3FIFO-0.7500-0.9000 cache size     3341, 1275295 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_colo28.ns1508 S3FIFO-0.5500-1.9000 cache size       12, 1275295 req, miss ratio 0.5420, byte miss ratio 0.5420
cdn1_colo28.ns1508 S3FIFO-0.5500-1.9000 cache size       41, 1275295 req, miss ratio 0.2292, byte miss ratio 0.2292
cdn1_colo28.ns1508 S3FIFO-0.5500-1.9000 cache size      125, 1275295 req, miss ratio 0.1020, byte miss ratio 0.1020
cdn1_colo28.ns1508 S3FIFO-0.5500-1.9000 cache size      417, 1275295 req, miss ratio 0.0244, byte miss ratio 0.0244
cdn1_colo28.ns1508 S3FIFO-0.5500-1.9000 cache size      835, 1275295 req, miss ratio 0.0068, byte miss ratio 0.0068
cdn1_colo28.ns1508 S3FIFO-0.5500-1.9000 cache size     1670, 1275295 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_colo28.ns1508 S3FIFO-0.5500-1.9000 cache size     3341, 1275295 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_colo28.ns1508 S3FIFO-0.8000-1.9000 cache size       12, 1275295 req, miss ratio 0.5998, byte miss ratio 0.5998
cdn1_colo28.ns1508 S3FIFO-0.8000-1.9000 cache size       41, 1275295 req, miss ratio 0.2636, byte miss ratio 0.2636
cdn1_colo28.ns1508 S3FIFO-0.8000-1.9000 cache size      125, 1275295 req, miss ratio 0.1132, byte miss ratio 0.1132
cdn1_colo28.ns1508 S3FIFO-0.8000-1.9000 cache size      417, 1275295 req, miss ratio 0.0284, byte miss ratio 0.0284
cdn1_colo28.ns1508 S3FIFO-0.8000-1.9000 cache size      835, 1275295 req, miss ratio 0.0078, byte miss ratio 0.0078
cdn1_colo28.ns1508 S3FIFO-0.8000-1.9000 cache size     1670, 1275295 req, miss ratio 0.0044, byte miss ratio 0.0044
