tencentBlock.ns6408 S3FIFO-0.0050-1.9000 cache size       69, 2631372 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns6408 S3FIFO-0.0050-1.9000 cache size      207, 2631372 req, miss ratio 0.1581, byte miss ratio 0.1581
tencentBlock.ns6408 S3FIFO-0.0050-1.9000 cache size      692, 2631372 req, miss ratio 0.1235, byte miss ratio 0.1235
tencentBlock.ns6408 S3FIFO-0.0050-1.9000 cache size     2077, 2631372 req, miss ratio 0.1030, byte miss ratio 0.1030
tencentBlock.ns6408 S3FIFO-0.0050-1.9000 cache size     6924, 2631372 req, miss ratio 0.0934, byte miss ratio 0.0934
tencentBlock.ns6408 S3FIFO-0.0050-1.9000 cache size    13848, 2631372 req, miss ratio 0.0650, byte miss ratio 0.0650
tencentBlock.ns6408 S3FIFO-0.0050-1.9000 cache size    27696, 2631372 req, miss ratio 0.0342, byte miss ratio 0.0342
tencentBlock.ns6408 S3FIFO-0.0050-1.9000 cache size    55392, 2631372 req, miss ratio 0.0268, byte miss ratio 0.0268
tencentBlock.ns6408 S3FIFO-0.1000-0.9000 cache size       69, 2631372 req, miss ratio 0.2640, byte miss ratio 0.2640
tencentBlock.ns6408 S3FIFO-0.1000-0.9000 cache size      207, 2631372 req, miss ratio 0.1484, byte miss ratio 0.1484
tencentBlock.ns6408 S3FIFO-0.1000-0.9000 cache size      692, 2631372 req, miss ratio 0.1125, byte miss ratio 0.1125
tencentBlock.ns6408 S3FIFO-0.1000-0.9000 cache size     2077, 2631372 req, miss ratio 0.1000, byte miss ratio 0.1000
tencentBlock.ns6408 S3FIFO-0.1000-0.9000 cache size     6924, 2631372 req, miss ratio 0.0845, byte miss ratio 0.0845
tencentBlock.ns6408 S3FIFO-0.1000-0.9000 cache size    13848, 2631372 req, miss ratio 0.0666, byte miss ratio 0.0666
tencentBlock.ns6408 S3FIFO-0.1000-0.9000 cache size    27696, 2631372 req, miss ratio 0.0348, byte miss ratio 0.0348
tencentBlock.ns6408 S3FIFO-0.1000-0.9000 cache size    55392, 2631372 req, miss ratio 0.0268, byte miss ratio 0.0268
tencentBlock.ns6408 S3FIFO-0.3500-0.9000 cache size       69, 2631372 req, miss ratio 0.2928, byte miss ratio 0.2928
tencentBlock.ns6408 S3FIFO-0.3500-0.9000 cache size      207, 2631372 req, miss ratio 0.1598, byte miss ratio 0.1598
tencentBlock.ns6408 S3FIFO-0.3500-0.9000 cache size      692, 2631372 req, miss ratio 0.1120, byte miss ratio 0.1120
tencentBlock.ns6408 S3FIFO-0.3500-0.9000 cache size     2077, 2631372 req, miss ratio 0.1007, byte miss ratio 0.1007
tencentBlock.ns6408 S3FIFO-0.3500-0.9000 cache size     6924, 2631372 req, miss ratio 0.0941, byte miss ratio 0.0941
tencentBlock.ns6408 S3FIFO-0.3500-0.9000 cache size    13848, 2631372 req, miss ratio 0.0719, byte miss ratio 0.0719
tencentBlock.ns6408 S3FIFO-0.3500-0.9000 cache size    27696, 2631372 req, miss ratio 0.0381, byte miss ratio 0.0381
tencentBlock.ns6408 S3FIFO-0.3500-0.9000 cache size    55392, 2631372 req, miss ratio 0.0268, byte miss ratio 0.0268
tencentBlock.ns6408 S3FIFO-0.5000-1.9000 cache size       69, 2631372 req, miss ratio 0.3268, byte miss ratio 0.3268
