cdn1_colo28.ns3519 S3FIFO-0.2000-1.9000 cache size       40, 2318013 req, miss ratio 0.4183, byte miss ratio 0.4183
cdn1_colo28.ns3519 S3FIFO-0.2000-1.9000 cache size      122, 2318013 req, miss ratio 0.2957, byte miss ratio 0.2957
cdn1_colo28.ns3519 S3FIFO-0.2000-1.9000 cache size      408, 2318013 req, miss ratio 0.1159, byte miss ratio 0.1159
cdn1_colo28.ns3519 S3FIFO-0.2000-1.9000 cache size     1225, 2318013 req, miss ratio 0.0181, byte miss ratio 0.0181
cdn1_colo28.ns3519 S3FIFO-0.2000-1.9000 cache size     4086, 2318013 req, miss ratio 0.0178, byte miss ratio 0.0178
cdn1_colo28.ns3519 S3FIFO-0.2000-1.9000 cache size     8173, 2318013 req, miss ratio 0.0178, byte miss ratio 0.0178
cdn1_colo28.ns3519 S3FIFO-0.2000-1.9000 cache size    16346, 2318013 req, miss ratio 0.0176, byte miss ratio 0.0176
cdn1_colo28.ns3519 S3FIFO-0.2000-1.9000 cache size    32692, 2318013 req, miss ratio 0.0176, byte miss ratio 0.0176
cdn1_colo28.ns3519 S3FIFO-0.2500-0.9000 cache size       40, 2318013 req, miss ratio 0.4183, byte miss ratio 0.4183
cdn1_colo28.ns3519 S3FIFO-0.2500-0.9000 cache size      122, 2318013 req, miss ratio 0.2979, byte miss ratio 0.2979
cdn1_colo28.ns3519 S3FIFO-0.2500-0.9000 cache size      408, 2318013 req, miss ratio 0.1187, byte miss ratio 0.1187
cdn1_colo28.ns3519 S3FIFO-0.2500-0.9000 cache size     1225, 2318013 req, miss ratio 0.0183, byte miss ratio 0.0183
cdn1_colo28.ns3519 S3FIFO-0.2500-0.9000 cache size     4086, 2318013 req, miss ratio 0.0178, byte miss ratio 0.0178
cdn1_colo28.ns3519 S3FIFO-0.2500-0.9000 cache size     8173, 2318013 req, miss ratio 0.0178, byte miss ratio 0.0178
cdn1_colo28.ns3519 S3FIFO-0.2500-0.9000 cache size    16346, 2318013 req, miss ratio 0.0176, byte miss ratio 0.0176
cdn1_colo28.ns3519 S3FIFO-0.2500-0.9000 cache size    32692, 2318013 req, miss ratio 0.0176, byte miss ratio 0.0176
cdn1_colo28.ns3519 S3FIFO-0.5000-0.9000 cache size       40, 2318013 req, miss ratio 0.4190, byte miss ratio 0.4190
cdn1_colo28.ns3519 S3FIFO-0.5000-0.9000 cache size      122, 2318013 req, miss ratio 0.3074, byte miss ratio 0.3074
cdn1_colo28.ns3519 S3FIFO-0.5000-0.9000 cache size      408, 2318013 req, miss ratio 0.1304, byte miss ratio 0.1304
cdn1_colo28.ns3519 S3FIFO-0.5000-0.9000 cache size     1225, 2318013 req, miss ratio 0.0232, byte miss ratio 0.0232
cdn1_colo28.ns3519 S3FIFO-0.5000-0.9000 cache size     4086, 2318013 req, miss ratio 0.0178, byte miss ratio 0.0178
cdn1_colo28.ns3519 S3FIFO-0.5000-0.9000 cache size     8173, 2318013 req, miss ratio 0.0178, byte miss ratio 0.0178
cdn1_colo28.ns3519 S3FIFO-0.5000-0.9000 cache size    16346, 2318013 req, miss ratio 0.0177, byte miss ratio 0.0177
cdn1_colo28.ns3519 S3FIFO-0.5000-0.9000 cache size    32692, 2318013 req, miss ratio 0.0176, byte miss ratio 0.0176
cdn1_colo28.ns3519 S3FIFO-0.1000-0.9000 cache size       40, 2318013 req, miss ratio 0.4185, byte miss ratio 0.4185
cdn1_colo28.ns3519 S3FIFO-0.1000-0.9000 cache size      122, 2318013 req, miss ratio 0.2917, byte miss ratio 0.2917
cdn1_colo28.ns3519 S3FIFO-0.1000-0.9000 cache size      408, 2318013 req, miss ratio 0.1098, byte miss ratio 0.1098
cdn1_colo28.ns3519 S3FIFO-0.1000-0.9000 cache size     1225, 2318013 req, miss ratio 0.0181, byte miss ratio 0.0181
cdn1_colo28.ns3519 S3FIFO-0.1000-0.9000 cache size     4086, 2318013 req, miss ratio 0.0178, byte miss ratio 0.0178
cdn1_colo28.ns3519 S3FIFO-0.1000-0.9000 cache size     8173, 2318013 req, miss ratio 0.0178, byte miss ratio 0.0178
cdn1_colo28.ns3519 S3FIFO-0.1000-0.9000 cache size    16346, 2318013 req, miss ratio 0.0176, byte miss ratio 0.0176
cdn1_colo28.ns3519 S3FIFO-0.1000-0.9000 cache size    32692, 2318013 req, miss ratio 0.0176, byte miss ratio 0.0176
cdn1_colo28.ns3519 S3FIFO-0.1500-0.9000 cache size       40, 2318013 req, miss ratio 0.4183, byte miss ratio 0.4183
cdn1_colo28.ns3519 S3FIFO-0.1500-0.9000 cache size      122, 2318013 req, miss ratio 0.2937, byte miss ratio 0.2937
cdn1_colo28.ns3519 S3FIFO-0.1500-0.9000 cache size      408, 2318013 req, miss ratio 0.1131, byte miss ratio 0.1131
cdn1_colo28.ns3519 S3FIFO-0.1500-0.9000 cache size     1225, 2318013 req, miss ratio 0.0181, byte miss ratio 0.0181
cdn1_colo28.ns3519 S3FIFO-0.1500-0.9000 cache size     4086, 2318013 req, miss ratio 0.0178, byte miss ratio 0.0178
cdn1_colo28.ns3519 S3FIFO-0.1500-0.9000 cache size     8173, 2318013 req, miss ratio 0.0178, byte miss ratio 0.0178
cdn1_colo28.ns3519 S3FIFO-0.1500-0.9000 cache size    16346, 2318013 req, miss ratio 0.0176, byte miss ratio 0.0176
cdn1_colo28.ns3519 S3FIFO-0.1500-0.9000 cache size    32692, 2318013 req, miss ratio 0.0176, byte miss ratio 0.0176
cdn1_colo28.ns3519 S3FIFO-0.9900-0.9000 cache size       40, 2318013 req, miss ratio 0.4202, byte miss ratio 0.4202
cdn1_colo28.ns3519 S3FIFO-0.9900-0.9000 cache size      122, 2318013 req, miss ratio 0.3154, byte miss ratio 0.3154
cdn1_colo28.ns3519 S3FIFO-0.9900-0.9000 cache size      408, 2318013 req, miss ratio 0.1446, byte miss ratio 0.1446
cdn1_colo28.ns3519 S3FIFO-0.9900-0.9000 cache size     1225, 2318013 req, miss ratio 0.0348, byte miss ratio 0.0348
cdn1_colo28.ns3519 S3FIFO-0.9900-0.9000 cache size     4086, 2318013 req, miss ratio 0.0206, byte miss ratio 0.0206
cdn1_colo28.ns3519 S3FIFO-0.9900-0.9000 cache size     8173, 2318013 req, miss ratio 0.0188, byte miss ratio 0.0188
cdn1_colo28.ns3519 S3FIFO-0.9900-0.9000 cache size    16346, 2318013 req, miss ratio 0.0179, byte miss ratio 0.0179
cdn1_colo28.ns3519 S3FIFO-0.9900-0.9000 cache size    32692, 2318013 req, miss ratio 0.0176, byte miss ratio 0.0176
cdn1_colo28.ns3519 S3FIFO-0.1000-1.9000 cache size       40, 2318013 req, miss ratio 0.4185, byte miss ratio 0.4185
cdn1_colo28.ns3519 S3FIFO-0.1000-1.9000 cache size      122, 2318013 req, miss ratio 0.2917, byte miss ratio 0.2917
cdn1_colo28.ns3519 S3FIFO-0.1000-1.9000 cache size      408, 2318013 req, miss ratio 0.1098, byte miss ratio 0.1098
cdn1_colo28.ns3519 S3FIFO-0.1000-1.9000 cache size     1225, 2318013 req, miss ratio 0.0181, byte miss ratio 0.0181
cdn1_colo28.ns3519 S3FIFO-0.1000-1.9000 cache size     4086, 2318013 req, miss ratio 0.0178, byte miss ratio 0.0178
cdn1_colo28.ns3519 S3FIFO-0.1000-1.9000 cache size     8173, 2318013 req, miss ratio 0.0178, byte miss ratio 0.0178
cdn1_colo28.ns3519 S3FIFO-0.1000-1.9000 cache size    16346, 2318013 req, miss ratio 0.0176, byte miss ratio 0.0176
cdn1_colo28.ns3519 S3FIFO-0.1000-1.9000 cache size    32692, 2318013 req, miss ratio 0.0176, byte miss ratio 0.0176
cdn1_colo28.ns3519 S3FIFO-0.9500-0.9000 cache size       40, 2318013 req, miss ratio 0.4203, byte miss ratio 0.4203
cdn1_colo28.ns3519 S3FIFO-0.9500-0.9000 cache size      122, 2318013 req, miss ratio 0.3157, byte miss ratio 0.3157
cdn1_colo28.ns3519 S3FIFO-0.9500-0.9000 cache size      408, 2318013 req, miss ratio 0.1439, byte miss ratio 0.1439
cdn1_colo28.ns3519 S3FIFO-0.9500-0.9000 cache size     1225, 2318013 req, miss ratio 0.0343, byte miss ratio 0.0343
cdn1_colo28.ns3519 S3FIFO-0.9500-0.9000 cache size     4086, 2318013 req, miss ratio 0.0202, byte miss ratio 0.0202
cdn1_colo28.ns3519 S3FIFO-0.9500-0.9000 cache size     8173, 2318013 req, miss ratio 0.0184, byte miss ratio 0.0184
cdn1_colo28.ns3519 S3FIFO-0.9500-0.9000 cache size    16346, 2318013 req, miss ratio 0.0177, byte miss ratio 0.0177
cdn1_colo28.ns3519 S3FIFO-0.9500-0.9000 cache size    32692, 2318013 req, miss ratio 0.0176, byte miss ratio 0.0176
cdn1_colo28.ns3519 S3FIFO-0.2000-0.9000 cache size       40, 2318013 req, miss ratio 0.4183, byte miss ratio 0.4183
cdn1_colo28.ns3519 S3FIFO-0.2000-0.9000 cache size      122, 2318013 req, miss ratio 0.2957, byte miss ratio 0.2957
cdn1_colo28.ns3519 S3FIFO-0.2000-0.9000 cache size      408, 2318013 req, miss ratio 0.1159, byte miss ratio 0.1159
cdn1_colo28.ns3519 S3FIFO-0.2000-0.9000 cache size     1225, 2318013 req, miss ratio 0.0181, byte miss ratio 0.0181
cdn1_colo28.ns3519 S3FIFO-0.2000-0.9000 cache size     4086, 2318013 req, miss ratio 0.0178, byte miss ratio 0.0178
cdn1_colo28.ns3519 S3FIFO-0.2000-0.9000 cache size     8173, 2318013 req, miss ratio 0.0178, byte miss ratio 0.0178
cdn1_colo28.ns3519 S3FIFO-0.2000-0.9000 cache size    16346, 2318013 req, miss ratio 0.0176, byte miss ratio 0.0176
cdn1_colo28.ns3519 S3FIFO-0.2000-0.9000 cache size    32692, 2318013 req, miss ratio 0.0176, byte miss ratio 0.0176
cdn1_colo28.ns3519 S3FIFO-0.6000-1.9000 cache size       40, 2318013 req, miss ratio 0.4194, byte miss ratio 0.4194
cdn1_colo28.ns3519 S3FIFO-0.6000-1.9000 cache size      122, 2318013 req, miss ratio 0.3098, byte miss ratio 0.3098
cdn1_colo28.ns3519 S3FIFO-0.6000-1.9000 cache size      408, 2318013 req, miss ratio 0.1341, byte miss ratio 0.1341
cdn1_colo28.ns3519 S3FIFO-0.6000-1.9000 cache size     1225, 2318013 req, miss ratio 0.0255, byte miss ratio 0.0255
