cdn1_colo28.ns1166 S3FIFO-0.6000-0.9000 cache size        7, 1009419 req, miss ratio 0.7393, byte miss ratio 0.7393
cdn1_colo28.ns1166 S3FIFO-0.6000-0.9000 cache size       14, 1009419 req, miss ratio 0.1392, byte miss ratio 0.1392
cdn1_colo28.ns1166 S3FIFO-0.6000-0.9000 cache size       28, 1009419 req, miss ratio 0.0140, byte miss ratio 0.0140
cdn1_colo28.ns1166 S3FIFO-0.6000-0.9000 cache size       56, 1009419 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns1166 S3FIFO-0.9900-0.9000 cache size        7, 1009419 req, miss ratio 0.6797, byte miss ratio 0.6797
cdn1_colo28.ns1166 S3FIFO-0.9900-0.9000 cache size       14, 1009419 req, miss ratio 0.1620, byte miss ratio 0.1620
cdn1_colo28.ns1166 S3FIFO-0.9900-0.9000 cache size       28, 1009419 req, miss ratio 0.0194, byte miss ratio 0.0194
cdn1_colo28.ns1166 S3FIFO-0.9900-0.9000 cache size       56, 1009419 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns1166 S3FIFO-0.0050-0.9000 cache size        7, 1009419 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1166 S3FIFO-0.0050-0.9000 cache size       14, 1009419 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1166 S3FIFO-0.0050-0.9000 cache size       28, 1009419 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1166 S3FIFO-0.0050-0.9000 cache size       56, 1009419 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1166 S3FIFO-0.8500-0.9000 cache size        7, 1009419 req, miss ratio 0.7210, byte miss ratio 0.7210
cdn1_colo28.ns1166 S3FIFO-0.8500-0.9000 cache size       14, 1009419 req, miss ratio 0.1540, byte miss ratio 0.1540
cdn1_colo28.ns1166 S3FIFO-0.8500-0.9000 cache size       28, 1009419 req, miss ratio 0.0177, byte miss ratio 0.0177
cdn1_colo28.ns1166 S3FIFO-0.8500-0.9000 cache size       56, 1009419 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns1166 S3FIFO-0.5500-0.9000 cache size        7, 1009419 req, miss ratio 0.7238, byte miss ratio 0.7238
cdn1_colo28.ns1166 S3FIFO-0.5500-0.9000 cache size       14, 1009419 req, miss ratio 0.1337, byte miss ratio 0.1337
cdn1_colo28.ns1166 S3FIFO-0.5500-0.9000 cache size       28, 1009419 req, miss ratio 0.0133, byte miss ratio 0.0133
cdn1_colo28.ns1166 S3FIFO-0.5500-0.9000 cache size       56, 1009419 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns1166 S3FIFO-0.0250-0.9000 cache size        7, 1009419 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1166 S3FIFO-0.0250-0.9000 cache size       14, 1009419 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1166 S3FIFO-0.0250-0.9000 cache size       28, 1009419 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1166 S3FIFO-0.0250-0.9000 cache size       56, 1009419 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns1166 S3FIFO-0.4500-0.9000 cache size        7, 1009419 req, miss ratio 0.7238, byte miss ratio 0.7238
cdn1_colo28.ns1166 S3FIFO-0.4500-0.9000 cache size       14, 1009419 req, miss ratio 0.1278, byte miss ratio 0.1278
cdn1_colo28.ns1166 S3FIFO-0.4500-0.9000 cache size       28, 1009419 req, miss ratio 0.0118, byte miss ratio 0.0118
cdn1_colo28.ns1166 S3FIFO-0.4500-0.9000 cache size       56, 1009419 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns1166 S3FIFO-0.1500-1.9000 cache size        7, 1009419 req, miss ratio 0.6360, byte miss ratio 0.6360
cdn1_colo28.ns1166 S3FIFO-0.1500-1.9000 cache size       14, 1009419 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns1166 S3FIFO-0.1500-1.9000 cache size       28, 1009419 req, miss ratio 0.0092, byte miss ratio 0.0092
cdn1_colo28.ns1166 S3FIFO-0.1500-1.9000 cache size       56, 1009419 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns1166 S3FIFO-0.9900-1.9000 cache size        7, 1009419 req, miss ratio 0.6726, byte miss ratio 0.6726
cdn1_colo28.ns1166 S3FIFO-0.9900-1.9000 cache size       14, 1009419 req, miss ratio 0.1591, byte miss ratio 0.1591
cdn1_colo28.ns1166 S3FIFO-0.9900-1.9000 cache size       28, 1009419 req, miss ratio 0.0193, byte miss ratio 0.0193
cdn1_colo28.ns1166 S3FIFO-0.9900-1.9000 cache size       56, 1009419 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns1166 S3FIFO-0.2000-1.9000 cache size        7, 1009419 req, miss ratio 0.6360, byte miss ratio 0.6360
cdn1_colo28.ns1166 S3FIFO-0.2000-1.9000 cache size       14, 1009419 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns1166 S3FIFO-0.2000-1.9000 cache size       28, 1009419 req, miss ratio 0.0095, byte miss ratio 0.0095
cdn1_colo28.ns1166 S3FIFO-0.2000-1.9000 cache size       56, 1009419 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns1166 S3FIFO-0.7000-0.9000 cache size        7, 1009419 req, miss ratio 0.7393, byte miss ratio 0.7393
cdn1_colo28.ns1166 S3FIFO-0.7000-0.9000 cache size       14, 1009419 req, miss ratio 0.1449, byte miss ratio 0.1449
