cdn1_allcolo.ns1052 S3FIFO-0.1000-0.9000 cache size     1170, 2911059 req, miss ratio 0.5566, byte miss ratio 0.5566
cdn1_allcolo.ns1052 S3FIFO-0.0050-1.9000 cache size   936772, 2911059 req, miss ratio 0.4022, byte miss ratio 0.4022
cdn1_allcolo.ns1052 S3FIFO-0.7500-1.9000 cache size     1170, 2911059 req, miss ratio 0.5856, byte miss ratio 0.5856
cdn1_allcolo.ns1052 S3FIFO-0.7500-1.9000 cache size     3512, 2911059 req, miss ratio 0.4861, byte miss ratio 0.4861
cdn1_allcolo.ns1052 S3FIFO-0.7500-1.9000 cache size    11709, 2911059 req, miss ratio 0.4247, byte miss ratio 0.4247
cdn1_allcolo.ns1052 S3FIFO-0.7500-1.9000 cache size    35128, 2911059 req, miss ratio 0.4098, byte miss ratio 0.4098
cdn1_allcolo.ns1052 S3FIFO-0.7500-1.9000 cache size   117096, 2911059 req, miss ratio 0.4033, byte miss ratio 0.4033
cdn1_allcolo.ns1052 S3FIFO-0.7500-1.9000 cache size   234193, 2911059 req, miss ratio 0.4025, byte miss ratio 0.4025
cdn1_allcolo.ns1052 S3FIFO-0.7500-1.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.7500-1.9000 cache size   936772, 2911059 req, miss ratio 0.4022, byte miss ratio 0.4022
cdn1_allcolo.ns1052 S3FIFO-0.3500-0.9000 cache size     1170, 2911059 req, miss ratio 0.5526, byte miss ratio 0.5526
cdn1_allcolo.ns1052 S3FIFO-0.3500-0.9000 cache size     3512, 2911059 req, miss ratio 0.4798, byte miss ratio 0.4798
cdn1_allcolo.ns1052 S3FIFO-0.3500-0.9000 cache size    11709, 2911059 req, miss ratio 0.4278, byte miss ratio 0.4278
cdn1_allcolo.ns1052 S3FIFO-0.3500-0.9000 cache size    35128, 2911059 req, miss ratio 0.4088, byte miss ratio 0.4088
cdn1_allcolo.ns1052 S3FIFO-0.3500-0.9000 cache size   117096, 2911059 req, miss ratio 0.4040, byte miss ratio 0.4040
cdn1_allcolo.ns1052 S3FIFO-0.3500-0.9000 cache size   234193, 2911059 req, miss ratio 0.4028, byte miss ratio 0.4028
cdn1_allcolo.ns1052 S3FIFO-0.3500-0.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.3500-0.9000 cache size   936772, 2911059 req, miss ratio 0.4022, byte miss ratio 0.4022
cdn1_allcolo.ns1052 S3FIFO-0.0500-0.9000 cache size     1170, 2911059 req, miss ratio 0.5604, byte miss ratio 0.5604
cdn1_allcolo.ns1052 S3FIFO-0.0500-0.9000 cache size     3512, 2911059 req, miss ratio 0.5034, byte miss ratio 0.5034
cdn1_allcolo.ns1052 S3FIFO-0.0500-0.9000 cache size    11709, 2911059 req, miss ratio 0.4662, byte miss ratio 0.4662
cdn1_allcolo.ns1052 S3FIFO-0.0500-0.9000 cache size    35128, 2911059 req, miss ratio 0.4371, byte miss ratio 0.4371
cdn1_allcolo.ns1052 S3FIFO-0.0500-0.9000 cache size   117096, 2911059 req, miss ratio 0.4093, byte miss ratio 0.4093
cdn1_allcolo.ns1052 S3FIFO-0.0500-0.9000 cache size   234193, 2911059 req, miss ratio 0.4039, byte miss ratio 0.4039
cdn1_allcolo.ns1052 S3FIFO-0.0500-0.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.0500-0.9000 cache size   936772, 2911059 req, miss ratio 0.4022, byte miss ratio 0.4022
cdn1_allcolo.ns1052 S3FIFO-0.0010-1.9000 cache size     1170, 2911059 req, miss ratio 0.5632, byte miss ratio 0.5632
cdn1_allcolo.ns1052 S3FIFO-0.0010-1.9000 cache size     3512, 2911059 req, miss ratio 0.5162, byte miss ratio 0.5162
cdn1_allcolo.ns1052 S3FIFO-0.0010-1.9000 cache size    11709, 2911059 req, miss ratio 0.4923, byte miss ratio 0.4923
cdn1_allcolo.ns1052 S3FIFO-0.0010-1.9000 cache size    35128, 2911059 req, miss ratio 0.4767, byte miss ratio 0.4767
cdn1_allcolo.ns1052 S3FIFO-0.0010-1.9000 cache size   117096, 2911059 req, miss ratio 0.4472, byte miss ratio 0.4472
cdn1_allcolo.ns1052 S3FIFO-0.0010-1.9000 cache size   234193, 2911059 req, miss ratio 0.4155, byte miss ratio 0.4155
cdn1_allcolo.ns1052 S3FIFO-0.0010-1.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.0010-1.9000 cache size   936772, 2911059 req, miss ratio 0.4022, byte miss ratio 0.4022
cdn1_allcolo.ns1052 S3FIFO-0.3000-0.9000 cache size     1170, 2911059 req, miss ratio 0.5521, byte miss ratio 0.5521
cdn1_allcolo.ns1052 S3FIFO-0.3000-0.9000 cache size     3512, 2911059 req, miss ratio 0.4817, byte miss ratio 0.4817
cdn1_allcolo.ns1052 S3FIFO-0.3000-0.9000 cache size    11709, 2911059 req, miss ratio 0.4307, byte miss ratio 0.4307
cdn1_allcolo.ns1052 S3FIFO-0.3000-0.9000 cache size    35128, 2911059 req, miss ratio 0.4093, byte miss ratio 0.4093
cdn1_allcolo.ns1052 S3FIFO-0.3000-0.9000 cache size   117096, 2911059 req, miss ratio 0.4042, byte miss ratio 0.4042
cdn1_allcolo.ns1052 S3FIFO-0.3000-0.9000 cache size   234193, 2911059 req, miss ratio 0.4029, byte miss ratio 0.4029
cdn1_allcolo.ns1052 S3FIFO-0.3000-0.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.3000-0.9000 cache size   936772, 2911059 req, miss ratio 0.4022, byte miss ratio 0.4022
cdn1_allcolo.ns1052 S3FIFO-0.9900-1.9000 cache size     1170, 2911059 req, miss ratio 0.6362, byte miss ratio 0.6362
cdn1_allcolo.ns1052 S3FIFO-0.9900-1.9000 cache size     3512, 2911059 req, miss ratio 0.5251, byte miss ratio 0.5251
cdn1_allcolo.ns1052 S3FIFO-0.9900-1.9000 cache size    11709, 2911059 req, miss ratio 0.4414, byte miss ratio 0.4414
cdn1_allcolo.ns1052 S3FIFO-0.9900-1.9000 cache size    35128, 2911059 req, miss ratio 0.4176, byte miss ratio 0.4176
cdn1_allcolo.ns1052 S3FIFO-0.9900-1.9000 cache size   117096, 2911059 req, miss ratio 0.4055, byte miss ratio 0.4055
cdn1_allcolo.ns1052 S3FIFO-0.9900-1.9000 cache size   234193, 2911059 req, miss ratio 0.4026, byte miss ratio 0.4026
cdn1_allcolo.ns1052 S3FIFO-0.9900-1.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.9900-1.9000 cache size   936772, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.5500-1.9000 cache size     1170, 2911059 req, miss ratio 0.5627, byte miss ratio 0.5627
cdn1_allcolo.ns1052 S3FIFO-0.5500-1.9000 cache size     3512, 2911059 req, miss ratio 0.4776, byte miss ratio 0.4776
cdn1_allcolo.ns1052 S3FIFO-0.5500-1.9000 cache size    11709, 2911059 req, miss ratio 0.4224, byte miss ratio 0.4224
cdn1_allcolo.ns1052 S3FIFO-0.5500-1.9000 cache size    35128, 2911059 req, miss ratio 0.4083, byte miss ratio 0.4083
cdn1_allcolo.ns1052 S3FIFO-0.5500-1.9000 cache size   117096, 2911059 req, miss ratio 0.4036, byte miss ratio 0.4036
cdn1_allcolo.ns1052 S3FIFO-0.5500-1.9000 cache size   234193, 2911059 req, miss ratio 0.4026, byte miss ratio 0.4026
cdn1_allcolo.ns1052 S3FIFO-0.5500-1.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.5500-1.9000 cache size   936772, 2911059 req, miss ratio 0.4022, byte miss ratio 0.4022
cdn1_allcolo.ns1052 S3FIFO-0.7000-0.9000 cache size     1170, 2911059 req, miss ratio 0.5752, byte miss ratio 0.5752
cdn1_allcolo.ns1052 S3FIFO-0.7000-0.9000 cache size     3512, 2911059 req, miss ratio 0.4820, byte miss ratio 0.4820
cdn1_allcolo.ns1052 S3FIFO-0.7000-0.9000 cache size    11709, 2911059 req, miss ratio 0.4234, byte miss ratio 0.4234
cdn1_allcolo.ns1052 S3FIFO-0.7000-0.9000 cache size    35128, 2911059 req, miss ratio 0.4092, byte miss ratio 0.4092
cdn1_allcolo.ns1052 S3FIFO-0.7000-0.9000 cache size   117096, 2911059 req, miss ratio 0.4034, byte miss ratio 0.4034
cdn1_allcolo.ns1052 S3FIFO-0.7000-0.9000 cache size   234193, 2911059 req, miss ratio 0.4025, byte miss ratio 0.4025
cdn1_allcolo.ns1052 S3FIFO-0.7000-0.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.7000-0.9000 cache size   936772, 2911059 req, miss ratio 0.4022, byte miss ratio 0.4022
cdn1_allcolo.ns1052 S3FIFO-0.7000-1.9000 cache size     1170, 2911059 req, miss ratio 0.5784, byte miss ratio 0.5784
cdn1_allcolo.ns1052 S3FIFO-0.7000-1.9000 cache size     3512, 2911059 req, miss ratio 0.4827, byte miss ratio 0.4827
cdn1_allcolo.ns1052 S3FIFO-0.7000-1.9000 cache size    11709, 2911059 req, miss ratio 0.4234, byte miss ratio 0.4234
cdn1_allcolo.ns1052 S3FIFO-0.7000-1.9000 cache size    35128, 2911059 req, miss ratio 0.4092, byte miss ratio 0.4092
cdn1_allcolo.ns1052 S3FIFO-0.7000-1.9000 cache size   117096, 2911059 req, miss ratio 0.4034, byte miss ratio 0.4034
cdn1_allcolo.ns1052 S3FIFO-0.7000-1.9000 cache size   234193, 2911059 req, miss ratio 0.4025, byte miss ratio 0.4025
cdn1_allcolo.ns1052 S3FIFO-0.7000-1.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.7000-1.9000 cache size   936772, 2911059 req, miss ratio 0.4022, byte miss ratio 0.4022
cdn1_allcolo.ns1052 S3FIFO-0.4000-1.9000 cache size     1170, 2911059 req, miss ratio 0.5536, byte miss ratio 0.5536
cdn1_allcolo.ns1052 S3FIFO-0.4000-1.9000 cache size     3512, 2911059 req, miss ratio 0.4781, byte miss ratio 0.4781
cdn1_allcolo.ns1052 S3FIFO-0.4000-1.9000 cache size    11709, 2911059 req, miss ratio 0.4254, byte miss ratio 0.4254
cdn1_allcolo.ns1052 S3FIFO-0.4000-1.9000 cache size    35128, 2911059 req, miss ratio 0.4085, byte miss ratio 0.4085
cdn1_allcolo.ns1052 S3FIFO-0.4000-1.9000 cache size   117096, 2911059 req, miss ratio 0.4039, byte miss ratio 0.4039
cdn1_allcolo.ns1052 S3FIFO-0.4000-1.9000 cache size   234193, 2911059 req, miss ratio 0.4028, byte miss ratio 0.4028
cdn1_allcolo.ns1052 S3FIFO-0.4000-1.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.4000-1.9000 cache size   936772, 2911059 req, miss ratio 0.4022, byte miss ratio 0.4022
cdn1_allcolo.ns1052 S3FIFO-0.4500-0.9000 cache size     1170, 2911059 req, miss ratio 0.5555, byte miss ratio 0.5555
cdn1_allcolo.ns1052 S3FIFO-0.4500-0.9000 cache size     3512, 2911059 req, miss ratio 0.4776, byte miss ratio 0.4776
cdn1_allcolo.ns1052 S3FIFO-0.4500-0.9000 cache size    11709, 2911059 req, miss ratio 0.4239, byte miss ratio 0.4239
cdn1_allcolo.ns1052 S3FIFO-0.4500-0.9000 cache size    35128, 2911059 req, miss ratio 0.4084, byte miss ratio 0.4084
cdn1_allcolo.ns1052 S3FIFO-0.4500-0.9000 cache size   117096, 2911059 req, miss ratio 0.4038, byte miss ratio 0.4038
cdn1_allcolo.ns1052 S3FIFO-0.4500-0.9000 cache size   234193, 2911059 req, miss ratio 0.4027, byte miss ratio 0.4027
cdn1_allcolo.ns1052 S3FIFO-0.4500-0.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.4500-0.9000 cache size   936772, 2911059 req, miss ratio 0.4022, byte miss ratio 0.4022
cdn1_allcolo.ns1052 S3FIFO-0.3500-1.9000 cache size     1170, 2911059 req, miss ratio 0.5516, byte miss ratio 0.5516
cdn1_allcolo.ns1052 S3FIFO-0.3500-1.9000 cache size     3512, 2911059 req, miss ratio 0.4792, byte miss ratio 0.4792
cdn1_allcolo.ns1052 S3FIFO-0.3500-1.9000 cache size    11709, 2911059 req, miss ratio 0.4276, byte miss ratio 0.4276
cdn1_allcolo.ns1052 S3FIFO-0.3500-1.9000 cache size    35128, 2911059 req, miss ratio 0.4087, byte miss ratio 0.4087
cdn1_allcolo.ns1052 S3FIFO-0.3500-1.9000 cache size   117096, 2911059 req, miss ratio 0.4040, byte miss ratio 0.4040
cdn1_allcolo.ns1052 S3FIFO-0.3500-1.9000 cache size   234193, 2911059 req, miss ratio 0.4028, byte miss ratio 0.4028
cdn1_allcolo.ns1052 S3FIFO-0.3500-1.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.3500-1.9000 cache size   936772, 2911059 req, miss ratio 0.4022, byte miss ratio 0.4022
cdn1_allcolo.ns1052 S3FIFO-0.9500-1.9000 cache size     1170, 2911059 req, miss ratio 0.6265, byte miss ratio 0.6265
cdn1_allcolo.ns1052 S3FIFO-0.9500-1.9000 cache size     3512, 2911059 req, miss ratio 0.5155, byte miss ratio 0.5155
cdn1_allcolo.ns1052 S3FIFO-0.9500-1.9000 cache size    11709, 2911059 req, miss ratio 0.4365, byte miss ratio 0.4365
cdn1_allcolo.ns1052 S3FIFO-0.9500-1.9000 cache size    35128, 2911059 req, miss ratio 0.4154, byte miss ratio 0.4154
cdn1_allcolo.ns1052 S3FIFO-0.9500-1.9000 cache size   117096, 2911059 req, miss ratio 0.4046, byte miss ratio 0.4046
cdn1_allcolo.ns1052 S3FIFO-0.9500-1.9000 cache size   234193, 2911059 req, miss ratio 0.4026, byte miss ratio 0.4026
cdn1_allcolo.ns1052 S3FIFO-0.9500-1.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.9500-1.9000 cache size   936772, 2911059 req, miss ratio 0.4022, byte miss ratio 0.4022
cdn1_allcolo.ns1052 S3FIFO-0.1500-1.9000 cache size     1170, 2911059 req, miss ratio 0.5495, byte miss ratio 0.5495
cdn1_allcolo.ns1052 S3FIFO-0.1500-1.9000 cache size     3512, 2911059 req, miss ratio 0.4892, byte miss ratio 0.4892
cdn1_allcolo.ns1052 S3FIFO-0.1500-1.9000 cache size    11709, 2911059 req, miss ratio 0.4454, byte miss ratio 0.4454
cdn1_allcolo.ns1052 S3FIFO-0.1500-1.9000 cache size    35128, 2911059 req, miss ratio 0.4150, byte miss ratio 0.4150
cdn1_allcolo.ns1052 S3FIFO-0.1500-1.9000 cache size   117096, 2911059 req, miss ratio 0.4052, byte miss ratio 0.4052
cdn1_allcolo.ns1052 S3FIFO-0.1500-1.9000 cache size   234193, 2911059 req, miss ratio 0.4033, byte miss ratio 0.4033
cdn1_allcolo.ns1052 S3FIFO-0.1500-1.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.1500-1.9000 cache size   936772, 2911059 req, miss ratio 0.4022, byte miss ratio 0.4022
cdn1_allcolo.ns1052 S3FIFO-0.0100-1.9000 cache size     1170, 2911059 req, miss ratio 0.5587, byte miss ratio 0.5587
cdn1_allcolo.ns1052 S3FIFO-0.0100-1.9000 cache size     3512, 2911059 req, miss ratio 0.5088, byte miss ratio 0.5088
cdn1_allcolo.ns1052 S3FIFO-0.0100-1.9000 cache size    11709, 2911059 req, miss ratio 0.4823, byte miss ratio 0.4823
cdn1_allcolo.ns1052 S3FIFO-0.0100-1.9000 cache size    35128, 2911059 req, miss ratio 0.4622, byte miss ratio 0.4622
cdn1_allcolo.ns1052 S3FIFO-0.0100-1.9000 cache size   117096, 2911059 req, miss ratio 0.4298, byte miss ratio 0.4298
cdn1_allcolo.ns1052 S3FIFO-0.0100-1.9000 cache size   234193, 2911059 req, miss ratio 0.4088, byte miss ratio 0.4088
cdn1_allcolo.ns1052 S3FIFO-0.0100-1.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.0100-1.9000 cache size   936772, 2911059 req, miss ratio 0.4022, byte miss ratio 0.4022
cdn1_allcolo.ns1052 S3FIFO-0.9000-0.9000 cache size     1170, 2911059 req, miss ratio 0.6115, byte miss ratio 0.6115
cdn1_allcolo.ns1052 S3FIFO-0.9000-0.9000 cache size     3512, 2911059 req, miss ratio 0.5043, byte miss ratio 0.5043
cdn1_allcolo.ns1052 S3FIFO-0.9000-0.9000 cache size    11709, 2911059 req, miss ratio 0.4317, byte miss ratio 0.4317
cdn1_allcolo.ns1052 S3FIFO-0.9000-0.9000 cache size    35128, 2911059 req, miss ratio 0.4132, byte miss ratio 0.4132
cdn1_allcolo.ns1052 S3FIFO-0.9000-0.9000 cache size   117096, 2911059 req, miss ratio 0.4039, byte miss ratio 0.4039
cdn1_allcolo.ns1052 S3FIFO-0.9000-0.9000 cache size   234193, 2911059 req, miss ratio 0.4025, byte miss ratio 0.4025
cdn1_allcolo.ns1052 S3FIFO-0.9000-0.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.9000-0.9000 cache size   936772, 2911059 req, miss ratio 0.4022, byte miss ratio 0.4022
cdn1_allcolo.ns1052 S3FIFO-0.7500-0.9000 cache size     1170, 2911059 req, miss ratio 0.5820, byte miss ratio 0.5820
cdn1_allcolo.ns1052 S3FIFO-0.7500-0.9000 cache size     3512, 2911059 req, miss ratio 0.4854, byte miss ratio 0.4854
cdn1_allcolo.ns1052 S3FIFO-0.7500-0.9000 cache size    11709, 2911059 req, miss ratio 0.4246, byte miss ratio 0.4246
cdn1_allcolo.ns1052 S3FIFO-0.7500-0.9000 cache size    35128, 2911059 req, miss ratio 0.4097, byte miss ratio 0.4097
cdn1_allcolo.ns1052 S3FIFO-0.7500-0.9000 cache size   117096, 2911059 req, miss ratio 0.4033, byte miss ratio 0.4033
cdn1_allcolo.ns1052 S3FIFO-0.7500-0.9000 cache size   234193, 2911059 req, miss ratio 0.4025, byte miss ratio 0.4025
cdn1_allcolo.ns1052 S3FIFO-0.7500-0.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.7500-0.9000 cache size   936772, 2911059 req, miss ratio 0.4022, byte miss ratio 0.4022
cdn1_allcolo.ns1052 S3FIFO-0.0250-1.9000 cache size     1170, 2911059 req, miss ratio 0.5555, byte miss ratio 0.5555
cdn1_allcolo.ns1052 S3FIFO-0.0250-1.9000 cache size     3512, 2911059 req, miss ratio 0.5045, byte miss ratio 0.5045
cdn1_allcolo.ns1052 S3FIFO-0.0250-1.9000 cache size    11709, 2911059 req, miss ratio 0.4745, byte miss ratio 0.4745
cdn1_allcolo.ns1052 S3FIFO-0.0250-1.9000 cache size    35128, 2911059 req, miss ratio 0.4498, byte miss ratio 0.4498
cdn1_allcolo.ns1052 S3FIFO-0.0250-1.9000 cache size   117096, 2911059 req, miss ratio 0.4175, byte miss ratio 0.4175
cdn1_allcolo.ns1052 S3FIFO-0.0250-1.9000 cache size   234193, 2911059 req, miss ratio 0.4051, byte miss ratio 0.4051
cdn1_allcolo.ns1052 S3FIFO-0.0250-1.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.0250-1.9000 cache size   936772, 2911059 req, miss ratio 0.4022, byte miss ratio 0.4022
cdn1_allcolo.ns1052 S3FIFO-0.2000-0.9000 cache size     1170, 2911059 req, miss ratio 0.5529, byte miss ratio 0.5529
cdn1_allcolo.ns1052 S3FIFO-0.2000-0.9000 cache size     3512, 2911059 req, miss ratio 0.4873, byte miss ratio 0.4873
cdn1_allcolo.ns1052 S3FIFO-0.2000-0.9000 cache size    11709, 2911059 req, miss ratio 0.4396, byte miss ratio 0.4396
cdn1_allcolo.ns1052 S3FIFO-0.2000-0.9000 cache size    35128, 2911059 req, miss ratio 0.4116, byte miss ratio 0.4116
cdn1_allcolo.ns1052 S3FIFO-0.2000-0.9000 cache size   117096, 2911059 req, miss ratio 0.4047, byte miss ratio 0.4047
cdn1_allcolo.ns1052 S3FIFO-0.2000-0.9000 cache size   234193, 2911059 req, miss ratio 0.4031, byte miss ratio 0.4031
cdn1_allcolo.ns1052 S3FIFO-0.2000-0.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.2000-0.9000 cache size   936772, 2911059 req, miss ratio 0.4022, byte miss ratio 0.4022
cdn1_allcolo.ns1052 S3FIFO-0.6000-0.9000 cache size     1170, 2911059 req, miss ratio 0.5648, byte miss ratio 0.5648
cdn1_allcolo.ns1052 S3FIFO-0.6000-0.9000 cache size     3512, 2911059 req, miss ratio 0.4782, byte miss ratio 0.4782
cdn1_allcolo.ns1052 S3FIFO-0.6000-0.9000 cache size    11709, 2911059 req, miss ratio 0.4223, byte miss ratio 0.4223
cdn1_allcolo.ns1052 S3FIFO-0.6000-0.9000 cache size    35128, 2911059 req, miss ratio 0.4085, byte miss ratio 0.4085
cdn1_allcolo.ns1052 S3FIFO-0.6000-0.9000 cache size   117096, 2911059 req, miss ratio 0.4035, byte miss ratio 0.4035
cdn1_allcolo.ns1052 S3FIFO-0.6000-0.9000 cache size   234193, 2911059 req, miss ratio 0.4026, byte miss ratio 0.4026
cdn1_allcolo.ns1052 S3FIFO-0.6000-0.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.6000-0.9000 cache size   936772, 2911059 req, miss ratio 0.4022, byte miss ratio 0.4022
cdn1_allcolo.ns1052 S3FIFO-0.6500-0.9000 cache size     1170, 2911059 req, miss ratio 0.5695, byte miss ratio 0.5695
cdn1_allcolo.ns1052 S3FIFO-0.6500-0.9000 cache size     3512, 2911059 req, miss ratio 0.4797, byte miss ratio 0.4797
cdn1_allcolo.ns1052 S3FIFO-0.6500-0.9000 cache size    11709, 2911059 req, miss ratio 0.4226, byte miss ratio 0.4226
cdn1_allcolo.ns1052 S3FIFO-0.6500-0.9000 cache size    35128, 2911059 req, miss ratio 0.4088, byte miss ratio 0.4088
cdn1_allcolo.ns1052 S3FIFO-0.6500-0.9000 cache size   117096, 2911059 req, miss ratio 0.4034, byte miss ratio 0.4034
cdn1_allcolo.ns1052 S3FIFO-0.6500-0.9000 cache size   234193, 2911059 req, miss ratio 0.4025, byte miss ratio 0.4025
cdn1_allcolo.ns1052 S3FIFO-0.6500-0.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.6500-0.9000 cache size   936772, 2911059 req, miss ratio 0.4022, byte miss ratio 0.4022
cdn1_allcolo.ns1052 S3FIFO-0.4000-0.9000 cache size     1170, 2911059 req, miss ratio 0.5538, byte miss ratio 0.5538
cdn1_allcolo.ns1052 S3FIFO-0.4000-0.9000 cache size     3512, 2911059 req, miss ratio 0.4785, byte miss ratio 0.4785
cdn1_allcolo.ns1052 S3FIFO-0.4000-0.9000 cache size    11709, 2911059 req, miss ratio 0.4255, byte miss ratio 0.4255
cdn1_allcolo.ns1052 S3FIFO-0.4000-0.9000 cache size    35128, 2911059 req, miss ratio 0.4085, byte miss ratio 0.4085
cdn1_allcolo.ns1052 S3FIFO-0.4000-0.9000 cache size   117096, 2911059 req, miss ratio 0.4039, byte miss ratio 0.4039
cdn1_allcolo.ns1052 S3FIFO-0.4000-0.9000 cache size   234193, 2911059 req, miss ratio 0.4028, byte miss ratio 0.4028
cdn1_allcolo.ns1052 S3FIFO-0.4000-0.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.4000-0.9000 cache size   936772, 2911059 req, miss ratio 0.4022, byte miss ratio 0.4022
cdn1_allcolo.ns1052 S3FIFO-0.5000-1.9000 cache size     1170, 2911059 req, miss ratio 0.5590, byte miss ratio 0.5590
cdn1_allcolo.ns1052 S3FIFO-0.5000-1.9000 cache size     3512, 2911059 req, miss ratio 0.4773, byte miss ratio 0.4773
cdn1_allcolo.ns1052 S3FIFO-0.5000-1.9000 cache size    11709, 2911059 req, miss ratio 0.4229, byte miss ratio 0.4229
cdn1_allcolo.ns1052 S3FIFO-0.5000-1.9000 cache size    35128, 2911059 req, miss ratio 0.4083, byte miss ratio 0.4083
cdn1_allcolo.ns1052 S3FIFO-0.5000-1.9000 cache size   117096, 2911059 req, miss ratio 0.4037, byte miss ratio 0.4037
cdn1_allcolo.ns1052 S3FIFO-0.5000-1.9000 cache size   234193, 2911059 req, miss ratio 0.4027, byte miss ratio 0.4027
cdn1_allcolo.ns1052 S3FIFO-0.5000-1.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.5000-1.9000 cache size   936772, 2911059 req, miss ratio 0.4022, byte miss ratio 0.4022
cdn1_allcolo.ns1052 FIFO cache size     1170, 2911059 req, miss ratio 0.6306, byte miss ratio 0.6306
cdn1_allcolo.ns1052 FIFO cache size     3512, 2911059 req, miss ratio 0.5236, byte miss ratio 0.5236
cdn1_allcolo.ns1052 FIFO cache size    11709, 2911059 req, miss ratio 0.4414, byte miss ratio 0.4414
cdn1_allcolo.ns1052 FIFO cache size    35128, 2911059 req, miss ratio 0.4178, byte miss ratio 0.4178
cdn1_allcolo.ns1052 FIFO cache size   117096, 2911059 req, miss ratio 0.4057, byte miss ratio 0.4057
cdn1_allcolo.ns1052 FIFO cache size   234193, 2911059 req, miss ratio 0.4026, byte miss ratio 0.4026
cdn1_allcolo.ns1052 FIFO cache size   468386, 2911059 req, miss ratio 0.4024, byte miss ratio 0.4024
cdn1_allcolo.ns1052 FIFO cache size   936772, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
