tencentBlock.ns8714 S3FIFO-0.6500-1.9000 cache size     1097, 12299695 req, miss ratio 0.6207, byte miss ratio 0.6207
tencentBlock.ns8714 S3FIFO-0.6500-1.9000 cache size     3291, 12299695 req, miss ratio 0.5334, byte miss ratio 0.5334
tencentBlock.ns8714 S3FIFO-0.6500-1.9000 cache size    10970, 12299695 req, miss ratio 0.4353, byte miss ratio 0.4353
tencentBlock.ns8714 S3FIFO-0.6500-1.9000 cache size    32912, 12299695 req, miss ratio 0.2499, byte miss ratio 0.2499
tencentBlock.ns8714 S3FIFO-0.6500-1.9000 cache size   109708, 12299695 req, miss ratio 0.1707, byte miss ratio 0.1707
tencentBlock.ns8714 S3FIFO-0.6500-1.9000 cache size   219417, 12299695 req, miss ratio 0.1206, byte miss ratio 0.1206
tencentBlock.ns8714 S3FIFO-0.6500-1.9000 cache size   438835, 12299695 req, miss ratio 0.0945, byte miss ratio 0.0945
tencentBlock.ns8714 S3FIFO-0.6500-1.9000 cache size   877671, 12299695 req, miss ratio 0.0898, byte miss ratio 0.0898
tencentBlock.ns8714 S3FIFO-0.2000-0.9000 cache size     1097, 12299695 req, miss ratio 0.6185, byte miss ratio 0.6185
tencentBlock.ns8714 S3FIFO-0.2000-0.9000 cache size     3291, 12299695 req, miss ratio 0.5169, byte miss ratio 0.5169
tencentBlock.ns8714 S3FIFO-0.2000-0.9000 cache size    10970, 12299695 req, miss ratio 0.3364, byte miss ratio 0.3364
tencentBlock.ns8714 S3FIFO-0.2000-0.9000 cache size    32912, 12299695 req, miss ratio 0.2279, byte miss ratio 0.2279
tencentBlock.ns8714 S3FIFO-0.2000-0.9000 cache size   109708, 12299695 req, miss ratio 0.1410, byte miss ratio 0.1410
tencentBlock.ns8714 S3FIFO-0.2000-0.9000 cache size   219417, 12299695 req, miss ratio 0.1038, byte miss ratio 0.1038
tencentBlock.ns8714 S3FIFO-0.2000-0.9000 cache size   438835, 12299695 req, miss ratio 0.0928, byte miss ratio 0.0928
