io_traces.ns76 S3FIFO-0.5500-0.9000 cache size     1513, 37800000 req, miss ratio 0.2345, byte miss ratio 0.2345
io_traces.ns76 S3FIFO-0.5500-0.9000 cache size     4540, 37800000 req, miss ratio 0.2071, byte miss ratio 0.2071
io_traces.ns76 S3FIFO-0.5500-0.9000 cache size    15136, 37800000 req, miss ratio 0.1883, byte miss ratio 0.1883
io_traces.ns76 S3FIFO-0.5500-0.9000 cache size    45409, 37800000 req, miss ratio 0.1465, byte miss ratio 0.1465
io_traces.ns76 S3FIFO-0.5500-0.9000 cache size   151364, 37800000 req, miss ratio 0.0774, byte miss ratio 0.0774
io_traces.ns76 S3FIFO-0.5500-0.9000 cache size   302729, 37800000 req, miss ratio 0.0544, byte miss ratio 0.0544
io_traces.ns76 S3FIFO-0.5500-0.9000 cache size   605458, 37800000 req, miss ratio 0.0473, byte miss ratio 0.0473
io_traces.ns76 S3FIFO-0.5500-0.9000 cache size  1210916, 37800000 req, miss ratio 0.0412, byte miss ratio 0.0412
io_traces.ns76 S3FIFO-0.2500-1.9000 cache size     1513, 37800000 req, miss ratio 0.2207, byte miss ratio 0.2207
io_traces.ns76 S3FIFO-0.2500-1.9000 cache size     4540, 37800000 req, miss ratio 0.2019, byte miss ratio 0.2019
io_traces.ns76 S3FIFO-0.2500-1.9000 cache size    15136, 37800000 req, miss ratio 0.1874, byte miss ratio 0.1874
io_traces.ns76 S3FIFO-0.2500-1.9000 cache size    45409, 37800000 req, miss ratio 0.1489, byte miss ratio 0.1489
io_traces.ns76 S3FIFO-0.2500-1.9000 cache size   151364, 37800000 req, miss ratio 0.0795, byte miss ratio 0.0795
io_traces.ns76 S3FIFO-0.2500-1.9000 cache size   302729, 37800000 req, miss ratio 0.0542, byte miss ratio 0.0542
io_traces.ns76 S3FIFO-0.2500-1.9000 cache size   605458, 37800000 req, miss ratio 0.0471, byte miss ratio 0.0471
io_traces.ns76 S3FIFO-0.2500-1.9000 cache size  1210916, 37800000 req, miss ratio 0.0411, byte miss ratio 0.0411
io_traces.ns76 S3FIFO-0.2000-1.9000 cache size     1513, 37800000 req, miss ratio 0.2190, byte miss ratio 0.2190
io_traces.ns76 S3FIFO-0.2000-1.9000 cache size     4540, 37800000 req, miss ratio 0.2009, byte miss ratio 0.2009
io_traces.ns76 S3FIFO-0.2000-1.9000 cache size    15136, 37800000 req, miss ratio 0.1868, byte miss ratio 0.1868
io_traces.ns76 S3FIFO-0.2000-1.9000 cache size    45409, 37800000 req, miss ratio 0.1491, byte miss ratio 0.1491
io_traces.ns76 S3FIFO-0.2000-1.9000 cache size   151364, 37800000 req, miss ratio 0.0812, byte miss ratio 0.0812
io_traces.ns76 S3FIFO-0.2000-1.9000 cache size   302729, 37800000 req, miss ratio 0.0547, byte miss ratio 0.0547
io_traces.ns76 S3FIFO-0.2000-1.9000 cache size   605458, 37800000 req, miss ratio 0.0472, byte miss ratio 0.0472
io_traces.ns76 S3FIFO-0.2000-1.9000 cache size  1210916, 37800000 req, miss ratio 0.0411, byte miss ratio 0.0411
io_traces.ns76 S3FIFO-0.3500-0.9000 cache size     1513, 37800000 req, miss ratio 0.2259, byte miss ratio 0.2259
io_traces.ns76 S3FIFO-0.3500-0.9000 cache size     4540, 37800000 req, miss ratio 0.2034, byte miss ratio 0.2034
io_traces.ns76 S3FIFO-0.3500-0.9000 cache size    15136, 37800000 req, miss ratio 0.1853, byte miss ratio 0.1853
io_traces.ns76 S3FIFO-0.3500-0.9000 cache size    45409, 37800000 req, miss ratio 0.1484, byte miss ratio 0.1484
io_traces.ns76 S3FIFO-0.3500-0.9000 cache size   151364, 37800000 req, miss ratio 0.0781, byte miss ratio 0.0781
io_traces.ns76 S3FIFO-0.3500-0.9000 cache size   302729, 37800000 req, miss ratio 0.0540, byte miss ratio 0.0540
io_traces.ns76 S3FIFO-0.3500-0.9000 cache size   605458, 37800000 req, miss ratio 0.0472, byte miss ratio 0.0472
io_traces.ns76 S3FIFO-0.3500-0.9000 cache size  1210916, 37800000 req, miss ratio 0.0411, byte miss ratio 0.0411
io_traces.ns76 S3FIFO-0.6500-1.9000 cache size     1513, 37800000 req, miss ratio 0.2377, byte miss ratio 0.2377
io_traces.ns76 S3FIFO-0.6500-1.9000 cache size     4540, 37800000 req, miss ratio 0.2107, byte miss ratio 0.2107
io_traces.ns76 S3FIFO-0.6500-1.9000 cache size    15136, 37800000 req, miss ratio 0.1911, byte miss ratio 0.1911
io_traces.ns76 S3FIFO-0.6500-1.9000 cache size    45409, 37800000 req, miss ratio 0.1456, byte miss ratio 0.1456
io_traces.ns76 S3FIFO-0.6500-1.9000 cache size   151364, 37800000 req, miss ratio 0.0768, byte miss ratio 0.0768
io_traces.ns76 S3FIFO-0.6500-1.9000 cache size   302729, 37800000 req, miss ratio 0.0553, byte miss ratio 0.0553
io_traces.ns76 S3FIFO-0.6500-1.9000 cache size   605458, 37800000 req, miss ratio 0.0472, byte miss ratio 0.0472
io_traces.ns76 S3FIFO-0.6500-1.9000 cache size  1210916, 37800000 req, miss ratio 0.0413, byte miss ratio 0.0413
io_traces.ns76 S3FIFO-0.5000-1.9000 cache size     1513, 37800000 req, miss ratio 0.2332, byte miss ratio 0.2332
io_traces.ns76 S3FIFO-0.5000-1.9000 cache size     4540, 37800000 req, miss ratio 0.2065, byte miss ratio 0.2065
io_traces.ns76 S3FIFO-0.5000-1.9000 cache size    15136, 37800000 req, miss ratio 0.1897, byte miss ratio 0.1897
io_traces.ns76 S3FIFO-0.5000-1.9000 cache size    45409, 37800000 req, miss ratio 0.1469, byte miss ratio 0.1469
io_traces.ns76 S3FIFO-0.5000-1.9000 cache size   151364, 37800000 req, miss ratio 0.0771, byte miss ratio 0.0771
io_traces.ns76 S3FIFO-0.5000-1.9000 cache size   302729, 37800000 req, miss ratio 0.0542, byte miss ratio 0.0542
io_traces.ns76 S3FIFO-0.5000-1.9000 cache size   605458, 37800000 req, miss ratio 0.0474, byte miss ratio 0.0474
io_traces.ns76 S3FIFO-0.5000-1.9000 cache size  1210916, 37800000 req, miss ratio 0.0411, byte miss ratio 0.0411
io_traces.ns76 S3FIFO-0.0500-0.9000 cache size     1513, 37800000 req, miss ratio 0.2273, byte miss ratio 0.2273
io_traces.ns76 S3FIFO-0.0500-0.9000 cache size     4540, 37800000 req, miss ratio 0.2016, byte miss ratio 0.2016
io_traces.ns76 S3FIFO-0.0500-0.9000 cache size    15136, 37800000 req, miss ratio 0.1825, byte miss ratio 0.1825
io_traces.ns76 S3FIFO-0.0500-0.9000 cache size    45409, 37800000 req, miss ratio 0.1462, byte miss ratio 0.1462
io_traces.ns76 S3FIFO-0.0500-0.9000 cache size   151364, 37800000 req, miss ratio 0.0910, byte miss ratio 0.0910
io_traces.ns76 S3FIFO-0.0500-0.9000 cache size   302729, 37800000 req, miss ratio 0.0618, byte miss ratio 0.0618
io_traces.ns76 S3FIFO-0.0500-0.9000 cache size   605458, 37800000 req, miss ratio 0.0486, byte miss ratio 0.0486
io_traces.ns76 S3FIFO-0.0500-0.9000 cache size  1210916, 37800000 req, miss ratio 0.0412, byte miss ratio 0.0412
io_traces.ns76 S3FIFO-0.1500-0.9000 cache size     1513, 37800000 req, miss ratio 0.2197, byte miss ratio 0.2197
io_traces.ns76 S3FIFO-0.1500-0.9000 cache size     4540, 37800000 req, miss ratio 0.2016, byte miss ratio 0.2016
io_traces.ns76 S3FIFO-0.1500-0.9000 cache size    15136, 37800000 req, miss ratio 0.1833, byte miss ratio 0.1833
io_traces.ns76 S3FIFO-0.1500-0.9000 cache size    45409, 37800000 req, miss ratio 0.1478, byte miss ratio 0.1478
io_traces.ns76 S3FIFO-0.1500-0.9000 cache size   151364, 37800000 req, miss ratio 0.0836, byte miss ratio 0.0836
io_traces.ns76 S3FIFO-0.1500-0.9000 cache size   302729, 37800000 req, miss ratio 0.0556, byte miss ratio 0.0556
io_traces.ns76 S3FIFO-0.1500-0.9000 cache size   605458, 37800000 req, miss ratio 0.0470, byte miss ratio 0.0470
io_traces.ns76 S3FIFO-0.1500-0.9000 cache size  1210916, 37800000 req, miss ratio 0.0411, byte miss ratio 0.0411
io_traces.ns76 S3FIFO-0.4500-0.9000 cache size     1513, 37800000 req, miss ratio 0.2313, byte miss ratio 0.2313
io_traces.ns76 S3FIFO-0.4500-0.9000 cache size     4540, 37800000 req, miss ratio 0.2049, byte miss ratio 0.2049
io_traces.ns76 S3FIFO-0.4500-0.9000 cache size    15136, 37800000 req, miss ratio 0.1867, byte miss ratio 0.1867
io_traces.ns76 S3FIFO-0.4500-0.9000 cache size    45409, 37800000 req, miss ratio 0.1471, byte miss ratio 0.1471
io_traces.ns76 S3FIFO-0.4500-0.9000 cache size   151364, 37800000 req, miss ratio 0.0776, byte miss ratio 0.0776
io_traces.ns76 S3FIFO-0.4500-0.9000 cache size   302729, 37800000 req, miss ratio 0.0540, byte miss ratio 0.0540
io_traces.ns76 S3FIFO-0.4500-0.9000 cache size   605458, 37800000 req, miss ratio 0.0473, byte miss ratio 0.0473
io_traces.ns76 S3FIFO-0.4500-0.9000 cache size  1210916, 37800000 req, miss ratio 0.0411, byte miss ratio 0.0411
io_traces.ns76 S3FIFO-0.4500-1.9000 cache size     1513, 37800000 req, miss ratio 0.2317, byte miss ratio 0.2317
io_traces.ns76 S3FIFO-0.4500-1.9000 cache size     4540, 37800000 req, miss ratio 0.2053, byte miss ratio 0.2053
io_traces.ns76 S3FIFO-0.4500-1.9000 cache size    15136, 37800000 req, miss ratio 0.1893, byte miss ratio 0.1893
io_traces.ns76 S3FIFO-0.4500-1.9000 cache size    45409, 37800000 req, miss ratio 0.1473, byte miss ratio 0.1473
