result/tencentBlock.ns8053.oracleGeneral.zst LHD cache size      102, 3894723 req, miss ratio 0.5726, byte miss ratio 0.5726
result/tencentBlock.ns8053.oracleGeneral.zst LHD cache size      306, 3894723 req, miss ratio 0.5509, byte miss ratio 0.5509
result/tencentBlock.ns8053.oracleGeneral.zst LHD cache size     1023, 3894723 req, miss ratio 0.5259, byte miss ratio 0.5259
result/tencentBlock.ns8053.oracleGeneral.zst LHD cache size     3069, 3894723 req, miss ratio 0.3602, byte miss ratio 0.3602
result/tencentBlock.ns8053.oracleGeneral.zst LHD cache size    10233, 3894723 req, miss ratio 0.0679, byte miss ratio 0.0679
result/tencentBlock.ns8053.oracleGeneral.zst LHD cache size    20466, 3894723 req, miss ratio 0.0461, byte miss ratio 0.0461
result/tencentBlock.ns8053.oracleGeneral.zst LHD cache size    40932, 3894723 req, miss ratio 0.0331, byte miss ratio 0.0331
result/tencentBlock.ns8053.oracleGeneral.zst LHD cache size    81864, 3894723 req, miss ratio 0.0267, byte miss ratio 0.0267
result/tencentBlock.ns8053.oracleGeneral.zst Clock cache size      102, 3894723 req, miss ratio 0.5759, byte miss ratio 0.5759
result/tencentBlock.ns8053.oracleGeneral.zst Clock cache size      306, 3894723 req, miss ratio 0.5550, byte miss ratio 0.5550
result/tencentBlock.ns8053.oracleGeneral.zst Clock cache size     1023, 3894723 req, miss ratio 0.5366, byte miss ratio 0.5366
result/tencentBlock.ns8053.oracleGeneral.zst Clock cache size     3069, 3894723 req, miss ratio 0.4862, byte miss ratio 0.4862
result/tencentBlock.ns8053.oracleGeneral.zst Clock cache size    10233, 3894723 req, miss ratio 0.0730, byte miss ratio 0.0730
result/tencentBlock.ns8053.oracleGeneral.zst Clock cache size    20466, 3894723 req, miss ratio 0.0494, byte miss ratio 0.0494
result/tencentBlock.ns8053.oracleGeneral.zst Clock cache size    40932, 3894723 req, miss ratio 0.0331, byte miss ratio 0.0331
result/tencentBlock.ns8053.oracleGeneral.zst Clock cache size    81864, 3894723 req, miss ratio 0.0273, byte miss ratio 0.0273
result/tencentBlock.ns8053.oracleGeneral.zst LRU cache size      102, 3894723 req, miss ratio 0.5787, byte miss ratio 0.5787
