result/tencentBlock.ns13505.oracleGeneral.zst LeCaR cache size      100, 1938468 req, miss ratio 0.4373, byte miss ratio 0.4373
result/tencentBlock.ns13505.oracleGeneral.zst LeCaR cache size      302, 1938468 req, miss ratio 0.3234, byte miss ratio 0.3234
result/tencentBlock.ns13505.oracleGeneral.zst LeCaR cache size     1008, 1938468 req, miss ratio 0.2998, byte miss ratio 0.2998
result/tencentBlock.ns13505.oracleGeneral.zst LeCaR cache size     3024, 1938468 req, miss ratio 0.2851, byte miss ratio 0.2851
result/tencentBlock.ns13505.oracleGeneral.zst LeCaR cache size    10082, 1938468 req, miss ratio 0.2701, byte miss ratio 0.2701
result/tencentBlock.ns13505.oracleGeneral.zst LeCaR cache size    20164, 1938468 req, miss ratio 0.2630, byte miss ratio 0.2630
result/tencentBlock.ns13505.oracleGeneral.zst LeCaR cache size    40328, 1938468 req, miss ratio 0.2450, byte miss ratio 0.2450
result/tencentBlock.ns13505.oracleGeneral.zst LeCaR cache size    80656, 1938468 req, miss ratio 0.0608, byte miss ratio 0.0608
result/tencentBlock.ns13505.oracleGeneral.zst clock2 cache size      100, 1938468 req, miss ratio 0.4393, byte miss ratio 0.4393
result/tencentBlock.ns13505.oracleGeneral.zst clock2 cache size      302, 1938468 req, miss ratio 0.3303, byte miss ratio 0.3303
result/tencentBlock.ns13505.oracleGeneral.zst clock2 cache size     1008, 1938468 req, miss ratio 0.3000, byte miss ratio 0.3000
result/tencentBlock.ns13505.oracleGeneral.zst clock2 cache size     3024, 1938468 req, miss ratio 0.2885, byte miss ratio 0.2885
result/tencentBlock.ns13505.oracleGeneral.zst clock2 cache size    10082, 1938468 req, miss ratio 0.2746, byte miss ratio 0.2746
result/tencentBlock.ns13505.oracleGeneral.zst clock2 cache size    20164, 1938468 req, miss ratio 0.2697, byte miss ratio 0.2697
result/tencentBlock.ns13505.oracleGeneral.zst clock2 cache size    40328, 1938468 req, miss ratio 0.2518, byte miss ratio 0.2518
result/tencentBlock.ns13505.oracleGeneral.zst clock2 cache size    80656, 1938468 req, miss ratio 0.0774, byte miss ratio 0.0774
result/tencentBlock.ns13505.oracleGeneral.zst FIFO cache size      100, 1938468 req, miss ratio 0.5324, byte miss ratio 0.5324
result/tencentBlock.ns13505.oracleGeneral.zst FIFO cache size      302, 1938468 req, miss ratio 0.3876, byte miss ratio 0.3876
result/tencentBlock.ns13505.oracleGeneral.zst FIFO cache size     1008, 1938468 req, miss ratio 0.3182, byte miss ratio 0.3182
result/tencentBlock.ns13505.oracleGeneral.zst FIFO cache size     3024, 1938468 req, miss ratio 0.2981, byte miss ratio 0.2981
result/tencentBlock.ns13505.oracleGeneral.zst FIFO cache size    10082, 1938468 req, miss ratio 0.2845, byte miss ratio 0.2845
result/tencentBlock.ns13505.oracleGeneral.zst FIFO cache size    20164, 1938468 req, miss ratio 0.2786, byte miss ratio 0.2786
result/tencentBlock.ns13505.oracleGeneral.zst FIFO cache size    40328, 1938468 req, miss ratio 0.2551, byte miss ratio 0.2551
result/tencentBlock.ns13505.oracleGeneral.zst FIFO cache size    80656, 1938468 req, miss ratio 0.0876, byte miss ratio 0.0876
result/tencentBlock.ns13505.oracleGeneral.zst Clock cache size      100, 1938468 req, miss ratio 0.4408, byte miss ratio 0.4408
result/tencentBlock.ns13505.oracleGeneral.zst Clock cache size      302, 1938468 req, miss ratio 0.3356, byte miss ratio 0.3356
result/tencentBlock.ns13505.oracleGeneral.zst Clock cache size     1008, 1938468 req, miss ratio 0.3001, byte miss ratio 0.3001
result/tencentBlock.ns13505.oracleGeneral.zst Clock cache size     3024, 1938468 req, miss ratio 0.2890, byte miss ratio 0.2890
result/tencentBlock.ns13505.oracleGeneral.zst Clock cache size    10082, 1938468 req, miss ratio 0.2771, byte miss ratio 0.2771
result/tencentBlock.ns13505.oracleGeneral.zst Clock cache size    20164, 1938468 req, miss ratio 0.2723, byte miss ratio 0.2723
