result/tencentBlock.ns11248.oracleGeneral.zst Clock cache size      507, 4710055 req, miss ratio 0.4960, byte miss ratio 0.4960
result/tencentBlock.ns11248.oracleGeneral.zst Clock cache size     1523, 4710055 req, miss ratio 0.3937, byte miss ratio 0.3937
result/tencentBlock.ns11248.oracleGeneral.zst Clock cache size     5079, 4710055 req, miss ratio 0.2929, byte miss ratio 0.2929
result/tencentBlock.ns11248.oracleGeneral.zst Clock cache size    15237, 4710055 req, miss ratio 0.2690, byte miss ratio 0.2690
result/tencentBlock.ns11248.oracleGeneral.zst Clock cache size    50792, 4710055 req, miss ratio 0.2090, byte miss ratio 0.2090
result/tencentBlock.ns11248.oracleGeneral.zst Clock cache size   101584, 4710055 req, miss ratio 0.1651, byte miss ratio 0.1651
result/tencentBlock.ns11248.oracleGeneral.zst Clock cache size   203168, 4710055 req, miss ratio 0.1200, byte miss ratio 0.1200
result/tencentBlock.ns11248.oracleGeneral.zst Clock cache size   406336, 4710055 req, miss ratio 0.1084, byte miss ratio 0.1084
result/tencentBlock.ns11248.oracleGeneral.zst S3FIFO-1 cache size      507, 4710055 req, miss ratio 0.4986, byte miss ratio 0.4986
result/tencentBlock.ns11248.oracleGeneral.zst S3FIFO-1 cache size     1523, 4710055 req, miss ratio 0.3186, byte miss ratio 0.3186
result/tencentBlock.ns11248.oracleGeneral.zst S3FIFO-1 cache size     5079, 4710055 req, miss ratio 0.2886, byte miss ratio 0.2886
result/tencentBlock.ns11248.oracleGeneral.zst S3FIFO-1 cache size    15237, 4710055 req, miss ratio 0.2552, byte miss ratio 0.2552
result/tencentBlock.ns11248.oracleGeneral.zst S3FIFO-1 cache size    50792, 4710055 req, miss ratio 0.2140, byte miss ratio 0.2140
result/tencentBlock.ns11248.oracleGeneral.zst S3FIFO-1 cache size   101584, 4710055 req, miss ratio 0.1578, byte miss ratio 0.1578
result/tencentBlock.ns11248.oracleGeneral.zst S3FIFO-1 cache size   203168, 4710055 req, miss ratio 0.1201, byte miss ratio 0.1201
result/tencentBlock.ns11248.oracleGeneral.zst S3FIFO-1 cache size   406336, 4710055 req, miss ratio 0.1083, byte miss ratio 0.1083
result/tencentBlock.ns11248.oracleGeneral.zst LRU cache size      507, 4710055 req, miss ratio 0.4968, byte miss ratio 0.4968
result/tencentBlock.ns11248.oracleGeneral.zst LRU cache size     1523, 4710055 req, miss ratio 0.3962, byte miss ratio 0.3962
result/tencentBlock.ns11248.oracleGeneral.zst LRU cache size     5079, 4710055 req, miss ratio 0.2945, byte miss ratio 0.2945
result/tencentBlock.ns11248.oracleGeneral.zst LRU cache size    15237, 4710055 req, miss ratio 0.2674, byte miss ratio 0.2674
result/tencentBlock.ns11248.oracleGeneral.zst LRU cache size    50792, 4710055 req, miss ratio 0.2042, byte miss ratio 0.2042
result/tencentBlock.ns11248.oracleGeneral.zst LRU cache size   101584, 4710055 req, miss ratio 0.1495, byte miss ratio 0.1495
result/tencentBlock.ns11248.oracleGeneral.zst LRU cache size   203168, 4710055 req, miss ratio 0.1153, byte miss ratio 0.1153
result/tencentBlock.ns11248.oracleGeneral.zst LRU cache size   406336, 4710055 req, miss ratio 0.1084, byte miss ratio 0.1084
result/tencentBlock.ns11248.oracleGeneral.zst Cacheus cache size      507, 4710055 req, miss ratio 0.4824, byte miss ratio 0.4824
result/tencentBlock.ns11248.oracleGeneral.zst Cacheus cache size     1523, 4710055 req, miss ratio 0.3641, byte miss ratio 0.3641
result/tencentBlock.ns11248.oracleGeneral.zst Cacheus cache size     5079, 4710055 req, miss ratio 0.2869, byte miss ratio 0.2869
result/tencentBlock.ns11248.oracleGeneral.zst Cacheus cache size    15237, 4710055 req, miss ratio 0.2561, byte miss ratio 0.2561
result/tencentBlock.ns11248.oracleGeneral.zst Cacheus cache size    50792, 4710055 req, miss ratio 0.2082, byte miss ratio 0.2082
