result/tencentBlock.ns17570.oracleGeneral.zst Clock cache size      446, 6091225 req, miss ratio 0.6010, byte miss ratio 0.6010
result/tencentBlock.ns17570.oracleGeneral.zst Clock cache size     1338, 6091225 req, miss ratio 0.5768, byte miss ratio 0.5768
result/tencentBlock.ns17570.oracleGeneral.zst Clock cache size     4463, 6091225 req, miss ratio 0.5548, byte miss ratio 0.5548
result/tencentBlock.ns17570.oracleGeneral.zst Clock cache size    13389, 6091225 req, miss ratio 0.2996, byte miss ratio 0.2996
result/tencentBlock.ns17570.oracleGeneral.zst Clock cache size    44631, 6091225 req, miss ratio 0.1474, byte miss ratio 0.1474
result/tencentBlock.ns17570.oracleGeneral.zst Clock cache size    89262, 6091225 req, miss ratio 0.1031, byte miss ratio 0.1031
result/tencentBlock.ns17570.oracleGeneral.zst Clock cache size   178524, 6091225 req, miss ratio 0.0826, byte miss ratio 0.0826
result/tencentBlock.ns17570.oracleGeneral.zst Clock cache size   357048, 6091225 req, miss ratio 0.0738, byte miss ratio 0.0738
result/tencentBlock.ns17570.oracleGeneral.zst LHD cache size      446, 6091225 req, miss ratio 0.5972, byte miss ratio 0.5972
result/tencentBlock.ns17570.oracleGeneral.zst LHD cache size     1338, 6091225 req, miss ratio 0.5679, byte miss ratio 0.5679
result/tencentBlock.ns17570.oracleGeneral.zst LHD cache size     4463, 6091225 req, miss ratio 0.4454, byte miss ratio 0.4454
result/tencentBlock.ns17570.oracleGeneral.zst LHD cache size    13389, 6091225 req, miss ratio 0.2424, byte miss ratio 0.2424
result/tencentBlock.ns17570.oracleGeneral.zst LHD cache size    44631, 6091225 req, miss ratio 0.1329, byte miss ratio 0.1329
result/tencentBlock.ns17570.oracleGeneral.zst LHD cache size    89262, 6091225 req, miss ratio 0.1000, byte miss ratio 0.1000
result/tencentBlock.ns17570.oracleGeneral.zst LHD cache size   178524, 6091225 req, miss ratio 0.0809, byte miss ratio 0.0809
result/tencentBlock.ns17570.oracleGeneral.zst LHD cache size   357048, 6091225 req, miss ratio 0.0739, byte miss ratio 0.0739
result/tencentBlock.ns17570.oracleGeneral.zst LIRS cache size      446, 6091225 req, miss ratio 0.5911, byte miss ratio 0.5911
result/tencentBlock.ns17570.oracleGeneral.zst LIRS cache size     1338, 6091225 req, miss ratio 0.5598, byte miss ratio 0.5598
result/tencentBlock.ns17570.oracleGeneral.zst LIRS cache size     4463, 6091225 req, miss ratio 0.4442, byte miss ratio 0.4442
result/tencentBlock.ns17570.oracleGeneral.zst LIRS cache size    13389, 6091225 req, miss ratio 0.2291, byte miss ratio 0.2291
result/tencentBlock.ns17570.oracleGeneral.zst LIRS cache size    44631, 6091225 req, miss ratio 0.1301, byte miss ratio 0.1301
result/tencentBlock.ns17570.oracleGeneral.zst LIRS cache size    89262, 6091225 req, miss ratio 0.0980, byte miss ratio 0.0980
result/tencentBlock.ns17570.oracleGeneral.zst LIRS cache size   178524, 6091225 req, miss ratio 0.0798, byte miss ratio 0.0798
result/tencentBlock.ns17570.oracleGeneral.zst LIRS cache size   357048, 6091225 req, miss ratio 0.0753, byte miss ratio 0.0753
result/tencentBlock.ns17570.oracleGeneral.zst clock2 cache size      446, 6091225 req, miss ratio 0.5974, byte miss ratio 0.5974
result/tencentBlock.ns17570.oracleGeneral.zst clock2 cache size     1338, 6091225 req, miss ratio 0.5730, byte miss ratio 0.5730
result/tencentBlock.ns17570.oracleGeneral.zst clock2 cache size     4463, 6091225 req, miss ratio 0.5512, byte miss ratio 0.5512
result/tencentBlock.ns17570.oracleGeneral.zst clock2 cache size    13389, 6091225 req, miss ratio 0.2748, byte miss ratio 0.2748
result/tencentBlock.ns17570.oracleGeneral.zst clock2 cache size    44631, 6091225 req, miss ratio 0.1408, byte miss ratio 0.1408
result/tencentBlock.ns17570.oracleGeneral.zst clock2 cache size    89262, 6091225 req, miss ratio 0.1007, byte miss ratio 0.1007
result/tencentBlock.ns17570.oracleGeneral.zst clock2 cache size   178524, 6091225 req, miss ratio 0.0802, byte miss ratio 0.0802
result/tencentBlock.ns17570.oracleGeneral.zst clock2 cache size   357048, 6091225 req, miss ratio 0.0738, byte miss ratio 0.0738
result/tencentBlock.ns17570.oracleGeneral.zst Cacheus cache size      446, 6091225 req, miss ratio 0.5859, byte miss ratio 0.5859
result/tencentBlock.ns17570.oracleGeneral.zst Cacheus cache size     1338, 6091225 req, miss ratio 0.5582, byte miss ratio 0.5582
result/tencentBlock.ns17570.oracleGeneral.zst Cacheus cache size     4463, 6091225 req, miss ratio 0.5384, byte miss ratio 0.5384
result/tencentBlock.ns17570.oracleGeneral.zst Cacheus cache size    13389, 6091225 req, miss ratio 0.2731, byte miss ratio 0.2731
result/tencentBlock.ns17570.oracleGeneral.zst Cacheus cache size    44631, 6091225 req, miss ratio 0.1358, byte miss ratio 0.1358
result/tencentBlock.ns17570.oracleGeneral.zst Cacheus cache size    89262, 6091225 req, miss ratio 0.0993, byte miss ratio 0.0993
result/tencentBlock.ns17570.oracleGeneral.zst Cacheus cache size   178524, 6091225 req, miss ratio 0.0813, byte miss ratio 0.0813
result/tencentBlock.ns17570.oracleGeneral.zst Cacheus cache size   357048, 6091225 req, miss ratio 0.0741, byte miss ratio 0.0741
result/tencentBlock.ns17570.oracleGeneral.zst ARC cache size      446, 6091225 req, miss ratio 0.5826, byte miss ratio 0.5826
result/tencentBlock.ns17570.oracleGeneral.zst ARC cache size     1338, 6091225 req, miss ratio 0.5538, byte miss ratio 0.5538
result/tencentBlock.ns17570.oracleGeneral.zst ARC cache size     4463, 6091225 req, miss ratio 0.5022, byte miss ratio 0.5022
result/tencentBlock.ns17570.oracleGeneral.zst ARC cache size    13389, 6091225 req, miss ratio 0.2361, byte miss ratio 0.2361
result/tencentBlock.ns17570.oracleGeneral.zst ARC cache size    44631, 6091225 req, miss ratio 0.1284, byte miss ratio 0.1284
result/tencentBlock.ns17570.oracleGeneral.zst ARC cache size    89262, 6091225 req, miss ratio 0.0945, byte miss ratio 0.0945
result/tencentBlock.ns17570.oracleGeneral.zst ARC cache size   178524, 6091225 req, miss ratio 0.0781, byte miss ratio 0.0781
result/tencentBlock.ns17570.oracleGeneral.zst ARC cache size   357048, 6091225 req, miss ratio 0.0738, byte miss ratio 0.0738
result/tencentBlock.ns17570.oracleGeneral.zst LRU cache size      446, 6091225 req, miss ratio 0.6032, byte miss ratio 0.6032
result/tencentBlock.ns17570.oracleGeneral.zst LRU cache size     1338, 6091225 req, miss ratio 0.5788, byte miss ratio 0.5788
result/tencentBlock.ns17570.oracleGeneral.zst LRU cache size     4463, 6091225 req, miss ratio 0.5568, byte miss ratio 0.5568
result/tencentBlock.ns17570.oracleGeneral.zst LRU cache size    13389, 6091225 req, miss ratio 0.3232, byte miss ratio 0.3232
result/tencentBlock.ns17570.oracleGeneral.zst LRU cache size    44631, 6091225 req, miss ratio 0.1506, byte miss ratio 0.1506
result/tencentBlock.ns17570.oracleGeneral.zst LRU cache size    89262, 6091225 req, miss ratio 0.1045, byte miss ratio 0.1045
result/tencentBlock.ns17570.oracleGeneral.zst LRU cache size   178524, 6091225 req, miss ratio 0.0840, byte miss ratio 0.0840
result/tencentBlock.ns17570.oracleGeneral.zst LRU cache size   357048, 6091225 req, miss ratio 0.0740, byte miss ratio 0.0740
result/tencentBlock.ns17570.oracleGeneral.zst S3FIFO-1 cache size      446, 6091225 req, miss ratio 0.5823, byte miss ratio 0.5823
result/tencentBlock.ns17570.oracleGeneral.zst S3FIFO-1 cache size     1338, 6091225 req, miss ratio 0.5513, byte miss ratio 0.5513
result/tencentBlock.ns17570.oracleGeneral.zst S3FIFO-1 cache size     4463, 6091225 req, miss ratio 0.4774, byte miss ratio 0.4774
result/tencentBlock.ns17570.oracleGeneral.zst S3FIFO-1 cache size    13389, 6091225 req, miss ratio 0.2311, byte miss ratio 0.2311
result/tencentBlock.ns17570.oracleGeneral.zst S3FIFO-1 cache size    44631, 6091225 req, miss ratio 0.1250, byte miss ratio 0.1250
result/tencentBlock.ns17570.oracleGeneral.zst S3FIFO-1 cache size    89262, 6091225 req, miss ratio 0.0947, byte miss ratio 0.0947
result/tencentBlock.ns17570.oracleGeneral.zst S3FIFO-1 cache size   178524, 6091225 req, miss ratio 0.0786, byte miss ratio 0.0786
result/tencentBlock.ns17570.oracleGeneral.zst S3FIFO-1 cache size   357048, 6091225 req, miss ratio 0.0738, byte miss ratio 0.0738
result/tencentBlock.ns17570.oracleGeneral.zst LeCaR cache size      446, 6091225 req, miss ratio 0.5973, byte miss ratio 0.5973
result/tencentBlock.ns17570.oracleGeneral.zst LeCaR cache size     1338, 6091225 req, miss ratio 0.5701, byte miss ratio 0.5701
result/tencentBlock.ns17570.oracleGeneral.zst LeCaR cache size     4463, 6091225 req, miss ratio 0.5540, byte miss ratio 0.5540
