result/tencentBlock.ns5130.oracleGeneral.zst LRU cache size      449, 17512909 req, miss ratio 0.9037, byte miss ratio 0.9037
result/tencentBlock.ns5130.oracleGeneral.zst LRU cache size     1348, 17512909 req, miss ratio 0.8268, byte miss ratio 0.8268
result/tencentBlock.ns5130.oracleGeneral.zst LRU cache size     4494, 17512909 req, miss ratio 0.2659, byte miss ratio 0.2659
result/tencentBlock.ns5130.oracleGeneral.zst LRU cache size    13483, 17512909 req, miss ratio 0.1124, byte miss ratio 0.1124
result/tencentBlock.ns5130.oracleGeneral.zst LRU cache size    44945, 17512909 req, miss ratio 0.0747, byte miss ratio 0.0747
result/tencentBlock.ns5130.oracleGeneral.zst LRU cache size    89891, 17512909 req, miss ratio 0.0580, byte miss ratio 0.0580
result/tencentBlock.ns5130.oracleGeneral.zst LRU cache size   179782, 17512909 req, miss ratio 0.0312, byte miss ratio 0.0312
result/tencentBlock.ns5130.oracleGeneral.zst LRU cache size   359565, 17512909 req, miss ratio 0.0259, byte miss ratio 0.0259
result/tencentBlock.ns5130.oracleGeneral.zst Clock cache size      449, 17512909 req, miss ratio 0.8991, byte miss ratio 0.8991
result/tencentBlock.ns5130.oracleGeneral.zst Clock cache size     1348, 17512909 req, miss ratio 0.8248, byte miss ratio 0.8248
result/tencentBlock.ns5130.oracleGeneral.zst Clock cache size     4494, 17512909 req, miss ratio 0.2575, byte miss ratio 0.2575
result/tencentBlock.ns5130.oracleGeneral.zst Clock cache size    13483, 17512909 req, miss ratio 0.1117, byte miss ratio 0.1117
result/tencentBlock.ns5130.oracleGeneral.zst Clock cache size    44945, 17512909 req, miss ratio 0.0743, byte miss ratio 0.0743
result/tencentBlock.ns5130.oracleGeneral.zst Clock cache size    89891, 17512909 req, miss ratio 0.0581, byte miss ratio 0.0581
result/tencentBlock.ns5130.oracleGeneral.zst Clock cache size   179782, 17512909 req, miss ratio 0.0342, byte miss ratio 0.0342
result/tencentBlock.ns5130.oracleGeneral.zst Clock cache size   359565, 17512909 req, miss ratio 0.0261, byte miss ratio 0.0261
result/tencentBlock.ns5130.oracleGeneral.zst S3FIFO-1 cache size      449, 17512909 req, miss ratio 0.8113, byte miss ratio 0.8113
result/tencentBlock.ns5130.oracleGeneral.zst S3FIFO-1 cache size     1348, 17512909 req, miss ratio 0.6765, byte miss ratio 0.6765
result/tencentBlock.ns5130.oracleGeneral.zst S3FIFO-1 cache size     4494, 17512909 req, miss ratio 0.2160, byte miss ratio 0.2160
result/tencentBlock.ns5130.oracleGeneral.zst S3FIFO-1 cache size    13483, 17512909 req, miss ratio 0.1045, byte miss ratio 0.1045
result/tencentBlock.ns5130.oracleGeneral.zst S3FIFO-1 cache size    44945, 17512909 req, miss ratio 0.0722, byte miss ratio 0.0722
result/tencentBlock.ns5130.oracleGeneral.zst S3FIFO-1 cache size    89891, 17512909 req, miss ratio 0.0576, byte miss ratio 0.0576
result/tencentBlock.ns5130.oracleGeneral.zst S3FIFO-1 cache size   179782, 17512909 req, miss ratio 0.0353, byte miss ratio 0.0353
result/tencentBlock.ns5130.oracleGeneral.zst S3FIFO-1 cache size   359565, 17512909 req, miss ratio 0.0261, byte miss ratio 0.0261
result/tencentBlock.ns5130.oracleGeneral.zst LIRS cache size      449, 17512909 req, miss ratio 0.8081, byte miss ratio 0.8081
result/tencentBlock.ns5130.oracleGeneral.zst LIRS cache size     1348, 17512909 req, miss ratio 0.6767, byte miss ratio 0.6767
result/tencentBlock.ns5130.oracleGeneral.zst LIRS cache size     4494, 17512909 req, miss ratio 0.2047, byte miss ratio 0.2047
result/tencentBlock.ns5130.oracleGeneral.zst LIRS cache size    13483, 17512909 req, miss ratio 0.1126, byte miss ratio 0.1126
