result/tencentBlock.ns22601.oracleGeneral.zst clock2 cache size      353, 1705610 req, miss ratio 0.5757, byte miss ratio 0.5757
result/tencentBlock.ns22601.oracleGeneral.zst clock2 cache size     1060, 1705610 req, miss ratio 0.5544, byte miss ratio 0.5544
result/tencentBlock.ns22601.oracleGeneral.zst clock2 cache size     3534, 1705610 req, miss ratio 0.5465, byte miss ratio 0.5465
result/tencentBlock.ns22601.oracleGeneral.zst clock2 cache size    10604, 1705610 req, miss ratio 0.5446, byte miss ratio 0.5446
result/tencentBlock.ns22601.oracleGeneral.zst clock2 cache size    35349, 1705610 req, miss ratio 0.4812, byte miss ratio 0.4812
result/tencentBlock.ns22601.oracleGeneral.zst clock2 cache size    70698, 1705610 req, miss ratio 0.4133, byte miss ratio 0.4133
result/tencentBlock.ns22601.oracleGeneral.zst clock2 cache size   141396, 1705610 req, miss ratio 0.2833, byte miss ratio 0.2833
result/tencentBlock.ns22601.oracleGeneral.zst clock2 cache size   282792, 1705610 req, miss ratio 0.2162, byte miss ratio 0.2162
result/tencentBlock.ns22601.oracleGeneral.zst S3FIFO-1 cache size      353, 1705610 req, miss ratio 0.5612, byte miss ratio 0.5612
result/tencentBlock.ns22601.oracleGeneral.zst S3FIFO-1 cache size     1060, 1705610 req, miss ratio 0.5478, byte miss ratio 0.5478
result/tencentBlock.ns22601.oracleGeneral.zst S3FIFO-1 cache size     3534, 1705610 req, miss ratio 0.5449, byte miss ratio 0.5449
result/tencentBlock.ns22601.oracleGeneral.zst S3FIFO-1 cache size    10604, 1705610 req, miss ratio 0.5206, byte miss ratio 0.5206
result/tencentBlock.ns22601.oracleGeneral.zst S3FIFO-1 cache size    35349, 1705610 req, miss ratio 0.4425, byte miss ratio 0.4425
result/tencentBlock.ns22601.oracleGeneral.zst S3FIFO-1 cache size    70698, 1705610 req, miss ratio 0.3305, byte miss ratio 0.3305
result/tencentBlock.ns22601.oracleGeneral.zst S3FIFO-1 cache size   141396, 1705610 req, miss ratio 0.2718, byte miss ratio 0.2718
result/tencentBlock.ns22601.oracleGeneral.zst S3FIFO-1 cache size   282792, 1705610 req, miss ratio 0.2162, byte miss ratio 0.2162
result/tencentBlock.ns22601.oracleGeneral.zst FIFO cache size      353, 1705610 req, miss ratio 0.6202, byte miss ratio 0.6202
result/tencentBlock.ns22601.oracleGeneral.zst FIFO cache size     1060, 1705610 req, miss ratio 0.5781, byte miss ratio 0.5781
result/tencentBlock.ns22601.oracleGeneral.zst FIFO cache size     3534, 1705610 req, miss ratio 0.5576, byte miss ratio 0.5576
result/tencentBlock.ns22601.oracleGeneral.zst FIFO cache size    10604, 1705610 req, miss ratio 0.5493, byte miss ratio 0.5493
result/tencentBlock.ns22601.oracleGeneral.zst FIFO cache size    35349, 1705610 req, miss ratio 0.4872, byte miss ratio 0.4872
result/tencentBlock.ns22601.oracleGeneral.zst FIFO cache size    70698, 1705610 req, miss ratio 0.3988, byte miss ratio 0.3988
result/tencentBlock.ns22601.oracleGeneral.zst FIFO cache size   141396, 1705610 req, miss ratio 0.3083, byte miss ratio 0.3083
result/tencentBlock.ns22601.oracleGeneral.zst FIFO cache size   282792, 1705610 req, miss ratio 0.2583, byte miss ratio 0.2583
result/tencentBlock.ns22601.oracleGeneral.zst ARC cache size      353, 1705610 req, miss ratio 0.5605, byte miss ratio 0.5605
result/tencentBlock.ns22601.oracleGeneral.zst ARC cache size     1060, 1705610 req, miss ratio 0.5484, byte miss ratio 0.5484
result/tencentBlock.ns22601.oracleGeneral.zst ARC cache size     3534, 1705610 req, miss ratio 0.5452, byte miss ratio 0.5452
result/tencentBlock.ns22601.oracleGeneral.zst ARC cache size    10604, 1705610 req, miss ratio 0.5438, byte miss ratio 0.5438
result/tencentBlock.ns22601.oracleGeneral.zst ARC cache size    35349, 1705610 req, miss ratio 0.4572, byte miss ratio 0.4572
result/tencentBlock.ns22601.oracleGeneral.zst ARC cache size    70698, 1705610 req, miss ratio 0.3596, byte miss ratio 0.3596
result/tencentBlock.ns22601.oracleGeneral.zst ARC cache size   141396, 1705610 req, miss ratio 0.2747, byte miss ratio 0.2747
result/tencentBlock.ns22601.oracleGeneral.zst ARC cache size   282792, 1705610 req, miss ratio 0.2162, byte miss ratio 0.2162
result/tencentBlock.ns22601.oracleGeneral.zst LHD cache size      353, 1705610 req, miss ratio 0.5707, byte miss ratio 0.5707
result/tencentBlock.ns22601.oracleGeneral.zst LHD cache size     1060, 1705610 req, miss ratio 0.5548, byte miss ratio 0.5548
result/tencentBlock.ns22601.oracleGeneral.zst LHD cache size     3534, 1705610 req, miss ratio 0.5465, byte miss ratio 0.5465
result/tencentBlock.ns22601.oracleGeneral.zst LHD cache size    10604, 1705610 req, miss ratio 0.5335, byte miss ratio 0.5335
result/tencentBlock.ns22601.oracleGeneral.zst LHD cache size    35349, 1705610 req, miss ratio 0.4495, byte miss ratio 0.4495
result/tencentBlock.ns22601.oracleGeneral.zst LHD cache size    70698, 1705610 req, miss ratio 0.3853, byte miss ratio 0.3853
result/tencentBlock.ns22601.oracleGeneral.zst LHD cache size   141396, 1705610 req, miss ratio 0.2966, byte miss ratio 0.2966
result/tencentBlock.ns22601.oracleGeneral.zst LHD cache size   282792, 1705610 req, miss ratio 0.2224, byte miss ratio 0.2224
result/tencentBlock.ns22601.oracleGeneral.zst Clock cache size      353, 1705610 req, miss ratio 0.5745, byte miss ratio 0.5745
result/tencentBlock.ns22601.oracleGeneral.zst Clock cache size     1060, 1705610 req, miss ratio 0.5556, byte miss ratio 0.5556
result/tencentBlock.ns22601.oracleGeneral.zst Clock cache size     3534, 1705610 req, miss ratio 0.5471, byte miss ratio 0.5471
result/tencentBlock.ns22601.oracleGeneral.zst Clock cache size    10604, 1705610 req, miss ratio 0.5448, byte miss ratio 0.5448
result/tencentBlock.ns22601.oracleGeneral.zst Clock cache size    35349, 1705610 req, miss ratio 0.4737, byte miss ratio 0.4737
result/tencentBlock.ns22601.oracleGeneral.zst Clock cache size    70698, 1705610 req, miss ratio 0.3988, byte miss ratio 0.3988
result/tencentBlock.ns22601.oracleGeneral.zst Clock cache size   141396, 1705610 req, miss ratio 0.2862, byte miss ratio 0.2862
result/tencentBlock.ns22601.oracleGeneral.zst Clock cache size   282792, 1705610 req, miss ratio 0.2162, byte miss ratio 0.2162
