result/tencentBlock.ns5115.oracleGeneral.zst Clock cache size      212, 5873586 req, miss ratio 0.9198, byte miss ratio 0.9198
result/tencentBlock.ns5115.oracleGeneral.zst Clock cache size      638, 5873586 req, miss ratio 0.8828, byte miss ratio 0.8828
result/tencentBlock.ns5115.oracleGeneral.zst Clock cache size     2128, 5873586 req, miss ratio 0.8535, byte miss ratio 0.8535
result/tencentBlock.ns5115.oracleGeneral.zst Clock cache size     6385, 5873586 req, miss ratio 0.8242, byte miss ratio 0.8242
result/tencentBlock.ns5115.oracleGeneral.zst Clock cache size    21283, 5873586 req, miss ratio 0.7603, byte miss ratio 0.7603
result/tencentBlock.ns5115.oracleGeneral.zst Clock cache size    42567, 5873586 req, miss ratio 0.7365, byte miss ratio 0.7365
result/tencentBlock.ns5115.oracleGeneral.zst Clock cache size    85134, 5873586 req, miss ratio 0.2431, byte miss ratio 0.2431
result/tencentBlock.ns5115.oracleGeneral.zst Clock cache size   170268, 5873586 req, miss ratio 0.0376, byte miss ratio 0.0376
result/tencentBlock.ns5115.oracleGeneral.zst LRU cache size      212, 5873586 req, miss ratio 0.9229, byte miss ratio 0.9229
result/tencentBlock.ns5115.oracleGeneral.zst LRU cache size      638, 5873586 req, miss ratio 0.8871, byte miss ratio 0.8871
result/tencentBlock.ns5115.oracleGeneral.zst LRU cache size     2128, 5873586 req, miss ratio 0.8601, byte miss ratio 0.8601
result/tencentBlock.ns5115.oracleGeneral.zst LRU cache size     6385, 5873586 req, miss ratio 0.8308, byte miss ratio 0.8308
result/tencentBlock.ns5115.oracleGeneral.zst LRU cache size    21283, 5873586 req, miss ratio 0.7641, byte miss ratio 0.7641
result/tencentBlock.ns5115.oracleGeneral.zst LRU cache size    42567, 5873586 req, miss ratio 0.7428, byte miss ratio 0.7428
result/tencentBlock.ns5115.oracleGeneral.zst LRU cache size    85134, 5873586 req, miss ratio 0.2127, byte miss ratio 0.2127
result/tencentBlock.ns5115.oracleGeneral.zst LRU cache size   170268, 5873586 req, miss ratio 0.0376, byte miss ratio 0.0376
result/tencentBlock.ns5115.oracleGeneral.zst LeCaR cache size      212, 5873586 req, miss ratio 0.9163, byte miss ratio 0.9163
result/tencentBlock.ns5115.oracleGeneral.zst LeCaR cache size      638, 5873586 req, miss ratio 0.8745, byte miss ratio 0.8745
result/tencentBlock.ns5115.oracleGeneral.zst LeCaR cache size     2128, 5873586 req, miss ratio 0.8327, byte miss ratio 0.8327
result/tencentBlock.ns5115.oracleGeneral.zst LeCaR cache size     6385, 5873586 req, miss ratio 0.8179, byte miss ratio 0.8179
result/tencentBlock.ns5115.oracleGeneral.zst LeCaR cache size    21283, 5873586 req, miss ratio 0.7492, byte miss ratio 0.7492
result/tencentBlock.ns5115.oracleGeneral.zst LeCaR cache size    42567, 5873586 req, miss ratio 0.7400, byte miss ratio 0.7400
result/tencentBlock.ns5115.oracleGeneral.zst LeCaR cache size    85134, 5873586 req, miss ratio 0.1957, byte miss ratio 0.1957
result/tencentBlock.ns5115.oracleGeneral.zst LeCaR cache size   170268, 5873586 req, miss ratio 0.0375, byte miss ratio 0.0375
result/tencentBlock.ns5115.oracleGeneral.zst LIRS cache size      212, 5873586 req, miss ratio 0.8797, byte miss ratio 0.8797
result/tencentBlock.ns5115.oracleGeneral.zst LIRS cache size      638, 5873586 req, miss ratio 0.8360, byte miss ratio 0.8360
result/tencentBlock.ns5115.oracleGeneral.zst LIRS cache size     2128, 5873586 req, miss ratio 0.8160, byte miss ratio 0.8160
result/tencentBlock.ns5115.oracleGeneral.zst LIRS cache size     6385, 5873586 req, miss ratio 0.7933, byte miss ratio 0.7933
result/tencentBlock.ns5115.oracleGeneral.zst LIRS cache size    21283, 5873586 req, miss ratio 0.6710, byte miss ratio 0.6710
result/tencentBlock.ns5115.oracleGeneral.zst LIRS cache size    42567, 5873586 req, miss ratio 0.5161, byte miss ratio 0.5161
result/tencentBlock.ns5115.oracleGeneral.zst LIRS cache size    85134, 5873586 req, miss ratio 0.1855, byte miss ratio 0.1855
result/tencentBlock.ns5115.oracleGeneral.zst LIRS cache size   170268, 5873586 req, miss ratio 0.0377, byte miss ratio 0.0377
result/tencentBlock.ns5115.oracleGeneral.zst Cacheus cache size      212, 5873586 req, miss ratio 0.8897, byte miss ratio 0.8897
result/tencentBlock.ns5115.oracleGeneral.zst Cacheus cache size      638, 5873586 req, miss ratio 0.8464, byte miss ratio 0.8464
result/tencentBlock.ns5115.oracleGeneral.zst Cacheus cache size     2128, 5873586 req, miss ratio 0.8200, byte miss ratio 0.8200
result/tencentBlock.ns5115.oracleGeneral.zst Cacheus cache size     6385, 5873586 req, miss ratio 0.8012, byte miss ratio 0.8012
result/tencentBlock.ns5115.oracleGeneral.zst Cacheus cache size    21283, 5873586 req, miss ratio 0.7148, byte miss ratio 0.7148
result/tencentBlock.ns5115.oracleGeneral.zst Cacheus cache size    42567, 5873586 req, miss ratio 0.7398, byte miss ratio 0.7398
result/tencentBlock.ns5115.oracleGeneral.zst Cacheus cache size    85134, 5873586 req, miss ratio 0.1760, byte miss ratio 0.1760
result/tencentBlock.ns5115.oracleGeneral.zst Cacheus cache size   170268, 5873586 req, miss ratio 0.0376, byte miss ratio 0.0376
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO-1 cache size      212, 5873586 req, miss ratio 0.8760, byte miss ratio 0.8760
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO-1 cache size      638, 5873586 req, miss ratio 0.8369, byte miss ratio 0.8369
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO-1 cache size     2128, 5873586 req, miss ratio 0.8152, byte miss ratio 0.8152
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO-1 cache size     6385, 5873586 req, miss ratio 0.7925, byte miss ratio 0.7925
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO-1 cache size    21283, 5873586 req, miss ratio 0.6730, byte miss ratio 0.6730
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO-1 cache size    42567, 5873586 req, miss ratio 0.5900, byte miss ratio 0.5900
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO-1 cache size    85134, 5873586 req, miss ratio 0.2186, byte miss ratio 0.2186
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO-1 cache size   170268, 5873586 req, miss ratio 0.0375, byte miss ratio 0.0375
result/tencentBlock.ns5115.oracleGeneral.zst LHD cache size      212, 5873586 req, miss ratio 0.9085, byte miss ratio 0.9085
result/tencentBlock.ns5115.oracleGeneral.zst LHD cache size      638, 5873586 req, miss ratio 0.8846, byte miss ratio 0.8846
result/tencentBlock.ns5115.oracleGeneral.zst LHD cache size     2128, 5873586 req, miss ratio 0.8357, byte miss ratio 0.8357
result/tencentBlock.ns5115.oracleGeneral.zst LHD cache size     6385, 5873586 req, miss ratio 0.8029, byte miss ratio 0.8029
result/tencentBlock.ns5115.oracleGeneral.zst LHD cache size    21283, 5873586 req, miss ratio 0.6905, byte miss ratio 0.6905
result/tencentBlock.ns5115.oracleGeneral.zst LHD cache size    42567, 5873586 req, miss ratio 0.5435, byte miss ratio 0.5435
result/tencentBlock.ns5115.oracleGeneral.zst LHD cache size    85134, 5873586 req, miss ratio 0.1896, byte miss ratio 0.1896
result/tencentBlock.ns5115.oracleGeneral.zst LHD cache size   170268, 5873586 req, miss ratio 0.0386, byte miss ratio 0.0386
result/tencentBlock.ns5115.oracleGeneral.zst ARC cache size      212, 5873586 req, miss ratio 0.8786, byte miss ratio 0.8786
result/tencentBlock.ns5115.oracleGeneral.zst ARC cache size      638, 5873586 req, miss ratio 0.8350, byte miss ratio 0.8350
result/tencentBlock.ns5115.oracleGeneral.zst ARC cache size     2128, 5873586 req, miss ratio 0.8155, byte miss ratio 0.8155
result/tencentBlock.ns5115.oracleGeneral.zst ARC cache size     6385, 5873586 req, miss ratio 0.7947, byte miss ratio 0.7947
result/tencentBlock.ns5115.oracleGeneral.zst ARC cache size    21283, 5873586 req, miss ratio 0.6862, byte miss ratio 0.6862
result/tencentBlock.ns5115.oracleGeneral.zst ARC cache size    42567, 5873586 req, miss ratio 0.5763, byte miss ratio 0.5763
result/tencentBlock.ns5115.oracleGeneral.zst ARC cache size    85134, 5873586 req, miss ratio 0.2100, byte miss ratio 0.2100
result/tencentBlock.ns5115.oracleGeneral.zst ARC cache size   170268, 5873586 req, miss ratio 0.0375, byte miss ratio 0.0375
result/tencentBlock.ns5115.oracleGeneral.zst clock2 cache size      212, 5873586 req, miss ratio 0.9171, byte miss ratio 0.9171
result/tencentBlock.ns5115.oracleGeneral.zst clock2 cache size      638, 5873586 req, miss ratio 0.8794, byte miss ratio 0.8794
result/tencentBlock.ns5115.oracleGeneral.zst clock2 cache size     2128, 5873586 req, miss ratio 0.8462, byte miss ratio 0.8462
result/tencentBlock.ns5115.oracleGeneral.zst clock2 cache size     6385, 5873586 req, miss ratio 0.8196, byte miss ratio 0.8196
result/tencentBlock.ns5115.oracleGeneral.zst clock2 cache size    21283, 5873586 req, miss ratio 0.7560, byte miss ratio 0.7560
result/tencentBlock.ns5115.oracleGeneral.zst clock2 cache size    42567, 5873586 req, miss ratio 0.7299, byte miss ratio 0.7299
result/tencentBlock.ns5115.oracleGeneral.zst clock2 cache size    85134, 5873586 req, miss ratio 0.2334, byte miss ratio 0.2334
result/tencentBlock.ns5115.oracleGeneral.zst clock2 cache size   170268, 5873586 req, miss ratio 0.0376, byte miss ratio 0.0376
result/tencentBlock.ns5115.oracleGeneral.zst FIFO cache size      212, 5873586 req, miss ratio 0.9313, byte miss ratio 0.9313
result/tencentBlock.ns5115.oracleGeneral.zst FIFO cache size      638, 5873586 req, miss ratio 0.9007, byte miss ratio 0.9007
result/tencentBlock.ns5115.oracleGeneral.zst FIFO cache size     2128, 5873586 req, miss ratio 0.8718, byte miss ratio 0.8718
result/tencentBlock.ns5115.oracleGeneral.zst FIFO cache size     6385, 5873586 req, miss ratio 0.8429, byte miss ratio 0.8429
result/tencentBlock.ns5115.oracleGeneral.zst FIFO cache size    21283, 5873586 req, miss ratio 0.7889, byte miss ratio 0.7889
result/tencentBlock.ns5115.oracleGeneral.zst FIFO cache size    42567, 5873586 req, miss ratio 0.7593, byte miss ratio 0.7593
result/tencentBlock.ns5115.oracleGeneral.zst FIFO cache size    85134, 5873586 req, miss ratio 0.3052, byte miss ratio 0.3052
result/tencentBlock.ns5115.oracleGeneral.zst FIFO cache size   170268, 5873586 req, miss ratio 0.0551, byte miss ratio 0.0551
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO-d-1 cache size      212, 5873586 req, miss ratio 0.8762, byte miss ratio 0.8762
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO-d-1 cache size      638, 5873586 req, miss ratio 0.8368, byte miss ratio 0.8368
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO-d-1 cache size     2128, 5873586 req, miss ratio 0.8152, byte miss ratio 0.8152
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO-d-1 cache size     6385, 5873586 req, miss ratio 0.7932, byte miss ratio 0.7932
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO-d-1 cache size    21283, 5873586 req, miss ratio 0.6735, byte miss ratio 0.6735
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO-d-1 cache size    42567, 5873586 req, miss ratio 0.5773, byte miss ratio 0.5773
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO-d-1 cache size    85134, 5873586 req, miss ratio 0.2123, byte miss ratio 0.2123
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO-d-1 cache size   170268, 5873586 req, miss ratio 0.0376, byte miss ratio 0.0376
result/tencentBlock.ns5115.oracleGeneral.zst LRB cache size      212, 5873586 req, miss ratio 0.8701, byte miss ratio 0.8701
result/tencentBlock.ns5115.oracleGeneral.zst LRB cache size      638, 5873586 req, miss ratio 0.8413, byte miss ratio 0.8413
result/tencentBlock.ns5115.oracleGeneral.zst LRB cache size     2128, 5873586 req, miss ratio 0.7995, byte miss ratio 0.7995
result/tencentBlock.ns5115.oracleGeneral.zst LRB cache size     6385, 5873586 req, miss ratio 0.7590, byte miss ratio 0.7590
result/tencentBlock.ns5115.oracleGeneral.zst LRB cache size    21283, 5873586 req, miss ratio 0.6486, byte miss ratio 0.6486
result/tencentBlock.ns5115.oracleGeneral.zst LRB cache size    42567, 5873586 req, miss ratio 0.4945, byte miss ratio 0.4945
result/tencentBlock.ns5115.oracleGeneral.zst LRB cache size    85134, 5873586 req, miss ratio 0.1643, byte miss ratio 0.1643
result/tencentBlock.ns5115.oracleGeneral.zst LRB cache size   170268, 5873586 req, miss ratio 0.0389, byte miss ratio 0.0389
result/tencentBlock.ns5115.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      212, 5873586 req, miss ratio 0.9096, byte miss ratio 0.9096
result/tencentBlock.ns5115.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      638, 5873586 req, miss ratio 0.8771, byte miss ratio 0.8771
result/tencentBlock.ns5115.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     2128, 5873586 req, miss ratio 0.8406, byte miss ratio 0.8406
result/tencentBlock.ns5115.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     6385, 5873586 req, miss ratio 0.8134, byte miss ratio 0.8134
result/tencentBlock.ns5115.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    21283, 5873586 req, miss ratio 0.7342, byte miss ratio 0.7342
result/tencentBlock.ns5115.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    42567, 5873586 req, miss ratio 0.5990, byte miss ratio 0.5990
result/tencentBlock.ns5115.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    85134, 5873586 req, miss ratio 0.2746, byte miss ratio 0.2746
result/tencentBlock.ns5115.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   170268, 5873586 req, miss ratio 0.0507, byte miss ratio 0.0507
result/tencentBlock.ns5115.oracleGeneral.zst S4LRU(25:25:25:25) cache size      212, 5873586 req, miss ratio 0.8940, byte miss ratio 0.8940
result/tencentBlock.ns5115.oracleGeneral.zst S4LRU(25:25:25:25) cache size      638, 5873586 req, miss ratio 0.8428, byte miss ratio 0.8428
result/tencentBlock.ns5115.oracleGeneral.zst S4LRU(25:25:25:25) cache size     2128, 5873586 req, miss ratio 0.8171, byte miss ratio 0.8171
result/tencentBlock.ns5115.oracleGeneral.zst S4LRU(25:25:25:25) cache size     6385, 5873586 req, miss ratio 0.7963, byte miss ratio 0.7963
result/tencentBlock.ns5115.oracleGeneral.zst S4LRU(25:25:25:25) cache size    21283, 5873586 req, miss ratio 0.7161, byte miss ratio 0.7161
result/tencentBlock.ns5115.oracleGeneral.zst S4LRU(25:25:25:25) cache size    42567, 5873586 req, miss ratio 0.5851, byte miss ratio 0.5851
result/tencentBlock.ns5115.oracleGeneral.zst S4LRU(25:25:25:25) cache size    85134, 5873586 req, miss ratio 0.3771, byte miss ratio 0.3771
result/tencentBlock.ns5115.oracleGeneral.zst S4LRU(25:25:25:25) cache size   170268, 5873586 req, miss ratio 0.0375, byte miss ratio 0.0375
result/tencentBlock.ns5115.oracleGeneral.zst TwoQ cache size      212, 5873586 req, miss ratio 0.8784, byte miss ratio 0.8784
result/tencentBlock.ns5115.oracleGeneral.zst TwoQ cache size      638, 5873586 req, miss ratio 0.8482, byte miss ratio 0.8482
result/tencentBlock.ns5115.oracleGeneral.zst TwoQ cache size     2128, 5873586 req, miss ratio 0.8260, byte miss ratio 0.8260
result/tencentBlock.ns5115.oracleGeneral.zst TwoQ cache size     6385, 5873586 req, miss ratio 0.8040, byte miss ratio 0.8040
result/tencentBlock.ns5115.oracleGeneral.zst TwoQ cache size    21283, 5873586 req, miss ratio 0.7042, byte miss ratio 0.7042
result/tencentBlock.ns5115.oracleGeneral.zst TwoQ cache size    42567, 5873586 req, miss ratio 0.5517, byte miss ratio 0.5517
result/tencentBlock.ns5115.oracleGeneral.zst TwoQ cache size    85134, 5873586 req, miss ratio 0.2454, byte miss ratio 0.2454
result/tencentBlock.ns5115.oracleGeneral.zst TwoQ cache size   170268, 5873586 req, miss ratio 0.0551, byte miss ratio 0.0551
result/tencentBlock.ns5115.oracleGeneral.zst B-LRU cache size      212, 5873586 req, miss ratio 0.9231, byte miss ratio 0.9231
result/tencentBlock.ns5115.oracleGeneral.zst B-LRU cache size      638, 5873586 req, miss ratio 0.8879, byte miss ratio 0.8879
result/tencentBlock.ns5115.oracleGeneral.zst B-LRU cache size     2128, 5873586 req, miss ratio 0.8613, byte miss ratio 0.8613
result/tencentBlock.ns5115.oracleGeneral.zst B-LRU cache size     6385, 5873586 req, miss ratio 0.8326, byte miss ratio 0.8326
result/tencentBlock.ns5115.oracleGeneral.zst B-LRU cache size    21283, 5873586 req, miss ratio 0.7681, byte miss ratio 0.7681
result/tencentBlock.ns5115.oracleGeneral.zst B-LRU cache size    42567, 5873586 req, miss ratio 0.7461, byte miss ratio 0.7461
result/tencentBlock.ns5115.oracleGeneral.zst B-LRU cache size    85134, 5873586 req, miss ratio 0.2211, byte miss ratio 0.2211
result/tencentBlock.ns5115.oracleGeneral.zst B-LRU cache size   170268, 5873586 req, miss ratio 0.0645, byte miss ratio 0.0645
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO cache size      212, 5873586 req, miss ratio 0.8734, byte miss ratio 0.8734
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO cache size      638, 5873586 req, miss ratio 0.8424, byte miss ratio 0.8424
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO cache size     2128, 5873586 req, miss ratio 0.8194, byte miss ratio 0.8194
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO cache size     6385, 5873586 req, miss ratio 0.7937, byte miss ratio 0.7937
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO cache size    21283, 5873586 req, miss ratio 0.6725, byte miss ratio 0.6725
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO cache size    42567, 5873586 req, miss ratio 0.5816, byte miss ratio 0.5816
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO cache size    85134, 5873586 req, miss ratio 0.2151, byte miss ratio 0.2151
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO cache size   170268, 5873586 req, miss ratio 0.0380, byte miss ratio 0.0380
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO-d cache size      212, 5873586 req, miss ratio 0.8749, byte miss ratio 0.8749
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO-d cache size      638, 5873586 req, miss ratio 0.8444, byte miss ratio 0.8444
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO-d cache size     2128, 5873586 req, miss ratio 0.8197, byte miss ratio 0.8197
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO-d cache size     6385, 5873586 req, miss ratio 0.7931, byte miss ratio 0.7931
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO-d cache size    21283, 5873586 req, miss ratio 0.6736, byte miss ratio 0.6736
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO-d cache size    42567, 5873586 req, miss ratio 0.6079, byte miss ratio 0.6079
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO-d cache size    85134, 5873586 req, miss ratio 0.2465, byte miss ratio 0.2465
result/tencentBlock.ns5115.oracleGeneral.zst S3FIFO-d cache size   170268, 5873586 req, miss ratio 0.0380, byte miss ratio 0.0380
result/tencentBlock.ns5115.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size      212, 5873586 req, miss ratio 0.9085, byte miss ratio 0.9085
result/tencentBlock.ns5115.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size      638, 5873586 req, miss ratio 0.8719, byte miss ratio 0.8719
