result/tencentBlock.ns21817.oracleGeneral.zst Clock cache size      342, 3754171 req, miss ratio 0.5192, byte miss ratio 0.5192
result/tencentBlock.ns21817.oracleGeneral.zst Clock cache size     1026, 3754171 req, miss ratio 0.3967, byte miss ratio 0.3967
result/tencentBlock.ns21817.oracleGeneral.zst Clock cache size     3423, 3754171 req, miss ratio 0.2517, byte miss ratio 0.2517
result/tencentBlock.ns21817.oracleGeneral.zst Clock cache size    10269, 3754171 req, miss ratio 0.2176, byte miss ratio 0.2176
result/tencentBlock.ns21817.oracleGeneral.zst Clock cache size    34231, 3754171 req, miss ratio 0.1527, byte miss ratio 0.1527
result/tencentBlock.ns21817.oracleGeneral.zst Clock cache size    68462, 3754171 req, miss ratio 0.1200, byte miss ratio 0.1200
result/tencentBlock.ns21817.oracleGeneral.zst Clock cache size   136924, 3754171 req, miss ratio 0.0979, byte miss ratio 0.0979
result/tencentBlock.ns21817.oracleGeneral.zst Clock cache size   273849, 3754171 req, miss ratio 0.0913, byte miss ratio 0.0913
result/tencentBlock.ns21817.oracleGeneral.zst LRU cache size      342, 3754171 req, miss ratio 0.5225, byte miss ratio 0.5225
result/tencentBlock.ns21817.oracleGeneral.zst LRU cache size     1026, 3754171 req, miss ratio 0.4012, byte miss ratio 0.4012
result/tencentBlock.ns21817.oracleGeneral.zst LRU cache size     3423, 3754171 req, miss ratio 0.2564, byte miss ratio 0.2564
result/tencentBlock.ns21817.oracleGeneral.zst LRU cache size    10269, 3754171 req, miss ratio 0.2177, byte miss ratio 0.2177
result/tencentBlock.ns21817.oracleGeneral.zst LRU cache size    34231, 3754171 req, miss ratio 0.1464, byte miss ratio 0.1464
result/tencentBlock.ns21817.oracleGeneral.zst LRU cache size    68462, 3754171 req, miss ratio 0.1163, byte miss ratio 0.1163
result/tencentBlock.ns21817.oracleGeneral.zst LRU cache size   136924, 3754171 req, miss ratio 0.0967, byte miss ratio 0.0967
result/tencentBlock.ns21817.oracleGeneral.zst LRU cache size   273849, 3754171 req, miss ratio 0.0913, byte miss ratio 0.0913
result/tencentBlock.ns21817.oracleGeneral.zst ARC cache size      342, 3754171 req, miss ratio 0.5066, byte miss ratio 0.5066
result/tencentBlock.ns21817.oracleGeneral.zst ARC cache size     1026, 3754171 req, miss ratio 0.3524, byte miss ratio 0.3524
result/tencentBlock.ns21817.oracleGeneral.zst ARC cache size     3423, 3754171 req, miss ratio 0.2419, byte miss ratio 0.2419
result/tencentBlock.ns21817.oracleGeneral.zst ARC cache size    10269, 3754171 req, miss ratio 0.2088, byte miss ratio 0.2088
result/tencentBlock.ns21817.oracleGeneral.zst ARC cache size    34231, 3754171 req, miss ratio 0.1507, byte miss ratio 0.1507
result/tencentBlock.ns21817.oracleGeneral.zst ARC cache size    68462, 3754171 req, miss ratio 0.1222, byte miss ratio 0.1222
result/tencentBlock.ns21817.oracleGeneral.zst ARC cache size   136924, 3754171 req, miss ratio 0.0966, byte miss ratio 0.0966
result/tencentBlock.ns21817.oracleGeneral.zst ARC cache size   273849, 3754171 req, miss ratio 0.0913, byte miss ratio 0.0913
result/tencentBlock.ns21817.oracleGeneral.zst clock2 cache size      342, 3754171 req, miss ratio 0.5177, byte miss ratio 0.5177
