result/tencentBlock.ns12485.oracleGeneral.zst FIFO cache size      298, 3982085 req, miss ratio 0.6208, byte miss ratio 0.6208
result/tencentBlock.ns12485.oracleGeneral.zst FIFO cache size      895, 3982085 req, miss ratio 0.4120, byte miss ratio 0.4120
result/tencentBlock.ns12485.oracleGeneral.zst FIFO cache size     2983, 3982085 req, miss ratio 0.2593, byte miss ratio 0.2593
result/tencentBlock.ns12485.oracleGeneral.zst FIFO cache size     8951, 3982085 req, miss ratio 0.1938, byte miss ratio 0.1938
result/tencentBlock.ns12485.oracleGeneral.zst FIFO cache size    29836, 3982085 req, miss ratio 0.1299, byte miss ratio 0.1299
result/tencentBlock.ns12485.oracleGeneral.zst FIFO cache size    59673, 3982085 req, miss ratio 0.1011, byte miss ratio 0.1011
result/tencentBlock.ns12485.oracleGeneral.zst FIFO cache size   119346, 3982085 req, miss ratio 0.0867, byte miss ratio 0.0867
result/tencentBlock.ns12485.oracleGeneral.zst FIFO cache size   238693, 3982085 req, miss ratio 0.0793, byte miss ratio 0.0793
result/tencentBlock.ns12485.oracleGeneral.zst ARC cache size      298, 3982085 req, miss ratio 0.4593, byte miss ratio 0.4593
result/tencentBlock.ns12485.oracleGeneral.zst ARC cache size      895, 3982085 req, miss ratio 0.3124, byte miss ratio 0.3124
result/tencentBlock.ns12485.oracleGeneral.zst ARC cache size     2983, 3982085 req, miss ratio 0.1887, byte miss ratio 0.1887
result/tencentBlock.ns12485.oracleGeneral.zst ARC cache size     8951, 3982085 req, miss ratio 0.1653, byte miss ratio 0.1653
result/tencentBlock.ns12485.oracleGeneral.zst ARC cache size    29836, 3982085 req, miss ratio 0.1211, byte miss ratio 0.1211
result/tencentBlock.ns12485.oracleGeneral.zst ARC cache size    59673, 3982085 req, miss ratio 0.0989, byte miss ratio 0.0989
result/tencentBlock.ns12485.oracleGeneral.zst ARC cache size   119346, 3982085 req, miss ratio 0.0783, byte miss ratio 0.0783
result/tencentBlock.ns12485.oracleGeneral.zst ARC cache size   238693, 3982085 req, miss ratio 0.0750, byte miss ratio 0.0750
result/tencentBlock.ns12485.oracleGeneral.zst Clock cache size      298, 3982085 req, miss ratio 0.5245, byte miss ratio 0.5245
result/tencentBlock.ns12485.oracleGeneral.zst Clock cache size      895, 3982085 req, miss ratio 0.3443, byte miss ratio 0.3443
result/tencentBlock.ns12485.oracleGeneral.zst Clock cache size     2983, 3982085 req, miss ratio 0.2015, byte miss ratio 0.2015
result/tencentBlock.ns12485.oracleGeneral.zst Clock cache size     8951, 3982085 req, miss ratio 0.1719, byte miss ratio 0.1719
result/tencentBlock.ns12485.oracleGeneral.zst Clock cache size    29836, 3982085 req, miss ratio 0.1236, byte miss ratio 0.1236
result/tencentBlock.ns12485.oracleGeneral.zst Clock cache size    59673, 3982085 req, miss ratio 0.0974, byte miss ratio 0.0974
result/tencentBlock.ns12485.oracleGeneral.zst Clock cache size   119346, 3982085 req, miss ratio 0.0798, byte miss ratio 0.0798
result/tencentBlock.ns12485.oracleGeneral.zst Clock cache size   238693, 3982085 req, miss ratio 0.0750, byte miss ratio 0.0750
result/tencentBlock.ns12485.oracleGeneral.zst Cacheus cache size      298, 3982085 req, miss ratio 0.4666, byte miss ratio 0.4666
result/tencentBlock.ns12485.oracleGeneral.zst Cacheus cache size      895, 3982085 req, miss ratio 0.3209, byte miss ratio 0.3209
result/tencentBlock.ns12485.oracleGeneral.zst Cacheus cache size     2983, 3982085 req, miss ratio 0.1916, byte miss ratio 0.1916
result/tencentBlock.ns12485.oracleGeneral.zst Cacheus cache size     8951, 3982085 req, miss ratio 0.1680, byte miss ratio 0.1680
result/tencentBlock.ns12485.oracleGeneral.zst Cacheus cache size    29836, 3982085 req, miss ratio 0.1217, byte miss ratio 0.1217
result/tencentBlock.ns12485.oracleGeneral.zst Cacheus cache size    59673, 3982085 req, miss ratio 0.0931, byte miss ratio 0.0931
result/tencentBlock.ns12485.oracleGeneral.zst Cacheus cache size   119346, 3982085 req, miss ratio 0.0793, byte miss ratio 0.0793
result/tencentBlock.ns12485.oracleGeneral.zst Cacheus cache size   238693, 3982085 req, miss ratio 0.0750, byte miss ratio 0.0750
result/tencentBlock.ns12485.oracleGeneral.zst LIRS cache size      298, 3982085 req, miss ratio 0.4622, byte miss ratio 0.4622
result/tencentBlock.ns12485.oracleGeneral.zst LIRS cache size      895, 3982085 req, miss ratio 0.3169, byte miss ratio 0.3169
result/tencentBlock.ns12485.oracleGeneral.zst LIRS cache size     2983, 3982085 req, miss ratio 0.2056, byte miss ratio 0.2056
result/tencentBlock.ns12485.oracleGeneral.zst LIRS cache size     8951, 3982085 req, miss ratio 0.1661, byte miss ratio 0.1661
result/tencentBlock.ns12485.oracleGeneral.zst LIRS cache size    29836, 3982085 req, miss ratio 0.1315, byte miss ratio 0.1315
result/tencentBlock.ns12485.oracleGeneral.zst LIRS cache size    59673, 3982085 req, miss ratio 0.1074, byte miss ratio 0.1074
result/tencentBlock.ns12485.oracleGeneral.zst LIRS cache size   119346, 3982085 req, miss ratio 0.0867, byte miss ratio 0.0867
result/tencentBlock.ns12485.oracleGeneral.zst LIRS cache size   238693, 3982085 req, miss ratio 0.0770, byte miss ratio 0.0770
result/tencentBlock.ns12485.oracleGeneral.zst LRU cache size      298, 3982085 req, miss ratio 0.5362, byte miss ratio 0.5362
result/tencentBlock.ns12485.oracleGeneral.zst LRU cache size      895, 3982085 req, miss ratio 0.3449, byte miss ratio 0.3449
result/tencentBlock.ns12485.oracleGeneral.zst LRU cache size     2983, 3982085 req, miss ratio 0.2073, byte miss ratio 0.2073
result/tencentBlock.ns12485.oracleGeneral.zst LRU cache size     8951, 3982085 req, miss ratio 0.1716, byte miss ratio 0.1716
result/tencentBlock.ns12485.oracleGeneral.zst LRU cache size    29836, 3982085 req, miss ratio 0.1196, byte miss ratio 0.1196
result/tencentBlock.ns12485.oracleGeneral.zst LRU cache size    59673, 3982085 req, miss ratio 0.0939, byte miss ratio 0.0939
result/tencentBlock.ns12485.oracleGeneral.zst LRU cache size   119346, 3982085 req, miss ratio 0.0784, byte miss ratio 0.0784
result/tencentBlock.ns12485.oracleGeneral.zst LRU cache size   238693, 3982085 req, miss ratio 0.0749, byte miss ratio 0.0749
result/tencentBlock.ns12485.oracleGeneral.zst S3FIFO-1 cache size      298, 3982085 req, miss ratio 0.4670, byte miss ratio 0.4670
result/tencentBlock.ns12485.oracleGeneral.zst S3FIFO-1 cache size      895, 3982085 req, miss ratio 0.3034, byte miss ratio 0.3034
result/tencentBlock.ns12485.oracleGeneral.zst S3FIFO-1 cache size     2983, 3982085 req, miss ratio 0.1902, byte miss ratio 0.1902
result/tencentBlock.ns12485.oracleGeneral.zst S3FIFO-1 cache size     8951, 3982085 req, miss ratio 0.1646, byte miss ratio 0.1646
result/tencentBlock.ns12485.oracleGeneral.zst S3FIFO-1 cache size    29836, 3982085 req, miss ratio 0.1296, byte miss ratio 0.1296
result/tencentBlock.ns12485.oracleGeneral.zst S3FIFO-1 cache size    59673, 3982085 req, miss ratio 0.0997, byte miss ratio 0.0997
result/tencentBlock.ns12485.oracleGeneral.zst S3FIFO-1 cache size   119346, 3982085 req, miss ratio 0.0794, byte miss ratio 0.0794
result/tencentBlock.ns12485.oracleGeneral.zst S3FIFO-1 cache size   238693, 3982085 req, miss ratio 0.0750, byte miss ratio 0.0750
result/tencentBlock.ns12485.oracleGeneral.zst LHD cache size      298, 3982085 req, miss ratio 0.4803, byte miss ratio 0.4803
result/tencentBlock.ns12485.oracleGeneral.zst LHD cache size      895, 3982085 req, miss ratio 0.3290, byte miss ratio 0.3290
result/tencentBlock.ns12485.oracleGeneral.zst LHD cache size     2983, 3982085 req, miss ratio 0.1943, byte miss ratio 0.1943
result/tencentBlock.ns12485.oracleGeneral.zst LHD cache size     8951, 3982085 req, miss ratio 0.1671, byte miss ratio 0.1671
result/tencentBlock.ns12485.oracleGeneral.zst LHD cache size    29836, 3982085 req, miss ratio 0.1206, byte miss ratio 0.1206
result/tencentBlock.ns12485.oracleGeneral.zst LHD cache size    59673, 3982085 req, miss ratio 0.0905, byte miss ratio 0.0905
result/tencentBlock.ns12485.oracleGeneral.zst LHD cache size   119346, 3982085 req, miss ratio 0.0789, byte miss ratio 0.0789
result/tencentBlock.ns12485.oracleGeneral.zst LHD cache size   238693, 3982085 req, miss ratio 0.0750, byte miss ratio 0.0750
result/tencentBlock.ns12485.oracleGeneral.zst LeCaR cache size      298, 3982085 req, miss ratio 0.5141, byte miss ratio 0.5141
result/tencentBlock.ns12485.oracleGeneral.zst LeCaR cache size      895, 3982085 req, miss ratio 0.3408, byte miss ratio 0.3408
result/tencentBlock.ns12485.oracleGeneral.zst LeCaR cache size     2983, 3982085 req, miss ratio 0.1930, byte miss ratio 0.1930
result/tencentBlock.ns12485.oracleGeneral.zst LeCaR cache size     8951, 3982085 req, miss ratio 0.1715, byte miss ratio 0.1715
result/tencentBlock.ns12485.oracleGeneral.zst LeCaR cache size    29836, 3982085 req, miss ratio 0.1192, byte miss ratio 0.1192
result/tencentBlock.ns12485.oracleGeneral.zst LeCaR cache size    59673, 3982085 req, miss ratio 0.0942, byte miss ratio 0.0942
result/tencentBlock.ns12485.oracleGeneral.zst LeCaR cache size   119346, 3982085 req, miss ratio 0.0775, byte miss ratio 0.0775
result/tencentBlock.ns12485.oracleGeneral.zst LeCaR cache size   238693, 3982085 req, miss ratio 0.0749, byte miss ratio 0.0749
result/tencentBlock.ns12485.oracleGeneral.zst clock2 cache size      298, 3982085 req, miss ratio 0.5230, byte miss ratio 0.5230
result/tencentBlock.ns12485.oracleGeneral.zst clock2 cache size      895, 3982085 req, miss ratio 0.3439, byte miss ratio 0.3439
result/tencentBlock.ns12485.oracleGeneral.zst clock2 cache size     2983, 3982085 req, miss ratio 0.1918, byte miss ratio 0.1918
result/tencentBlock.ns12485.oracleGeneral.zst clock2 cache size     8951, 3982085 req, miss ratio 0.1723, byte miss ratio 0.1723
result/tencentBlock.ns12485.oracleGeneral.zst clock2 cache size    29836, 3982085 req, miss ratio 0.1262, byte miss ratio 0.1262
result/tencentBlock.ns12485.oracleGeneral.zst clock2 cache size    59673, 3982085 req, miss ratio 0.1014, byte miss ratio 0.1014
result/tencentBlock.ns12485.oracleGeneral.zst clock2 cache size   119346, 3982085 req, miss ratio 0.0786, byte miss ratio 0.0786
result/tencentBlock.ns12485.oracleGeneral.zst clock2 cache size   238693, 3982085 req, miss ratio 0.0750, byte miss ratio 0.0750
result/tencentBlock.ns12485.oracleGeneral.zst S3FIFO-d-1 cache size      298, 3982085 req, miss ratio 0.4729, byte miss ratio 0.4729
result/tencentBlock.ns12485.oracleGeneral.zst S3FIFO-d-1 cache size      895, 3982085 req, miss ratio 0.3035, byte miss ratio 0.3035
result/tencentBlock.ns12485.oracleGeneral.zst S3FIFO-d-1 cache size     2983, 3982085 req, miss ratio 0.1899, byte miss ratio 0.1899
result/tencentBlock.ns12485.oracleGeneral.zst S3FIFO-d-1 cache size     8951, 3982085 req, miss ratio 0.1646, byte miss ratio 0.1646
result/tencentBlock.ns12485.oracleGeneral.zst S3FIFO-d-1 cache size    29836, 3982085 req, miss ratio 0.1269, byte miss ratio 0.1269
result/tencentBlock.ns12485.oracleGeneral.zst S3FIFO-d-1 cache size    59673, 3982085 req, miss ratio 0.0976, byte miss ratio 0.0976
result/tencentBlock.ns12485.oracleGeneral.zst S3FIFO-d-1 cache size   119346, 3982085 req, miss ratio 0.0792, byte miss ratio 0.0792
result/tencentBlock.ns12485.oracleGeneral.zst S3FIFO-d-1 cache size   238693, 3982085 req, miss ratio 0.0750, byte miss ratio 0.0750
