result/tencentBlock.ns6285.oracleGeneral.zst LeCaR cache size      280, 7609460 req, miss ratio 0.3700, byte miss ratio 0.3700
result/tencentBlock.ns6285.oracleGeneral.zst LeCaR cache size      840, 7609460 req, miss ratio 0.2535, byte miss ratio 0.2535
result/tencentBlock.ns6285.oracleGeneral.zst LeCaR cache size     2801, 7609460 req, miss ratio 0.2178, byte miss ratio 0.2178
result/tencentBlock.ns6285.oracleGeneral.zst LeCaR cache size     8404, 7609460 req, miss ratio 0.1826, byte miss ratio 0.1826
result/tencentBlock.ns6285.oracleGeneral.zst LeCaR cache size    28015, 7609460 req, miss ratio 0.0885, byte miss ratio 0.0885
result/tencentBlock.ns6285.oracleGeneral.zst LeCaR cache size    56030, 7609460 req, miss ratio 0.0649, byte miss ratio 0.0649
result/tencentBlock.ns6285.oracleGeneral.zst LeCaR cache size   112061, 7609460 req, miss ratio 0.0460, byte miss ratio 0.0460
result/tencentBlock.ns6285.oracleGeneral.zst LeCaR cache size   224123, 7609460 req, miss ratio 0.0373, byte miss ratio 0.0373
result/tencentBlock.ns6285.oracleGeneral.zst clock2 cache size      280, 7609460 req, miss ratio 0.3737, byte miss ratio 0.3737
result/tencentBlock.ns6285.oracleGeneral.zst clock2 cache size      840, 7609460 req, miss ratio 0.2545, byte miss ratio 0.2545
result/tencentBlock.ns6285.oracleGeneral.zst clock2 cache size     2801, 7609460 req, miss ratio 0.2186, byte miss ratio 0.2186
result/tencentBlock.ns6285.oracleGeneral.zst clock2 cache size     8404, 7609460 req, miss ratio 0.1849, byte miss ratio 0.1849
result/tencentBlock.ns6285.oracleGeneral.zst clock2 cache size    28015, 7609460 req, miss ratio 0.0879, byte miss ratio 0.0879
result/tencentBlock.ns6285.oracleGeneral.zst clock2 cache size    56030, 7609460 req, miss ratio 0.0667, byte miss ratio 0.0667
result/tencentBlock.ns6285.oracleGeneral.zst clock2 cache size   112061, 7609460 req, miss ratio 0.0482, byte miss ratio 0.0482
result/tencentBlock.ns6285.oracleGeneral.zst clock2 cache size   224123, 7609460 req, miss ratio 0.0373, byte miss ratio 0.0373
result/tencentBlock.ns6285.oracleGeneral.zst Clock cache size      280, 7609460 req, miss ratio 0.3833, byte miss ratio 0.3833
result/tencentBlock.ns6285.oracleGeneral.zst Clock cache size      840, 7609460 req, miss ratio 0.2606, byte miss ratio 0.2606
result/tencentBlock.ns6285.oracleGeneral.zst Clock cache size     2801, 7609460 req, miss ratio 0.2215, byte miss ratio 0.2215
result/tencentBlock.ns6285.oracleGeneral.zst Clock cache size     8404, 7609460 req, miss ratio 0.1887, byte miss ratio 0.1887
result/tencentBlock.ns6285.oracleGeneral.zst Clock cache size    28015, 7609460 req, miss ratio 0.0906, byte miss ratio 0.0906
result/tencentBlock.ns6285.oracleGeneral.zst Clock cache size    56030, 7609460 req, miss ratio 0.0677, byte miss ratio 0.0677
result/tencentBlock.ns6285.oracleGeneral.zst Clock cache size   112061, 7609460 req, miss ratio 0.0473, byte miss ratio 0.0473
result/tencentBlock.ns6285.oracleGeneral.zst Clock cache size   224123, 7609460 req, miss ratio 0.0373, byte miss ratio 0.0373
result/tencentBlock.ns6285.oracleGeneral.zst FIFO cache size      280, 7609460 req, miss ratio 0.4595, byte miss ratio 0.4595
result/tencentBlock.ns6285.oracleGeneral.zst FIFO cache size      840, 7609460 req, miss ratio 0.3066, byte miss ratio 0.3066
result/tencentBlock.ns6285.oracleGeneral.zst FIFO cache size     2801, 7609460 req, miss ratio 0.2421, byte miss ratio 0.2421
result/tencentBlock.ns6285.oracleGeneral.zst FIFO cache size     8404, 7609460 req, miss ratio 0.2021, byte miss ratio 0.2021
result/tencentBlock.ns6285.oracleGeneral.zst FIFO cache size    28015, 7609460 req, miss ratio 0.1167, byte miss ratio 0.1167
result/tencentBlock.ns6285.oracleGeneral.zst FIFO cache size    56030, 7609460 req, miss ratio 0.0806, byte miss ratio 0.0806
result/tencentBlock.ns6285.oracleGeneral.zst FIFO cache size   112061, 7609460 req, miss ratio 0.0551, byte miss ratio 0.0551
result/tencentBlock.ns6285.oracleGeneral.zst FIFO cache size   224123, 7609460 req, miss ratio 0.0421, byte miss ratio 0.0421
result/tencentBlock.ns6285.oracleGeneral.zst LHD cache size      280, 7609460 req, miss ratio 0.3744, byte miss ratio 0.3744
result/tencentBlock.ns6285.oracleGeneral.zst LHD cache size      840, 7609460 req, miss ratio 0.2618, byte miss ratio 0.2618
result/tencentBlock.ns6285.oracleGeneral.zst LHD cache size     2801, 7609460 req, miss ratio 0.2129, byte miss ratio 0.2129
result/tencentBlock.ns6285.oracleGeneral.zst LHD cache size     8404, 7609460 req, miss ratio 0.1697, byte miss ratio 0.1697
result/tencentBlock.ns6285.oracleGeneral.zst LHD cache size    28015, 7609460 req, miss ratio 0.0834, byte miss ratio 0.0834
result/tencentBlock.ns6285.oracleGeneral.zst LHD cache size    56030, 7609460 req, miss ratio 0.0658, byte miss ratio 0.0658
result/tencentBlock.ns6285.oracleGeneral.zst LHD cache size   112061, 7609460 req, miss ratio 0.0467, byte miss ratio 0.0467
result/tencentBlock.ns6285.oracleGeneral.zst LHD cache size   224123, 7609460 req, miss ratio 0.0376, byte miss ratio 0.0376
result/tencentBlock.ns6285.oracleGeneral.zst ARC cache size      280, 7609460 req, miss ratio 0.3229, byte miss ratio 0.3229
result/tencentBlock.ns6285.oracleGeneral.zst ARC cache size      840, 7609460 req, miss ratio 0.2360, byte miss ratio 0.2360
result/tencentBlock.ns6285.oracleGeneral.zst ARC cache size     2801, 7609460 req, miss ratio 0.1981, byte miss ratio 0.1981
result/tencentBlock.ns6285.oracleGeneral.zst ARC cache size     8404, 7609460 req, miss ratio 0.1616, byte miss ratio 0.1616
result/tencentBlock.ns6285.oracleGeneral.zst ARC cache size    28015, 7609460 req, miss ratio 0.0826, byte miss ratio 0.0826
result/tencentBlock.ns6285.oracleGeneral.zst ARC cache size    56030, 7609460 req, miss ratio 0.0634, byte miss ratio 0.0634
result/tencentBlock.ns6285.oracleGeneral.zst ARC cache size   112061, 7609460 req, miss ratio 0.0450, byte miss ratio 0.0450
result/tencentBlock.ns6285.oracleGeneral.zst ARC cache size   224123, 7609460 req, miss ratio 0.0373, byte miss ratio 0.0373
result/tencentBlock.ns6285.oracleGeneral.zst Cacheus cache size      280, 7609460 req, miss ratio 0.3289, byte miss ratio 0.3289
result/tencentBlock.ns6285.oracleGeneral.zst Cacheus cache size      840, 7609460 req, miss ratio 0.2429, byte miss ratio 0.2429
result/tencentBlock.ns6285.oracleGeneral.zst Cacheus cache size     2801, 7609460 req, miss ratio 0.2073, byte miss ratio 0.2073
result/tencentBlock.ns6285.oracleGeneral.zst Cacheus cache size     8404, 7609460 req, miss ratio 0.1631, byte miss ratio 0.1631
result/tencentBlock.ns6285.oracleGeneral.zst Cacheus cache size    28015, 7609460 req, miss ratio 0.0862, byte miss ratio 0.0862
result/tencentBlock.ns6285.oracleGeneral.zst Cacheus cache size    56030, 7609460 req, miss ratio 0.0668, byte miss ratio 0.0668
result/tencentBlock.ns6285.oracleGeneral.zst Cacheus cache size   112061, 7609460 req, miss ratio 0.0449, byte miss ratio 0.0449
result/tencentBlock.ns6285.oracleGeneral.zst Cacheus cache size   224123, 7609460 req, miss ratio 0.0373, byte miss ratio 0.0373
result/tencentBlock.ns6285.oracleGeneral.zst S3FIFO-1 cache size      280, 7609460 req, miss ratio 0.3249, byte miss ratio 0.3249
result/tencentBlock.ns6285.oracleGeneral.zst S3FIFO-1 cache size      840, 7609460 req, miss ratio 0.2352, byte miss ratio 0.2352
result/tencentBlock.ns6285.oracleGeneral.zst S3FIFO-1 cache size     2801, 7609460 req, miss ratio 0.1995, byte miss ratio 0.1995
result/tencentBlock.ns6285.oracleGeneral.zst S3FIFO-1 cache size     8404, 7609460 req, miss ratio 0.1589, byte miss ratio 0.1589
result/tencentBlock.ns6285.oracleGeneral.zst S3FIFO-1 cache size    28015, 7609460 req, miss ratio 0.0812, byte miss ratio 0.0812
result/tencentBlock.ns6285.oracleGeneral.zst S3FIFO-1 cache size    56030, 7609460 req, miss ratio 0.0629, byte miss ratio 0.0629
result/tencentBlock.ns6285.oracleGeneral.zst S3FIFO-1 cache size   112061, 7609460 req, miss ratio 0.0461, byte miss ratio 0.0461
