result/tencentBlock.ns4940.oracleGeneral.zst clock2 cache size      268, 8254451 req, miss ratio 0.3213, byte miss ratio 0.3213
result/tencentBlock.ns4940.oracleGeneral.zst clock2 cache size      806, 8254451 req, miss ratio 0.2369, byte miss ratio 0.2369
result/tencentBlock.ns4940.oracleGeneral.zst clock2 cache size     2687, 8254451 req, miss ratio 0.2049, byte miss ratio 0.2049
result/tencentBlock.ns4940.oracleGeneral.zst clock2 cache size     8062, 8254451 req, miss ratio 0.1729, byte miss ratio 0.1729
result/tencentBlock.ns4940.oracleGeneral.zst clock2 cache size    26874, 8254451 req, miss ratio 0.1169, byte miss ratio 0.1169
result/tencentBlock.ns4940.oracleGeneral.zst clock2 cache size    53749, 8254451 req, miss ratio 0.0920, byte miss ratio 0.0920
result/tencentBlock.ns4940.oracleGeneral.zst clock2 cache size   107498, 8254451 req, miss ratio 0.0511, byte miss ratio 0.0511
result/tencentBlock.ns4940.oracleGeneral.zst clock2 cache size   214996, 8254451 req, miss ratio 0.0327, byte miss ratio 0.0327
result/tencentBlock.ns4940.oracleGeneral.zst Cacheus cache size      268, 8254451 req, miss ratio 0.2917, byte miss ratio 0.2917
result/tencentBlock.ns4940.oracleGeneral.zst Cacheus cache size      806, 8254451 req, miss ratio 0.2282, byte miss ratio 0.2282
result/tencentBlock.ns4940.oracleGeneral.zst Cacheus cache size     2687, 8254451 req, miss ratio 0.1913, byte miss ratio 0.1913
result/tencentBlock.ns4940.oracleGeneral.zst Cacheus cache size     8062, 8254451 req, miss ratio 0.1603, byte miss ratio 0.1603
result/tencentBlock.ns4940.oracleGeneral.zst Cacheus cache size    26874, 8254451 req, miss ratio 0.1112, byte miss ratio 0.1112
result/tencentBlock.ns4940.oracleGeneral.zst Cacheus cache size    53749, 8254451 req, miss ratio 0.0922, byte miss ratio 0.0922
result/tencentBlock.ns4940.oracleGeneral.zst Cacheus cache size   107498, 8254451 req, miss ratio 0.0430, byte miss ratio 0.0430
result/tencentBlock.ns4940.oracleGeneral.zst Cacheus cache size   214996, 8254451 req, miss ratio 0.0328, byte miss ratio 0.0328
