result/tencentBlock.ns6631.oracleGeneral.zst S3FIFO-1 cache size      302, 6325781 req, miss ratio 0.2694, byte miss ratio 0.2694
result/tencentBlock.ns6631.oracleGeneral.zst S3FIFO-1 cache size      906, 6325781 req, miss ratio 0.2260, byte miss ratio 0.2260
result/tencentBlock.ns6631.oracleGeneral.zst S3FIFO-1 cache size     3022, 6325781 req, miss ratio 0.2118, byte miss ratio 0.2118
result/tencentBlock.ns6631.oracleGeneral.zst S3FIFO-1 cache size     9066, 6325781 req, miss ratio 0.1927, byte miss ratio 0.1927
result/tencentBlock.ns6631.oracleGeneral.zst S3FIFO-1 cache size    30220, 6325781 req, miss ratio 0.1187, byte miss ratio 0.1187
result/tencentBlock.ns6631.oracleGeneral.zst S3FIFO-1 cache size    60441, 6325781 req, miss ratio 0.0782, byte miss ratio 0.0782
result/tencentBlock.ns6631.oracleGeneral.zst S3FIFO-1 cache size   120882, 6325781 req, miss ratio 0.0538, byte miss ratio 0.0538
result/tencentBlock.ns6631.oracleGeneral.zst S3FIFO-1 cache size   241765, 6325781 req, miss ratio 0.0482, byte miss ratio 0.0482
result/tencentBlock.ns6631.oracleGeneral.zst LRU cache size      302, 6325781 req, miss ratio 0.2921, byte miss ratio 0.2921
result/tencentBlock.ns6631.oracleGeneral.zst LRU cache size      906, 6325781 req, miss ratio 0.2372, byte miss ratio 0.2372
result/tencentBlock.ns6631.oracleGeneral.zst LRU cache size     3022, 6325781 req, miss ratio 0.2192, byte miss ratio 0.2192
result/tencentBlock.ns6631.oracleGeneral.zst LRU cache size     9066, 6325781 req, miss ratio 0.2089, byte miss ratio 0.2089
result/tencentBlock.ns6631.oracleGeneral.zst LRU cache size    30220, 6325781 req, miss ratio 0.1319, byte miss ratio 0.1319
result/tencentBlock.ns6631.oracleGeneral.zst LRU cache size    60441, 6325781 req, miss ratio 0.0983, byte miss ratio 0.0983
result/tencentBlock.ns6631.oracleGeneral.zst LRU cache size   120882, 6325781 req, miss ratio 0.0535, byte miss ratio 0.0535
result/tencentBlock.ns6631.oracleGeneral.zst LRU cache size   241765, 6325781 req, miss ratio 0.0480, byte miss ratio 0.0480
result/tencentBlock.ns6631.oracleGeneral.zst LHD cache size      302, 6325781 req, miss ratio 0.2846, byte miss ratio 0.2846
result/tencentBlock.ns6631.oracleGeneral.zst LHD cache size      906, 6325781 req, miss ratio 0.2315, byte miss ratio 0.2315
result/tencentBlock.ns6631.oracleGeneral.zst LHD cache size     3022, 6325781 req, miss ratio 0.2154, byte miss ratio 0.2154
result/tencentBlock.ns6631.oracleGeneral.zst LHD cache size     9066, 6325781 req, miss ratio 0.1881, byte miss ratio 0.1881
result/tencentBlock.ns6631.oracleGeneral.zst LHD cache size    30220, 6325781 req, miss ratio 0.1175, byte miss ratio 0.1175
result/tencentBlock.ns6631.oracleGeneral.zst LHD cache size    60441, 6325781 req, miss ratio 0.0800, byte miss ratio 0.0800
result/tencentBlock.ns6631.oracleGeneral.zst LHD cache size   120882, 6325781 req, miss ratio 0.0543, byte miss ratio 0.0543
result/tencentBlock.ns6631.oracleGeneral.zst LHD cache size   241765, 6325781 req, miss ratio 0.0483, byte miss ratio 0.0483
result/tencentBlock.ns6631.oracleGeneral.zst LIRS cache size      302, 6325781 req, miss ratio 0.2967, byte miss ratio 0.2967
result/tencentBlock.ns6631.oracleGeneral.zst LIRS cache size      906, 6325781 req, miss ratio 0.2557, byte miss ratio 0.2557
result/tencentBlock.ns6631.oracleGeneral.zst LIRS cache size     3022, 6325781 req, miss ratio 0.2206, byte miss ratio 0.2206
result/tencentBlock.ns6631.oracleGeneral.zst LIRS cache size     9066, 6325781 req, miss ratio 0.1877, byte miss ratio 0.1877
result/tencentBlock.ns6631.oracleGeneral.zst LIRS cache size    30220, 6325781 req, miss ratio 0.1191, byte miss ratio 0.1191
