result/tencentBlock.ns4108.oracleGeneral.zst LRU cache size      123, 2480802 req, miss ratio 0.4952, byte miss ratio 0.4952
result/tencentBlock.ns4108.oracleGeneral.zst LRU cache size      370, 2480802 req, miss ratio 0.3046, byte miss ratio 0.3046
result/tencentBlock.ns4108.oracleGeneral.zst LRU cache size     1234, 2480802 req, miss ratio 0.2843, byte miss ratio 0.2843
result/tencentBlock.ns4108.oracleGeneral.zst LRU cache size     3704, 2480802 req, miss ratio 0.2678, byte miss ratio 0.2678
result/tencentBlock.ns4108.oracleGeneral.zst LRU cache size    12347, 2480802 req, miss ratio 0.2341, byte miss ratio 0.2341
result/tencentBlock.ns4108.oracleGeneral.zst LRU cache size    24695, 2480802 req, miss ratio 0.2260, byte miss ratio 0.2260
result/tencentBlock.ns4108.oracleGeneral.zst LRU cache size    49391, 2480802 req, miss ratio 0.1796, byte miss ratio 0.1796
result/tencentBlock.ns4108.oracleGeneral.zst LRU cache size    98782, 2480802 req, miss ratio 0.0514, byte miss ratio 0.0514
result/tencentBlock.ns4108.oracleGeneral.zst ARC cache size      123, 2480802 req, miss ratio 0.4138, byte miss ratio 0.4138
result/tencentBlock.ns4108.oracleGeneral.zst ARC cache size      370, 2480802 req, miss ratio 0.2921, byte miss ratio 0.2921
result/tencentBlock.ns4108.oracleGeneral.zst ARC cache size     1234, 2480802 req, miss ratio 0.2695, byte miss ratio 0.2695
result/tencentBlock.ns4108.oracleGeneral.zst ARC cache size     3704, 2480802 req, miss ratio 0.2354, byte miss ratio 0.2354
result/tencentBlock.ns4108.oracleGeneral.zst ARC cache size    12347, 2480802 req, miss ratio 0.2117, byte miss ratio 0.2117
result/tencentBlock.ns4108.oracleGeneral.zst ARC cache size    24695, 2480802 req, miss ratio 0.1951, byte miss ratio 0.1951
result/tencentBlock.ns4108.oracleGeneral.zst ARC cache size    49391, 2480802 req, miss ratio 0.1466, byte miss ratio 0.1466
result/tencentBlock.ns4108.oracleGeneral.zst ARC cache size    98782, 2480802 req, miss ratio 0.0512, byte miss ratio 0.0512
result/tencentBlock.ns4108.oracleGeneral.zst Cacheus cache size      123, 2480802 req, miss ratio 0.4649, byte miss ratio 0.4649
