result/tencentBlock.ns10757.oracleGeneral.zst LHD cache size      106, 3074440 req, miss ratio 0.3440, byte miss ratio 0.3440
result/tencentBlock.ns10757.oracleGeneral.zst LHD cache size      320, 3074440 req, miss ratio 0.2149, byte miss ratio 0.2149
result/tencentBlock.ns10757.oracleGeneral.zst LHD cache size     1069, 3074440 req, miss ratio 0.1780, byte miss ratio 0.1780
result/tencentBlock.ns10757.oracleGeneral.zst LHD cache size     3208, 3074440 req, miss ratio 0.1607, byte miss ratio 0.1607
result/tencentBlock.ns10757.oracleGeneral.zst LHD cache size    10694, 3074440 req, miss ratio 0.1385, byte miss ratio 0.1385
result/tencentBlock.ns10757.oracleGeneral.zst LHD cache size    21389, 3074440 req, miss ratio 0.1217, byte miss ratio 0.1217
result/tencentBlock.ns10757.oracleGeneral.zst LHD cache size    42778, 3074440 req, miss ratio 0.0820, byte miss ratio 0.0820
result/tencentBlock.ns10757.oracleGeneral.zst LHD cache size    85557, 3074440 req, miss ratio 0.0385, byte miss ratio 0.0385
result/tencentBlock.ns10757.oracleGeneral.zst clock2 cache size      106, 3074440 req, miss ratio 0.3759, byte miss ratio 0.3759
result/tencentBlock.ns10757.oracleGeneral.zst clock2 cache size      320, 3074440 req, miss ratio 0.2108, byte miss ratio 0.2108
result/tencentBlock.ns10757.oracleGeneral.zst clock2 cache size     1069, 3074440 req, miss ratio 0.1833, byte miss ratio 0.1833
result/tencentBlock.ns10757.oracleGeneral.zst clock2 cache size     3208, 3074440 req, miss ratio 0.1633, byte miss ratio 0.1633
result/tencentBlock.ns10757.oracleGeneral.zst clock2 cache size    10694, 3074440 req, miss ratio 0.1489, byte miss ratio 0.1489
result/tencentBlock.ns10757.oracleGeneral.zst clock2 cache size    21389, 3074440 req, miss ratio 0.1351, byte miss ratio 0.1351
result/tencentBlock.ns10757.oracleGeneral.zst clock2 cache size    42778, 3074440 req, miss ratio 0.1227, byte miss ratio 0.1227
result/tencentBlock.ns10757.oracleGeneral.zst clock2 cache size    85557, 3074440 req, miss ratio 0.0401, byte miss ratio 0.0401
result/tencentBlock.ns10757.oracleGeneral.zst S3FIFO-1 cache size      106, 3074440 req, miss ratio 0.2942, byte miss ratio 0.2942
result/tencentBlock.ns10757.oracleGeneral.zst S3FIFO-1 cache size      320, 3074440 req, miss ratio 0.1990, byte miss ratio 0.1990
result/tencentBlock.ns10757.oracleGeneral.zst S3FIFO-1 cache size     1069, 3074440 req, miss ratio 0.1688, byte miss ratio 0.1688
result/tencentBlock.ns10757.oracleGeneral.zst S3FIFO-1 cache size     3208, 3074440 req, miss ratio 0.1519, byte miss ratio 0.1519
result/tencentBlock.ns10757.oracleGeneral.zst S3FIFO-1 cache size    10694, 3074440 req, miss ratio 0.1384, byte miss ratio 0.1384
result/tencentBlock.ns10757.oracleGeneral.zst S3FIFO-1 cache size    21389, 3074440 req, miss ratio 0.1262, byte miss ratio 0.1262
result/tencentBlock.ns10757.oracleGeneral.zst S3FIFO-1 cache size    42778, 3074440 req, miss ratio 0.0879, byte miss ratio 0.0879
result/tencentBlock.ns10757.oracleGeneral.zst S3FIFO-1 cache size    85557, 3074440 req, miss ratio 0.0389, byte miss ratio 0.0389
result/tencentBlock.ns10757.oracleGeneral.zst LIRS cache size      106, 3074440 req, miss ratio 0.2809, byte miss ratio 0.2809
result/tencentBlock.ns10757.oracleGeneral.zst LIRS cache size      320, 3074440 req, miss ratio 0.2155, byte miss ratio 0.2155
result/tencentBlock.ns10757.oracleGeneral.zst LIRS cache size     1069, 3074440 req, miss ratio 0.1775, byte miss ratio 0.1775
result/tencentBlock.ns10757.oracleGeneral.zst LIRS cache size     3208, 3074440 req, miss ratio 0.1550, byte miss ratio 0.1550
result/tencentBlock.ns10757.oracleGeneral.zst LIRS cache size    10694, 3074440 req, miss ratio 0.1385, byte miss ratio 0.1385
result/tencentBlock.ns10757.oracleGeneral.zst LIRS cache size    21389, 3074440 req, miss ratio 0.1223, byte miss ratio 0.1223
result/tencentBlock.ns10757.oracleGeneral.zst LIRS cache size    42778, 3074440 req, miss ratio 0.0828, byte miss ratio 0.0828
result/tencentBlock.ns10757.oracleGeneral.zst LIRS cache size    85557, 3074440 req, miss ratio 0.0362, byte miss ratio 0.0362
result/tencentBlock.ns10757.oracleGeneral.zst ARC cache size      106, 3074440 req, miss ratio 0.2830, byte miss ratio 0.2830
result/tencentBlock.ns10757.oracleGeneral.zst ARC cache size      320, 3074440 req, miss ratio 0.2018, byte miss ratio 0.2018
result/tencentBlock.ns10757.oracleGeneral.zst ARC cache size     1069, 3074440 req, miss ratio 0.1709, byte miss ratio 0.1709
result/tencentBlock.ns10757.oracleGeneral.zst ARC cache size     3208, 3074440 req, miss ratio 0.1541, byte miss ratio 0.1541
result/tencentBlock.ns10757.oracleGeneral.zst ARC cache size    10694, 3074440 req, miss ratio 0.1387, byte miss ratio 0.1387
result/tencentBlock.ns10757.oracleGeneral.zst ARC cache size    21389, 3074440 req, miss ratio 0.1265, byte miss ratio 0.1265
result/tencentBlock.ns10757.oracleGeneral.zst ARC cache size    42778, 3074440 req, miss ratio 0.0904, byte miss ratio 0.0904
result/tencentBlock.ns10757.oracleGeneral.zst ARC cache size    85557, 3074440 req, miss ratio 0.0372, byte miss ratio 0.0372
result/tencentBlock.ns10757.oracleGeneral.zst Clock cache size      106, 3074440 req, miss ratio 0.3798, byte miss ratio 0.3798
result/tencentBlock.ns10757.oracleGeneral.zst Clock cache size      320, 3074440 req, miss ratio 0.2135, byte miss ratio 0.2135
result/tencentBlock.ns10757.oracleGeneral.zst Clock cache size     1069, 3074440 req, miss ratio 0.1849, byte miss ratio 0.1849
result/tencentBlock.ns10757.oracleGeneral.zst Clock cache size     3208, 3074440 req, miss ratio 0.1637, byte miss ratio 0.1637
result/tencentBlock.ns10757.oracleGeneral.zst Clock cache size    10694, 3074440 req, miss ratio 0.1490, byte miss ratio 0.1490
result/tencentBlock.ns10757.oracleGeneral.zst Clock cache size    21389, 3074440 req, miss ratio 0.1356, byte miss ratio 0.1356
result/tencentBlock.ns10757.oracleGeneral.zst Clock cache size    42778, 3074440 req, miss ratio 0.1187, byte miss ratio 0.1187
result/tencentBlock.ns10757.oracleGeneral.zst Clock cache size    85557, 3074440 req, miss ratio 0.0391, byte miss ratio 0.0391
result/tencentBlock.ns10757.oracleGeneral.zst FIFO cache size      106, 3074440 req, miss ratio 0.4640, byte miss ratio 0.4640
result/tencentBlock.ns10757.oracleGeneral.zst FIFO cache size      320, 3074440 req, miss ratio 0.2792, byte miss ratio 0.2792
result/tencentBlock.ns10757.oracleGeneral.zst FIFO cache size     1069, 3074440 req, miss ratio 0.2091, byte miss ratio 0.2091
result/tencentBlock.ns10757.oracleGeneral.zst FIFO cache size     3208, 3074440 req, miss ratio 0.1788, byte miss ratio 0.1788
