result/tencentBlock.ns18052.oracleGeneral.zst LIRS cache size      384, 3380423 req, miss ratio 0.5258, byte miss ratio 0.5258
result/tencentBlock.ns18052.oracleGeneral.zst LIRS cache size     1152, 3380423 req, miss ratio 0.4899, byte miss ratio 0.4899
result/tencentBlock.ns18052.oracleGeneral.zst LIRS cache size     3841, 3380423 req, miss ratio 0.4551, byte miss ratio 0.4551
result/tencentBlock.ns18052.oracleGeneral.zst LIRS cache size    11525, 3380423 req, miss ratio 0.4397, byte miss ratio 0.4397
result/tencentBlock.ns18052.oracleGeneral.zst LIRS cache size    38419, 3380423 req, miss ratio 0.3831, byte miss ratio 0.3831
result/tencentBlock.ns18052.oracleGeneral.zst LIRS cache size    76838, 3380423 req, miss ratio 0.2970, byte miss ratio 0.2970
result/tencentBlock.ns18052.oracleGeneral.zst LIRS cache size   153676, 3380423 req, miss ratio 0.1698, byte miss ratio 0.1698
result/tencentBlock.ns18052.oracleGeneral.zst LIRS cache size   307352, 3380423 req, miss ratio 0.1144, byte miss ratio 0.1144
result/tencentBlock.ns18052.oracleGeneral.zst clock2 cache size      384, 3380423 req, miss ratio 0.4897, byte miss ratio 0.4897
result/tencentBlock.ns18052.oracleGeneral.zst clock2 cache size     1152, 3380423 req, miss ratio 0.4653, byte miss ratio 0.4653
result/tencentBlock.ns18052.oracleGeneral.zst clock2 cache size     3841, 3380423 req, miss ratio 0.4537, byte miss ratio 0.4537
result/tencentBlock.ns18052.oracleGeneral.zst clock2 cache size    11525, 3380423 req, miss ratio 0.4417, byte miss ratio 0.4417
result/tencentBlock.ns18052.oracleGeneral.zst clock2 cache size    38419, 3380423 req, miss ratio 0.3991, byte miss ratio 0.3991
result/tencentBlock.ns18052.oracleGeneral.zst clock2 cache size    76838, 3380423 req, miss ratio 0.3452, byte miss ratio 0.3452
result/tencentBlock.ns18052.oracleGeneral.zst clock2 cache size   153676, 3380423 req, miss ratio 0.2055, byte miss ratio 0.2055
result/tencentBlock.ns18052.oracleGeneral.zst clock2 cache size   307352, 3380423 req, miss ratio 0.1154, byte miss ratio 0.1154
result/tencentBlock.ns18052.oracleGeneral.zst FIFO cache size      384, 3380423 req, miss ratio 0.5658, byte miss ratio 0.5658
result/tencentBlock.ns18052.oracleGeneral.zst FIFO cache size     1152, 3380423 req, miss ratio 0.4991, byte miss ratio 0.4991
result/tencentBlock.ns18052.oracleGeneral.zst FIFO cache size     3841, 3380423 req, miss ratio 0.4671, byte miss ratio 0.4671
result/tencentBlock.ns18052.oracleGeneral.zst FIFO cache size    11525, 3380423 req, miss ratio 0.4484, byte miss ratio 0.4484
result/tencentBlock.ns18052.oracleGeneral.zst FIFO cache size    38419, 3380423 req, miss ratio 0.3918, byte miss ratio 0.3918
result/tencentBlock.ns18052.oracleGeneral.zst FIFO cache size    76838, 3380423 req, miss ratio 0.3243, byte miss ratio 0.3243
result/tencentBlock.ns18052.oracleGeneral.zst FIFO cache size   153676, 3380423 req, miss ratio 0.2190, byte miss ratio 0.2190
result/tencentBlock.ns18052.oracleGeneral.zst FIFO cache size   307352, 3380423 req, miss ratio 0.1370, byte miss ratio 0.1370
result/tencentBlock.ns18052.oracleGeneral.zst Cacheus cache size      384, 3380423 req, miss ratio 0.4753, byte miss ratio 0.4753
result/tencentBlock.ns18052.oracleGeneral.zst Cacheus cache size     1152, 3380423 req, miss ratio 0.4584, byte miss ratio 0.4584
result/tencentBlock.ns18052.oracleGeneral.zst Cacheus cache size     3841, 3380423 req, miss ratio 0.4499, byte miss ratio 0.4499
result/tencentBlock.ns18052.oracleGeneral.zst Cacheus cache size    11525, 3380423 req, miss ratio 0.4383, byte miss ratio 0.4383
result/tencentBlock.ns18052.oracleGeneral.zst Cacheus cache size    38419, 3380423 req, miss ratio 0.3902, byte miss ratio 0.3902
result/tencentBlock.ns18052.oracleGeneral.zst Cacheus cache size    76838, 3380423 req, miss ratio 0.3311, byte miss ratio 0.3311
result/tencentBlock.ns18052.oracleGeneral.zst Cacheus cache size   153676, 3380423 req, miss ratio 0.1821, byte miss ratio 0.1821
result/tencentBlock.ns18052.oracleGeneral.zst Cacheus cache size   307352, 3380423 req, miss ratio 0.1152, byte miss ratio 0.1152
result/tencentBlock.ns18052.oracleGeneral.zst LHD cache size      384, 3380423 req, miss ratio 0.4866, byte miss ratio 0.4866
result/tencentBlock.ns18052.oracleGeneral.zst LHD cache size     1152, 3380423 req, miss ratio 0.4631, byte miss ratio 0.4631
result/tencentBlock.ns18052.oracleGeneral.zst LHD cache size     3841, 3380423 req, miss ratio 0.4514, byte miss ratio 0.4514
result/tencentBlock.ns18052.oracleGeneral.zst LHD cache size    11525, 3380423 req, miss ratio 0.4333, byte miss ratio 0.4333
result/tencentBlock.ns18052.oracleGeneral.zst LHD cache size    38419, 3380423 req, miss ratio 0.3654, byte miss ratio 0.3654
result/tencentBlock.ns18052.oracleGeneral.zst LHD cache size    76838, 3380423 req, miss ratio 0.2835, byte miss ratio 0.2835
result/tencentBlock.ns18052.oracleGeneral.zst LHD cache size   153676, 3380423 req, miss ratio 0.1540, byte miss ratio 0.1540
result/tencentBlock.ns18052.oracleGeneral.zst LHD cache size   307352, 3380423 req, miss ratio 0.1152, byte miss ratio 0.1152
result/tencentBlock.ns18052.oracleGeneral.zst Clock cache size      384, 3380423 req, miss ratio 0.4877, byte miss ratio 0.4877
result/tencentBlock.ns18052.oracleGeneral.zst Clock cache size     1152, 3380423 req, miss ratio 0.4658, byte miss ratio 0.4658
result/tencentBlock.ns18052.oracleGeneral.zst Clock cache size     3841, 3380423 req, miss ratio 0.4536, byte miss ratio 0.4536
result/tencentBlock.ns18052.oracleGeneral.zst Clock cache size    11525, 3380423 req, miss ratio 0.4412, byte miss ratio 0.4412
result/tencentBlock.ns18052.oracleGeneral.zst Clock cache size    38419, 3380423 req, miss ratio 0.3933, byte miss ratio 0.3933
result/tencentBlock.ns18052.oracleGeneral.zst Clock cache size    76838, 3380423 req, miss ratio 0.3342, byte miss ratio 0.3342
result/tencentBlock.ns18052.oracleGeneral.zst Clock cache size   153676, 3380423 req, miss ratio 0.1872, byte miss ratio 0.1872
result/tencentBlock.ns18052.oracleGeneral.zst Clock cache size   307352, 3380423 req, miss ratio 0.1172, byte miss ratio 0.1172
result/tencentBlock.ns18052.oracleGeneral.zst S3FIFO-1 cache size      384, 3380423 req, miss ratio 0.4753, byte miss ratio 0.4753
result/tencentBlock.ns18052.oracleGeneral.zst S3FIFO-1 cache size     1152, 3380423 req, miss ratio 0.4578, byte miss ratio 0.4578
result/tencentBlock.ns18052.oracleGeneral.zst S3FIFO-1 cache size     3841, 3380423 req, miss ratio 0.4493, byte miss ratio 0.4493
result/tencentBlock.ns18052.oracleGeneral.zst S3FIFO-1 cache size    11525, 3380423 req, miss ratio 0.4396, byte miss ratio 0.4396
result/tencentBlock.ns18052.oracleGeneral.zst S3FIFO-1 cache size    38419, 3380423 req, miss ratio 0.3794, byte miss ratio 0.3794
result/tencentBlock.ns18052.oracleGeneral.zst S3FIFO-1 cache size    76838, 3380423 req, miss ratio 0.3077, byte miss ratio 0.3077
result/tencentBlock.ns18052.oracleGeneral.zst S3FIFO-1 cache size   153676, 3380423 req, miss ratio 0.1673, byte miss ratio 0.1673
result/tencentBlock.ns18052.oracleGeneral.zst S3FIFO-1 cache size   307352, 3380423 req, miss ratio 0.1155, byte miss ratio 0.1155
result/tencentBlock.ns18052.oracleGeneral.zst LRU cache size      384, 3380423 req, miss ratio 0.4896, byte miss ratio 0.4896
result/tencentBlock.ns18052.oracleGeneral.zst LRU cache size     1152, 3380423 req, miss ratio 0.4666, byte miss ratio 0.4666
result/tencentBlock.ns18052.oracleGeneral.zst LRU cache size     3841, 3380423 req, miss ratio 0.4538, byte miss ratio 0.4538
