result/tencentBlock.ns12588.oracleGeneral.zst LRU cache size      184, 1421528 req, miss ratio 0.5414, byte miss ratio 0.5414
result/tencentBlock.ns12588.oracleGeneral.zst LRU cache size      552, 1421528 req, miss ratio 0.5058, byte miss ratio 0.5058
result/tencentBlock.ns12588.oracleGeneral.zst LRU cache size     1842, 1421528 req, miss ratio 0.4932, byte miss ratio 0.4932
result/tencentBlock.ns12588.oracleGeneral.zst LRU cache size     5528, 1421528 req, miss ratio 0.4859, byte miss ratio 0.4859
result/tencentBlock.ns12588.oracleGeneral.zst LRU cache size    18427, 1421528 req, miss ratio 0.4172, byte miss ratio 0.4172
result/tencentBlock.ns12588.oracleGeneral.zst LRU cache size    36855, 1421528 req, miss ratio 0.3804, byte miss ratio 0.3804
result/tencentBlock.ns12588.oracleGeneral.zst LRU cache size    73710, 1421528 req, miss ratio 0.2277, byte miss ratio 0.2277
result/tencentBlock.ns12588.oracleGeneral.zst LRU cache size   147420, 1421528 req, miss ratio 0.1391, byte miss ratio 0.1391
result/tencentBlock.ns12588.oracleGeneral.zst S3FIFO-1 cache size      184, 1421528 req, miss ratio 0.5175, byte miss ratio 0.5175
result/tencentBlock.ns12588.oracleGeneral.zst S3FIFO-1 cache size      552, 1421528 req, miss ratio 0.4944, byte miss ratio 0.4944
result/tencentBlock.ns12588.oracleGeneral.zst S3FIFO-1 cache size     1842, 1421528 req, miss ratio 0.4869, byte miss ratio 0.4869
result/tencentBlock.ns12588.oracleGeneral.zst S3FIFO-1 cache size     5528, 1421528 req, miss ratio 0.4850, byte miss ratio 0.4850
result/tencentBlock.ns12588.oracleGeneral.zst S3FIFO-1 cache size    18427, 1421528 req, miss ratio 0.4145, byte miss ratio 0.4145
result/tencentBlock.ns12588.oracleGeneral.zst S3FIFO-1 cache size    36855, 1421528 req, miss ratio 0.3636, byte miss ratio 0.3636
result/tencentBlock.ns12588.oracleGeneral.zst S3FIFO-1 cache size    73710, 1421528 req, miss ratio 0.2342, byte miss ratio 0.2342
result/tencentBlock.ns12588.oracleGeneral.zst S3FIFO-1 cache size   147420, 1421528 req, miss ratio 0.1331, byte miss ratio 0.1331
result/tencentBlock.ns12588.oracleGeneral.zst LIRS cache size      184, 1421528 req, miss ratio 0.5720, byte miss ratio 0.5720
result/tencentBlock.ns12588.oracleGeneral.zst LIRS cache size      552, 1421528 req, miss ratio 0.5343, byte miss ratio 0.5343
result/tencentBlock.ns12588.oracleGeneral.zst LIRS cache size     1842, 1421528 req, miss ratio 0.4948, byte miss ratio 0.4948
result/tencentBlock.ns12588.oracleGeneral.zst LIRS cache size     5528, 1421528 req, miss ratio 0.4848, byte miss ratio 0.4848
result/tencentBlock.ns12588.oracleGeneral.zst LIRS cache size    18427, 1421528 req, miss ratio 0.4145, byte miss ratio 0.4145
result/tencentBlock.ns12588.oracleGeneral.zst LIRS cache size    36855, 1421528 req, miss ratio 0.3497, byte miss ratio 0.3497
result/tencentBlock.ns12588.oracleGeneral.zst LIRS cache size    73710, 1421528 req, miss ratio 0.2238, byte miss ratio 0.2238
result/tencentBlock.ns12588.oracleGeneral.zst LIRS cache size   147420, 1421528 req, miss ratio 0.1394, byte miss ratio 0.1394
result/tencentBlock.ns12588.oracleGeneral.zst LeCaR cache size      184, 1421528 req, miss ratio 0.5395, byte miss ratio 0.5395
result/tencentBlock.ns12588.oracleGeneral.zst LeCaR cache size      552, 1421528 req, miss ratio 0.5042, byte miss ratio 0.5042
result/tencentBlock.ns12588.oracleGeneral.zst LeCaR cache size     1842, 1421528 req, miss ratio 0.4898, byte miss ratio 0.4898
result/tencentBlock.ns12588.oracleGeneral.zst LeCaR cache size     5528, 1421528 req, miss ratio 0.4855, byte miss ratio 0.4855
result/tencentBlock.ns12588.oracleGeneral.zst LeCaR cache size    18427, 1421528 req, miss ratio 0.4165, byte miss ratio 0.4165
result/tencentBlock.ns12588.oracleGeneral.zst LeCaR cache size    36855, 1421528 req, miss ratio 0.3718, byte miss ratio 0.3718
result/tencentBlock.ns12588.oracleGeneral.zst LeCaR cache size    73710, 1421528 req, miss ratio 0.2349, byte miss ratio 0.2349
