result/tencentBlock.ns17044.oracleGeneral.zst FIFO cache size      844, 4041588 req, miss ratio 0.5967, byte miss ratio 0.5967
result/tencentBlock.ns17044.oracleGeneral.zst FIFO cache size     2533, 4041588 req, miss ratio 0.5766, byte miss ratio 0.5766
result/tencentBlock.ns17044.oracleGeneral.zst FIFO cache size     8444, 4041588 req, miss ratio 0.5595, byte miss ratio 0.5595
result/tencentBlock.ns17044.oracleGeneral.zst FIFO cache size    25332, 4041588 req, miss ratio 0.4624, byte miss ratio 0.4624
result/tencentBlock.ns17044.oracleGeneral.zst FIFO cache size    84441, 4041588 req, miss ratio 0.3451, byte miss ratio 0.3451
result/tencentBlock.ns17044.oracleGeneral.zst FIFO cache size   168882, 4041588 req, miss ratio 0.2831, byte miss ratio 0.2831
result/tencentBlock.ns17044.oracleGeneral.zst FIFO cache size   337765, 4041588 req, miss ratio 0.2339, byte miss ratio 0.2339
result/tencentBlock.ns17044.oracleGeneral.zst FIFO cache size   675530, 4041588 req, miss ratio 0.2175, byte miss ratio 0.2175
result/tencentBlock.ns17044.oracleGeneral.zst S3FIFO-1 cache size      844, 4041588 req, miss ratio 0.5723, byte miss ratio 0.5723
result/tencentBlock.ns17044.oracleGeneral.zst S3FIFO-1 cache size     2533, 4041588 req, miss ratio 0.5636, byte miss ratio 0.5636
result/tencentBlock.ns17044.oracleGeneral.zst S3FIFO-1 cache size     8444, 4041588 req, miss ratio 0.5486, byte miss ratio 0.5486
result/tencentBlock.ns17044.oracleGeneral.zst S3FIFO-1 cache size    25332, 4041588 req, miss ratio 0.4259, byte miss ratio 0.4259
result/tencentBlock.ns17044.oracleGeneral.zst S3FIFO-1 cache size    84441, 4041588 req, miss ratio 0.2641, byte miss ratio 0.2641
result/tencentBlock.ns17044.oracleGeneral.zst S3FIFO-1 cache size   168882, 4041588 req, miss ratio 0.2356, byte miss ratio 0.2356
result/tencentBlock.ns17044.oracleGeneral.zst S3FIFO-1 cache size   337765, 4041588 req, miss ratio 0.2254, byte miss ratio 0.2254
result/tencentBlock.ns17044.oracleGeneral.zst S3FIFO-1 cache size   675530, 4041588 req, miss ratio 0.2091, byte miss ratio 0.2091
result/tencentBlock.ns17044.oracleGeneral.zst LHD cache size      844, 4041588 req, miss ratio 0.5740, byte miss ratio 0.5740
result/tencentBlock.ns17044.oracleGeneral.zst LHD cache size     2533, 4041588 req, miss ratio 0.5651, byte miss ratio 0.5651
result/tencentBlock.ns17044.oracleGeneral.zst LHD cache size     8444, 4041588 req, miss ratio 0.5386, byte miss ratio 0.5386
result/tencentBlock.ns17044.oracleGeneral.zst LHD cache size    25332, 4041588 req, miss ratio 0.4247, byte miss ratio 0.4247
result/tencentBlock.ns17044.oracleGeneral.zst LHD cache size    84441, 4041588 req, miss ratio 0.2672, byte miss ratio 0.2672
result/tencentBlock.ns17044.oracleGeneral.zst LHD cache size   168882, 4041588 req, miss ratio 0.2338, byte miss ratio 0.2338
result/tencentBlock.ns17044.oracleGeneral.zst LHD cache size   337765, 4041588 req, miss ratio 0.2167, byte miss ratio 0.2167
result/tencentBlock.ns17044.oracleGeneral.zst LHD cache size   675530, 4041588 req, miss ratio 0.2096, byte miss ratio 0.2096
result/tencentBlock.ns17044.oracleGeneral.zst Cacheus cache size      844, 4041588 req, miss ratio 0.5697, byte miss ratio 0.5697
result/tencentBlock.ns17044.oracleGeneral.zst Cacheus cache size     2533, 4041588 req, miss ratio 0.5630, byte miss ratio 0.5630
result/tencentBlock.ns17044.oracleGeneral.zst Cacheus cache size     8444, 4041588 req, miss ratio 0.5480, byte miss ratio 0.5480
result/tencentBlock.ns17044.oracleGeneral.zst Cacheus cache size    25332, 4041588 req, miss ratio 0.4458, byte miss ratio 0.4458
result/tencentBlock.ns17044.oracleGeneral.zst Cacheus cache size    84441, 4041588 req, miss ratio 0.2807, byte miss ratio 0.2807
result/tencentBlock.ns17044.oracleGeneral.zst Cacheus cache size   168882, 4041588 req, miss ratio 0.2425, byte miss ratio 0.2425
result/tencentBlock.ns17044.oracleGeneral.zst Cacheus cache size   337765, 4041588 req, miss ratio 0.2182, byte miss ratio 0.2182
result/tencentBlock.ns17044.oracleGeneral.zst Cacheus cache size   675530, 4041588 req, miss ratio 0.2092, byte miss ratio 0.2092
result/tencentBlock.ns17044.oracleGeneral.zst LIRS cache size      844, 4041588 req, miss ratio 0.6105, byte miss ratio 0.6105
result/tencentBlock.ns17044.oracleGeneral.zst LIRS cache size     2533, 4041588 req, miss ratio 0.5692, byte miss ratio 0.5692
result/tencentBlock.ns17044.oracleGeneral.zst LIRS cache size     8444, 4041588 req, miss ratio 0.5547, byte miss ratio 0.5547
result/tencentBlock.ns17044.oracleGeneral.zst LIRS cache size    25332, 4041588 req, miss ratio 0.4255, byte miss ratio 0.4255
result/tencentBlock.ns17044.oracleGeneral.zst LIRS cache size    84441, 4041588 req, miss ratio 0.2764, byte miss ratio 0.2764
result/tencentBlock.ns17044.oracleGeneral.zst LIRS cache size   168882, 4041588 req, miss ratio 0.2393, byte miss ratio 0.2393
result/tencentBlock.ns17044.oracleGeneral.zst LIRS cache size   337765, 4041588 req, miss ratio 0.2308, byte miss ratio 0.2308
result/tencentBlock.ns17044.oracleGeneral.zst LIRS cache size   675530, 4041588 req, miss ratio 0.2120, byte miss ratio 0.2120
result/tencentBlock.ns17044.oracleGeneral.zst LRU cache size      844, 4041588 req, miss ratio 0.5747, byte miss ratio 0.5747
result/tencentBlock.ns17044.oracleGeneral.zst LRU cache size     2533, 4041588 req, miss ratio 0.5674, byte miss ratio 0.5674
result/tencentBlock.ns17044.oracleGeneral.zst LRU cache size     8444, 4041588 req, miss ratio 0.5545, byte miss ratio 0.5545
result/tencentBlock.ns17044.oracleGeneral.zst LRU cache size    25332, 4041588 req, miss ratio 0.4377, byte miss ratio 0.4377
result/tencentBlock.ns17044.oracleGeneral.zst LRU cache size    84441, 4041588 req, miss ratio 0.2968, byte miss ratio 0.2968
result/tencentBlock.ns17044.oracleGeneral.zst LRU cache size   168882, 4041588 req, miss ratio 0.2503, byte miss ratio 0.2503
result/tencentBlock.ns17044.oracleGeneral.zst LRU cache size   337765, 4041588 req, miss ratio 0.2126, byte miss ratio 0.2126
result/tencentBlock.ns17044.oracleGeneral.zst LRU cache size   675530, 4041588 req, miss ratio 0.2091, byte miss ratio 0.2091
result/tencentBlock.ns17044.oracleGeneral.zst ARC cache size      844, 4041588 req, miss ratio 0.5693, byte miss ratio 0.5693
result/tencentBlock.ns17044.oracleGeneral.zst ARC cache size     2533, 4041588 req, miss ratio 0.5642, byte miss ratio 0.5642
