result/tencentBlock.ns12238.oracleGeneral.zst LIRS cache size      151, 1694720 req, miss ratio 0.7185, byte miss ratio 0.7185
result/tencentBlock.ns12238.oracleGeneral.zst LIRS cache size      455, 1694720 req, miss ratio 0.6488, byte miss ratio 0.6488
result/tencentBlock.ns12238.oracleGeneral.zst LIRS cache size     1517, 1694720 req, miss ratio 0.4416, byte miss ratio 0.4416
result/tencentBlock.ns12238.oracleGeneral.zst LIRS cache size     4553, 1694720 req, miss ratio 0.3716, byte miss ratio 0.3716
result/tencentBlock.ns12238.oracleGeneral.zst LIRS cache size    15177, 1694720 req, miss ratio 0.3226, byte miss ratio 0.3226
result/tencentBlock.ns12238.oracleGeneral.zst LIRS cache size    30354, 1694720 req, miss ratio 0.2644, byte miss ratio 0.2644
result/tencentBlock.ns12238.oracleGeneral.zst LIRS cache size    60709, 1694720 req, miss ratio 0.1788, byte miss ratio 0.1788
result/tencentBlock.ns12238.oracleGeneral.zst LIRS cache size   121418, 1694720 req, miss ratio 0.0906, byte miss ratio 0.0906
result/tencentBlock.ns12238.oracleGeneral.zst LHD cache size      151, 1694720 req, miss ratio 0.7172, byte miss ratio 0.7172
result/tencentBlock.ns12238.oracleGeneral.zst LHD cache size      455, 1694720 req, miss ratio 0.6351, byte miss ratio 0.6351
result/tencentBlock.ns12238.oracleGeneral.zst LHD cache size     1517, 1694720 req, miss ratio 0.4740, byte miss ratio 0.4740
result/tencentBlock.ns12238.oracleGeneral.zst LHD cache size     4553, 1694720 req, miss ratio 0.4102, byte miss ratio 0.4102
result/tencentBlock.ns12238.oracleGeneral.zst LHD cache size    15177, 1694720 req, miss ratio 0.3268, byte miss ratio 0.3268
result/tencentBlock.ns12238.oracleGeneral.zst LHD cache size    30354, 1694720 req, miss ratio 0.2732, byte miss ratio 0.2732
result/tencentBlock.ns12238.oracleGeneral.zst LHD cache size    60709, 1694720 req, miss ratio 0.1699, byte miss ratio 0.1699
result/tencentBlock.ns12238.oracleGeneral.zst LHD cache size   121418, 1694720 req, miss ratio 0.0916, byte miss ratio 0.0916
result/tencentBlock.ns12238.oracleGeneral.zst Cacheus cache size      151, 1694720 req, miss ratio 0.6937, byte miss ratio 0.6937
result/tencentBlock.ns12238.oracleGeneral.zst Cacheus cache size      455, 1694720 req, miss ratio 0.6321, byte miss ratio 0.6321
result/tencentBlock.ns12238.oracleGeneral.zst Cacheus cache size     1517, 1694720 req, miss ratio 0.4547, byte miss ratio 0.4547
result/tencentBlock.ns12238.oracleGeneral.zst Cacheus cache size     4553, 1694720 req, miss ratio 0.3821, byte miss ratio 0.3821
result/tencentBlock.ns12238.oracleGeneral.zst Cacheus cache size    15177, 1694720 req, miss ratio 0.3303, byte miss ratio 0.3303
result/tencentBlock.ns12238.oracleGeneral.zst Cacheus cache size    30354, 1694720 req, miss ratio 0.2925, byte miss ratio 0.2925
result/tencentBlock.ns12238.oracleGeneral.zst Cacheus cache size    60709, 1694720 req, miss ratio 0.1710, byte miss ratio 0.1710
result/tencentBlock.ns12238.oracleGeneral.zst Cacheus cache size   121418, 1694720 req, miss ratio 0.0914, byte miss ratio 0.0914
result/tencentBlock.ns12238.oracleGeneral.zst S3FIFO-1 cache size      151, 1694720 req, miss ratio 0.6869, byte miss ratio 0.6869
result/tencentBlock.ns12238.oracleGeneral.zst S3FIFO-1 cache size      455, 1694720 req, miss ratio 0.6194, byte miss ratio 0.6194
result/tencentBlock.ns12238.oracleGeneral.zst S3FIFO-1 cache size     1517, 1694720 req, miss ratio 0.4291, byte miss ratio 0.4291
result/tencentBlock.ns12238.oracleGeneral.zst S3FIFO-1 cache size     4553, 1694720 req, miss ratio 0.3626, byte miss ratio 0.3626
result/tencentBlock.ns12238.oracleGeneral.zst S3FIFO-1 cache size    15177, 1694720 req, miss ratio 0.3209, byte miss ratio 0.3209
result/tencentBlock.ns12238.oracleGeneral.zst S3FIFO-1 cache size    30354, 1694720 req, miss ratio 0.2796, byte miss ratio 0.2796
result/tencentBlock.ns12238.oracleGeneral.zst S3FIFO-1 cache size    60709, 1694720 req, miss ratio 0.1715, byte miss ratio 0.1715
result/tencentBlock.ns12238.oracleGeneral.zst S3FIFO-1 cache size   121418, 1694720 req, miss ratio 0.1005, byte miss ratio 0.1005
result/tencentBlock.ns12238.oracleGeneral.zst Clock cache size      151, 1694720 req, miss ratio 0.7635, byte miss ratio 0.7635
result/tencentBlock.ns12238.oracleGeneral.zst Clock cache size      455, 1694720 req, miss ratio 0.6718, byte miss ratio 0.6718
result/tencentBlock.ns12238.oracleGeneral.zst Clock cache size     1517, 1694720 req, miss ratio 0.4846, byte miss ratio 0.4846
result/tencentBlock.ns12238.oracleGeneral.zst Clock cache size     4553, 1694720 req, miss ratio 0.4227, byte miss ratio 0.4227
result/tencentBlock.ns12238.oracleGeneral.zst Clock cache size    15177, 1694720 req, miss ratio 0.3363, byte miss ratio 0.3363
result/tencentBlock.ns12238.oracleGeneral.zst Clock cache size    30354, 1694720 req, miss ratio 0.2908, byte miss ratio 0.2908
result/tencentBlock.ns12238.oracleGeneral.zst Clock cache size    60709, 1694720 req, miss ratio 0.2233, byte miss ratio 0.2233
result/tencentBlock.ns12238.oracleGeneral.zst Clock cache size   121418, 1694720 req, miss ratio 0.0981, byte miss ratio 0.0981
result/tencentBlock.ns12238.oracleGeneral.zst clock2 cache size      151, 1694720 req, miss ratio 0.7581, byte miss ratio 0.7581
result/tencentBlock.ns12238.oracleGeneral.zst clock2 cache size      455, 1694720 req, miss ratio 0.6690, byte miss ratio 0.6690
result/tencentBlock.ns12238.oracleGeneral.zst clock2 cache size     1517, 1694720 req, miss ratio 0.4822, byte miss ratio 0.4822
result/tencentBlock.ns12238.oracleGeneral.zst clock2 cache size     4553, 1694720 req, miss ratio 0.4178, byte miss ratio 0.4178
result/tencentBlock.ns12238.oracleGeneral.zst clock2 cache size    15177, 1694720 req, miss ratio 0.3369, byte miss ratio 0.3369
result/tencentBlock.ns12238.oracleGeneral.zst clock2 cache size    30354, 1694720 req, miss ratio 0.2953, byte miss ratio 0.2953
result/tencentBlock.ns12238.oracleGeneral.zst clock2 cache size    60709, 1694720 req, miss ratio 0.2224, byte miss ratio 0.2224
result/tencentBlock.ns12238.oracleGeneral.zst clock2 cache size   121418, 1694720 req, miss ratio 0.0927, byte miss ratio 0.0927
result/tencentBlock.ns12238.oracleGeneral.zst LeCaR cache size      151, 1694720 req, miss ratio 0.7554, byte miss ratio 0.7554
result/tencentBlock.ns12238.oracleGeneral.zst LeCaR cache size      455, 1694720 req, miss ratio 0.6676, byte miss ratio 0.6676
result/tencentBlock.ns12238.oracleGeneral.zst LeCaR cache size     1517, 1694720 req, miss ratio 0.4750, byte miss ratio 0.4750
result/tencentBlock.ns12238.oracleGeneral.zst LeCaR cache size     4553, 1694720 req, miss ratio 0.4186, byte miss ratio 0.4186
result/tencentBlock.ns12238.oracleGeneral.zst LeCaR cache size    15177, 1694720 req, miss ratio 0.3319, byte miss ratio 0.3319
result/tencentBlock.ns12238.oracleGeneral.zst LeCaR cache size    30354, 1694720 req, miss ratio 0.2866, byte miss ratio 0.2866
result/tencentBlock.ns12238.oracleGeneral.zst LeCaR cache size    60709, 1694720 req, miss ratio 0.1632, byte miss ratio 0.1632
result/tencentBlock.ns12238.oracleGeneral.zst LeCaR cache size   121418, 1694720 req, miss ratio 0.0904, byte miss ratio 0.0904
result/tencentBlock.ns12238.oracleGeneral.zst FIFO cache size      151, 1694720 req, miss ratio 0.8162, byte miss ratio 0.8162
result/tencentBlock.ns12238.oracleGeneral.zst FIFO cache size      455, 1694720 req, miss ratio 0.7265, byte miss ratio 0.7265
result/tencentBlock.ns12238.oracleGeneral.zst FIFO cache size     1517, 1694720 req, miss ratio 0.5620, byte miss ratio 0.5620
result/tencentBlock.ns12238.oracleGeneral.zst FIFO cache size     4553, 1694720 req, miss ratio 0.4697, byte miss ratio 0.4697
result/tencentBlock.ns12238.oracleGeneral.zst FIFO cache size    15177, 1694720 req, miss ratio 0.3642, byte miss ratio 0.3642
result/tencentBlock.ns12238.oracleGeneral.zst FIFO cache size    30354, 1694720 req, miss ratio 0.3117, byte miss ratio 0.3117
result/tencentBlock.ns12238.oracleGeneral.zst FIFO cache size    60709, 1694720 req, miss ratio 0.2053, byte miss ratio 0.2053
result/tencentBlock.ns12238.oracleGeneral.zst FIFO cache size   121418, 1694720 req, miss ratio 0.1128, byte miss ratio 0.1128
result/tencentBlock.ns12238.oracleGeneral.zst LRU cache size      151, 1694720 req, miss ratio 0.7737, byte miss ratio 0.7737
result/tencentBlock.ns12238.oracleGeneral.zst LRU cache size      455, 1694720 req, miss ratio 0.6769, byte miss ratio 0.6769
result/tencentBlock.ns12238.oracleGeneral.zst LRU cache size     1517, 1694720 req, miss ratio 0.4885, byte miss ratio 0.4885
result/tencentBlock.ns12238.oracleGeneral.zst LRU cache size     4553, 1694720 req, miss ratio 0.4258, byte miss ratio 0.4258
result/tencentBlock.ns12238.oracleGeneral.zst LRU cache size    15177, 1694720 req, miss ratio 0.3331, byte miss ratio 0.3331
result/tencentBlock.ns12238.oracleGeneral.zst LRU cache size    30354, 1694720 req, miss ratio 0.2872, byte miss ratio 0.2872
result/tencentBlock.ns12238.oracleGeneral.zst LRU cache size    60709, 1694720 req, miss ratio 0.1611, byte miss ratio 0.1611
result/tencentBlock.ns12238.oracleGeneral.zst LRU cache size   121418, 1694720 req, miss ratio 0.0903, byte miss ratio 0.0903
result/tencentBlock.ns12238.oracleGeneral.zst ARC cache size      151, 1694720 req, miss ratio 0.6883, byte miss ratio 0.6883
result/tencentBlock.ns12238.oracleGeneral.zst ARC cache size      455, 1694720 req, miss ratio 0.6334, byte miss ratio 0.6334
result/tencentBlock.ns12238.oracleGeneral.zst ARC cache size     1517, 1694720 req, miss ratio 0.4394, byte miss ratio 0.4394
result/tencentBlock.ns12238.oracleGeneral.zst ARC cache size     4553, 1694720 req, miss ratio 0.3713, byte miss ratio 0.3713
result/tencentBlock.ns12238.oracleGeneral.zst ARC cache size    15177, 1694720 req, miss ratio 0.3266, byte miss ratio 0.3266
result/tencentBlock.ns12238.oracleGeneral.zst ARC cache size    30354, 1694720 req, miss ratio 0.2848, byte miss ratio 0.2848
result/tencentBlock.ns12238.oracleGeneral.zst ARC cache size    60709, 1694720 req, miss ratio 0.1670, byte miss ratio 0.1670
result/tencentBlock.ns12238.oracleGeneral.zst ARC cache size   121418, 1694720 req, miss ratio 0.0908, byte miss ratio 0.0908
result/tencentBlock.ns12238.oracleGeneral.zst S3FIFO-d-1 cache size      151, 1694720 req, miss ratio 0.6810, byte miss ratio 0.6810
result/tencentBlock.ns12238.oracleGeneral.zst S3FIFO-d-1 cache size      455, 1694720 req, miss ratio 0.5790, byte miss ratio 0.5790
result/tencentBlock.ns12238.oracleGeneral.zst S3FIFO-d-1 cache size     1517, 1694720 req, miss ratio 0.4283, byte miss ratio 0.4283
result/tencentBlock.ns12238.oracleGeneral.zst S3FIFO-d-1 cache size     4553, 1694720 req, miss ratio 0.3626, byte miss ratio 0.3626
result/tencentBlock.ns12238.oracleGeneral.zst S3FIFO-d-1 cache size    15177, 1694720 req, miss ratio 0.3206, byte miss ratio 0.3206
result/tencentBlock.ns12238.oracleGeneral.zst S3FIFO-d-1 cache size    30354, 1694720 req, miss ratio 0.2801, byte miss ratio 0.2801
result/tencentBlock.ns12238.oracleGeneral.zst S3FIFO-d-1 cache size    60709, 1694720 req, miss ratio 0.1898, byte miss ratio 0.1898
result/tencentBlock.ns12238.oracleGeneral.zst S3FIFO-d-1 cache size   121418, 1694720 req, miss ratio 0.1007, byte miss ratio 0.1007
result/tencentBlock.ns12238.oracleGeneral.zst LRB cache size      151, 1694720 req, miss ratio 0.7285, byte miss ratio 0.7285
result/tencentBlock.ns12238.oracleGeneral.zst LRB cache size      455, 1694720 req, miss ratio 0.5573, byte miss ratio 0.5573
result/tencentBlock.ns12238.oracleGeneral.zst LRB cache size     1517, 1694720 req, miss ratio 0.4283, byte miss ratio 0.4283
result/tencentBlock.ns12238.oracleGeneral.zst LRB cache size     4553, 1694720 req, miss ratio 0.3708, byte miss ratio 0.3708
result/tencentBlock.ns12238.oracleGeneral.zst LRB cache size    15177, 1694720 req, miss ratio 0.3091, byte miss ratio 0.3091
