result/tencentBlock.ns1304.oracleGeneral.zst LHD cache size      182, 2999989 req, miss ratio 0.3237, byte miss ratio 0.3237
result/tencentBlock.ns1304.oracleGeneral.zst LHD cache size      546, 2999989 req, miss ratio 0.2671, byte miss ratio 0.2671
result/tencentBlock.ns1304.oracleGeneral.zst LHD cache size     1823, 2999989 req, miss ratio 0.2448, byte miss ratio 0.2448
result/tencentBlock.ns1304.oracleGeneral.zst LHD cache size     5469, 2999989 req, miss ratio 0.2260, byte miss ratio 0.2260
result/tencentBlock.ns1304.oracleGeneral.zst LHD cache size    18232, 2999989 req, miss ratio 0.1977, byte miss ratio 0.1977
result/tencentBlock.ns1304.oracleGeneral.zst LHD cache size    36464, 2999989 req, miss ratio 0.1614, byte miss ratio 0.1614
result/tencentBlock.ns1304.oracleGeneral.zst LHD cache size    72928, 2999989 req, miss ratio 0.0952, byte miss ratio 0.0952
result/tencentBlock.ns1304.oracleGeneral.zst LHD cache size   145856, 2999989 req, miss ratio 0.0715, byte miss ratio 0.0715
result/tencentBlock.ns1304.oracleGeneral.zst ARC cache size      182, 2999989 req, miss ratio 0.3266, byte miss ratio 0.3266
result/tencentBlock.ns1304.oracleGeneral.zst ARC cache size      546, 2999989 req, miss ratio 0.2592, byte miss ratio 0.2592
result/tencentBlock.ns1304.oracleGeneral.zst ARC cache size     1823, 2999989 req, miss ratio 0.2334, byte miss ratio 0.2334
result/tencentBlock.ns1304.oracleGeneral.zst ARC cache size     5469, 2999989 req, miss ratio 0.2134, byte miss ratio 0.2134
result/tencentBlock.ns1304.oracleGeneral.zst ARC cache size    18232, 2999989 req, miss ratio 0.1917, byte miss ratio 0.1917
result/tencentBlock.ns1304.oracleGeneral.zst ARC cache size    36464, 2999989 req, miss ratio 0.1618, byte miss ratio 0.1618
result/tencentBlock.ns1304.oracleGeneral.zst ARC cache size    72928, 2999989 req, miss ratio 0.0969, byte miss ratio 0.0969
result/tencentBlock.ns1304.oracleGeneral.zst ARC cache size   145856, 2999989 req, miss ratio 0.0762, byte miss ratio 0.0762
result/tencentBlock.ns1304.oracleGeneral.zst LeCaR cache size      182, 2999989 req, miss ratio 0.3401, byte miss ratio 0.3401
