result/tencentBlock.ns3069.oracleGeneral.zst FIFO cache size      343, 3953159 req, miss ratio 0.7850, byte miss ratio 0.7850
result/tencentBlock.ns3069.oracleGeneral.zst FIFO cache size     1030, 3953159 req, miss ratio 0.7499, byte miss ratio 0.7499
result/tencentBlock.ns3069.oracleGeneral.zst FIFO cache size     3434, 3953159 req, miss ratio 0.7065, byte miss ratio 0.7065
result/tencentBlock.ns3069.oracleGeneral.zst FIFO cache size    10303, 3953159 req, miss ratio 0.6589, byte miss ratio 0.6589
result/tencentBlock.ns3069.oracleGeneral.zst FIFO cache size    34344, 3953159 req, miss ratio 0.3800, byte miss ratio 0.3800
result/tencentBlock.ns3069.oracleGeneral.zst FIFO cache size    68689, 3953159 req, miss ratio 0.2439, byte miss ratio 0.2439
result/tencentBlock.ns3069.oracleGeneral.zst FIFO cache size   137378, 3953159 req, miss ratio 0.1372, byte miss ratio 0.1372
result/tencentBlock.ns3069.oracleGeneral.zst FIFO cache size   274757, 3953159 req, miss ratio 0.1026, byte miss ratio 0.1026
result/tencentBlock.ns3069.oracleGeneral.zst LIRS cache size      343, 3953159 req, miss ratio 0.7553, byte miss ratio 0.7553
result/tencentBlock.ns3069.oracleGeneral.zst LIRS cache size     1030, 3953159 req, miss ratio 0.6992, byte miss ratio 0.6992
result/tencentBlock.ns3069.oracleGeneral.zst LIRS cache size     3434, 3953159 req, miss ratio 0.6560, byte miss ratio 0.6560
result/tencentBlock.ns3069.oracleGeneral.zst LIRS cache size    10303, 3953159 req, miss ratio 0.5466, byte miss ratio 0.5466
result/tencentBlock.ns3069.oracleGeneral.zst LIRS cache size    34344, 3953159 req, miss ratio 0.3184, byte miss ratio 0.3184
result/tencentBlock.ns3069.oracleGeneral.zst LIRS cache size    68689, 3953159 req, miss ratio 0.1705, byte miss ratio 0.1705
result/tencentBlock.ns3069.oracleGeneral.zst LIRS cache size   137378, 3953159 req, miss ratio 0.1142, byte miss ratio 0.1142
result/tencentBlock.ns3069.oracleGeneral.zst LIRS cache size   274757, 3953159 req, miss ratio 0.0910, byte miss ratio 0.0910
result/tencentBlock.ns3069.oracleGeneral.zst clock2 cache size      343, 3953159 req, miss ratio 0.7432, byte miss ratio 0.7432
result/tencentBlock.ns3069.oracleGeneral.zst clock2 cache size     1030, 3953159 req, miss ratio 0.7301, byte miss ratio 0.7301
result/tencentBlock.ns3069.oracleGeneral.zst clock2 cache size     3434, 3953159 req, miss ratio 0.6863, byte miss ratio 0.6863
result/tencentBlock.ns3069.oracleGeneral.zst clock2 cache size    10303, 3953159 req, miss ratio 0.6388, byte miss ratio 0.6388
result/tencentBlock.ns3069.oracleGeneral.zst clock2 cache size    34344, 3953159 req, miss ratio 0.3667, byte miss ratio 0.3667
result/tencentBlock.ns3069.oracleGeneral.zst clock2 cache size    68689, 3953159 req, miss ratio 0.1702, byte miss ratio 0.1702
result/tencentBlock.ns3069.oracleGeneral.zst clock2 cache size   137378, 3953159 req, miss ratio 0.1165, byte miss ratio 0.1165
result/tencentBlock.ns3069.oracleGeneral.zst clock2 cache size   274757, 3953159 req, miss ratio 0.0881, byte miss ratio 0.0881
result/tencentBlock.ns3069.oracleGeneral.zst Cacheus cache size      343, 3953159 req, miss ratio 0.7313, byte miss ratio 0.7313
result/tencentBlock.ns3069.oracleGeneral.zst Cacheus cache size     1030, 3953159 req, miss ratio 0.6943, byte miss ratio 0.6943
result/tencentBlock.ns3069.oracleGeneral.zst Cacheus cache size     3434, 3953159 req, miss ratio 0.6580, byte miss ratio 0.6580
result/tencentBlock.ns3069.oracleGeneral.zst Cacheus cache size    10303, 3953159 req, miss ratio 0.5783, byte miss ratio 0.5783
result/tencentBlock.ns3069.oracleGeneral.zst Cacheus cache size    34344, 3953159 req, miss ratio 0.3261, byte miss ratio 0.3261
result/tencentBlock.ns3069.oracleGeneral.zst Cacheus cache size    68689, 3953159 req, miss ratio 0.1751, byte miss ratio 0.1751
result/tencentBlock.ns3069.oracleGeneral.zst Cacheus cache size   137378, 3953159 req, miss ratio 0.1095, byte miss ratio 0.1095
