result/tencentBlock.ns10303.oracleGeneral.zst LHD cache size      156, 1167636 req, miss ratio 0.5347, byte miss ratio 0.5347
result/tencentBlock.ns10303.oracleGeneral.zst LHD cache size      469, 1167636 req, miss ratio 0.4981, byte miss ratio 0.4981
result/tencentBlock.ns10303.oracleGeneral.zst LHD cache size     1563, 1167636 req, miss ratio 0.4892, byte miss ratio 0.4892
result/tencentBlock.ns10303.oracleGeneral.zst LHD cache size     4690, 1167636 req, miss ratio 0.4861, byte miss ratio 0.4861
result/tencentBlock.ns10303.oracleGeneral.zst LHD cache size    15635, 1167636 req, miss ratio 0.4731, byte miss ratio 0.4731
result/tencentBlock.ns10303.oracleGeneral.zst LHD cache size    31270, 1167636 req, miss ratio 0.4198, byte miss ratio 0.4198
result/tencentBlock.ns10303.oracleGeneral.zst LHD cache size    62540, 1167636 req, miss ratio 0.3358, byte miss ratio 0.3358
result/tencentBlock.ns10303.oracleGeneral.zst LHD cache size   125081, 1167636 req, miss ratio 0.1457, byte miss ratio 0.1457
result/tencentBlock.ns10303.oracleGeneral.zst LeCaR cache size      156, 1167636 req, miss ratio 0.5106, byte miss ratio 0.5106
result/tencentBlock.ns10303.oracleGeneral.zst LeCaR cache size      469, 1167636 req, miss ratio 0.4975, byte miss ratio 0.4975
result/tencentBlock.ns10303.oracleGeneral.zst LeCaR cache size     1563, 1167636 req, miss ratio 0.4891, byte miss ratio 0.4891
result/tencentBlock.ns10303.oracleGeneral.zst LeCaR cache size     4690, 1167636 req, miss ratio 0.4862, byte miss ratio 0.4862
result/tencentBlock.ns10303.oracleGeneral.zst LeCaR cache size    15635, 1167636 req, miss ratio 0.4749, byte miss ratio 0.4749
result/tencentBlock.ns10303.oracleGeneral.zst LeCaR cache size    31270, 1167636 req, miss ratio 0.4232, byte miss ratio 0.4232
result/tencentBlock.ns10303.oracleGeneral.zst LeCaR cache size    62540, 1167636 req, miss ratio 0.2924, byte miss ratio 0.2924
result/tencentBlock.ns10303.oracleGeneral.zst LeCaR cache size   125081, 1167636 req, miss ratio 0.1407, byte miss ratio 0.1407
result/tencentBlock.ns10303.oracleGeneral.zst LRU cache size      156, 1167636 req, miss ratio 0.5128, byte miss ratio 0.5128
result/tencentBlock.ns10303.oracleGeneral.zst LRU cache size      469, 1167636 req, miss ratio 0.4984, byte miss ratio 0.4984
result/tencentBlock.ns10303.oracleGeneral.zst LRU cache size     1563, 1167636 req, miss ratio 0.4902, byte miss ratio 0.4902
result/tencentBlock.ns10303.oracleGeneral.zst LRU cache size     4690, 1167636 req, miss ratio 0.4863, byte miss ratio 0.4863
result/tencentBlock.ns10303.oracleGeneral.zst LRU cache size    15635, 1167636 req, miss ratio 0.4754, byte miss ratio 0.4754
