result/tencentBlock.ns11102.oracleGeneral.zst clock2 cache size      265, 1491437 req, miss ratio 0.5597, byte miss ratio 0.5597
result/tencentBlock.ns11102.oracleGeneral.zst clock2 cache size      796, 1491437 req, miss ratio 0.5349, byte miss ratio 0.5349
result/tencentBlock.ns11102.oracleGeneral.zst clock2 cache size     2655, 1491437 req, miss ratio 0.5266, byte miss ratio 0.5266
result/tencentBlock.ns11102.oracleGeneral.zst clock2 cache size     7966, 1491437 req, miss ratio 0.5236, byte miss ratio 0.5236
result/tencentBlock.ns11102.oracleGeneral.zst clock2 cache size    26556, 1491437 req, miss ratio 0.4651, byte miss ratio 0.4651
result/tencentBlock.ns11102.oracleGeneral.zst clock2 cache size    53113, 1491437 req, miss ratio 0.4190, byte miss ratio 0.4190
result/tencentBlock.ns11102.oracleGeneral.zst clock2 cache size   106226, 1491437 req, miss ratio 0.2795, byte miss ratio 0.2795
result/tencentBlock.ns11102.oracleGeneral.zst clock2 cache size   212452, 1491437 req, miss ratio 0.1784, byte miss ratio 0.1784
result/tencentBlock.ns11102.oracleGeneral.zst Cacheus cache size      265, 1491437 req, miss ratio 0.5406, byte miss ratio 0.5406
result/tencentBlock.ns11102.oracleGeneral.zst Cacheus cache size      796, 1491437 req, miss ratio 0.5297, byte miss ratio 0.5297
result/tencentBlock.ns11102.oracleGeneral.zst Cacheus cache size     2655, 1491437 req, miss ratio 0.5247, byte miss ratio 0.5247
result/tencentBlock.ns11102.oracleGeneral.zst Cacheus cache size     7966, 1491437 req, miss ratio 0.5218, byte miss ratio 0.5218
result/tencentBlock.ns11102.oracleGeneral.zst Cacheus cache size    26556, 1491437 req, miss ratio 0.4675, byte miss ratio 0.4675
result/tencentBlock.ns11102.oracleGeneral.zst Cacheus cache size    53113, 1491437 req, miss ratio 0.4088, byte miss ratio 0.4088
result/tencentBlock.ns11102.oracleGeneral.zst Cacheus cache size   106226, 1491437 req, miss ratio 0.2521, byte miss ratio 0.2521
result/tencentBlock.ns11102.oracleGeneral.zst Cacheus cache size   212452, 1491437 req, miss ratio 0.1853, byte miss ratio 0.1853
result/tencentBlock.ns11102.oracleGeneral.zst LHD cache size      265, 1491437 req, miss ratio 0.5505, byte miss ratio 0.5505
result/tencentBlock.ns11102.oracleGeneral.zst LHD cache size      796, 1491437 req, miss ratio 0.5342, byte miss ratio 0.5342
result/tencentBlock.ns11102.oracleGeneral.zst LHD cache size     2655, 1491437 req, miss ratio 0.5259, byte miss ratio 0.5259
result/tencentBlock.ns11102.oracleGeneral.zst LHD cache size     7966, 1491437 req, miss ratio 0.5188, byte miss ratio 0.5188
result/tencentBlock.ns11102.oracleGeneral.zst LHD cache size    26556, 1491437 req, miss ratio 0.4485, byte miss ratio 0.4485
result/tencentBlock.ns11102.oracleGeneral.zst LHD cache size    53113, 1491437 req, miss ratio 0.3796, byte miss ratio 0.3796
result/tencentBlock.ns11102.oracleGeneral.zst LHD cache size   106226, 1491437 req, miss ratio 0.2398, byte miss ratio 0.2398
result/tencentBlock.ns11102.oracleGeneral.zst LHD cache size   212452, 1491437 req, miss ratio 0.1794, byte miss ratio 0.1794
result/tencentBlock.ns11102.oracleGeneral.zst Clock cache size      265, 1491437 req, miss ratio 0.5585, byte miss ratio 0.5585
result/tencentBlock.ns11102.oracleGeneral.zst Clock cache size      796, 1491437 req, miss ratio 0.5347, byte miss ratio 0.5347
result/tencentBlock.ns11102.oracleGeneral.zst Clock cache size     2655, 1491437 req, miss ratio 0.5269, byte miss ratio 0.5269
result/tencentBlock.ns11102.oracleGeneral.zst Clock cache size     7966, 1491437 req, miss ratio 0.5241, byte miss ratio 0.5241
result/tencentBlock.ns11102.oracleGeneral.zst Clock cache size    26556, 1491437 req, miss ratio 0.4619, byte miss ratio 0.4619
result/tencentBlock.ns11102.oracleGeneral.zst Clock cache size    53113, 1491437 req, miss ratio 0.4158, byte miss ratio 0.4158
result/tencentBlock.ns11102.oracleGeneral.zst Clock cache size   106226, 1491437 req, miss ratio 0.2542, byte miss ratio 0.2542
result/tencentBlock.ns11102.oracleGeneral.zst Clock cache size   212452, 1491437 req, miss ratio 0.1784, byte miss ratio 0.1784
result/tencentBlock.ns11102.oracleGeneral.zst LeCaR cache size      265, 1491437 req, miss ratio 0.5568, byte miss ratio 0.5568
result/tencentBlock.ns11102.oracleGeneral.zst LeCaR cache size      796, 1491437 req, miss ratio 0.5335, byte miss ratio 0.5335
result/tencentBlock.ns11102.oracleGeneral.zst LeCaR cache size     2655, 1491437 req, miss ratio 0.5259, byte miss ratio 0.5259
result/tencentBlock.ns11102.oracleGeneral.zst LeCaR cache size     7966, 1491437 req, miss ratio 0.5237, byte miss ratio 0.5237
result/tencentBlock.ns11102.oracleGeneral.zst LeCaR cache size    26556, 1491437 req, miss ratio 0.4557, byte miss ratio 0.4557
result/tencentBlock.ns11102.oracleGeneral.zst LeCaR cache size    53113, 1491437 req, miss ratio 0.4071, byte miss ratio 0.4071
result/tencentBlock.ns11102.oracleGeneral.zst LeCaR cache size   106226, 1491437 req, miss ratio 0.2358, byte miss ratio 0.2358
result/tencentBlock.ns11102.oracleGeneral.zst LeCaR cache size   212452, 1491437 req, miss ratio 0.1793, byte miss ratio 0.1793
result/tencentBlock.ns11102.oracleGeneral.zst LRU cache size      265, 1491437 req, miss ratio 0.5589, byte miss ratio 0.5589
result/tencentBlock.ns11102.oracleGeneral.zst LRU cache size      796, 1491437 req, miss ratio 0.5352, byte miss ratio 0.5352
result/tencentBlock.ns11102.oracleGeneral.zst LRU cache size     2655, 1491437 req, miss ratio 0.5270, byte miss ratio 0.5270
result/tencentBlock.ns11102.oracleGeneral.zst LRU cache size     7966, 1491437 req, miss ratio 0.5244, byte miss ratio 0.5244
result/tencentBlock.ns11102.oracleGeneral.zst LRU cache size    26556, 1491437 req, miss ratio 0.4619, byte miss ratio 0.4619
result/tencentBlock.ns11102.oracleGeneral.zst LRU cache size    53113, 1491437 req, miss ratio 0.4126, byte miss ratio 0.4126
result/tencentBlock.ns11102.oracleGeneral.zst LRU cache size   106226, 1491437 req, miss ratio 0.2343, byte miss ratio 0.2343
result/tencentBlock.ns11102.oracleGeneral.zst LRU cache size   212452, 1491437 req, miss ratio 0.1792, byte miss ratio 0.1792
result/tencentBlock.ns11102.oracleGeneral.zst FIFO cache size      265, 1491437 req, miss ratio 0.6054, byte miss ratio 0.6054
result/tencentBlock.ns11102.oracleGeneral.zst FIFO cache size      796, 1491437 req, miss ratio 0.5588, byte miss ratio 0.5588
result/tencentBlock.ns11102.oracleGeneral.zst FIFO cache size     2655, 1491437 req, miss ratio 0.5373, byte miss ratio 0.5373
result/tencentBlock.ns11102.oracleGeneral.zst FIFO cache size     7966, 1491437 req, miss ratio 0.5289, byte miss ratio 0.5289
result/tencentBlock.ns11102.oracleGeneral.zst FIFO cache size    26556, 1491437 req, miss ratio 0.4803, byte miss ratio 0.4803
result/tencentBlock.ns11102.oracleGeneral.zst FIFO cache size    53113, 1491437 req, miss ratio 0.4339, byte miss ratio 0.4339
result/tencentBlock.ns11102.oracleGeneral.zst FIFO cache size   106226, 1491437 req, miss ratio 0.2800, byte miss ratio 0.2800
result/tencentBlock.ns11102.oracleGeneral.zst FIFO cache size   212452, 1491437 req, miss ratio 0.1885, byte miss ratio 0.1885
result/tencentBlock.ns11102.oracleGeneral.zst ARC cache size      265, 1491437 req, miss ratio 0.5412, byte miss ratio 0.5412
result/tencentBlock.ns11102.oracleGeneral.zst ARC cache size      796, 1491437 req, miss ratio 0.5282, byte miss ratio 0.5282
result/tencentBlock.ns11102.oracleGeneral.zst ARC cache size     2655, 1491437 req, miss ratio 0.5248, byte miss ratio 0.5248
result/tencentBlock.ns11102.oracleGeneral.zst ARC cache size     7966, 1491437 req, miss ratio 0.5223, byte miss ratio 0.5223
result/tencentBlock.ns11102.oracleGeneral.zst ARC cache size    26556, 1491437 req, miss ratio 0.4550, byte miss ratio 0.4550
result/tencentBlock.ns11102.oracleGeneral.zst ARC cache size    53113, 1491437 req, miss ratio 0.3768, byte miss ratio 0.3768
result/tencentBlock.ns11102.oracleGeneral.zst ARC cache size   106226, 1491437 req, miss ratio 0.2465, byte miss ratio 0.2465
result/tencentBlock.ns11102.oracleGeneral.zst ARC cache size   212452, 1491437 req, miss ratio 0.1784, byte miss ratio 0.1784
